TDEP,GR,BSZ,CALI,DRHO,PE,HMRS,HDRS,DTC,RHOB,NPHI,DCALI
77.9,80.0383529663086,,,,,,,,,,
78.0,85.78559112548828,,,,,,,,,,
82.4,97.13907623291016,8.5,8.862622261047363,0.02220488339662552,8.988207817077637,1.7472684383392334,0.0016307017067447305,83.37581634521484,2.3453328609466553,42.38087463378906,0.3626222610473633
82.5,105.61479949951172,8.5,8.860687255859375,0.09141933917999268,5.955145359039307,1.2272669076919556,0.004885451402515173,102.46481323242188,2.3026113510131836,44.05376052856445,0.360687255859375
82.6,114.8369140625,8.5,8.881974220275879,0.13014453649520874,4.30194616317749,0.7992455363273621,0.8000317215919495,113.4891357421875,2.2563819885253906,46.17564392089844,0.3819742202758789
82.7,121.62081146240234,8.5,8.92067813873291,0.14300452172756195,4.129714012145996,1.2939634323120117,0.019241975620388985,120.0407943725586,2.2071077823638916,45.530941009521484,0.42067813873291016
82.8,126.87045288085938,8.5,9.023886680603027,0.13506603240966797,3.975015878677368,1.3989057540893555,0.048203349113464355,125.03350830078125,2.149759292602539,44.25557327270508,0.5238866806030273
82.9,120.88270568847656,8.5,9.085166931152344,0.13184726238250732,3.9456470012664795,1.5602821111679077,0.13526031374931335,127.35193634033203,2.1541244983673096,43.59334182739258,0.5851669311523438
83.0,113.61780548095703,8.5,9.126450538635254,0.1336018145084381,3.9345874786376953,1.961093783378601,1.4197052717208862,127.94007873535156,2.1684086322784424,41.98588562011719,0.6264505386352539
83.1,104.12200927734375,8.5,9.31867790222168,0.148495152592659,3.9051084518432617,2.1258041858673096,4.978781700134277,128.0017547607422,2.20806884765625,44.849491119384766,0.8186779022216797
86.3,126.20698547363281,8.5,10.077264785766602,0.04586652293801308,3.1486666202545166,1.7682108879089355,1.630368947982788,132.47117614746094,2.1240360736846924,44.26716995239258,1.5772647857666016
86.4,126.37285614013672,8.5,9.774733543395996,0.0404149554669857,3.1015751361846924,1.7134596109390259,1.5878629684448242,131.41455078125,2.1116862297058105,46.369529724121094,1.274733543395996
86.5,126.1572265625,8.5,9.456074714660645,0.038334790617227554,3.0671749114990234,1.7124712467193604,1.5609080791473389,130.57647705078125,2.1039791107177734,46.98331832885742,0.9560747146606445
86.6,126.84557342529297,8.5,8.945189476013184,0.03876287490129471,3.0769426822662354,1.7674380540847778,1.6163642406463623,130.07131958007812,2.1096599102020264,44.03958511352539,0.4451894760131836
86.7,128.3964080810547,8.5,8.776829719543457,0.038342833518981934,3.160796880722046,1.870826005935669,1.7052640914916992,129.6882781982422,2.132733106613159,42.95777130126953,0.27682971954345703
86.8,128.3715362548828,8.5,8.725870132446289,0.03460945188999176,3.3018181324005127,2.3031816482543945,2.0960800647735596,129.2420196533203,2.168069839477539,40.88660430908203,0.22587013244628906
86.9,111.24592590332031,8.5,8.714259147644043,0.02219650335609913,3.737848997116089,2.710758924484253,2.4706826210021973,128.90768432617188,2.2815732955932617,33.77336120605469,0.21425914764404297
87.0,94.83354949951172,8.5,8.692327499389648,0.014596574939787388,3.976839303970337,3.3276894092559814,3.0431723594665527,129.09439086914062,2.341230869293213,29.069555282592773,0.19232749938964844
87.1,78.21383666992188,8.5,8.697487831115723,0.008400075137615204,4.189607620239258,5.592972278594971,5.188612461090088,129.75814819335938,2.3980555534362793,24.017520904541016,0.19748783111572266
87.2,56.56010437011719,8.5,8.714259147644043,0.0011999951675534248,4.4395527839660645,7.526724815368652,7.094005584716797,131.419677734375,2.480545997619629,17.57085418701172,0.21425914764404297
87.3,52.47152328491211,8.5,8.737481117248535,-0.0007527356501668692,4.470350742340088,9.934837341308594,9.764759063720703,133.9396209716797,2.500969171524048,16.30268669128418,0.23748111724853516
87.4,51.58414077758789,8.5,8.754253387451172,0.00014711098629049957,4.449168682098389,12.231675148010254,13.353837013244629,135.4535369873047,2.516003131866455,15.66760540008545,0.2542533874511719
87.5,54.22969436645508,8.5,8.7897310256958,0.0022495146840810776,4.384009838104248,11.498193740844727,14.070122718811035,135.6201171875,2.5188193321228027,15.33322811126709,0.2897310256958008
87.6,69.6883544921875,8.5,8.817468643188477,0.008620795793831348,4.179351329803467,9.26718807220459,10.765223503112793,134.6273956298828,2.4968607425689697,17.04487419128418,0.31746864318847656
