TDEP,BS,CAL,DCAL,GR,RESD,DT,RHOB,DRHO,NPHI,PE
641.4515991210938,8.5,8.49001693725586,-0.009983062744140625,62.04124450683594,14.783549308776855,76.19831848144531,2.5129098892211914,0.016056060791015625,0.20923742651939392,2.984661817550659
641.60400390625,8.5,8.599721908569336,0.09972190856933594,59.93733215332031,13.669597625732422,77.6596450805664,2.511021137237549,0.009750843048095703,0.20184755325317383,2.9850447177886963
641.7564086914062,8.5,8.643604278564453,0.14360427856445312,63.9849967956543,14.081559181213379,77.43290710449219,2.5162317752838135,0.009341716766357422,0.20385633409023285,3.0026769638061523
641.9088134765625,8.5,8.555839538574219,0.05583953857421875,65.92508697509766,14.251974105834961,76.07129669189453,2.504188299179077,0.0043795108795166016,0.21207429468631744,2.9433422088623047
642.0612182617188,8.5,8.511958122253418,0.011958122253417969,67.63896942138672,16.270854949951172,76.51142883300781,2.501147747039795,0.002024412155151367,0.2174692153930664,2.892582893371582
642.2135620117188,8.5,8.49001693725586,-0.009983062744140625,68.21026611328125,17.139768600463867,75.29849243164062,2.498255491256714,-0.001491546630859375,0.20493486523628235,2.841090202331543
642.365966796875,8.5,8.577780723571777,0.07778072357177734,71.03096771240234,15.741318702697754,75.42428588867188,2.4915781021118164,-0.0010809898376464844,0.19474828243255615,2.8342504501342773
642.5183715820312,8.5,8.687485694885254,0.1874856948852539,71.76243591308594,15.029318809509277,78.51126861572266,2.4632863998413086,-0.001377105712890625,0.1982894390821457,2.848445415496826
642.6707763671875,8.5,8.709426879882812,0.2094268798828125,66.7927017211914,14.008340835571289,79.42716979980469,2.435580253601074,0.00016880035400390625,0.22461570799350739,2.901125907897949
642.8231811523438,8.5,8.511958122253418,0.011958122253417969,62.98406982421875,15.47084903717041,78.32855987548828,2.4309804439544678,-0.0011758804321289062,0.23561805486679077,2.938552141189575
642.9755859375,8.5,8.446134567260742,-0.05386543273925781,55.87092590332031,17.870559692382812,77.97506713867188,2.459479808807373,-0.00049591064453125,0.22747467458248138,2.965703010559082
643.1279907226562,8.5,8.50098705291748,0.0009870529174804688,55.889434814453125,17.175952911376953,70.69581604003906,2.5070180892944336,0.0003643035888671875,0.19887474179267883,2.989362955093384
643.2803955078125,8.5,8.753310203552246,0.2533102035522461,53.9851188659668,24.58403968811035,68.40052795410156,2.5421957969665527,-0.0005130767822265625,0.17333368957042694,3.070737600326538
643.4328002929688,8.5,8.994661331176758,0.4946613311767578,52.74953079223633,34.00270080566406,65.49871826171875,2.568375825881958,-0.00064849853515625,0.15415747463703156,3.1328210830688477
643.585205078125,8.5,8.643604278564453,0.14360427856445312,50.88193893432617,68.12394714355469,64.65504455566406,2.58423113822937,1.3828277587890625e-05,0.14592641592025757,3.1379575729370117
643.7376098632812,8.5,8.522928237915039,0.022928237915039062,49.929779052734375,100.42552947998047,67.74378967285156,2.5864830017089844,0.0015964508056640625,0.1466720849275589,3.099424123764038
643.8900146484375,8.5,8.511958122253418,0.011958122253417969,55.642730712890625,44.59791564941406,69.21485900878906,2.5553035736083984,0.0005393028259277344,0.16937004029750824,3.0657222270965576
644.0424194335938,8.5,8.555839538574219,0.05583953857421875,60.93809509277344,27.687170028686523,76.05570983886719,2.5145998001098633,0.0005409717559814453,0.18799369037151337,3.002203941345215
644.1947631835938,8.5,8.665545463562012,0.16554546356201172,61.5093879699707,22.78081703186035,78.17826080322266,2.4654135704040527,-0.001905202865600586,0.21338388323783875,2.9795522689819336
644.34716796875,8.5,8.479046821594238,-0.02095317840576172,64.5562973022461,23.933862686157227,82.86212158203125,2.4387385845184326,-0.0021152496337890625,0.23672950267791748,2.948552131652832
644.4995727539062,8.5,8.511958122253418,0.011958122253417969,63.32220458984375,22.044189453125,85.1611557006836,2.419203281402588,-0.0037994384765625,0.24651740491390228,2.950601100921631
644.6519775390625,8.5,8.402253150939941,-0.0977468490600586,65.41695404052734,21.890853881835938,83.61476135253906,2.4244635105133057,-0.002504110336303711,0.25029823184013367,2.899345874786377
644.8043823242188,8.5,8.49001693725586,-0.009983062744140625,60.08486557006836,22.15373420715332,83.29316711425781,2.433234691619873,-0.0015594959259033203,0.23310692608356476,2.8656065464019775
644.956787109375,8.5,8.599721908569336,0.09972190856933594,58.84333801269531,13.312578201293945,82.39130401611328,2.437469720840454,-0.0002391338348388672,0.22956281900405884,2.875272035598755
645.1091918945312,8.5,8.49001693725586,-0.009983062744140625,59.22420120239258,12.60329532623291,80.87677764892578,2.4362432956695557,0.0017824172973632812,0.1992085874080658,2.9256668090820312
645.2615966796875,8.5,8.643604278564453,0.14360427856445312,66.46060943603516,10.612251281738281,85.1313247680664,2.4516077041625977,0.01217961311340332,0.19067412614822388,3.0474581718444824
645.4140014648438,8.5,8.4680757522583,-0.03192424774169922,87.33163452148438,7.319461822509766,87.36836242675781,2.4739012718200684,0.025394439697265625,0.2092730551958084,3.2298223972320557
645.56640625,8.5,8.632633209228516,0.13263320922851562,104.66091918945312,4.874388694763184,88.89167022705078,2.477947950363159,0.02631855010986328,0.2653528153896332,3.409010171890259
645.7188110351562,8.5,8.841073989868164,0.34107398986816406,115.3250961303711,4.393702507019043,91.9342041015625,2.4872634410858154,0.025264501571655273,0.3017067015171051,3.4707603454589844
645.8712158203125,8.5,8.731369018554688,0.2313690185546875,104.35651397705078,5.399429798126221,84.55554962158203,2.4939217567443848,0.013944864273071289,0.2934167683124542,3.382028818130493
646.0236206054688,8.5,8.643604278564453,0.14360427856445312,92.74018096923828,9.994458198547363,80.73049926757812,2.533097743988037,0.013176202774047852,0.24772116541862488,3.1869518756866455
646.1759643554688,8.5,8.599721908569336,0.09972190856933594,78.89518737792969,18.66301727294922,73.11155700683594,2.5526108741760254,0.006026744842529297,0.18879292905330658,2.967705726623535
646.328369140625,8.5,8.566810607910156,0.06681060791015625,64.9936752319336,25.55599594116211,68.1478500366211,2.555396795272827,0.003544330596923828,0.15287451446056366,2.8559539318084717
646.4807739257812,8.5,8.533899307250977,0.03389930725097656,59.85201644897461,21.91931915283203,67.89874267578125,2.546163558959961,0.0014622211456298828,0.13890494406223297,2.8142917156219482
646.6331787109375,8.5,8.599721908569336,0.09972190856933594,62.271114349365234,21.476011276245117,68.4389877319336,2.5415408611297607,-0.00036978721618652344,0.14328725636005402,2.8307156562805176
