TDEP,BS,CAL,DCAL,DRHO,DT,GR,RESD,NPHI,PE,PE,RHOB
42.3,,,,,,18.733713150024414,,,53.08979034423828,59.88143539428711,
42.4,,,,,,18.8493709564209,,,53.82878112792969,50.9428596496582,
42.5,,,,,,20.162405014038086,,,53.48171615600586,54.37648391723633,
42.6,,,,,,20.66925048828125,,,52.8747444152832,50.12009048461914,
42.7,,,,,,21.220317840576172,,,52.427032470703125,49.25825881958008,
42.8,,,,,,21.165889739990234,,,52.1951789855957,52.275569915771484,
42.9,,,,,,20.48386001586914,,,51.19636154174805,61.47334671020508,
43.0,,,,,,20.715171813964844,,,49.402549743652344,48.868446350097656,
43.1,,,,,,20.301021575927734,,,47.691402435302734,40.65359878540039,
43.2,,,,,,19.875816345214844,,,46.302207946777344,40.26900863647461,
43.3,,,,,,19.465917587280273,,,46.31886291503906,47.25301742553711,
43.4,,,,,,18.43181800842285,,,47.7767448425293,44.46905517578125,
43.5,,,,,,18.322965621948242,,,49.845794677734375,50.277286529541016,
43.6,,,,,,18.7753849029541,,,52.23835754394531,51.72167205810547,
43.7,,,,,,19.14276123046875,,,53.70870590209961,57.177005767822266,
43.8,,,,,,19.581573486328125,,,54.15624237060547,57.30250930786133,
43.9,,,,,,19.6632137298584,,,53.376102447509766,53.004150390625,
44.0,,,,,,19.047515869140625,,,52.26368713378906,51.83627700805664,
44.1,,,,,,18.421611785888672,,,51.98167419433594,43.96518325805664,
44.2,,,,,,17.5541934967041,,,52.58164978027344,53.921932220458984,
44.3,,,,,,16.530298233032227,,,54.21221923828125,51.81094741821289,
44.4,,,,,,15.997940063476562,,,55.5738525390625,56.972999572753906,
44.5,,,,,,15.958821296691895,,,56.22867965698242,59.03422164916992,
44.6,,,,,,16.810083389282227,,,56.1609001159668,54.97066879272461,
44.7,,,,,,17.92072105407715,,,55.18589401245117,54.409812927246094,
44.8,,,,,,18.674184799194336,,,53.3433952331543,51.926231384277344,
44.9,,,,,,18.79664421081543,,,50.13161849975586,56.907466888427734,
45.0,,,,,,18.424163818359375,,,45.28396224975586,50.45644760131836,
45.1,,,,,,18.25067901611328,,,39.676822662353516,38.75385284423828,
45.2,,,,,,18.61295509338379,,,34.42392349243164,28.977006912231445,
45.3,,,,,,19.67852210998535,,,30.308143615722656,24.982616424560547,
45.4,,,,,,20.55019187927246,,,27.63068389892578,29.675983428955078,
45.5,,,,,,20.82742691040039,,,25.16632080078125,29.39801597595215,
45.6,,,,,,20.74408721923828,,,21.756484985351562,20.28728675842285,
45.7,,,,,,20.414125442504883,,,16.669113159179688,19.70175552368164,
45.8,,,,,,20.196422576904297,,,11.296941757202148,11.37918472290039,
45.9,,,,,,20.580806732177734,,,7.716222286224365,-1.610730528831482,
46.0,,,,,,21.37339210510254,,,8.050882339477539,-2.414915084838867,
46.1,,,,,,21.840267181396484,,,13.078635215759277,8.760766983032227,
46.2,,,,,,22.37772560119629,,,20.482803344726562,26.55888557434082,
46.3,,,,,,22.129405975341797,,,28.02956771850586,34.60636901855469,
46.4,,,,,,21.000059127807617,,,33.911251068115234,41.08001708984375,
46.5,,,,,,20.16155433654785,,,37.35710906982422,31.314489364624023,
46.6,,,,,,19.57392120361328,,,37.741455078125,36.709693908691406,
46.7,,,,,,19.56796646118164,,,34.31952667236328,41.96352005004883,
46.8,,,,,,20.65904426574707,,,26.641340255737305,38.23957061767578,
46.9,,,,,,21.85642433166504,,,16.32131576538086,11.469656944274902,
47.0,,,,,,22.796979904174805,,,6.073265075683594,-12.712821006774902,
47.1,,,,,,24.477392196655273,,,-1.7254347801208496,-10.70289134979248,
47.2,,,,,,25.74875831604004,,,-7.013125896453857,4.8344550132751465,
47.3,,,,,,27.273544311523438,,,-11.920247077941895,-8.509540557861328,
47.4,,,,,,29.272863388061523,,,-17.763269424438477,-11.578665733337402,
47.5,,,,,,29.94043731689453,,,-24.652353286743164,-37.0862922668457,
47.6,,,,,,30.189605712890625,,,-31.079864501953125,-35.83843231201172,
47.7,,,,,,29.589216232299805,,,-34.72669219970703,-42.16043472290039,
47.8,,,,,,28.754112243652344,,,-34.66712188720703,-36.27620315551758,
47.9,,,,,,28.788127899169922,,,-30.956653594970703,-41.52389144897461,
48.0,,,,,,29.6632022857666,,,-24.736162185668945,-28.108715057373047,
48.1,,,,,,31.266225814819336,,,-18.15535545349121,-14.247384071350098,
48.2,,,,,,32.32924270629883,,,-12.9369535446167,-4.699210166931152,
48.3,,,,,,33.458587646484375,,,-10.667190551757812,-7.540825366973877,
48.4,,,,,,33.69670486450195,,,-10.777482032775879,-7.258389472961426,
48.5,,,,,,33.38715362548828,,,-12.397087097167969,-5.794607162475586,
48.6,,,,,,34.041969299316406,,,-13.491106986999512,-19.006778717041016,
48.7,,,,,,34.03346633911133,,,-12.817444801330566,-27.34203338623047,
48.8,,,,,,34.12871170043945,,,-11.66290283203125,-5.276503562927246,
48.9,,,,,,34.83455276489258,,,-10.775235176086426,-6.517998695373535,
49.0,,,,,,34.902587890625,,,-12.354009628295898,-4.350378036499023,
49.1,,,,,,35.32609176635742,,,-16.313798904418945,-5.761999607086182,
49.2,,,,,,36.43162536621094,,,-20.393259048461914,-26.08983039855957,
49.3,,,,,,37.37728500366211,,,-23.258037567138672,-35.42881393432617,
49.4,,,,,,38.30933380126953,,,-23.510650634765625,-21.600969314575195,
49.5,,,,,,39.315372467041016,,,-21.246767044067383,-28.814210891723633,
49.6,,,,,,39.92936706542969,,,-18.36336898803711,-17.283096313476562,
49.7,,,,,,40.40049743652344,,,-15.910512924194336,-15.644952774047852,
49.8,,,,,,41.24580383300781,,,-14.39590072631836,-8.08684253692627,
49.9,,,,,,42.1778564453125,,,-14.462886810302734,-10.742396354675293,
50.0,,,,,,43.018062591552734,,,-14.568358421325684,-9.379447937011719,
50.1,,,,,,43.749420166015625,,,-15.075599670410156,-23.968820571899414,
50.2,,,,,,43.49003982543945,,,-15.134943962097168,-12.52191162109375,
50.3,,,,,,42.516319274902344,,,-14.802577018737793,-13.878097534179688,
50.4,,,,,,41.401432037353516,,,-14.685640335083008,-14.428495407104492,
50.5,,,,,,40.32651138305664,,,-12.739562034606934,-15.67032241821289,
50.6,,,,,,40.511898040771484,,,-9.543179512023926,-8.95020866394043,
50.7,,,,,,41.586822509765625,,,-5.075527191162109,-13.34438705444336,
50.8,,,,,,43.81659698486328,,,-0.6463092565536499,5.978471755981445,
50.9,,,,,,46.31680679321289,,,1.8537709712982178,15.35084342956543,
51.0,,,,,,47.91132736206055,,,2.2965097427368164,0.7628098130226135,
51.1,,,,,,48.836578369140625,,,1.3931909799575806,-6.740673065185547,
51.2,,,,,,47.589027404785156,,,1.0135910511016846,1.3326903581619263,
51.3,,,,,,46.26578140258789,,,1.6696233749389648,0.5382193326950073,
51.4,,,,,,45.13813781738281,,,3.567857027053833,2.025146484375,
51.5,,,,,,44.10403823852539,,,5.804566860198975,-2.549278974533081,
51.6,,,,,,44.797977447509766,,,6.932109355926514,16.363813400268555,
51.7,,,,,,45.22317886352539,,,7.107298851013184,9.63949203491211,
51.8,,,,,,45.88139724731445,,,6.249608993530273,7.11205530166626,
51.9,,,,,,46.799842834472656,,,6.166110515594482,-1.4920504093170166,
52.0,,,,,,46.92060089111328,,,7.558035850524902,-4.920158386230469,
52.1,,,,,,46.56343078613281,,,10.702848434448242,22.8916015625,
52.2,,,,,,45.70961380004883,,,15.243142127990723,15.1091947555542,
52.3,,,,,,44.67381286621094,,,19.614839553833008,20.08973503112793,
52.4,,,,,,43.60739517211914,,,23.7076358795166,23.16286849975586,
52.5,,,,,,42.73997497558594,,,27.01644515991211,31.286701202392578,
52.6,,,,,,42.102169036865234,,,29.585237503051758,32.11801528930664,
52.7,,,,,,40.86396789550781,,,31.003650665283203,28.908288955688477,
52.8,,,,,,39.19716262817383,,,31.685461044311523,39.99160385131836,
52.9,,,,,,37.630706787109375,,,28.858951568603516,30.728782653808594,
53.0,,,,,,35.991111755371094,,,7.329858779907227,28.037145614624023,
53.1,,,,,,34.45526885986328,,,-75.95709228515625,21.112651824951172,
53.2,,,,,,34.20524978637695,,,-175.48428344726562,-20.29862403869629,
53.3,,,,,,34.39914321899414,,,-271.0609130859375,-288.4143981933594,
53.4,,,,,,34.974021911621094,,,-329.685791015625,-964.1102294921875,
53.5,,,,,,36.95718002319336,,,-262.8495178222656,-181.00747680664062,
53.6,,,,,,38.07122039794922,,,-163.40843200683594,12.525201797485352,
53.7,,,,,,38.649497985839844,,,-63.62651443481445,42.4495964050293,
53.8,,,,,,38.68351745605469,,,16.909324645996094,48.32345962524414,
53.9,,,,,,37.32455825805664,,,33.55069351196289,30.757492065429688,
54.0,,,,,,35.83123779296875,,,33.62226867675781,32.445091247558594,
54.1,,,,,,34.45697021484375,,,32.107177734375,27.432292938232422,
54.2,,,,,,33.23237991333008,,,30.862043380737305,33.39861297607422,
54.3,,,,,,32.41938400268555,,,29.970224380493164,36.85810852050781,
54.4,,,,,,31.99077606201172,,,28.916032791137695,24.895803451538086,
54.5,,,,,,31.880224227905273,,,27.73267364501953,20.198585510253906,
54.6,,,,,,32.06221008300781,,,26.66600227355957,30.955446243286133,
54.7,,,,,,32.7374382019043,,,25.224489212036133,21.738834381103516,
54.8,,,,,,33.434776306152344,,,23.58950424194336,22.06867027282715,
54.9,,,,,,33.97733688354492,,,22.28696060180664,19.39317512512207,
55.0,,,,,,33.97393798828125,,,21.51564598083496,21.893484115600586,
55.1,,,,,,33.402462005615234,,,21.14388656616211,15.205404281616211,
55.2,,,,,,33.16179275512695,,,20.69926643371582,26.143482208251953,
55.3,,,,,,33.06654739379883,,,18.636096954345703,19.372961044311523,
55.4,,,,,,33.69075012207031,,,15.000092506408691,21.372501373291016,
55.5,,,,,,34.22821044921875,,,10.776350021362305,8.33462142944336,
55.6,,,,,,34.38638687133789,,,7.375598430633545,2.81549334526062,
55.7,,,,,,34.934051513671875,,,6.380718231201172,-4.753448486328125,
55.8,,,,,,35.65520095825195,,,7.521378993988037,14.286054611206055,
55.9,,,,,,36.92741394042969,,,8.838910102844238,9.914295196533203,
56.0,,,,,,38.20558547973633,,,6.6316986083984375,7.300353527069092,
56.1,,,,,,38.106937408447266,,,2.69431209564209,21.50296974182129,
56.2,,,,,,36.916358947753906,,,-1.4785099029541016,-3.0590083599090576,
56.3,,,,,,35.372013092041016,,,-2.9785454273223877,-39.45423126220703,
56.4,,,,,,33.883792877197266,,,2.7870190143585205,-13.563544273376465,
56.5,,,,,,34.018157958984375,,,11.100104331970215,32.941287994384766,
56.6,,,,,,34.8770751953125,,,17.97161865234375,28.731708526611328,
56.7,,,,,,35.70707702636719,,,22.2955265045166,23.049699783325195,
56.8,,,,,,36.77178955078125,,,22.184635162353516,17.265243530273438,
56.9,,,,,,36.780296325683594,,,20.52307891845703,22.537220001220703,
57.0,,,,,,37.08644485473633,,,20.808164596557617,18.501739501953125,
57.1,,,,,,37.74296188354492,,,22.537179946899414,22.759183883666992,
57.2,,,,,,37.91644287109375,,,25.791015625,23.951732635498047,
57.3,,,,,,38.43689727783203,,,29.396053314208984,34.46965789794922,
57.4,,,,,,38.4913215637207,,,31.693021774291992,36.137733459472656,
57.5,,,,,,37.97087097167969,,,32.93044662475586,38.55034637451172,
57.6,,,,,,37.317752838134766,,,32.555816650390625,23.394927978515625,
57.7,,,,,,36.43162536621094,,,31.201961517333984,35.10272216796875,
57.8,,,,,,35.19342803955078,,,29.778833389282227,39.417423248291016,
57.9,,,,,,34.47908401489258,,,28.051958084106445,21.770153045654297,
58.0,,,,,,34.57603073120117,,,27.209209442138672,20.39389419555664,
58.1,,,,,,34.9757194519043,,,27.391925811767578,35.859657287597656,
58.2,,,,,,35.749595642089844,,,28.756868362426758,31.748029708862305,
58.3,,,,,,35.73854064941406,,,31.325876235961914,30.635560989379883,
58.4,,,,,,34.49694061279297,,,34.44087219238281,30.871126174926758,
58.5,,,,,,32.721282958984375,,,37.572364807128906,44.46233367919922,
58.6,,,,,,30.772138595581055,,,39.60770034790039,48.120819091796875,
58.7,,,,,,29.17676544189453,,,40.487205505371094,35.91852951049805,
58.8,,,,,,28.37738037109375,,,40.530948638916016,50.40784454345703,
58.9,,,,,,28.123958587646484,,,40.65971755981445,38.510292053222656,
59.0,,,,,,28.123958587646484,,,41.451541900634766,37.95402526855469,
59.1,,,,,,28.26087188720703,,,43.09569549560547,42.145076751708984,
59.2,,,,,,28.726898193359375,,,44.388736724853516,47.37835693359375,
59.3,,,,,,29.2039794921875,,,44.01893615722656,49.4931640625,
59.4,,,,,,30.161540985107422,,,42.22047805786133,48.27016830444336,
59.5,,,,,,31.9244441986084,,,39.09019088745117,37.7384033203125,
59.6,,,,,,32.82928466796875,,,36.175838470458984,34.03501510620117,
59.7,,,,,,33.2255744934082,,,35.037166595458984,28.029996871948242,
59.8,,,,,,32.42618942260742,,,35.583885192871094,36.094627380371094,
59.9,,,,,,30.534873962402344,,,37.53278732299805,33.78623962402344,
60.0,,,,,,28.810239791870117,,,39.81549835205078,43.03057098388672,
60.1,,,,,,27.12217140197754,,,41.705570220947266,48.46458435058594,
60.2,,,,,,25.950305938720703,,,43.46376419067383,46.31330108642578,
60.3,,,,,,25.252117156982422,,,45.52037811279297,34.408905029296875,
60.4,,,,,,25.269126892089844,,,48.21070861816406,48.19062042236328,
60.5,,,,,,25.663715362548828,,,50.775634765625,53.858131408691406,
60.6,,,,,,26.184167861938477,,,52.42792510986328,60.25336837768555,
60.7,,,,,,25.837200164794922,,,52.76732635498047,50.688514709472656,
60.8,,,,,,24.92045783996582,,,51.8572998046875,54.923919677734375,
60.9,,,,,,23.918670654296875,,,50.8849983215332,44.713993072509766,
61.0,,,,,,23.149900436401367,,,50.55703353881836,56.402015686035156,
61.1,,,,,,23.238344192504883,,,51.27513885498047,50.31175231933594,
61.2,,,,,,23.24854850769043,,,52.40476989746094,51.8990364074707,
61.3,,,,,,23.29787254333496,,,53.19898223876953,60.841129302978516,
61.4,,,,,,22.913484573364258,,,52.90848159790039,55.51741027832031,
61.5,,,,,,22.335206985473633,,,51.54668045043945,50.85578918457031,
61.6,,,,,,21.983137130737305,,,49.93783187866211,42.965370178222656,
61.7,,,,,,21.512008666992188,,,48.532344818115234,53.07275390625,
61.8,,,,,,21.28069496154785,,,48.577091217041016,50.01718521118164,
61.9,,,,,,21.30365562438965,,,49.52834701538086,46.89129638671875,
62.0,,,,,,21.26963996887207,,,51.54361343383789,50.964725494384766,
62.1,,,,,,21.550275802612305,,,53.834415435791016,49.27505874633789,
62.2,,,,,,22.13365936279297,,,55.11837387084961,68.77207946777344,
62.3,,,,,,22.74085235595703,,,55.38406753540039,53.11305618286133,
62.4,,,,,,23.92972755432129,,,54.0281982421875,52.31817626953125,
62.5,,,,,,24.894094467163086,,,51.85084533691406,49.150394439697266,
62.6,,,,,,25.220653533935547,,,49.66199493408203,51.212440490722656,
62.7,,,,,,25.3626708984375,,,48.13340377807617,48.94445037841797,
62.8,,,,,,25.223203659057617,,,47.71059799194336,42.629390716552734,
62.9,,,,,,25.063325881958008,,,48.4488410949707,52.28011703491211,
63.0,,,,,,25.11945343017578,,,49.39312744140625,45.255802154541016,
63.1,,,,,,25.155170440673828,,,49.76270294189453,52.900150299072266,
63.2,,,,,,24.45953369140625,,,49.25865936279297,60.01546859741211,
63.3,,,,,,23.677156448364258,,,47.44818115234375,47.40007781982422,
63.4,,,,,,23.204326629638672,,,45.63505554199219,42.80441665649414,
63.5,,,,,,22.67197036743164,,,44.631202697753906,46.28704071044922,
63.6,,,,,,23.0716609954834,,,44.59641647338867,44.483943939208984,
63.7,,,,,,23.978200912475586,,,45.67886734008789,40.613162994384766,
63.8,,,,,,24.576889038085938,,,47.405975341796875,48.997467041015625,
63.9,,,,,,24.901748657226562,,,49.317291259765625,41.33108139038086,
64.0,,,,,,24.576889038085938,,,51.35714340209961,54.92417907714844,
64.1,,,,,,23.82512855529785,,,53.48122787475586,44.22164535522461,
64.2,,,,,,23.326784133911133,,,54.85795593261719,56.17245101928711,
64.3,,,,,,23.74859046936035,,,55.433467864990234,60.804595947265625,
64.4,,,,,,24.913652420043945,,,55.02433776855469,58.601322174072266,
64.5,,,,,,26.007282257080078,,,53.8399658203125,50.35732650756836,
64.6,,,,,,27.16044044494629,,,53.146095275878906,52.2081184387207,
64.7,,,,,,27.616262435913086,,,52.61293029785156,57.46549606323242,
64.8,,,,,,27.056690216064453,,,47.1138916015625,51.88887023925781,
64.9,,,,,,27.090707778930664,,,18.405397415161133,49.990352630615234,
65.0,,,,,,27.245481491088867,,,-21.276723861694336,42.35525894165039,
65.1,,,,,,28.002347946166992,,,-62.49677658081055,-47.17778015136719,
65.2,,,,,,30.059492111206055,,,-92.98238372802734,-359.7271423339844,
65.3,,,,,,31.411645889282227,,,-76.69499969482422,-88.78182983398438,
65.4,,,,,,32.13619613647461,,,-39.282745361328125,38.87626266479492,
65.5,,,,,,31.881072998046875,,,1.892032504081726,50.77647018432617,
65.6,,,,,,30.100311279296875,,,37.668060302734375,53.55915451049805,
65.7,,,,,,28.675024032592773,,,49.98752212524414,50.763729095458984,
65.8,,,,,,27.2973575592041,,,51.7049560546875,53.39816665649414,
65.9,,,,,,26.54559326171875,,,51.00374221801758,53.11054611206055,
66.0,,,,,,26.71822738647461,,,49.98491287231445,40.81733703613281,
