TDEP,GR,BS,NPHI,CAL,RHOB,DRHO,PE,RESD,DTC,DCAL
33.79998881369829,52.89820098876953,8.5,,,,,,,,
33.89998881518841,53.75320053100586,8.5,,,,,,,,
33.999988816678524,53.80070114135742,8.5,,,,,,,,
34.09998881816864,49.62070083618164,8.5,,,,,,,,
34.199988819658756,47.18239974975586,8.5,,,,,,,,
34.29998882114887,45.789100646972656,8.5,,,,,,,,
34.39998882263899,51.473201751708984,8.5,,,,,,,,
34.499988824129105,56.729801177978516,8.5,,,,,,,,
34.59998882561922,61.669700622558594,8.5,,,,,,,,
34.69998882710934,61.17879867553711,8.5,,,,,,,,
34.79998882859945,57.014801025390625,8.5,,,,,,,,
34.89998883008957,51.93239974975586,8.5,,,,,,,,
34.999988831579685,49.90570068359375,8.5,,,,,,,,
35.0999888330698,51.124900817871094,8.5,,,,,,,,
35.19998883455992,54.22809982299805,8.5,,,,,,,,
35.299988836050034,56.19139862060547,8.5,,,,,,,,
35.39998883754015,51.44150161743164,8.5,,,,,,,,
35.499988839030266,46.42250061035156,8.5,,,,,,,,
35.59998884052038,40.96009826660156,8.5,,,,,,,,
35.6999888420105,38.15760040283203,8.5,,,,,,,,
35.799988843500614,40.92839813232422,8.5,,,,,,,,
35.89998884499073,43.461700439453125,8.5,,,,,,,,
35.999988846480846,43.87329864501953,8.5,,,,,,,,
36.09998884797096,41.023399353027344,8.5,,,,,,,,
36.19998884946108,39.250099182128906,8.5,,,,,,,,
36.299988850951195,39.376800537109375,8.5,,,,,,,,
36.39998885244131,42.49589920043945,8.5,,,,,,,,
36.49998885393143,45.3140983581543,8.5,,,,,,,,
36.59998885542154,46.99250030517578,8.5,,,,,,,,
36.69998885691166,48.03739929199219,8.5,,,,,,,,
36.799988858401775,48.797401428222656,8.5,,,,,,,,
36.89998885989189,49.636600494384766,8.5,,,,,,,,
36.99998886138201,46.755001068115234,8.5,,,,,,,,
37.099988862872124,43.5724983215332,8.5,,,,,,,,
37.19998886436224,43.36669921875,8.5,,,,,,,,
37.299988865852356,45.013301849365234,8.5,,,,,,,,
37.39998886734247,45.900001525878906,8.5,,,,,,,,
37.49998886883259,44.90250015258789,8.5,,,,,,,,
37.599988870322704,44.88669967651367,8.5,,,,,,,,
37.69998887181282,44.364200592041016,8.5,,,,,,,,
37.79998887330294,44.31669998168945,8.5,,,,,,,,
37.89998887479305,43.810001373291016,8.5,,,,,,,,
37.99998887628317,42.52750015258789,8.5,,,,,,,,
38.099988877773285,39.4718017578125,8.5,,,,,,,,
38.1999888792634,36.526798248291016,8.5,,,,,,,,
38.29998888075352,32.22019958496094,8.5,,,,,,,,
38.39998888224363,30.55780029296875,8.5,,,,,,,,
38.49998888373375,28.73699951171875,8.5,,,,,,,,
38.599988885223866,27.248699188232422,8.5,,,,,,,,
38.69998888671398,27.4862003326416,8.5,,,,,,,,
38.7999888882041,27.011199951171875,8.5,,,,,,,,
38.899988889694214,28.816099166870117,8.5,,,,,,,,
38.99998889118433,32.568599700927734,8.5,,,,,,,,
39.099988892674446,37.286800384521484,8.5,,,,,,,,
39.19998889416456,43.113399505615234,8.5,,,,,,,,
39.29998889565468,44.7599983215332,8.5,,,,,,,,
39.399988897144794,45.97909927368164,8.5,,,,,,,,
39.49998889863491,45.12419891357422,8.5,,,,,,,,
39.59998890012503,44.77579879760742,8.5,,,,,,,,
39.69998890161514,43.619998931884766,8.5,,,,,,,,
39.79998890310526,44.39580154418945,8.5,,,,,,,,
39.899988904595375,48.35409927368164,8.5,,,,,,,,
39.99998890608549,51.552398681640625,8.5,,,,,,,,
40.09998890757561,52.359798431396484,8.5,,,,,,,,
40.19998890906572,50.41239929199219,8.5,,,,,,,,
40.29998891055584,47.22990036010742,8.5,,,,,,,,
40.399988912045956,45.47249984741211,8.5,,,,,,,,
40.49998891353607,43.5724983215332,8.5,,,,,,,,
40.59998891502619,43.39830017089844,8.5,,,,,,,,
40.699988916516304,43.30339813232422,8.5,,,,,,,,
40.79998891800642,43.619998931884766,8.5,,,,,,,,
40.899988919496536,43.7942008972168,8.5,,,,,,,,
40.99998892098665,44.380001068115234,8.5,,,,,,,,
41.09998892247677,41.32419967651367,8.5,,,,,,,,
41.199988923966885,38.917598724365234,8.5,,,,,,,,
41.299988925457,35.97269821166992,8.5,,,,,,,,
41.39998892694712,33.13850021362305,8.5,,,,,,,,
41.49998892843723,28.816099166870117,8.5,,,,,,,,
41.59998892992735,28.46780014038086,8.5,,,,,,,,
41.699988931417465,29.671100616455078,8.5,,,,,,,,
41.79998893290758,31.792699813842773,8.5,,,,,,,,
41.8999889343977,31.317699432373047,8.5,,,,,,,,
41.999988935887814,29.718599319458008,8.5,,,,,,,,
42.09998893737793,29.006099700927734,8.5,,,,,,,,
42.199988938868046,29.94029998779297,8.5,,,,,,,,
42.29998894035816,31.507699966430664,8.5,,,,,,,,
42.39998894184828,33.28099822998047,8.5,,,,,,,,
42.499988943338394,32.10940170288086,8.5,,,,,,,,
42.59998894482851,29.08530044555664,8.5,,,,,,,,
42.699988946318626,26.742000579833984,8.5,,,,,,,,
42.79998894780874,28.436100006103516,8.5,,,,,,,,
42.89998894929886,31.65019989013672,8.5,,,,,,,,
42.999988950788975,33.80350112915039,8.5,,,,,,,,
43.09998895227909,34.8484992980957,8.5,,,,,,,,
43.19998895376921,34.07270050048828,8.5,,,,,,,,
43.29998895525932,33.201900482177734,8.5,,,,,,,,
43.39998895674944,33.486900329589844,8.5,,,,,,,,
43.499988958239555,34.37350082397461,8.5,,,,,,,,
43.59998895972967,35.00680160522461,8.5,,,,,,,,
43.69998896121979,33.977699279785156,8.5,,,,,,,,
43.799988962709904,32.99599838256836,8.5,,,,,,,,
43.89998896420002,32.299400329589844,8.5,,,,,,,,
43.999988965690136,31.096099853515625,8.5,,,,,,,,
44.09998896718025,30.95359992980957,8.5,,,,,,,,
44.19998896867037,31.8085994720459,8.5,,,,,,,,
44.299988970160484,32.1885986328125,8.5,,,,,,,,
44.3999889716506,32.58440017700195,8.5,,,,,,,,
44.49998897314072,34.120201110839844,8.5,,,,,,,,
44.59998897463083,36.0359992980957,8.5,,,,,,,,
44.69998897612095,37.98350143432617,8.5,,,,,,,,
44.799988977611065,39.01259994506836,8.5,,,,,,,,
44.89998897910118,40.99169921875,8.5,,,,,,,,
44.9999889805913,47.05580139160156,8.5,,,,,,,,
45.09998898208141,47.30910110473633,8.5,,,,,,,,
45.19998898357153,47.79990005493164,8.5,,,,,,,,
45.299988985061646,46.12160110473633,8.5,,,,,,,,
45.39998898655176,45.12419891357422,8.5,,,,,,,,
45.49998898804188,43.113399505615234,8.5,,,,,,,,
45.599988989531994,41.40340042114258,8.5,,,,,,,,
45.69998899102211,40.025901794433594,8.5,,,,,,,,
45.799988992512226,39.01259994506836,8.5,,,,,,,,
45.89998899400234,39.4718017578125,8.5,,,,,,,,
45.99998899549246,42.02090072631836,8.5,,,,,,,,
46.099988996982574,44.34830093383789,8.5,,,,,,,,
46.19998899847269,46.32749938964844,8.5,,,,,,,,
46.29998899996281,48.48080062866211,8.5,,,,,,,,
46.39998900145292,48.78160095214844,8.5,,,,,,,,
46.49998900294304,48.35409927368164,8.5,,,,,,,,
46.599989004433155,44.0,8.5,,,,,,,,
46.69998900592327,42.400901794433594,8.5,,,,,,,,
46.79998900741339,42.7333984375,8.5,,,,,,,,
46.8999890089035,51.916500091552734,8.5,,,,,,,,
46.99998901039362,58.9463996887207,8.5,,,,,,,,
47.099989011883736,66.56210327148438,8.5,,,,,,,,
47.19998901337385,73.59190368652344,8.5,,,,,,,,
47.29998901486397,71.23280334472656,8.5,,,,,,,,
47.399989016354084,67.40119934082031,8.5,,,,,,,,
47.4999890178442,61.65380096435547,8.5,,,,,,,,
47.599989019334316,60.16550064086914,8.5,,,,,,,,
47.69998902082443,58.724700927734375,8.5,,,,,,,,
47.79998902231455,56.08060073852539,8.5,,,,,,,,
47.899989023804665,53.547298431396484,8.5,,,,,,,,
47.99998902529478,53.95899963378906,8.5,,,,,,,,
48.0999890267849,56.555599212646484,8.5,,,,,,,,
48.19998902827501,59.18389892578125,8.5,,,,,,,,
48.29998902976513,57.42639923095703,8.5,,,,,,,,
48.399989031255245,55.95389938354492,8.5,,,,,,,,
48.49998903274536,52.32820129394531,8.5,,,,,,,,
48.59998903423548,52.40729904174805,8.5,,,,,,,,
48.699989035725594,52.5973014831543,8.5,,,,,,,,
48.79998903721571,53.97480010986328,8.5,,,,,,,,
48.899989038705826,54.21229934692383,8.5,,,,,,,,
48.99998904019594,55.51060104370117,8.5,,,,,,,,
49.09998904168606,61.62220001220703,8.5,,,,,,,,
49.199989043176174,64.89959716796875,8.5,,,,,,,,
49.29998904466629,64.88379669189453,8.5,,,,,,,,
49.399989046156406,62.730499267578125,8.5,,,,,,,,
49.49998904764652,57.25230026245117,8.5,,,,,,,,
49.59998904913664,56.001399993896484,8.5,,,,,,,,
49.699989050626755,56.41310119628906,8.5,,,,,,,,
49.79998905211687,55.8588981628418,8.5,,,,,,,,
49.89998905360699,54.59230041503906,8.5,,,,,,,,
49.9999890550971,53.7848014831543,8.5,,,,,,,,
50.09998905658722,54.655601501464844,8.5,,,,,,,,
50.199989058077335,54.70309829711914,8.5,,,,,,,,
50.29998905956745,52.755699157714844,8.5,,,,,,,,
50.39998906105757,46.40660095214844,8.5,,,,,,,,
50.499989062547684,44.83919906616211,8.5,,,,,,,,
50.5999890640378,43.68330001831055,8.5,,,,,,,,
50.699989065527916,39.36090087890625,8.5,,,,,,,,
50.79998906701803,36.00429916381836,8.5,,,,,,,,
50.89998906850815,33.47100067138672,8.5,,,,,,,,
50.999989069998264,31.666099548339844,8.5,,,,,,,,
51.09998907148838,32.96440124511719,8.5,,,,,,,,
51.1999890729785,35.4026985168457,8.5,,,,,,,,
51.29998907446861,37.065101623535156,8.5,,,,,,,,
51.39998907595873,38.537601470947266,8.5,,,,,,,,
51.499989077448845,39.34510040283203,8.5,,,,,,,,
51.59998907893896,40.453399658203125,8.5,,,,,,,,
51.69998908042908,41.43510055541992,8.5,,,,,,,,
51.79998908191919,41.5458984375,8.5,,,,,,,,
51.89998908340931,41.11840057373047,8.5,,,,,,,,
51.999989084899426,40.83340072631836,8.5,,,,,,,,
52.09998908638954,40.168399810791016,8.5,,,,,,,,
52.19998908787966,39.186798095703125,8.5,,,,,,,,
52.299989089369774,38.838401794433594,8.5,,,,,,,,
52.39998909085989,40.025901794433594,8.5,,,,,,,,
52.499989092350006,41.56169891357422,8.5,,,,,,,,
52.59998909384012,41.53010177612305,8.5,,,,,,,,
52.69998909533024,36.4635009765625,8.5,,,,,,,,
52.799989096820354,35.37099838256836,8.5,,,,,,,,
52.89998909831047,36.241798400878906,8.5,,,,,,,,
52.99998909980059,45.567501068115234,8.5,,,,,,,,
53.0999891012907,48.718299865722656,8.5,,,,,,,,
53.19998910278082,50.88740158081055,8.5,,,,,,,,
53.299989104270935,53.547298431396484,8.5,,,,,,,,
53.39998910576105,53.97480010986328,8.5,,,,,,,,
53.49998910725117,55.083099365234375,8.5,,,,,,,,
53.59998910874128,54.624000549316406,8.5,,,,,,,,
53.6999891102314,54.30730056762695,8.5,,,,,,,,
53.799989111721516,52.28070068359375,8.5,,,,,,,,
53.89998911321163,47.15079879760742,8.5,,,,,,,,
53.99998911470175,45.1875,8.5,,,,,,,,
54.099989116191864,43.920799255371094,8.5,,,,,,,,
54.19998911768198,42.22669982910156,8.5,,,,,,,,
54.299989119172096,36.6693000793457,8.5,,,,,,,,
54.39998912066221,34.46849822998047,8.5,,,,,,,,
54.49998912215233,33.12269973754883,8.5,,,,,,,,
54.599989123642445,32.94850158691406,8.5,,,,,,,,
54.69998912513256,34.37350082397461,8.5,,,,,,,,
54.79998912662268,36.51100158691406,8.5,,,,,,,,
54.89998912811279,43.477500915527344,8.5,,,,,,,,
54.99998912960291,46.77080154418945,8.5,,,,,,,,
55.099989131093025,50.12739944458008,8.5,,,,,,,,
55.19998913258314,52.5973014831543,8.5,,,,,,,,
55.29998913407326,52.692298889160156,8.5,,,,,,,,
55.399989135563374,52.122398376464844,8.5,,,,,,,,
55.49998913705349,49.82659912109375,8.5,,,,,,,,
55.599989138543606,50.04819869995117,8.5,,,,,,,,
55.69998914003372,48.98740005493164,8.5,,,,,,,,
55.79998914152384,49.33570098876953,8.5,,,,,,,,
55.899989143013954,45.709999084472656,8.5,,,,,,,,
55.99998914450407,43.76250076293945,8.5,,,,,,,,
56.099989145994186,41.371700286865234,8.5,,,,,,,,
56.1999891474843,39.32929992675781,8.5,,,,,,,,
56.29998914897442,38.93339920043945,8.5,,,,,,,,
56.399989150464535,38.93339920043945,8.5,,,,,,,,
56.49998915195465,39.5192985534668,8.5,,,,,,,,
56.59998915344477,41.16590118408203,8.5,,,,,,,,
56.69998915493488,41.90999984741211,8.5,,,,,,,,
56.799989156425,41.75170135498047,8.5,,,,,,,,
56.899989157915115,39.250099182128906,8.5,,,,,,,,
56.99998915940523,37.571800231933594,8.5,,,,,,,,
57.09998916089535,32.1411018371582,8.5,,,,,,,,
57.199989162385464,30.526100158691406,8.5,,,,,,,,
57.29998916387558,28.341100692749023,8.5,,,,,,,,
57.399989165365696,27.707799911499023,8.5,,,,,,,,
57.49998916685581,30.589399337768555,8.5,,,,,,,,
57.59998916834593,35.41849899291992,8.5,,,,,,,,
57.699989169836044,41.3400993347168,8.5,,,,,,,,
57.79998917132616,56.38140106201172,8.5,,,,,,,,
57.89998917281628,64.44049835205078,8.5,,,,,,,,
57.99998917430639,71.42279815673828,8.5,,,,,,,,
58.09998917579651,78.21520233154297,8.5,,,,,,,,
58.199989177286625,76.36270141601562,8.5,,,,,,,,
58.29998917877674,72.13529968261719,8.5,,,,,,,,
58.39998918026686,65.48539733886719,8.5,,,,,,,,
58.49998918175697,63.72800064086914,8.5,,,,,,,,
58.59998918324709,64.28209686279297,8.5,,,,,,,,
58.699989184737206,64.78880310058594,8.5,,,,,,,,
58.79998918622732,64.34549713134766,8.5,,,,,,,,
58.89998918771744,61.9547004699707,8.5,,,,,,,,
58.999989189207554,59.08890151977539,8.5,,,,,,,,
59.09998919069767,57.743099212646484,8.5,,,,,,,,
59.199989192187786,60.16550064086914,8.5,,,,,,,,
59.2999891936779,64.7571029663086,8.5,,,,,,,,
59.39998919516802,69.41200256347656,8.5,,,,,,,,
59.499989196658134,68.06620025634766,8.5,,,,,,,,
59.59998919814825,63.823001861572266,8.5,,,,,,,,
59.69998919963837,59.61140060424805,8.5,,,,,,,,
59.79998920112848,61.02050018310547,8.5,,,,,,,,
59.8999892026186,64.2979965209961,8.5,,,,,,,,
59.999989204108715,68.31950378417969,8.5,,,,,,,,
60.09998920559883,68.6520004272461,8.5,,,,,,,,
60.19998920708895,68.2562026977539,8.5,,,,,,,,
60.29998920857906,70.23529815673828,8.5,,,,,,,,
60.39998921006918,68.19290161132812,8.5,,,,,,,,
60.499989211559296,64.97879791259766,8.5,,,,,,,,
60.59998921304941,60.972999572753906,8.5,,,,,,,,
60.69998921453953,60.355499267578125,8.5,,,,,,,,
60.799989216029644,61.733001708984375,8.5,,,,,,,,
60.89998921751976,62.33470153808594,8.5,,,,,,,,
60.999989219009876,60.27640151977539,8.5,,,,,,,,
61.09998922049999,60.67219924926758,8.5,,,,,,,,
61.19998922199011,61.97050094604492,8.5,,,,,,,,
61.299989223480225,65.02629852294922,8.5,,,,,,,,
61.39998922497034,64.66210174560547,8.5,,,,,,,,
61.49998922646046,64.96289825439453,8.5,,,,,,,,
61.59998922795057,66.7520980834961,8.5,,,,,,,,
61.69998922944069,66.72039794921875,8.5,,,,,,,,
61.799989230930805,64.63050079345703,8.5,,,,,,,,
61.89998923242092,57.743099212646484,8.5,,,,,,,,
61.99998923391104,55.03559875488281,8.5,,,,,,,,
62.099989235401154,54.006500244140625,8.5,,,,,,,,
62.19998923689127,54.180599212646484,8.5,,,,,,,,
62.299989238381386,56.19139862060547,8.5,,,,,,,,
62.3999892398715,57.37889862060547,8.5,,,,,,,,
62.49998924136162,57.743099212646484,8.5,,,,,,,,
62.599989242851734,60.16550064086914,8.5,,,,,,,,
62.69998924434185,60.751399993896484,8.5,,,,,,,,
62.799989245831966,61.76470184326172,8.5,,,,,,,,
62.89998924732208,57.173099517822266,8.5,,,,,,,,
62.9999892488122,54.7505989074707,8.5,,,,,,,,
63.099989250302315,53.943199157714844,8.5,,,,,,,,
63.19998925179243,60.40299987792969,8.5,,,,,,,,
63.29998925328255,63.12630081176758,8.5,,,,,,,,
63.39998925477266,63.632999420166016,8.5,,,,,,,,
63.49998925626278,62.61970138549805,8.5,,,,,,,,
63.599989257752895,62.96799850463867,8.5,,,,,,,,
63.69998925924301,64.70960235595703,8.5,,,,,,,,
63.79998926073313,66.54620361328125,8.5,,,,,,,,
63.899989262223244,68.1771011352539,8.5,,,,,,,,
63.99998926371336,65.69129943847656,8.5,,,,,,,,
64.09998926520348,63.15800094604492,8.5,,,,,,,,
