Poço,Profundidade,UnidadeF,UnidadeM,TopoUnidade,BaseUnidade,Topo,Base,Litologia,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,DT,RHOB,DRHO,NPHI,PE,interpolada
1-BRSA-659-SE,20.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,20.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,20.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,20.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,20.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,20.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,20.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,20.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,20.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,20.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,21.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,22.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,22.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,22.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,22.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,22.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,22.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,22.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
