Poço,Profundidade,UnidadeF,UnidadeM,TopoUnidade,BaseUnidade,Topo,Base,Litologia,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,DT,RHOB,DRHO,NPHI,PE,interpolada
1-BRSA-659-SE,0.0,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,0.1,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,0.2,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,0.3,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,0.4,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,0.5,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,0.6,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,0.7,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,0.8,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,0.9,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.0,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.1,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.2,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.3,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.4,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.5,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.6,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.7,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.8,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,1.9,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.0,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.1,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.2,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.3,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.4,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.5,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.6,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.7,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.8,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,2.9,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.0,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.1,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.2,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.3,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.4,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.5,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.6,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.7,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.8,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,3.9,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.0,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.1,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.2,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.3,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.4,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.5,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.6,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.7,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.8,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,4.9,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.0,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.1,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.2,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.3,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.4,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.5,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.6,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.7,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.8,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,5.9,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,6.0,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,6.1,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,6.2,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,6.3,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,6.4,,,False,False,False,False,,,,,,,,,,,,,,,,
1-BRSA-659-SE,6.5,,,False,False,True,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,6.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,6.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,6.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,6.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,7.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,8.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,9.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,10.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,11.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,12.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,13.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,14.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,15.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,16.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,17.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,18.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.0,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.1,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.2,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.3,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.4,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.5,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.6,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.7,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.8,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
1-BRSA-659-SE,19.9,,,False,False,False,False,AREIA,VARIEGADO,,MEDIO,SUBARREDONDADO,,,,,,,,,,,
