TDEP,HCAL
292320.0,3.7302237
292310.0,3.7302237
292300.0,3.7302237
292290.0,3.7302237
292280.0,3.7302237
292270.0,3.7302237
292260.0,3.7302237
292250.0,3.7302237
292240.0,3.7302237
292230.0,3.7302237
292220.0,3.7302237
292210.0,3.7302237
292200.0,3.7302237
292190.0,3.7302237
292180.0,3.7302237
292170.0,3.7302237
292160.0,3.7302237
292150.0,3.7302237
292140.0,3.7302237
292130.0,3.7302237
292120.0,3.7302237
292110.0,3.7302237
292100.0,3.7302237
292090.0,3.7302237
292080.0,3.7302237
292070.0,3.7302237
292060.0,3.7302237
292050.0,3.7302237
292040.0,3.7302237
292030.0,3.7302237
292020.0,3.7302237
292010.0,3.7302237
292000.0,3.7302237
291990.0,3.7302237
291980.0,3.7302237
291970.0,3.7302237
291960.0,3.7302237
291950.0,3.7302237
291940.0,3.7302237
291930.0,3.7302237
291920.0,3.7302237
291910.0,3.7302237
291900.0,3.7302237
291890.0,3.7302237
291880.0,3.7302237
291870.0,3.7302237
291860.0,3.7302237
291850.0,3.7302237
291840.0,3.7302237
291830.0,3.7302237
291820.0,3.7302237
291810.0,3.7302237
291800.0,3.7302237
291790.0,3.7302237
291780.0,3.7302237
291770.0,3.7302237
291760.0,3.7302237
291750.0,3.7302237
291740.0,3.7302237
291730.0,3.7302237
291720.0,3.7302237
291710.0,3.7302237
291700.0,3.7302237
291690.0,3.7302237
291680.0,3.7302237
291670.0,3.7302237
291660.0,3.7302237
291650.0,3.7302237
291640.0,3.7302237
291630.0,3.7302237
291620.0,3.7302237
291610.0,3.7302237
291600.0,3.7302237
291590.0,3.7302237
291580.0,3.7302237
291570.0,3.7302237
291560.0,3.7302237
291550.0,3.7302237
291540.0,3.7302237
291530.0,3.7302237
291520.0,3.7302237
291510.0,3.7302237
291500.0,3.7302237
291490.0,3.7302237
291480.0,3.7302237
291470.0,3.7302237
291460.0,3.7302237
291450.0,3.7302237
291440.0,3.7302237
291430.0,3.7302237
291420.0,3.7302237
