TDEP,AHT90,AHF90
285780.0,1.9880959,1.874295
285750.0,1.9465673,1.8850662
285720.0,1.9078025,1.8966172
285690.0,1.9253241,1.9078381
285660.0,1.8947873,1.9270506
285630.0,1.8958449,1.9427993
285600.0,1.9293873,1.9562279
285570.0,1.9631836,1.9739552
285540.0,1.9888155,1.9883462
285510.0,2.012098,2.002214
285480.0,2.032331,2.0153775
285450.0,2.0578167,2.027547
285420.0,2.0372796,2.0384884
285390.0,2.036615,2.0485468
285360.0,2.029187,2.0549178
285330.0,2.0266886,2.0574286
285300.0,2.043306,2.061963
285270.0,2.0771616,2.0658734
285240.0,2.1130579,2.0677829
285210.0,2.0984223,2.0645595
285180.0,2.0568044,2.0612621
285150.0,2.0405614,2.0533957
285120.0,2.0195782,2.0419016
285090.0,2.028819,2.0294876
285060.0,2.0113106,2.019256
285030.0,2.0099823,2.0125823
285000.0,2.0078948,2.0100186
284970.0,2.0152042,2.0055232
284940.0,1.9990966,1.9978197
284910.0,1.9865297,1.9894898
284880.0,1.9964577,1.985352
284850.0,2.009788,1.9854466
284820.0,1.9833302,1.9819503
284790.0,1.9617441,1.9756459
284760.0,1.9993078,1.9684201
284730.0,1.9474977,1.961345
284700.0,1.9430416,1.9548192
284670.0,1.9439764,1.9480988
284640.0,1.9197835,1.9422735
284610.0,1.9714985,1.9402378
284580.0,1.9485962,1.9292612
284550.0,1.9342673,1.9174167
284520.0,1.9084474,1.9056709
284490.0,1.9128716,1.8966262
284460.0,1.8604248,1.8885103
284430.0,1.8772619,1.8800089
284400.0,1.8601867,1.8704119
284370.0,1.8510388,1.8651897
284340.0,1.8613704,1.8548964
284310.0,1.8589658,1.8474739
284280.0,1.8725667,1.8417293
284250.0,1.8883591,1.8408074
284220.0,1.9042337,1.8374288
284190.0,1.9297487,1.8303143
284160.0,1.9237218,1.817655
284130.0,1.8783145,1.8012735
284100.0,1.845706,1.7890797
284070.0,1.7751993,1.7742034
284040.0,1.7623837,1.7596401
284010.0,1.6753342,1.7556361
283980.0,1.7168112,1.7557471
283950.0,1.826991,1.7583406
283920.0,1.8148463,1.7549225
283890.0,1.7708594,1.7518013
283860.0,1.812347,1.7396499
283830.0,1.7972825,1.7404904
283800.0,1.7941883,1.7469702
283770.0,1.8210819,1.7431955
283740.0,1.8285064,1.7187345
283710.0,1.7877594,1.6992065
283680.0,1.7341712,1.6882371
283650.0,1.6918206,1.6871052
283620.0,1.6584196,1.6759634
283590.0,1.6547332,1.662646
283560.0,1.676236,1.6500256
283530.0,1.6808082,1.6488957
283500.0,1.6775545,1.6608098
283470.0,1.6720277,1.664567
283440.0,1.6496062,1.6541941
283410.0,1.6441317,1.6512747
283380.0,1.6161354,1.6501344
283350.0,1.6089331,1.6488514
283320.0,1.6062844,1.6472929
283290.0,1.6078727,1.6411681
283260.0,1.6046672,1.6271824
283230.0,1.5936966,1.6104245
283200.0,1.6028303,1.5944664
283170.0,1.5807503,1.5796845
283140.0,1.555942,1.5721273
283110.0,1.5485117,1.5578115
283080.0,1.5286103,1.5453787
283050.0,1.5166198,1.5340586
283020.0,1.509706,1.5234303
282990.0,1.5005817,1.5132769
282960.0,1.4944218,1.5049151
282930.0,1.4851071,1.4977374
282900.0,1.4747416,1.4911814
282870.0,1.4555649,1.4852132
282840.0,1.4524504,1.4803151
282810.0,1.4119701,1.477699
282780.0,1.4263505,1.4779282
282750.0,1.460502,1.4809401
282720.0,1.4963906,1.4914496
282690.0,1.516084,1.5045402
282660.0,1.5244033,1.5137814
282630.0,1.540422,1.5260724
282600.0,1.5655088,1.5370884
282570.0,1.5733103,1.5461153
282540.0,1.6070206,1.5488298
282510.0,1.6118797,1.545129
282480.0,1.5891814,1.5369782
282450.0,1.5505384,1.5261353
282420.0,1.5264374,1.5162525
282390.0,1.4996954,1.5144922
282360.0,1.4635577,1.5026217
282330.0,1.4545683,1.4913332
282300.0,1.4508259,1.4913294
282270.0,1.4583697,1.4951391
282240.0,1.5066485,1.5021534
282210.0,1.5248575,1.5115454
282180.0,1.5223072,1.5219936
282150.0,1.5323244,1.5291587
282120.0,1.5466492,1.5264372
282090.0,1.5640574,1.5333371
282060.0,1.5625143,1.5456753
282030.0,1.5573478,1.548431
282000.0,1.5653888,1.5468652
281970.0,1.5574822,1.5455447
281940.0,1.5889882,1.5472987
281910.0,1.6320218,1.5499259
281880.0,1.5989026,1.554228
281850.0,1.5785321,1.5545993
281820.0,1.5368627,1.5508926
281790.0,1.5115377,1.5555695
281760.0,1.5229588,1.5666579
281730.0,1.555251,1.5803427
281700.0,1.5779737,1.596052
281670.0,1.5809578,1.6135286
281640.0,1.5926436,1.6332486
281610.0,1.6085342,1.655103
281580.0,1.662167,1.6785647
281550.0,1.7194369,1.7032694
281520.0,1.8462428,1.7280442
281490.0,1.9000436,1.7506102
281460.0,1.8929733,1.7686293
281430.0,1.8653051,1.7808949
281400.0,1.8169522,1.787645
281370.0,1.7963983,1.7874792
281340.0,1.7653532,1.779037
281310.0,1.7317802,1.7734383
281280.0,1.7521592,1.7695394
281250.0,1.7640731,1.7667464
281220.0,1.7608807,1.7620741
281190.0,1.7479298,1.7562095
281160.0,1.7440857,1.7515891
281130.0,1.7514623,1.7463527
281100.0,1.7438924,1.7398933
281070.0,1.7142205,1.7327898
281040.0,1.6854639,1.7285448
281010.0,1.6724532,1.7271066
280980.0,1.678194,1.7278231
280950.0,1.7151418,1.7315063
280920.0,1.7334623,1.7369865
280890.0,1.7665308,1.7400626
280860.0,1.7816728,1.741748
280830.0,1.7954811,1.7424449
280800.0,1.7961947,1.7420973
280770.0,1.7301979,1.7411479
280740.0,1.776946,1.7404237
280710.0,1.7674193,1.7419477
280680.0,1.75498,1.744428
280650.0,1.7431673,1.7400881
280620.0,1.7595849,1.7456806
280590.0,1.7656491,1.7525891
280560.0,1.7929657,1.7573147
280530.0,1.8104322,1.7614816
280500.0,1.8160752,1.7646612
280470.0,1.773207,1.7582198
280440.0,1.7837988,1.7584953
280410.0,1.7487694,1.7638917
280380.0,1.7588248,1.7676876
280350.0,1.7903281,1.7573066
280320.0,1.7804968,1.7479966
280290.0,1.7739909,1.7439412
280260.0,1.7690215,1.7407665
280230.0,1.7669474,1.7403325
280200.0,1.7752155,1.7378644
280170.0,1.7692823,1.7361571
280140.0,1.7585266,1.7361739
280110.0,1.7500134,1.7342908
280080.0,1.7513232,1.7320713
280050.0,1.7614434,1.7281587
280020.0,1.7496475,1.7239045
279990.0,1.7293358,1.7150364
279960.0,1.7036752,1.7025406
279930.0,1.6804601,1.6886197
279900.0,1.6675161,1.6725875
279870.0,1.6450166,1.6582029
279840.0,1.6246964,1.6455172
279810.0,1.605454,1.6344684
279780.0,1.6076181,1.6241624
279750.0,1.6099002,1.6154163
279720.0,1.5849562,1.6044841
279690.0,1.5785778,1.5949055
279660.0,1.5561212,1.5852832
279630.0,1.5587578,1.5725157
279600.0,1.5670322,1.565274
279570.0,1.5378833,1.5553917
279540.0,1.4929298,1.5417938
279510.0,1.4583323,1.5326605
279480.0,1.4506278,1.5300779
279450.0,1.4649994,1.5320088
279420.0,1.4985343,1.5387137
279390.0,1.5476565,1.5499572
279360.0,1.5787398,1.5592368
279330.0,1.6058483,1.5735224
279300.0,1.6397527,1.5811878
279270.0,1.6535425,1.5824047
279240.0,1.6747236,1.5769553
279210.0,1.675302,1.5669247
279180.0,1.6255761,1.5598371
279150.0,1.5801655,1.5608022
279120.0,1.5293758,1.553723
279090.0,1.4670593,1.5383238
279060.0,1.4489456,1.541172
279030.0,1.4943827,1.5492857
279000.0,1.5560427,1.5625018
278970.0,1.6071314,1.5794127
278940.0,1.5805434,1.5879458
278910.0,1.6239635,1.5845929
278880.0,1.7029523,1.5932078
278850.0,1.7047598,1.6084704
278820.0,1.6266328,1.6221774
278790.0,1.6439049,1.6168811
278760.0,1.6270025,1.6088527
278730.0,1.6281732,1.5989752
278700.0,1.6737175,1.5879436
278670.0,1.6807357,1.5765463
278640.0,1.6019876,1.5659255
278610.0,1.5965064,1.5567313
278580.0,1.522383,1.5486047
278550.0,1.5168303,1.5322176
278520.0,1.503229,1.5165904
278490.0,1.4901845,1.5000656
278460.0,1.4807706,1.4829736
278430.0,1.4852046,1.4654984
278400.0,1.4867784,1.4480325
278370.0,1.468564,1.4368901
278340.0,1.4326721,1.4178609
278310.0,1.4051464,1.3923551
278280.0,1.3605173,1.3761213
278250.0,1.346495,1.3628931
278220.0,1.3349048,1.3525491
278190.0,1.3248407,1.3448675
278160.0,1.3177314,1.3406554
278130.0,1.3257345,1.3393213
278100.0,1.3848764,1.3439367
278070.0,1.3727432,1.3564116
278040.0,1.3797996,1.3703393
278010.0,1.4008375,1.3797046
277980.0,1.4302691,1.3927474
277950.0,1.4182361,1.4060614
277920.0,1.4101734,1.4138051
277890.0,1.4121112,1.4193326
277860.0,1.418697,1.4230193
277830.0,1.4213922,1.4248941
277800.0,1.4187702,1.4245127
277770.0,1.414456,1.4178679
277740.0,1.4229449,1.4089088
277710.0,1.3982965,1.3990597
277680.0,1.4206132,1.3891021
277650.0,1.4038134,1.3792089
277620.0,1.3750358,1.369695
277590.0,1.3418313,1.3588555
277560.0,1.2980666,1.3474029
277530.0,1.2772897,1.3373879
277500.0,1.2853496,1.327964
277470.0,1.2888266,1.3193233
277440.0,1.2895901,1.3121125
277410.0,1.2768549,1.3059657
277380.0,1.2770758,1.300318
277350.0,1.261675,1.296623
277320.0,1.2739307,1.2970034
277290.0,1.2805433,1.302396
277260.0,1.3058901,1.3147029
277230.0,1.302897,1.3291411
277200.0,1.3123872,1.3355571
277170.0,1.3242075,1.3319477
277140.0,1.3360721,1.3361534
277110.0,1.3590679,1.3432095
277080.0,1.3686846,1.3518502
277050.0,1.3677276,1.3515027
277020.0,1.359997,1.3581173
276990.0,1.3567073,1.3640431
276960.0,1.3593204,1.3681009
276930.0,1.3660359,1.3694569
276900.0,1.3694493,1.3634547
276870.0,1.3976969,1.3799815
276840.0,1.4157294,1.3982484
276810.0,1.4925379,1.4137485
276780.0,1.526221,1.4227117
276750.0,1.5569533,1.4221044
276720.0,1.587942,1.4123293
276690.0,1.5650405,1.3926903
276660.0,1.4853472,1.3677194
276630.0,1.3889775,1.3450137
276600.0,1.3021141,1.3360441
276570.0,1.2094172,1.3281678
276540.0,1.1781838,1.3178116
276510.0,1.1998298,1.3084607
276480.0,1.2472144,1.299631
276450.0,1.2985259,1.2916024
276420.0,1.3571149,1.2841623
276390.0,1.2969233,1.2762586
276360.0,1.2798644,1.2669644
276330.0,1.2604935,1.2701801
276300.0,1.2480209,1.2729422
276270.0,1.2415757,1.277244
276240.0,1.2288655,1.2840483
276210.0,1.2374669,1.2933049
276180.0,1.3140916,1.3008199
276150.0,1.3266816,1.3154252
276120.0,1.400639,1.3269036
276090.0,1.4418788,1.3369199
276060.0,1.4750662,1.3462385
276030.0,1.4225227,1.355999
276000.0,1.4141408,1.3621204
275970.0,1.369631,1.3701228
275940.0,1.3454092,1.3793751
275910.0,1.3005173,1.390879
275880.0,1.2601237,1.4068235
275850.0,1.2617749,1.4276645
275820.0,1.3391119,1.4525253
275790.0,1.5029995,1.4808459
275760.0,1.5000114,1.5116057
275730.0,1.6355287,1.5432894
275700.0,1.5234958,1.5725603
275670.0,1.5010425,1.5945984
275640.0,1.6083856,1.6072562
275610.0,1.7164626,1.6122932
275580.0,1.7281567,1.6119838
275550.0,1.6766878,1.609363
275520.0,1.6897265,1.591005
275490.0,1.6423812,1.5615956
275460.0,1.603101,1.536754
275430.0,1.560748,1.5150154
275400.0,1.5616803,1.5084046
275370.0,1.3745825,1.481054
275340.0,1.37002,1.4540437
275310.0,1.3242425,1.4278634
275280.0,1.2246144,1.4080778
275250.0,1.153167,1.3934337
275220.0,1.3540436,1.3828056
275190.0,1.3245978,1.3756219
275160.0,1.3821648,1.3773079
275130.0,1.4188874,1.3784351
275100.0,1.4301921,1.374077
275070.0,1.3708558,1.3674634
275040.0,1.2863996,1.3571283
275010.0,1.348711,1.3388551
274980.0,1.33381,1.3409529
274950.0,1.2641227,1.3339788
274920.0,1.2794232,1.3250389
274890.0,1.3288741,1.3141123
274860.0,1.389543,1.3234779
274830.0,1.353845,1.3450234
274800.0,1.3708427,1.36848
274770.0,1.3850918,1.3912404
274740.0,1.39711,1.4080845
274710.0,1.4384626,1.4186058
274680.0,1.4782195,1.426518
274650.0,1.4879227,1.4548823
274620.0,1.55411,1.4721327
274590.0,1.5910969,1.483861
274560.0,1.6209568,1.4954337
274530.0,1.5909718,1.5062187
274500.0,1.6203189,1.5135373
274470.0,1.5700086,1.5146272
274440.0,1.5250822,1.5085764
274410.0,1.4033364,1.4966536
274380.0,1.3952234,1.4802606
274350.0,1.4437577,1.4611801
274320.0,1.3978727,1.4451385
274290.0,1.3813106,1.4258143
274260.0,1.325224,1.4132693
274230.0,1.2410802,1.4053984
274200.0,1.2217027,1.4024731
274170.0,1.2209171,1.4041587
274140.0,1.2798636,1.4110442
274110.0,1.3593668,1.4287866
274080.0,1.4619701,1.4444742
274050.0,1.5055873,1.4478482
274020.0,1.4745773,1.4548869
273990.0,1.4931636,1.4708406
273960.0,1.5167589,1.4896685
273930.0,1.5892975,1.507702
273900.0,1.6471785,1.5243005
273870.0,1.671968,1.5352759
273840.0,1.6954865,1.5371864
273810.0,1.7089734,1.5295962
273780.0,1.7404972,1.5118067
273750.0,1.6095077,1.4813828
273720.0,1.5010589,1.4588851
273690.0,1.4566729,1.4383849
273660.0,1.3113784,1.4236621
273630.0,1.3262002,1.4165444
273600.0,1.4131283,1.4164019
273570.0,1.5006626,1.4220241
273540.0,1.414582,1.4263479
273510.0,1.5173864,1.4266363
273480.0,1.6012224,1.4023925
273450.0,1.5113214,1.4045969
273420.0,1.3978679,1.4112244
273390.0,1.3594885,1.3956144
273360.0,1.4210529,1.3810793
273330.0,1.3637497,1.3746727
273300.0,1.3457751,1.3699809
273270.0,1.3948689,1.3606446
273240.0,1.3891028,1.3552651
273210.0,1.3759832,1.3559629
273180.0,1.352143,1.3619876
273150.0,1.3535804,1.3725634
273120.0,1.3694005,1.390278
273090.0,1.4035125,1.4157517
273060.0,1.4243084,1.4435347
273030.0,1.435866,1.4658002
273000.0,1.4514561,1.496041
272970.0,1.4611117,1.5256479
272940.0,1.4768028,1.5520397
272910.0,1.5151836,1.570878
272880.0,1.5875671,1.58044
272850.0,1.6530092,1.5827242
272820.0,1.622637,1.583146
272790.0,1.5561546,1.589598
272760.0,1.4893836,1.6057352
272730.0,1.4249138,1.6059641
272700.0,1.484497,1.6187901
272670.0,1.5942712,1.6367908
272640.0,1.6211928,1.6253332
272610.0,1.640681,1.632629
272580.0,1.7104244,1.6387005
272550.0,1.8246759,1.6410017
272520.0,1.8704237,1.6275449
272490.0,1.6895298,1.5828406
272460.0,1.5201195,1.5288177
272430.0,1.4329636,1.474175
272400.0,1.3552889,1.433844
272370.0,1.318216,1.3815743
272340.0,1.3081642,1.3414649
272310.0,1.3249125,1.3120532
272280.0,1.3024731,1.2913551
272250.0,1.2842069,1.2777463
272220.0,1.2655689,1.2692235
272190.0,1.277729,1.2692801
272160.0,1.2811805,1.2771082
272130.0,1.2783562,1.2844759
272100.0,1.2907125,1.2933074
272070.0,1.3269279,1.3037804
272040.0,1.3601199,1.3164351
272010.0,1.3619131,1.3331686
271980.0,1.3696882,1.3536131
271950.0,1.4295676,1.3703662
271920.0,1.4970517,1.3895833
271890.0,1.6128725,1.416096
271860.0,1.6755167,1.4404992
271830.0,1.6886119,1.4619538
271800.0,1.6595823,1.4806745
271770.0,1.6293869,1.4954902
271740.0,1.5884136,1.50142
271710.0,1.5554839,1.506515
271680.0,1.5330245,1.5242127
271650.0,1.5247195,1.5288123
271620.0,1.5171789,1.5347955
271590.0,1.5216315,1.5440674
271560.0,1.4949532,1.5588406
271530.0,1.4742537,1.5821663
271500.0,1.4607807,1.6169544
271470.0,1.4629619,1.6647519
271440.0,1.5053846,1.7256188
271410.0,1.6736468,1.7997546
271380.0,1.8146114,1.8873774
271350.0,2.0180523,1.9880509
271320.0,2.155404,2.115514
271290.0,2.2016711,2.2310627
271260.0,2.282103,2.3803542
271230.0,2.5604103,2.5536258
271200.0,2.8160005,2.7517562
271170.0,3.3082924,2.9696906
271140.0,3.961853,3.1953075
271110.0,4.60929,3.4109318
271080.0,4.968631,3.5976534
271050.0,4.9448743,3.7368474
271020.0,4.586727,3.811578
270990.0,3.9478955,3.803655
270960.0,3.4407377,3.6676755
270930.0,3.072619,3.5265362
270900.0,2.9196782,3.3877506
270870.0,2.7813532,3.259029
270840.0,2.6917186,3.1456542
270810.0,2.7016795,3.0133996
270780.0,2.7162528,2.8869498
270750.0,2.7178981,2.7684672
270720.0,2.8501089,2.6489182
270690.0,2.8740335,2.5210438
270660.0,2.848224,2.382613
270630.0,2.5928125,2.2363892
270600.0,2.301514,2.082518
270570.0,2.0561533,1.9290116
270540.0,1.8793105,1.7758859
270510.0,1.7106875,1.6405525
270480.0,1.5818934,1.5240452
270450.0,1.4545772,1.4243327
270420.0,1.3593642,1.3546339
270390.0,1.2690175,1.2681217
270360.0,1.1834798,1.1885258
270330.0,1.1150097,1.1197603
270300.0,1.0581609,1.0651199
270270.0,0.99890155,1.0231465
270240.0,0.9568657,0.9894814
270210.0,0.90810746,0.96401453
270180.0,0.8748936,0.9475877
270150.0,0.8603128,0.94075865
270120.0,0.86063546,0.9446133
270090.0,0.8764373,0.9600079
270060.0,0.91526186,0.9865051
270030.0,0.96739024,1.022797
270000.0,1.0409198,1.0656446
269970.0,1.1452605,1.1021267
269940.0,1.2805824,1.1577773
269910.0,1.4165494,1.2118075
269880.0,1.5007757,1.252437
269850.0,1.5044516,1.274178
269820.0,1.4108753,1.2822131
269790.0,1.3280985,1.278615
269760.0,1.2815014,1.266282
269730.0,1.2395604,1.2480284
269700.0,1.1734865,1.2264459
269670.0,1.139651,1.2035108
269640.0,1.1303527,1.1760378
269610.0,1.1152536,1.1574476
269580.0,1.0865434,1.1376946
269550.0,1.0700178,1.1208313
269520.0,1.0669401,1.1076634
269490.0,1.067016,1.0987655
269460.0,1.0422153,1.0948244
269430.0,1.0407989,1.0966313
269400.0,1.0706582,1.1047332
269370.0,1.1177723,1.1191196
269340.0,1.1816287,1.1461375
269310.0,1.2055818,1.1818473
269280.0,1.2692889,1.2043611
269250.0,1.3456476,1.229434
269220.0,1.393743,1.2571307
269190.0,1.400647,1.2824345
269160.0,1.379637,1.3034807
269130.0,1.3590254,1.3199289
269100.0,1.3304027,1.3332546
269070.0,1.3163316,1.3436102
269040.0,1.3293447,1.3500196
269010.0,1.3329858,1.3382673
268980.0,1.351724,1.324404
268950.0,1.3629507,1.3095948
268920.0,1.3600212,1.294063
268890.0,1.34035,1.2776893
268860.0,1.3102145,1.2606443
268830.0,1.2704375,1.2434882
268800.0,1.2320015,1.2207178
268770.0,1.2163851,1.2037995
268740.0,1.2052377,1.1844941
268710.0,1.1841493,1.1653377
268680.0,1.1551964,1.1480312
268650.0,1.12989,1.1315216
268620.0,1.1099955,1.1128961
268590.0,1.0887603,1.0914985
268560.0,1.0725102,1.0722871
268530.0,1.0654516,1.0540727
268500.0,1.0468469,1.035701
268470.0,1.021018,1.017415
268440.0,0.9852204,1.000664
268410.0,0.9458893,0.99014586
268380.0,0.8956554,0.9895159
268350.0,0.8596408,0.99823827
268320.0,0.84924483,1.0175531
268290.0,0.86839664,1.0490849
268260.0,0.94185126,1.0936611
268230.0,1.0746841,1.1552966
268200.0,1.2266659,1.2054181
268170.0,1.4500468,1.2723019
268140.0,1.636106,1.3371929
268110.0,1.7688162,1.3914007
268080.0,1.7973491,1.42636
268050.0,1.7023431,1.4367096
268020.0,1.5396324,1.4222038
267990.0,1.3926148,1.3869929
267960.0,1.30529,1.3316692
267930.0,1.2165554,1.2618886
267900.0,1.154486,1.201874
267870.0,1.093508,1.1598859
267840.0,1.0497797,1.1067852
267810.0,1.0224347,1.0622197
267780.0,0.9972042,1.0292758
267750.0,0.9672425,1.008855
267720.0,0.93712276,0.99711996
267690.0,0.9286416,0.99474585
267660.0,0.942886,1.002037
267630.0,0.97527456,1.0221677
267600.0,1.0672714,1.0520229
267570.0,1.1517848,1.0890068
267540.0,1.205328,1.1199423
267510.0,1.3247982,1.1607451
267480.0,1.513114,1.1993159
267450.0,1.5452304,1.2252897
267420.0,1.4547738,1.2356504
267390.0,1.3485003,1.2326242
267360.0,1.2809199,1.2185297
267330.0,1.2253921,1.1973195
