TDEP,BS,RT,GR,NPHI,DCAL,DT
285180.0,8.5,2.0568044,121.6675,0.3263388,-0.019182205,96.48293
285120.0,8.5,2.0195782,119.06561,0.31540412,-0.019182205,96.60858
285060.0,8.5,2.0113106,120.26078,0.3219084,-0.040776253,97.76355
285000.0,8.5,2.0078948,121.09594,0.33485144,-0.040776253,98.377335
284940.0,8.5,1.9990966,120.308044,0.3698771,-0.0515728,100.96952
284880.0,8.5,1.9964577,119.87965,0.36380005,-0.062369347,103.64559
284820.0,8.5,1.9833302,121.87366,0.38062242,-0.062369347,106.2563
284760.0,8.5,1.9993078,124.084595,0.38377035,0.28312874,106.401726
284700.0,8.5,1.9430416,123.60156,0.38995332,1.4923706,107.28184
284640.0,8.5,1.9197835,122.972694,0.375933,0.5638447,103.74505
284580.0,8.5,1.9485962,116.51142,0.36519462,0.4234867,103.875305
284520.0,8.5,1.9084474,109.6027,0.368378,0.7150011,104.05077
284460.0,8.5,1.8604248,103.175415,0.40343162,0.2615347,104.6281
284400.0,8.5,1.8601867,99.85471,0.39691466,0.509861,106.36463
284340.0,8.5,1.8613704,103.47604,0.4067399,0.06719208,107.43323
284280.0,8.5,1.8725667,106.6955,0.40886378,0.30472183,106.20304
284220.0,8.5,1.9042337,111.57702,0.41944438,0.2399416,109.32561
284160.0,8.5,1.9237218,111.253784,0.39448687,0.62862587,107.83907
284100.0,8.5,1.845706,106.28061,0.38887754,0.27233124,110.89942
284040.0,8.5,1.7623837,105.192726,0.39939517,0.6934061,110.79282
283980.0,8.5,1.7168112,108.61271,0.3810768,0.04559803,110.708565
283920.0,8.5,1.8148463,116.538704,0.36175677,0.0024108887,109.049904
283860.0,8.5,1.812347,118.40365,0.3622705,0.0024108887,108.12416
283800.0,8.5,1.7941883,113.93055,0.4258301,0.013208389,109.94503
283740.0,8.5,1.8285064,113.802124,0.4306373,0.06719208,112.220665
283680.0,8.5,1.7341712,116.20734,0.42511436,0.2399416,112.02371
283620.0,8.5,1.6584196,120.84603,0.38123888,0.4450798,112.35333
283560.0,8.5,1.676236,122.221245,0.40965912,0.17515945,112.56702
283500.0,8.5,1.6775545,122.67588,0.40075332,0.0024108887,111.09756
283440.0,8.5,1.6496062,122.12805,0.41671747,0.0024108887,111.88975
283380.0,8.5,1.6161354,127.6845,0.3998179,0.024004936,110.860596
283320.0,8.5,1.6062844,128.68584,0.41685998,0.034801483,112.17603
283260.0,8.5,1.6046672,134.10399,0.4241722,0.08878517,112.39234
283200.0,8.5,1.6028303,127.05569,0.45564938,0.11037922,111.27632
283140.0,8.5,1.555942,130.23207,0.45478174,0.11037922,111.23315
283080.0,8.5,1.5286103,128.09497,0.45594802,0.08878517,111.29884
283020.0,8.5,1.509706,131.26796,0.43658096,0.06719208,110.83157
282960.0,8.5,1.4944218,127.555824,0.4070336,0.11037922,110.39131
282900.0,8.5,1.4747416,124.030426,0.39754853,0.36950302,111.74943
282840.0,8.5,1.4524504,120.613365,0.39181647,0.17515945,112.05165
282780.0,8.5,1.4263505,113.81901,0.4194315,0.34790897,112.48665
282720.0,8.5,1.4963906,109.86459,0.4230084,-0.062369347,112.76478
282660.0,8.5,1.5244033,109.37644,0.4177866,0.024004936,111.88929
282600.0,8.5,1.5655088,114.26318,0.4328018,-0.019182205,92.83915
282540.0,8.5,1.6070206,120.033325,0.44810238,-0.008385658,91.105934
282480.0,8.5,1.5891814,122.518196,0.44908732,0.04559803,92.26481
282420.0,8.5,1.5264374,121.8613,0.4282374,0.04559803,91.63314
282360.0,8.5,1.4635577,127.08096,0.4057475,0.21834755,110.88975
282300.0,8.5,1.4508259,129.76868,0.3926473,0.08878517,112.88287
282240.0,8.5,1.5066485,132.82431,0.35564652,0.1643629,111.184364
282180.0,8.5,1.5223072,126.10868,0.3483163,-0.062369347,95.275696
282120.0,8.5,1.5466492,120.48893,0.34914926,-0.019182205,92.8713
282060.0,8.5,1.5625143,118.71555,0.35679212,0.5638447,91.87799
282000.0,8.5,1.5653888,112.495155,0.34712327,0.65021896,93.19487
281940.0,8.5,1.5889882,107.04546,0.36535957,0.21834755,113.61248
281880.0,8.5,1.5989026,103.7324,0.38161406,-0.10555649,113.55458
281820.0,8.5,1.5368627,111.7869,0.3874975,0.06719208,116.128105
281760.0,8.5,1.5229588,119.694145,0.39801022,-0.062369347,115.762886
281700.0,8.5,1.5779737,123.84787,0.37354007,-0.062369347,115.07505
281640.0,8.5,1.5926436,120.227974,0.39128265,-0.040776253,116.25196
281580.0,8.5,1.662167,118.5183,0.38605866,0.28312874,113.54523
281520.0,8.5,1.8462428,118.23063,0.38693038,-0.083963394,113.80003
281460.0,8.5,1.8929733,116.59707,0.3745377,-0.040776253,109.52676
281400.0,8.5,1.8169522,113.40583,0.37609902,0.2615347,109.39661
281340.0,8.5,1.7653532,111.6973,0.4113882,-0.19193077,109.045876
281280.0,8.5,1.7521592,114.475525,0.4034052,0.2615347,109.46587
281220.0,8.5,1.7608807,112.520836,0.4212523,-0.12715054,98.404076
281160.0,8.5,1.7440857,110.56823,0.41056076,0.08878517,98.93866
281100.0,8.5,1.7438924,116.552086,0.41337618,0.024004936,109.29445
281040.0,8.5,1.6854639,125.10388,0.3981906,-0.040776253,109.57747
280980.0,8.5,1.678194,124.61573,0.3912851,0.5854387,110.47067
280920.0,8.5,1.7334623,118.20446,0.41594046,-0.029979706,109.03916
280860.0,8.5,1.7816728,116.738434,0.4192066,0.11037922,111.51646
280800.0,8.5,1.7961947,121.17539,0.40647864,-0.07316685,112.2046
280740.0,8.5,1.776946,118.61089,0.39001936,0.75818825,109.891815
280680.0,8.5,1.75498,111.24476,0.3981043,0.62862587,110.581345
280620.0,8.5,1.7595849,103.77911,0.40958437,0.32631588,108.19464
280560.0,8.5,1.7929657,102.205666,0.37670067,0.06719208,106.56464
280500.0,8.5,1.8160752,109.34164,0.33112863,0.08878517,108.42082
280440.0,8.5,1.7837988,116.03146,0.32725978,-0.019182205,106.921135
280380.0,8.5,1.7588248,114.321106,0.3680198,0.024004936,106.6851
280320.0,8.5,1.7804968,110.26063,0.3763517,0.4774704,107.57094
280260.0,8.5,1.7690215,113.6777,0.39002797,0.21834755,106.85721
280200.0,8.5,1.7752155,123.80019,0.36741152,0.04559803,107.75709
280140.0,8.5,1.7585266,127.8465,0.42534754,-0.083963394,106.346855
280080.0,8.5,1.7513232,119.54791,0.45274806,-0.11635399,107.34094
280020.0,8.5,1.7496475,110.99955,0.48898566,-0.083963394,108.30344
279960.0,8.5,1.7036752,105.13546,0.41847265,0.08878517,107.74577
279900.0,8.5,1.6675161,111.52581,0.40203264,0.33711243,111.38645
279840.0,8.5,1.6246964,111.27954,0.3845238,0.04559803,109.471924
279780.0,8.5,1.6076181,114.455925,0.40367106,0.06719208,111.32267
279720.0,8.5,1.5849562,113.30967,0.38407114,-0.019182205,111.83136
279660.0,8.5,1.5561212,112.47048,0.38411954,0.0024108887,110.55776
279600.0,8.5,1.5670322,111.53931,0.39547566,0.024004936,112.51829
279540.0,8.5,1.4929298,110.444496,0.3868698,0.06719208,112.01073
279480.0,8.5,1.4506278,111.31625,0.3626105,0.04559803,112.96543
279420.0,8.5,1.4985343,110.0484,0.3583101,0.034801483,112.28871
279360.0,8.5,1.5787398,107.36356,0.3683028,0.0024108887,110.99123
279300.0,8.5,1.6397527,109.92807,0.3770163,0.19675446,109.97038
279240.0,8.5,1.6747236,113.34879,0.38083342,0.08878517,111.217316
279180.0,8.5,1.6255761,114.136505,0.39903513,-0.019182205,110.40239
279120.0,8.5,1.5293758,118.474396,0.4310157,0.05639553,110.982025
279060.0,8.5,1.4489456,119.451744,0.43793392,-0.008385658,115.49158
279000.0,8.5,1.5560427,122.44367,0.41659644,0.2615347,114.407455
278940.0,8.5,1.5805434,124.39628,0.39534643,0.32631588,111.261154
278880.0,8.5,1.7029523,119.98382,0.3724787,0.34790897,112.001114
278820.0,8.5,1.6266328,112.57828,0.3694094,0.04559803,97.071175
278760.0,8.5,1.6270025,108.852295,0.36421087,0.05639553,98.95101
278700.0,8.5,1.6737175,115.17429,0.35038084,0.08878517,110.906624
278640.0,8.5,1.6019876,121.03839,0.35491946,0.06719208,111.59702
278580.0,8.5,1.522383,116.336784,0.35489237,0.06719208,108.16784
278520.0,8.5,1.503229,111.73954,0.4020623,0.36950302,103.944275
278460.0,8.5,1.4807706,117.98258,0.41120052,0.27233124,108.06666
278400.0,8.5,1.4867784,129.33908,0.4095964,0.11037922,108.32104
278340.0,8.5,1.4326721,129.75142,0.4003346,0.06719208,109.40654
278280.0,8.5,1.3605173,117.1556,0.38928425,0.11037922,88.25892
278220.0,8.5,1.3349048,110.07739,0.40754297,0.08878517,90.34136
278160.0,8.5,1.3177314,109.43626,0.35079893,0.11037922,108.029854
278100.0,8.5,1.3848764,120.67576,0.3510996,0.08878517,105.45719
278040.0,8.5,1.3797996,126.65551,0.32408008,0.0024108887,105.528366
277980.0,8.5,1.4302691,130.74931,0.3632672,0.0024108887,104.154045
277920.0,8.5,1.4101734,130.26065,0.35337862,0.024004936,104.88682
277860.0,8.5,1.418697,129.61952,0.37016115,0.0024108887,109.04107
277800.0,8.5,1.4187702,127.91099,0.37537557,0.04559803,108.031395
277740.0,8.5,1.4229449,129.13268,0.38802588,0.034801483,108.27078
277680.0,8.5,1.4206132,124.43107,0.3767296,0.04559803,90.49588
277620.0,8.5,1.3750358,121.05291,0.3522665,0.024004936,90.058815
277560.0,8.5,1.2980666,113.94772,0.36720037,0.024004936,91.06797
277500.0,8.5,1.2853496,111.88697,0.38899338,0.0024108887,91.53952
277440.0,8.5,1.2895901,116.0407,0.42131,0.0024108887,89.47362
277380.0,8.5,1.2770758,115.0071,0.43341944,-0.008385658,90.582115
277320.0,8.5,1.2739307,118.87159,0.39499617,-0.019182205,109.45753
277260.0,8.5,1.3058901,114.85592,0.34631038,-0.019182205,109.56283
277200.0,8.5,1.3123872,119.573975,0.3206709,-0.040776253,109.73167
277140.0,8.5,1.3360721,120.79435,0.33297396,-0.019182205,109.02714
277080.0,8.5,1.3686846,125.068535,0.38432002,0.34790897,108.96796
277020.0,8.5,1.359997,122.62516,0.39349684,0.0024108887,108.37111
276960.0,8.5,1.3593204,123.87522,0.42264405,-0.062369347,109.42226
276900.0,8.5,1.3694493,125.79861,0.39042377,0.11037922,109.585625
276840.0,8.5,1.4157294,131.43115,0.4036574,-0.062369347,110.10812
276780.0,8.5,1.526221,131.64555,0.3740727,-0.019182205,109.76027
276720.0,8.5,1.587942,129.08104,0.40508044,-0.019182205,108.51788
276660.0,8.5,1.4853472,133.78264,0.3803503,1.2764349,109.601166
276600.0,8.5,1.3021141,133.78194,0.41170374,0.5854387,113.27541
276540.0,8.5,1.1781838,137.58528,0.42252794,1.7730875,112.6986
276480.0,8.5,1.2472144,136.30302,0.46559942,0.32631588,115.7504
276420.0,8.5,1.3571149,133.0974,0.4469072,0.30472183,115.9189
276360.0,8.5,1.2798644,127.37067,0.3980197,0.39109612,110.07311
276300.0,8.5,1.2480209,121.600525,0.3545413,0.17515945,112.80957
276240.0,8.5,1.2288655,118.2168,0.34233958,0.6934061,108.54981
276180.0,8.5,1.3140916,124.41437,0.30454418,1.6867123,109.83446
276120.0,8.5,1.400639,121.42245,0.33741647,1.600338,107.905876
276060.0,8.5,1.4750662,125.87472,0.3815447,0.5638447,108.64855
276000.0,8.5,1.4141408,128.01181,0.42672122,0.33711243,109.841835
275940.0,8.5,1.3454092,135.003,0.3998065,0.68260956,113.09451
275880.0,8.5,1.2601237,135.85783,0.39333808,0.4558773,111.75219
275820.0,8.5,1.3391119,131.15623,0.36154917,0.2399416,109.67685
275760.0,8.5,1.5000114,128.27327,0.3401043,0.2615347,107.37123
275700.0,8.5,1.5234958,126.777306,0.33283702,0.33711243,104.41921
275640.0,8.5,1.6083856,131.2652,0.34331602,0.17515945,110.488754
275580.0,8.5,1.7281567,125.66099,0.34870487,2.572051,101.04848
275520.0,8.5,1.6897265,129.4162,0.35744414,2.3993025,100.77209
275460.0,8.5,1.603101,130.05733,0.39226484,1.2008562,102.36451
275400.0,8.5,1.5616803,130.27104,0.40363482,1.8594618,104.010345
275340.0,8.5,1.37002,122.24166,0.44474393,1.9026489,109.63155
275280.0,8.5,1.2246144,111.769905,0.4223867,1.4923706,108.98981
275220.0,8.5,1.3540436,117.32635,0.3987848,0.4558773,108.92977
275160.0,8.5,1.3821648,118.31878,0.36234334,0.21834755,106.878174
275100.0,8.5,1.4301921,124.516335,0.37791672,0.17515945,110.53335
275040.0,8.5,1.2863996,121.73812,0.38831207,0.2399416,115.108574
274980.0,8.5,1.33381,123.09649,0.3649386,1.4059963,107.19761
274920.0,8.5,1.2794232,118.39489,0.35851973,0.72579765,106.114265
274860.0,8.5,1.389543,121.93753,0.37247208,0.2399416,107.622505
274800.0,8.5,1.3708427,120.44157,0.35929492,0.46667385,106.20724
274740.0,8.5,1.39711,122.36495,0.37026903,0.52065754,109.53542
274680.0,8.5,1.4782195,123.5239,0.3612077,0.52065754,112.99954
274620.0,8.5,1.55411,127.81522,0.3728004,0.52065754,107.36123
274560.0,8.5,1.6209568,129.69946,0.39219,0.21834755,109.2942
274500.0,8.5,1.6203189,122.647064,0.3777016,1.8810558,106.13023
274440.0,8.5,1.5250822,121.775085,0.3732156,3.0039234,105.982635
274380.0,8.5,1.3952234,120.95939,0.41075113,2.3237247,105.98555
274320.0,8.5,1.3978727,136.18462,0.43636385,1.5787449,109.58232
274260.0,8.5,1.325224,144.9467,0.4559471,2.7879868,109.793365
274200.0,8.5,1.2217027,141.31364,0.4282953,1.3628092,110.82097
274140.0,8.5,1.2798636,123.73761,0.41139466,1.2548409,110.53981
274080.0,8.5,1.4619701,118.24259,0.36329448,2.107788,112.12187
274020.0,8.5,1.4745773,120.59339,0.3583549,1.7083063,105.8952
273960.0,8.5,1.5167589,125.508705,0.36493152,1.0928879,106.74196
273900.0,8.5,1.6471785,120.10455,0.36507896,1.1036854,107.331505
273840.0,8.5,1.6954865,120.74569,0.38804093,1.5355577,110.34273
273780.0,8.5,1.7404972,116.4715,0.4259328,4.0188227,114.11653
273720.0,8.5,1.5010589,119.48057,0.44591156,3.0902977,115.77406
273660.0,8.5,1.3113784,120.54911,0.4483815,3.6085434,118.078896
273600.0,8.5,1.4131283,126.10555,0.36958072,3.7381048,119.89513
273540.0,8.5,1.414582,128.25655,0.35263255,3.4897795,113.62028
273480.0,8.5,1.6012224,132.53075,0.31269065,2.6800184,107.134346
273420.0,8.5,1.3978679,128.68398,0.3466441,1.1252785,106.88067
273360.0,8.5,1.4210529,122.66907,0.35454705,0.6070318,108.13649
273300.0,8.5,1.3457751,115.54056,0.40733156,0.207551,106.44069
273240.0,8.5,1.3891028,116.822815,0.40851712,0.4558773,107.894455
273180.0,8.5,1.352143,115.32684,0.39349765,2.3129282,104.86505
273120.0,8.5,1.3694005,123.48016,0.35794818,0.75818825,107.838326
273060.0,8.5,1.4243084,126.18365,0.35995355,0.39109612,109.330376
273000.0,8.5,1.4514561,124.90139,0.3452677,0.5638447,105.60191
272940.0,8.5,1.4768028,121.52578,0.33575335,1.0389042,104.067986
272880.0,8.5,1.5875671,118.181175,0.3024627,1.7730875,105.01338
272820.0,8.5,1.622637,122.45535,0.27764973,1.8702583,107.63148
272760.0,8.5,1.4893836,112.75488,0.31019932,2.3561153,105.88445
272700.0,8.5,1.484497,112.08602,0.3588599,1.4923706,111.51917
272640.0,8.5,1.6211928,100.75944,0.37572342,2.1185846,103.98021
272580.0,8.5,1.7104244,106.617256,0.34424314,1.7083063,102.05248
272520.0,8.5,1.8704237,103.056274,0.33858392,1.4491835,111.00011
272460.0,8.5,1.5201195,112.45947,0.36103022,1.9782267,113.11183
272400.0,8.5,1.3552889,109.774635,0.44746655,1.600338,113.62023
272340.0,8.5,1.3081642,111.24066,0.5034776,2.7447996,116.547104
272280.0,8.5,1.3024731,112.95034,0.5103029,1.7514935,115.11719
272220.0,8.5,1.2655689,109.56904,0.46185693,1.0820913,111.488144
272160.0,8.5,1.2811805,114.4318,0.40531448,0.75818825,117.113365
272100.0,8.5,1.2907125,114.08142,0.42034784,0.4774704,64.97418
272040.0,8.5,1.3601199,120.357155,0.44030315,0.4774704,66.21077
271980.0,8.5,1.3696882,123.55752,0.44280335,1.2116528,87.91835
271920.0,8.5,1.4970517,125.46757,0.43851602,0.9309368,86.38028
271860.0,8.5,1.6755167,128.88692,0.42824993,1.0604982,87.0435
271800.0,8.5,1.6595823,126.19921,0.45148727,1.8810558,86.410675
271740.0,8.5,1.5884136,123.57099,0.4446935,1.600338,85.41788
271680.0,8.5,1.5330245,120.4302,0.4455134,1.9890232,119.08152
271620.0,8.5,1.5171789,121.02424,0.48220626,1.4491835,118.32656
271560.0,8.5,1.4949532,122.23107,0.4867852,1.2332478,117.484726
271500.0,8.5,1.4607807,123.44849,0.49949667,1.1900597,106.91484
271440.0,8.5,1.5053846,130.37668,0.3947049,1.1468725,102.1654
271380.0,8.5,1.8146114,130.2384,0.3099425,0.40189266,99.29937
271320.0,8.5,2.155404,131.99585,0.19581294,0.024004936,87.27241
271260.0,8.5,2.282103,113.741066,0.12521803,0.13197231,89.198784
271200.0,8.5,2.8160005,98.947655,0.10346652,0.06719208,75.85788
271140.0,8.5,3.961853,81.803154,0.083769314,-0.040776253,72.508835
271080.0,8.5,4.968631,76.165115,0.069500014,0.0024108887,65.865555
271020.0,8.5,4.586727,80.3144,0.11142092,0.04559803,69.713264
270960.0,8.5,3.4407377,85.016,0.18859436,0.32631588,77.02443
270900.0,8.5,2.9196782,95.52249,0.24807563,0.17515945,79.92582
270840.0,8.5,2.6917186,102.53357,0.23263161,0.17515945,88.71504
270780.0,8.5,2.7162528,107.23517,0.2076627,0.08878517,86.65726
270720.0,8.5,2.8501089,110.06024,0.20943849,0.09958267,86.867676
270660.0,8.5,2.848224,109.419106,0.2240879,0.06719208,88.169075
270600.0,8.5,2.301514,109.63282,0.24079475,-0.062369347,92.4947
270540.0,8.5,1.8793105,101.08445,0.25910446,-0.10555649,95.80729
270480.0,8.5,1.5818934,88.85668,0.27228162,0.0024108887,98.09373
270420.0,8.5,1.3593642,77.13877,0.27561766,0.121175766,97.91942
270360.0,8.5,1.1834798,72.22346,0.25689158,0.17515945,99.64228
270300.0,8.5,1.0581609,70.560135,0.24830814,0.11037922,99.6861
270240.0,8.5,0.9568657,66.44519,0.24826275,0.024004936,101.55976
270180.0,8.5,0.8748936,62.912247,0.25719133,0.024004936,102.02556
270120.0,8.5,0.86063546,62.27112,0.26674157,0.024004936,102.469086
270060.0,8.5,0.91526186,61.220947,0.26691192,-0.008385658,101.38863
270000.0,8.5,1.0409198,58.983746,0.24865806,0.08878517,94.531044
