Poço,Profundidade,UnidadeF,UnidadeM,UnidadeC,TopoUnidade,BaseUnidade,Topo,Base,Litologia,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,DRHO,DT,GR,RESD,NPHI,PE,PE.1,RHOB,interpolada
1-BRSA-645-SE,265.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.344063758850098,2.0940637588500977,0.1343160718679428,135.53775024414062,70.23123168945312,28.81717872619629,0.3338353335857391,3.0632641315460205,3.285436153411865,2.41980242729187,False
1-BRSA-645-SE,265.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.46095085144043,2.2109508514404297,0.1427116096019745,134.23519897460938,73.31311798095703,24.056385040283203,0.3460526764392853,2.9883341789245605,3.2343547344207764,2.360889673233032,False
1-BRSA-645-SE,265.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.552789688110352,2.302789688110352,0.1357741206884384,134.03622436523438,74.82514953613281,21.196928024291992,0.3661083877086639,2.906940221786499,2.7182505130767822,2.3033690452575684,False
1-BRSA-645-SE,265.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.561139106750488,2.3111391067504883,0.1289148926734924,137.0994873046875,75.2018814086914,19.871898651123047,0.3832142353057861,2.83215594291687,2.703946352005005,2.2667384147644043,False
1-BRSA-645-SE,265.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.50269603729248,2.2526960372924805,0.1445736438035965,143.24948120117188,75.81843566894531,20.04922866821289,0.3860849142074585,2.778165102005005,2.991416454315185,2.230182409286499,False
1-BRSA-645-SE,266.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.536091804504396,2.2860918045043945,0.1734218597412109,153.10153198242188,76.5667953491211,20.807186126708984,0.3811779618263244,2.753715991973877,2.98669695854187,2.183480978012085,False
1-BRSA-645-SE,266.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.46929931640625,2.21929931640625,0.1903683543205261,159.7801055908203,79.03723907470703,21.532325744628903,0.3770093619823456,2.741261482238769,2.8110997676849365,2.1292526721954346,False
1-BRSA-645-SE,266.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.30232048034668,2.05232048034668,0.1792721450328827,160.81887817382812,81.22705078125,22.01431655883789,0.3740942478179931,2.742622375488281,2.568432331085205,2.1066319942474365,False
1-BRSA-645-SE,266.3,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.16038703918457,1.9103870391845703,0.154309794306755,154.9954071044922,82.06470489501953,22.43944358825684,0.3686484396457672,2.7439441680908203,2.5880935192108154,2.124072790145874,False
1-BRSA-645-SE,266.4,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.93496322631836,1.6849632263183594,0.1352019309997558,143.5010223388672,82.00092315673828,22.95338630676269,0.3597172498703003,2.736518383026123,2.803880214691162,2.1614701747894287,False
1-BRSA-645-SE,266.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.575957298278809,1.3259572982788086,0.1300892978906631,132.48062133789062,79.22007751464844,23.56451797485352,0.3549856841564178,2.738208532333374,2.603264093399048,2.19289493560791,False
1-BRSA-645-SE,266.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.241995811462402,0.9919958114624025,0.1277075111865997,123.0147933959961,76.97499084472656,24.112266540527344,0.3544919490814209,2.73951268196106,2.877763032913208,2.2128937244415283,False
1-BRSA-645-SE,266.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,12.991525650024414,0.7415256500244141,0.1203948259353637,116.46734619140624,76.23088073730469,24.4128532409668,0.3568483889102936,2.741240262985229,2.502880811691284,2.239642381668091,False
1-BRSA-645-SE,266.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.066667556762695,0.8166675567626953,0.1107811629772186,111.84234619140624,75.94174194335938,24.20562744140625,0.3548226058483124,2.7347371578216557,2.7488882541656494,2.269522428512573,False
1-BRSA-645-SE,266.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.383929252624512,1.1339292526245115,0.1065562143921852,108.20867919921876,77.55327606201172,23.361793518066406,0.3483936488628387,2.7234044075012207,3.0225112438201904,2.292415142059326,False
1-BRSA-645-SE,267.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.751286506652832,1.501286506652832,0.1086981073021888,105.74234771728516,79.03298950195312,22.05853080749512,0.3400594592094421,2.7020740509033203,2.628511667251587,2.3003182411193848,False
1-BRSA-645-SE,267.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.010104179382324,1.7601041793823242,0.1073109880089759,104.7392807006836,80.5594711303711,20.630525588989254,0.3386842012405395,2.6714301109313965,2.4208102226257324,2.299583673477173,False
1-BRSA-645-SE,267.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.060198783874512,1.810198783874512,0.1003429964184761,105.24745178222656,82.94487762451172,19.299095153808597,0.3425656855106354,2.6287500858306885,2.823580026626587,2.2975306510925293,False
1-BRSA-645-SE,267.3,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.960010528564451,1.7100105285644531,0.0847548842430114,107.00407409667967,83.65071868896484,18.01405906677246,0.3493848741054535,2.556716203689575,2.7743008136749268,2.277297019958496,False
1-BRSA-645-SE,267.4,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.851473808288574,1.6014738082885742,0.0668739154934883,109.53672790527344,83.80804443359375,16.76296043395996,0.3542396426200866,2.471740484237671,2.3275649547576904,2.237661361694336,False
1-BRSA-645-SE,267.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.74293613433838,1.492936134338379,0.0495109781622886,112.30662536621094,82.33853912353516,15.649938583374023,0.3578787744045257,2.391706705093384,2.26985764503479,2.189523220062256,False
1-BRSA-645-SE,267.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.717888832092283,1.4678888320922852,0.0412869304418563,115.1999969482422,79.58575439453125,14.824853897094728,0.3625652194023132,2.3291008472442627,2.27071475982666,2.159696102142334,False
1-BRSA-645-SE,267.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.73458766937256,1.4845876693725586,0.0414252020418643,117.744384765625,78.59757232666016,14.370333671569824,0.3629069924354553,2.292856454849243,2.328444719314575,2.1481852531433105,False
1-BRSA-645-SE,267.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.78468132019043,1.5346813201904297,0.0452044494450092,119.5408172607422,77.6859359741211,14.277087211608888,0.3619399070739746,2.275489330291748,2.317032814025879,2.147420644760132,False
1-BRSA-645-SE,267.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.918265342712402,1.6682653427124023,0.0447088181972503,120.2948989868164,77.52776336669922,14.480850219726562,0.3543449342250824,2.278886079788208,2.213595151901245,2.148838758468628,False
1-BRSA-645-SE,268.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.085246086120604,1.8352460861206052,0.0403768047690391,120.15357971191406,78.87310791015625,14.85329532623291,0.3496227562427521,2.310969829559326,2.2235300540924072,2.160491943359375,False
1-BRSA-645-SE,268.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.260574340820312,2.0105743408203125,0.0347567982971668,119.79948425292967,80.68193054199219,15.15733242034912,0.3497542440891266,2.3745815753936768,2.224231481552124,2.1794967651367188,False
1-BRSA-645-SE,268.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.360762596130373,2.110762596130371,0.0336741730570793,119.6045913696289,84.88551330566406,15.083653450012209,0.3580646514892578,2.455671548843384,2.3806345462799072,2.202862501144409,False
1-BRSA-645-SE,268.3,RIACHU,ANGICO,,False,False,False,True,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.369111061096191,2.1191110610961914,0.0364247523248195,119.7841796875,90.8579559326172,14.473044395446776,0.3721800446510315,2.527304172515869,2.670018196105957,2.215820074081421,False
1-BRSA-645-SE,268.4,RIACHU,ANGICO,,False,False,True,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,14.335715293884276,2.0857152938842773,0.042727455496788,120.17806243896484,95.92131042480467,13.51035976409912,0.3846314251422882,2.5762758255004883,2.86236572265625,2.215507984161377,False
1-BRSA-645-SE,268.5,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,14.277273178100586,2.027273178100586,0.0493514165282249,120.64796447753906,99.37907409667967,12.523881912231444,0.3914553225040436,2.600939989089966,2.4969470500946045,2.203344821929932,False
1-BRSA-645-SE,268.6,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,14.193781852722168,1.943781852722168,0.056666899472475,121.39234924316406,101.01187133789062,11.77713680267334,0.3916172385215759,2.613209009170532,2.477832078933716,2.1887640953063965,False
1-BRSA-645-SE,268.7,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,14.051850318908691,1.8018503189086916,0.06158984079957,122.14131927490234,100.5645523071289,11.333503723144531,0.3861450850963592,2.609234094619751,2.704348087310791,2.176443576812744,False
1-BRSA-645-SE,268.8,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,13.884869575500488,1.6348695755004885,0.0602387301623821,122.8102035522461,99.78132629394533,11.135966300964355,0.3829880058765411,2.5764565467834477,2.709881544113159,2.1596405506134038,False
1-BRSA-645-SE,268.9,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,13.767983436584473,1.5179834365844729,0.0518528223037719,123.22857666015624,99.3348617553711,11.108253479003906,0.3800786435604095,2.513906240463257,2.689286470413208,2.13889479637146,False
1-BRSA-645-SE,269.0,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,13.667795181274414,1.417795181274414,0.0435141548514366,123.37857818603516,98.2114715576172,11.182333946228027,0.384375661611557,2.440934181213379,2.2277278900146484,2.119401693344116,False
1-BRSA-645-SE,269.1,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,13.48411750793457,1.2341175079345703,0.0426265336573123,123.6540756225586,98.1281280517578,11.297853469848633,0.3908918797969818,2.3996124267578125,2.2420129776000977,2.1114301681518555,False
1-BRSA-645-SE,269.2,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,13.27539348602295,1.0253934860229492,0.0511207319796085,124.16786193847656,99.28043365478516,11.40447998046875,0.4014407098293304,2.4171676635742188,2.2637734413146973,2.1144673824310303,False
1-BRSA-645-SE,269.3,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,12.999876022338867,0.7498760223388672,0.06068841740489,125.1908187866211,101.71601104736328,11.466069221496582,0.411409854888916,2.4905881881713867,2.397847890853882,2.121527910232544,False
1-BRSA-645-SE,269.4,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,12.741056442260742,0.4910564422607422,0.0647277757525444,126.3193817138672,104.69670867919922,11.490920066833496,0.4196753203868866,2.58684515953064,2.579465627670288,2.1306071281433105,False
1-BRSA-645-SE,269.5,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,12.682613372802734,0.4326133728027344,0.060478787869215,127.14131927490234,105.8515625,11.541797637939451,0.4227111935615539,2.659775733947754,2.6988625526428223,2.138525485992432,False
1-BRSA-645-SE,269.6,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,12.632519721984863,0.3825197219848633,0.0525345057249069,127.2204132080078,104.98074340820312,11.725849151611328,0.4190785586833954,2.6888058185577397,2.81533432006836,2.147223472595215,False
1-BRSA-645-SE,269.7,RIACHU,ANGICO,,False,False,False,True,FOLHELHO,CASTANHO,AVERMELHADO,,,12.25,12.640868186950684,0.3908681869506836,0.0456391125917434,126.3188705444336,101.20236206054688,12.119694709777832,0.4095088243484497,2.6763384342193604,2.721155166625977,2.1550710201263428,False
1-BRSA-645-SE,269.8,RIACHU,ANGICO,,False,False,True,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,12.682613372802734,0.4326133728027344,0.0413479544222354,124.5556182861328,96.9264907836914,12.709558486938477,0.3947957754135132,2.654219150543213,2.576517105102539,2.1646432876586914,False
1-BRSA-645-SE,269.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,12.874641418457031,0.6246414184570312,0.0454200953245162,122.13673400878906,93.75276184082033,13.35177516937256,0.3769050240516662,2.650724411010742,2.5467746257781982,2.182708263397217,False
1-BRSA-645-SE,270.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.233647346496582,0.983647346496582,0.0598339363932609,119.45051574707033,91.46175384521484,13.815512657165527,0.3632918894290924,2.6757736206054688,2.671483039855957,2.207750082015991,False
1-BRSA-645-SE,270.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.64274787902832,1.3927478790283203,0.0826423391699791,116.97857666015624,89.84086608886719,13.969779014587402,0.3603415787220001,2.727234363555908,2.8712258338928223,2.235313415527344,False
1-BRSA-645-SE,270.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.026803016662598,1.7768030166625977,0.1008267030119896,115.0846939086914,88.21997833251953,13.883054733276367,0.3705758452415466,2.7815046310424805,2.9435434341430664,2.2548227310180664,False
1-BRSA-645-SE,270.3,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.293970108032228,2.0439701080322266,0.1079811453819274,114.414794921875,88.02268981933594,13.717257499694824,0.3851148784160614,2.8188366889953613,2.691390037536621,2.27221155166626,False
1-BRSA-645-SE,270.4,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.435903549194336,2.185903549194336,0.1040494889020919,118.59847259521484,87.80243682861328,13.491280555725098,0.3966978192329407,2.822091817855835,2.922114133834839,2.284961223602295,False
1-BRSA-645-SE,270.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.561139106750488,2.3111391067504883,0.0942788943648338,126.30816650390624,89.32891845703125,13.100085258483888,0.3985895216464996,2.783196449279785,2.843816041946411,2.289657592773437,False
1-BRSA-645-SE,270.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.577836990356444,2.3278369903564453,0.0794279053807258,133.84693908691406,91.9524383544922,12.509440422058104,0.3964905142784118,2.7175936698913574,2.84102725982666,2.274573802947998,False
1-BRSA-645-SE,270.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.569487571716309,2.3194875717163086,0.064418077468872,136.99693298339844,92.14208221435548,11.895030975341797,0.3930078446865082,2.650841236114502,2.650739908218384,2.2522566318511963,False
1-BRSA-645-SE,270.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.577836990356444,2.3278369903564453,0.0531144253909587,130.89285278320312,91.7934112548828,11.503891944885254,0.3963950872421264,2.6074211597442627,2.196003198623657,2.2390129566192627,False
1-BRSA-645-SE,270.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.586185455322266,2.3361854553222656,0.0520976707339286,123.14337158203124,91.03314208984376,11.506698608398438,0.3975158631801605,2.604403018951416,2.685009002685547,2.252661228179932,False
1-BRSA-645-SE,271.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.61123275756836,2.36123275756836,0.0562425293028354,115.19337463378906,89.1086654663086,11.933246612548828,0.3964568674564361,2.616726875305176,2.7047712802886963,2.2847461700439453,False
1-BRSA-645-SE,271.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.577836990356444,2.3278369903564453,0.0621858909726142,110.13468933105467,87.306640625,12.676207542419434,0.3892033100128174,2.626372814178467,2.7167065143585205,2.3128819465637207,False
1-BRSA-645-SE,271.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.569487571716309,2.3194875717163086,0.0630432665348053,105.90152740478516,86.77513122558594,13.48995590209961,0.3875378668308258,2.6272127628326416,2.529677391052246,2.315412759780884,False
1-BRSA-645-SE,271.3,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.577836990356444,2.3278369903564453,0.0611950159072876,101.10816192626952,84.96800994873047,14.152074813842772,0.3938056826591491,2.615578413009644,2.709758281707764,2.290719747543335,False
1-BRSA-645-SE,271.4,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.569487571716309,2.3194875717163086,0.0599212609231472,98.2852020263672,84.1830825805664,14.662697792053224,0.4041057527065277,2.602794647216797,2.6003730297088623,2.2603256702423096,False
1-BRSA-645-SE,271.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.627931594848633,2.377931594848633,0.0613918378949165,98.4933624267578,85.47229766845703,15.268518447875977,0.4087192416191101,2.5896592140197754,2.633836507797241,2.234333276748657,False
1-BRSA-645-SE,271.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.61123275756836,2.36123275756836,0.0641216561198234,101.71989440917967,85.72827911376953,16.195228576660156,0.4071970582008362,2.56864857673645,2.61875581741333,2.2156107425689697,False
1-BRSA-645-SE,271.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.577836990356444,2.3278369903564453,0.0632096827030181,105.68009948730467,86.19345092773438,17.434032440185547,0.4057883024215698,2.537943124771118,2.633743524551392,2.195493221282959,False
1-BRSA-645-SE,271.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.577836990356444,2.3278369903564453,0.059936050325632,109.4852066040039,85.10917663574219,18.60159111022949,0.407332181930542,2.5062313079833984,2.4170291423797607,2.178272008895874,False
1-BRSA-645-SE,271.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.586185455322266,2.3361854553222656,0.0570536442101001,113.0841827392578,82.4227294921875,19.41774559020996,0.4134103059768677,2.4756462574005127,2.4478955268859863,2.161900758743286,False
1-BRSA-645-SE,272.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.536091804504396,2.2860918045043945,0.0608129985630512,116.75868225097656,80.61389923095703,19.64112663269043,0.4187798500061035,2.456557512283325,2.519977331161499,2.1449124813079834,False
1-BRSA-645-SE,272.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.485997200012209,2.235997200012207,0.0710455104708671,120.6392822265625,80.66492462158203,19.29172706604004,0.4233264923095703,2.4597837924957275,2.475623846054077,2.122293710708618,False
1-BRSA-645-SE,272.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.3106689453125,2.0606689453125,0.0843713581562042,124.4346923828125,82.5451889038086,18.519248962402344,0.4224770069122314,2.495422124862671,2.424118757247925,2.095654010772705,False
1-BRSA-645-SE,272.3,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,14.118640899658203,1.8686408996582031,0.0932539328932762,127.75203704833984,84.76985931396484,17.49901580810547,0.4201475083827972,2.5660903453826904,2.429780960083008,2.068459987640381,False
1-BRSA-645-SE,272.4,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.985057830810549,1.7350578308105469,0.0959103778004646,130.5897979736328,86.6416244506836,16.430587768554688,0.4189485311508178,2.6435678005218506,2.495649576187134,2.050046682357788,False
1-BRSA-645-SE,272.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.843124389648438,1.5931243896484375,0.0915045365691185,133.04745483398438,86.59739685058594,15.47509765625,0.4188657104969024,2.6930220127105717,3.1003851890563965,2.0470550060272217,False
1-BRSA-645-SE,272.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.77633285522461,1.5263328552246094,0.0843651816248893,134.63265991210938,84.75965881347656,14.72188663482666,0.4166027009487152,2.6876792907714844,2.9563136100769043,2.060144424438477,False
1-BRSA-645-SE,272.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.73458766937256,1.4845876693725586,0.0755017399787902,135.15817260742188,83.87863159179688,14.180337905883787,0.41203173995018,2.6350889205932617,2.4692275524139404,2.079457521438598,False
1-BRSA-645-SE,272.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.701191902160645,1.4511919021606443,0.0695101022720336,134.60153198242188,82.41507720947266,13.833741188049316,0.4047254920005798,2.5880794525146484,2.517785787582397,2.0963284969329834,False
1-BRSA-645-SE,272.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.667795181274414,1.417795181274414,0.0662588477134704,133.66122436523438,82.17100524902344,13.66309642791748,0.3971029818058014,2.577288866043091,2.4357917308807373,2.10616135597229,False
1-BRSA-645-SE,273.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.651098251342772,1.4010982513427734,0.065972089767456,133.10714721679688,83.07754516601562,13.657093048095703,0.3916285634040832,2.6165783405303955,2.453376054763794,2.109148979187012,False
1-BRSA-645-SE,273.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.575957298278809,1.3259572982788086,0.0673949420452117,133.18724060058594,82.71016693115234,13.784090995788574,0.3891884386539459,2.6907615661621094,2.848578691482544,2.110281467437744,False
1-BRSA-645-SE,273.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.509164810180664,1.259164810180664,0.0723282843828201,133.5954132080078,82.07661437988281,13.990534782409668,0.3898748457431793,2.756376981735229,2.847949266433716,2.1134109497070312,False
1-BRSA-645-SE,273.3,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.4340238571167,1.1840238571166992,0.0811710655689239,133.9760284423828,80.83840942382812,14.219480514526367,0.3878652155399322,2.7965738773345947,2.677408218383789,2.1194565296173096,False
1-BRSA-645-SE,273.4,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.29209041595459,1.0420904159545898,0.0913792923092842,134.2204132080078,78.79402160644531,14.45645523071289,0.3845777511596679,2.816946029663086,2.9659674167633057,2.124337673187256,False
1-BRSA-645-SE,273.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,13.075016975402832,0.825016975402832,0.0990518033504486,134.31887817382812,76.7742919921875,14.746225357055664,0.3859561681747436,2.830235004425049,3.0733642578125,2.1253554821014404,False
1-BRSA-645-SE,273.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,12.824546813964844,0.5745468139648438,0.1056313291192054,134.2204132080078,75.77506256103516,15.18312644958496,0.3906821310520172,2.853987216949463,2.623028516769409,2.130591869354248,False
1-BRSA-645-SE,273.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,12.699312210083008,0.4493122100830078,0.1135407090187072,133.8760223388672,75.46636199951172,15.750214576721191,0.3996922969818115,2.8904805183410645,2.827155828475952,2.1433522701263428,False
1-BRSA-645-SE,273.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,12.665915489196776,0.4159154891967773,0.1223276555538177,133.08468627929688,76.05314636230469,16.418899536132812,0.4000900983810425,2.9218595027923584,3.032008647918701,2.161773681640625,False
1-BRSA-645-SE,273.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,12.716009140014648,0.4660091400146484,0.125451311469078,131.8438720703125,76.96818542480469,17.079299926757812,0.397241473197937,2.932405710220337,3.0036065578460693,2.169491767883301,False
1-BRSA-645-SE,274.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,12.824546813964844,0.5745468139648438,0.1218549832701683,130.23876953125,77.76332092285156,17.628910064697266,0.3884994685649872,2.923936367034912,3.0692992210388184,2.1638901233673096,False
1-BRSA-645-SE,274.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,GROSSEIRO,SUBANGULAR,12.25,12.999876022338867,0.7498760223388672,0.1155036017298698,128.6800994873047,76.36099243164062,18.02897834777832,0.385487288236618,2.9219205379486084,2.6418535709381104,2.153604507446289,False
