TDEP,BS,GR,NPHI,DT
65.36436,8.5,64.14569,0.23522297,93.704704
65.34912,8.5,78.17303,0.27569494,96.20555
65.33388,8.5,94.69573,0.27204075,94.05952
65.31864,8.5,97.87573,0.25029528,94.599335
65.3034,8.5,93.35468,0.22727042,92.77266
65.288155,8.5,84.89133,0.23308843,90.833916
65.27292,8.5,78.50589,0.23498727,91.59294
65.257675,8.5,74.673485,0.2256991,90.70629
65.24244,8.5,72.20388,0.22214954,91.506805
65.227196,8.5,75.04953,0.23472604,91.10841
65.21196,8.5,77.35378,0.23888063,93.288185
65.196724,8.5,87.31423,0.24414751,99.86085
65.18148,8.5,98.29966,0.26056117,100.865265
65.166245,8.5,111.266754,0.259768,98.81532
65.151,8.5,108.08396,0.23084106,95.218155
65.13576,8.5,95.29931,0.18689133,90.103386
65.12052,8.5,82.06044,0.15718892,86.34939
65.10528,8.5,80.6785,0.15274791,87.34147
65.09004,8.5,86.12595,0.18551858,89.12218
65.0748,8.5,95.09489,0.25416216,95.55238
65.059555,8.5,99.475586,0.2941477,94.51771
65.04432,8.5,101.02555,0.2705532,92.91746
65.029076,8.5,96.81869,0.22351672,91.75123
65.01384,8.5,93.4858,0.19544236,88.59486
64.9986,8.5,83.597984,0.20829138,86.974754
64.98336,8.5,74.7414,0.17717595,84.019455
64.96812,8.5,68.98352,0.16373801,82.2064
64.95288,8.5,79.51555,0.19673046,85.63025
64.937645,8.5,97.80707,0.30970666,91.50273
64.9224,8.5,118.48532,0.39908826,108.7088
64.90716,8.5,130.11444,0.41064677,121.55197
64.89192,8.5,131.65036,0.37748325,115.89428
64.87668,8.5,130.33386,0.3089999,112.58856
64.86144,8.5,119.5336,0.2578037,100.35708
64.8462,8.5,110.31808,0.18107122,84.95897
64.830956,8.5,94.95886,0.13351828,77.85958
64.81572,8.5,88.42516,0.10161005,74.34652
64.800476,8.5,81.982124,0.10814331,71.27905
64.78524,8.5,77.59378,0.13709345,76.183136
64.77,8.5,76.60159,0.16524874,80.35881
64.75475,8.5,79.53396,0.18039787,82.975945
64.73952,8.5,77.33978,0.17840266,83.24955
64.72428,8.5,66.03406,0.1596415,81.11808
64.709045,8.5,53.847366,0.15728262,80.671646
64.6938,8.5,49.45902,0.17409088,80.80804
64.67856,8.5,53.489716,0.20215246,84.12694
64.66332,8.5,57.33855,0.2052618,86.19046
64.64808,8.5,58.016262,0.19224127,86.41383
64.63284,8.5,61.89513,0.18756522,86.57649
64.6176,8.5,60.053204,0.19126971,87.279884
64.602356,8.5,55.6454,0.19042237,86.3393
64.58712,8.5,45.981663,0.18315539,83.35564
64.57188,8.5,41.021664,0.17187592,84.53273
64.55664,8.5,42.93986,0.18188205,84.13165
64.5414,8.5,40.53565,0.1949883,85.44708
64.52615,8.5,41.481842,0.21263237,89.073875
64.51092,8.5,40.660732,0.2046518,88.831375
64.49568,8.5,43.73257,0.1734248,90.762856
64.48044,8.5,46.724163,0.16747668,91.466156
64.4652,8.5,49.137753,0.18760122,92.190834
64.44996,8.5,52.248077,0.22102067,94.53916
64.43472,8.5,50.76166,0.2306268,93.207855
64.41948,8.5,49.22574,0.22040138,92.24536
64.40424,8.5,49.958496,0.22206286,90.96136
64.389,8.5,47.726543,0.218532,90.46137
64.37376,8.5,47.419125,0.2045794,88.61742
64.35852,8.5,39.40711,0.17642589,86.31632
64.34328,8.5,38.364174,0.15725817,87.39443
64.32804,8.5,34.28325,0.16210492,82.02
64.3128,8.5,35.040062,0.15691775,75.74413
64.297554,8.5,35.644165,0.15154123,76.46807
64.28232,8.5,38.972504,0.14739625,79.326004
64.267075,8.5,43.262287,0.1799329,84.979416
64.25184,8.5,53.794315,0.23205146,96.59452
64.2366,8.5,61.798084,0.23992978,96.06981
64.22136,8.5,62.895172,0.21441874,93.74028
64.20612,8.5,54.78307,0.18237798,92.14996
64.19088,8.5,46.77931,0.1853951,91.57507
64.175644,8.5,44.1463,0.19040988,90.67708
64.1604,8.5,41.945793,0.19072054,91.16967
64.14516,8.5,38.923374,0.18802732,91.33461
64.12992,8.5,39.801044,0.19786984,92.8667
64.11468,8.5,41.248962,0.19668664,93.23931
64.09944,8.5,43.003128,0.20168038,93.919205
64.0842,8.5,45.636135,0.20187108,94.35033
64.068954,8.5,48.39563,0.22312762,95.20486
64.05372,8.5,50.72389,0.23123963,97.53261
64.038475,8.5,60.765453,0.25427392,102.877655
64.02324,8.5,73.23375,0.2658602,103.69886
64.007996,8.5,88.196556,0.28321505,102.01968
63.992756,8.5,88.68701,0.27102292,102.46539
63.97752,8.5,81.22683,0.24121316,101.14179
63.962276,8.5,79.25235,0.24100606,100.64908
63.94704,8.5,81.73954,0.27371448,104.65268
63.9318,8.5,96.00167,0.32718396,108.30165
63.916557,8.5,108.54483,0.3378731,111.77344
63.90132,8.5,118.12558,0.31760025,105.42847
63.886078,8.5,110.89678,0.27970424,105.27167
63.870842,8.5,111.25653,0.2712413,99.84892
63.8556,8.5,115.207924,0.27026787,96.62037
63.840355,8.5,132.09108,0.32951188,110.54304
63.82512,8.5,129.2227,0.34299472,109.127304
63.80988,8.5,112.106285,0.3100093,104.12046
63.794643,8.5,94.47053,0.25486612,102.380646
63.7794,8.5,91.422386,0.24996206,96.03853
63.764156,8.5,98.004906,0.28631845,97.18109
63.74892,8.5,100.51353,0.28977057,97.61658
63.733677,8.5,91.070854,0.24207029,92.03855
63.71844,8.5,80.55476,0.20376015,87.887054
63.703197,8.5,65.62172,0.19531183,87.871635
63.687958,8.5,60.80299,0.20899603,88.876236
63.67272,8.5,56.83754,0.23866378,89.63901
63.65748,8.5,57.471386,0.220852,89.64944
63.642242,8.5,50.441586,0.20316947,87.6991
63.627,8.5,48.142162,0.1741481,84.97278
63.611755,8.5,43.99764,0.1626217,82.00652
63.59652,8.5,41.99637,0.14414072,75.48612
63.58128,8.5,40.126865,0.12108837,74.269745
63.56604,8.5,39.254124,0.1499746,78.12044
63.5508,8.5,44.002567,0.19595528,83.074936
63.535557,8.5,48.610332,0.2368269,93.41313
63.52032,8.5,53.376728,0.25144142,95.88953
63.505077,8.5,53.376728,0.24694964,94.65389
63.48984,8.5,51.621395,0.2478606,92.44422
63.474598,8.5,49.865353,0.22066168,92.80695
63.45936,8.5,53.26186,0.21475774,97.858444
63.444122,8.5,57.815884,0.21328121,90.605446
63.42888,8.5,62.041367,0.2224019,89.30677
63.413643,8.5,56.389496,0.1988803,87.11572
63.3984,8.5,47.358425,0.17164819,82.47638
63.383156,8.5,43.408916,0.14205612,77.6719
63.36792,8.5,44.891857,0.13375477,75.76683
63.352676,8.5,48.135387,0.124719836,72.8084
63.33744,8.5,45.601643,0.110589415,69.0679
63.3222,8.5,41.652134,0.08034095,62.49598
63.306957,8.5,37.83906,0.050766524,59.052383
63.29172,8.5,42.605457,0.05322795,65.56509
63.276478,8.5,42.064884,0.098279625,74.17897
63.261242,8.5,42.50372,0.15739562,84.2634
63.246,8.5,37.486454,0.18717602,88.38406
63.230755,8.5,38.685284,0.18926519,87.87849
63.21552,8.5,39.819447,0.17599016,88.929115
63.20028,8.5,42.31173,0.17017996,87.76759
63.185043,8.5,44.13559,0.1625286,87.50482
63.1698,8.5,44.317932,0.16203278,84.35782
63.154556,8.5,45.821503,0.15913163,83.18817
63.13932,8.5,48.385986,0.16141205,82.36844
63.124077,8.5,50.71228,0.15689221,81.47278
63.10884,8.5,53.889374,0.15489787,77.78312
63.093597,8.5,62.36287,0.15492043,78.714035
63.078358,8.5,78.383,0.17478353,80.72313
63.06312,8.5,88.01788,0.18308905,80.69886
63.04788,8.5,84.8104,0.18785189,84.37831
63.032642,8.5,73.55667,0.18009196,86.35192
63.0174,8.5,66.007195,0.19529179,86.69332
63.002155,8.5,65.348946,0.20097204,87.36249
62.98692,8.5,66.10153,0.20143536,87.4724
62.97168,8.5,62.699627,0.17797828,86.85833
62.95644,8.5,59.771954,0.17427745,83.8445
62.9412,8.5,51.744335,0.17155927,83.57451
62.925957,8.5,50.15256,0.1838462,85.40249
62.91072,8.5,54.83557,0.19867748,86.71892
62.895477,8.5,57.576843,0.22243926,89.08728
62.88024,8.5,58.078568,0.2289032,90.672035
62.864998,8.5,51.408752,0.22293404,89.59136
62.84976,8.5,51.043995,0.20841311,88.25112
62.834522,8.5,49.27107,0.2106589,92.63917
62.81928,8.5,45.62827,0.22008693,96.00703
62.804043,8.5,46.262115,0.22878513,97.87535
62.7888,8.5,48.768066,0.22249343,96.04362
62.773556,8.5,61.055435,0.22249936,94.35533
62.75832,8.5,65.069244,0.21076839,91.272125
62.743076,8.5,71.36039,0.22299159,90.41499
62.72784,8.5,61.706024,0.20716439,88.16927
62.7126,8.5,62.936222,0.19811673,86.02867
62.697357,8.5,59.424137,0.15913242,84.483055
62.68212,8.5,69.0785,0.14049166,81.30717
62.666878,8.5,64.56779,0.13757886,85.12212
62.65164,8.5,63.564335,0.17076363,86.87488
62.6364,8.5,57.859486,0.2143349,90.27176
62.62116,8.5,55.621014,0.2407697,96.61371
62.60592,8.5,48.081715,0.22703938,95.5303
62.59068,8.5,46.396313,0.21840554,93.73208
62.575443,8.5,50.120068,0.19805741,92.88787
62.5602,8.5,58.913677,0.18752831,94.081985
