TDEP,BS,GR,NPHI,DT
51.06924,8.5,56.942047,0.1588532,69.466965
51.054,8.5,53.211956,0.1628411,68.14492
51.03876,8.5,51.274982,0.14978935,66.99638
51.02352,8.5,47.651318,0.14372046,66.20958
51.008278,8.5,48.7484,0.13542312,66.68428
50.99304,8.5,51.563046,0.14986572,68.17119
50.9778,8.5,57.706726,0.16839465,70.68233
50.96256,8.5,64.74285,0.20554145,73.342445
50.94732,8.5,70.00886,0.22239083,73.7194
50.93208,8.5,70.88653,0.2248493,73.27617
50.91684,8.5,70.87176,0.218029,72.74073
50.9016,8.5,73.065926,0.22320837,71.90146
50.88636,8.5,70.652336,0.21903664,72.92132
50.87112,8.5,68.68674,0.20805666,73.186424
50.855877,8.5,66.27315,0.18147199,71.83436
50.840637,8.5,63.64014,0.17183402,70.81402
50.825397,8.5,60.559147,0.16587299,69.30657
50.81016,8.5,60.339733,0.18857288,70.5013
50.79492,8.5,68.01934,0.1984012,73.61181
50.77968,8.5,70.59861,0.20494618,74.005486
50.76444,8.5,66.42968,0.20116377,75.01594
50.7492,8.5,66.663864,0.20254382,74.34095
50.73396,8.5,68.69236,0.19740406,74.777016
50.71872,8.5,70.886536,0.19696419,76.042366
50.70348,8.5,68.90616,0.20765844,77.83207
50.68824,8.5,70.6615,0.22729519,79.44618
50.673,8.5,72.63625,0.22876848,78.09495
50.65776,8.5,72.84652,0.22376095,76.70676
50.64252,8.5,68.78824,0.19779773,74.039246
50.627277,8.5,64.619316,0.18176341,71.677574
50.612038,8.5,63.30281,0.16536617,72.52358
50.596798,8.5,62.32294,0.18097298,74.369606
50.58156,8.5,67.36954,0.20202123,77.29702
50.566322,8.5,69.78312,0.22687706,79.45089
50.55108,8.5,65.825165,0.221778,80.04114
50.53584,8.5,65.33329,0.20863979,80.732864
50.5206,8.5,65.55271,0.18644877,79.4356
50.50536,8.5,70.599304,0.19113337,79.59262
50.49012,8.5,71.826546,0.20307246,79.77006
50.474876,8.5,74.45956,0.2286291,80.149155
50.45964,8.5,77.75082,0.23475564,81.338936
50.4444,8.5,78.02875,0.23052692,82.14304
50.42916,8.5,75.61516,0.23825312,82.31444
50.41392,8.5,76.001656,0.22940224,83.75115
50.398678,8.5,80.03494,0.24145664,86.50187
50.38344,8.5,89.031044,0.23844282,88.16334
50.3682,8.5,85.745705,0.25368494,88.7991
50.35296,8.5,79.16319,0.2567537,87.51186
50.33772,8.5,71.1804,0.25285685,84.38059
50.32248,8.5,71.44623,0.26488358,82.92102
50.30724,8.5,69.47147,0.25589925,82.934616
50.292,8.5,69.555244,0.25839844,82.44117
50.27676,8.5,72.296555,0.23272415,81.48972
50.26152,8.5,78.0014,0.22659199,79.359314
50.246277,8.5,77.343155,0.204767,78.59831
50.231037,8.5,78.37395,0.21442914,78.762665
50.2158,8.5,82.54288,0.23688409,83.24423
50.20056,8.5,90.661316,0.2913899,90.07622
50.18532,8.5,100.194115,0.310316,93.46566
50.17008,8.5,98.21936,0.3089324,94.336815
50.15484,8.5,94.156395,0.26542902,90.67708
50.1396,8.5,84.362175,0.23914658,83.39492
50.12436,8.5,80.41266,0.22952235,81.97117
50.10912,8.5,92.485176,0.27268738,91.85032
50.09388,8.5,112.232735,0.37074617,104.507256
50.07864,8.5,127.31439,0.44476315,116.47231
50.0634,8.5,128.95921,0.44557023,126.21094
50.04816,8.5,125.667946,0.4164388,120.94967
50.03292,8.5,116.679756,0.34839314,107.29351
50.017677,8.5,109.65841,0.34286755,103.86763
50.002438,8.5,116.89917,0.35900247,103.958115
49.987198,8.5,134.71045,0.42908376,111.927185
49.97196,8.5,150.06966,0.4764208,123.9655
49.956722,8.5,144.14539,0.46147338,117.842125
49.94148,8.5,124.5467,0.38697305,106.90086
49.92624,8.5,100.19138,0.28848365,92.14174
49.911,8.5,73.86131,0.18417183,76.306854
49.89576,8.5,57.487305,0.11288088,67.93199
49.88052,8.5,37.742565,0.049779147,64.07653
49.865276,8.5,32.915386,0.022062266,56.91439
49.85004,8.5,29.753431,0.017410826,56.213898
49.8348,8.5,32.164204,0.015419857,55.505554
49.81956,8.5,27.738823,0.009074198,53.59903
49.80432,8.5,23.66001,0.0043043704,53.666893
49.789078,8.5,23.879425,0.0038222056,54.26606
49.773838,8.5,23.888536,0.004153605,54.92639
49.7586,8.5,24.985624,0.0037999412,55.28907
49.74336,8.5,20.158445,0.0025228236,54.511864
49.72812,8.5,17.893976,0.0019908822,53.38298
49.71288,8.5,19.21048,0.0020894748,52.38877
49.69764,8.5,20.404016,0.0018258378,53.30838
49.6824,8.5,19.624567,0.002930615,52.46489
49.66716,8.5,20.721655,0.0033165035,54.04653
49.65192,8.5,26.768888,0.006837625,56.191696
49.636677,8.5,31.568846,0.018212691,58.77494
49.621437,8.5,34.42127,0.033263195,60.352325
