FRAMENO,TDEP,TIME,HCAL
2555,238700.0,85.578125,8.766564
2556,238690.0,85.578125,8.766564
2557,238680.0,85.609375,8.766564
2558,238670.0,86.5,8.755958
2559,238660.0,86.5,8.766564
2560,238650.0,86.5,8.74535
2561,238640.0,86.5,8.74535
2562,238630.0,86.5,8.777172
2563,238620.0,86.5,8.78778
2564,238610.0,88.328125,8.808994
2565,238600.0,88.328125,8.808994
2566,238590.0,88.328125,8.83021
2567,238580.0,88.328125,8.851425
2568,238570.0,88.328125,8.851425
2569,238560.0,88.359375,8.851425
2570,238550.0,86.0,8.83021
2571,238540.0,86.0,8.840817
2572,238530.0,86.0,8.808994
2573,238520.0,86.0,8.808994
2574,238510.0,86.0,8.808994
2575,238500.0,86.0,8.819602
2576,238490.0,83.0,8.808994
2577,238480.0,83.0,8.808994
2578,238470.0,83.0,8.808994
2579,238460.0,83.0,8.78778
2580,238450.0,83.0,8.78778
2581,238440.0,83.0,8.755958
2582,238430.0,83.75,8.724135
2583,238420.0,83.75,8.70292
2584,238410.0,83.75,8.671098
2585,238400.0,83.75,8.681705
2586,238390.0,83.75,8.681705
2587,238380.0,83.75,8.671098
2588,238370.0,84.671875,8.66049
2589,238360.0,84.671875,8.66049
2590,238350.0,84.671875,8.66049
2591,238340.0,84.671875,8.649883
2592,238330.0,84.671875,8.639276
2593,238320.0,84.640625,8.66049
2594,238310.0,84.796875,8.639276
2595,238300.0,84.796875,8.66049
2596,238290.0,84.796875,8.66049
2597,238280.0,84.796875,8.649883
2598,238270.0,84.796875,8.639276
2599,238260.0,84.765625,8.639276
2600,238250.0,85.921875,8.639276
2601,238240.0,85.921875,8.628668
2602,238230.0,85.921875,8.639276
2603,238220.0,85.921875,8.639276
2604,238210.0,85.921875,8.639276
2605,238200.0,85.890625,8.639276
2606,238190.0,88.375,8.639276
2607,238180.0,88.375,8.628668
2608,238170.0,88.375,8.66049
2609,238160.0,88.375,8.639276
2610,238150.0,88.375,8.66049
2611,238140.0,88.375,8.649883
2612,238130.0,85.5,8.681705
2613,238120.0,85.5,8.681705
2614,238110.0,85.5,8.681705
2615,238100.0,85.5,8.681705
2616,238090.0,85.5,8.681705
2617,238080.0,85.5,8.692312
2618,238070.0,83.171875,8.70292
2619,238060.0,83.171875,8.70292
2620,238050.0,83.171875,8.70292
2621,238040.0,83.171875,8.70292
2622,238030.0,83.171875,8.681705
2623,238020.0,83.140625,8.70292
2624,238010.0,84.421875,8.681705
2625,238000.0,84.421875,8.66049
2626,237990.0,84.421875,8.681705
2627,237980.0,84.421875,8.70292
2628,237970.0,84.421875,8.671098
2629,237960.0,84.390625,8.66049
2630,237950.0,87.078125,8.66049
2631,237940.0,87.078125,8.66049
2632,237930.0,87.078125,8.66049
2633,237920.0,87.078125,8.681705
2634,237910.0,87.078125,8.681705
2635,237900.0,87.109375,8.681705
2636,237890.0,86.578125,8.692312
2637,237880.0,86.578125,8.74535
2638,237870.0,86.578125,8.724135
2639,237860.0,86.578125,8.724135
2640,237850.0,86.578125,8.713528
2641,237840.0,86.609375,8.70292
2642,237830.0,86.421875,8.681705
2643,237820.0,86.421875,8.681705
2644,237810.0,86.421875,8.66049
2645,237800.0,86.421875,8.681705
2646,237790.0,86.421875,8.66049
2647,237780.0,86.390625,8.66049
2648,237770.0,85.921875,8.66049
2649,237760.0,85.921875,8.66049
2650,237750.0,85.921875,8.66049
2651,237740.0,85.921875,8.639276
2652,237730.0,85.921875,8.66049
2653,237720.0,85.890625,8.61806
2654,237710.0,85.578125,8.61806
2655,237700.0,85.578125,8.639276
2656,237690.0,85.578125,8.628668
2657,237680.0,85.578125,8.61806
2658,237670.0,85.578125,8.639276
2659,237660.0,85.609375,8.61806
2660,237650.0,86.046875,8.607453
2661,237640.0,86.046875,8.596846
2662,237630.0,86.046875,8.596846
2663,237620.0,86.046875,8.596846
2664,237610.0,86.046875,8.66049
2665,237600.0,86.015625,8.681705
2666,237590.0,84.328125,8.66049
2667,237580.0,84.328125,8.681705
2668,237570.0,84.328125,8.681705
2669,237560.0,84.328125,8.692312
2670,237550.0,84.328125,8.681705
2671,237540.0,84.359375,8.681705
2672,237530.0,87.296875,8.681705
2673,237520.0,87.296875,8.70292
2674,237510.0,87.296875,8.70292
2675,237500.0,87.296875,8.70292
2676,237490.0,87.296875,8.70292
2677,237480.0,87.265625,8.724135
2678,237470.0,87.375,8.724135
2679,237460.0,87.375,8.734742
2680,237450.0,87.375,8.74535
2681,237440.0,87.375,8.74535
2682,237430.0,87.375,8.766564
2683,237420.0,87.375,8.78778
2684,237410.0,85.5,8.78778
2685,237400.0,85.5,8.798387
2686,237390.0,85.5,8.808994
2687,237380.0,85.5,8.808994
2688,237370.0,85.5,8.78778
2689,237360.0,85.5,8.777172
2690,237350.0,85.203125,8.766564
2691,237340.0,85.203125,8.78778
2692,237330.0,85.203125,8.766564
2693,237320.0,85.203125,8.74535
2694,237310.0,85.203125,8.74535
2695,237300.0,85.234375,8.755958
2696,237290.0,80.703125,8.766564
2697,237280.0,80.703125,8.78778
2698,237270.0,80.703125,8.808994
2699,237260.0,80.703125,8.808994
2700,237250.0,80.703125,8.83021
2701,237240.0,80.734375,8.83021
2702,237230.0,86.125,8.840817
2703,237220.0,86.125,8.851425
2704,237210.0,86.125,8.87264
2705,237200.0,86.125,8.87264
2706,237190.0,86.125,8.883247
2707,237180.0,86.125,8.893855
2708,237170.0,83.921875,8.91507
2709,237160.0,83.921875,8.91507
2710,237150.0,83.921875,8.936284
2711,237140.0,83.921875,8.9574995
2712,237130.0,83.921875,8.978714
2713,237120.0,83.890625,8.999929
2714,237110.0,87.328125,8.978714
2715,237100.0,87.328125,8.999929
2716,237090.0,87.328125,8.999929
2717,237080.0,87.328125,8.978714
2718,237070.0,87.328125,8.978714
2719,237060.0,87.359375,8.999929
2720,237050.0,85.296875,8.999929
2721,237040.0,85.296875,8.999929
2722,237030.0,85.296875,8.999929
2723,237020.0,85.296875,8.999929
2724,237010.0,85.296875,8.999929
2725,237000.0,85.265625,8.978714
2726,236990.0,85.921875,8.989322
2727,236980.0,85.921875,8.978714
2728,236970.0,85.921875,8.9574995
2729,236960.0,85.921875,8.936284
2730,236950.0,85.921875,8.9574995
2731,236940.0,85.890625,8.9574995
2732,236930.0,82.703125,8.9574995
2733,236920.0,82.703125,8.9574995
2734,236910.0,82.703125,8.9574995
2735,236900.0,82.703125,8.978714
2736,236890.0,82.703125,8.9574995
2737,236880.0,82.734375,8.978714
2738,236870.0,86.578125,8.9574995
2739,236860.0,86.578125,8.936284
2740,236850.0,86.578125,8.936284
2741,236840.0,86.578125,8.925677
2742,236830.0,86.578125,8.893855
2743,236820.0,86.609375,8.91507
2744,236810.0,87.328125,8.91507
2745,236800.0,87.328125,8.91507
2746,236790.0,87.328125,8.91507
2747,236780.0,87.328125,8.91507
2748,236770.0,87.328125,8.925677
2749,236760.0,87.359375,8.91507
2750,236750.0,86.828125,8.936284
2751,236740.0,86.828125,8.936284
2752,236730.0,86.828125,8.9574995
2753,236720.0,86.828125,8.9574995
2754,236710.0,86.828125,8.9574995
2755,236700.0,86.859375,8.9574995
2756,236690.0,83.671875,8.9574995
2757,236680.0,83.671875,8.978714
2758,236670.0,83.671875,8.946892
2759,236660.0,83.671875,8.9574995
2760,236650.0,83.671875,8.9574995
2761,236640.0,83.640625,8.9574995
2762,236630.0,88.5,8.9574995
2763,236620.0,88.5,8.9574995
2764,236610.0,88.5,8.9574995
2765,236600.0,88.5,8.9574995
2766,236590.0,88.5,8.9574995
2767,236580.0,88.5,8.946892
2768,236570.0,85.75,8.936284
2769,236560.0,85.75,8.91507
2770,236550.0,85.75,8.936284
2771,236540.0,85.75,8.936284
2772,236530.0,85.75,8.91507
2773,236520.0,85.75,8.925677
2774,236510.0,85.046875,8.91507
2775,236500.0,85.046875,8.91507
2776,236490.0,85.046875,8.91507
2777,236480.0,85.046875,8.91507
2778,236470.0,85.046875,8.893855
2779,236460.0,85.015625,8.91507
2780,236450.0,86.296875,8.91507
2781,236440.0,86.296875,8.893855
2782,236430.0,86.296875,8.91507
2783,236420.0,86.296875,8.883247
2784,236410.0,86.296875,8.87264
2785,236400.0,86.265625,8.87264
2786,236390.0,87.25,8.883247
2787,236380.0,87.25,8.851425
2788,236370.0,87.25,8.87264
2789,236360.0,87.25,8.862033
2790,236350.0,87.25,8.851425
2791,236340.0,87.25,8.87264
2792,236330.0,88.828125,8.87264
2793,236320.0,88.828125,8.862033
2794,236310.0,88.828125,8.87264
2795,236300.0,88.828125,8.87264
2796,236290.0,88.828125,8.883247
2797,236280.0,88.859375,8.893855
2798,236270.0,81.046875,8.936284
2799,236260.0,81.046875,8.968107
2800,236250.0,81.046875,8.978714
2801,236240.0,81.046875,8.978714
2802,236230.0,81.046875,8.989322
2803,236220.0,81.015625,8.9574995
2804,236210.0,83.953125,8.9574995
2805,236200.0,83.953125,8.936284
2806,236190.0,83.953125,8.91507
2807,236180.0,83.953125,8.893855
2808,236170.0,83.953125,8.91507
2809,236160.0,83.984375,8.91507
2810,236150.0,85.5,8.925677
2811,236140.0,85.5,8.91507
2812,236130.0,85.5,8.936284
2813,236120.0,85.5,8.925677
2814,236110.0,85.5,8.936284
2815,236100.0,85.5,8.91507
2816,236090.0,84.078125,8.936284
2817,236080.0,84.078125,8.91507
2818,236070.0,84.078125,8.91507
2819,236060.0,84.078125,8.91507
2820,236050.0,84.078125,8.978714
2821,236040.0,84.109375,8.989322
2822,236030.0,87.0,8.999929
2823,236020.0,87.0,9.010536
2824,236010.0,87.0,9.021144
2825,236000.0,87.0,9.021144
2826,235990.0,87.0,8.999929
2827,235980.0,87.0,9.021144
2828,235970.0,84.421875,9.021144
2829,235960.0,84.421875,9.021144
2830,235950.0,84.421875,9.042359
2831,235940.0,84.421875,9.042359
2832,235930.0,84.421875,9.063574
2833,235920.0,84.390625,9.084788
2834,235910.0,83.125,9.095396
2835,235900.0,83.125,9.063574
2836,235890.0,83.125,9.084788
2837,235880.0,83.125,9.052966
2838,235870.0,83.125,9.063574
2839,235860.0,83.125,9.063574
2840,235850.0,84.796875,9.031752
2841,235840.0,84.796875,9.042359
2842,235830.0,84.796875,9.042359
2843,235820.0,84.796875,9.169648
2844,235810.0,84.796875,9.063574
2845,235800.0,84.765625,9.021144
2846,235790.0,87.75,9.021144
2847,235780.0,87.75,9.031752
2848,235770.0,87.75,9.063574
2849,235760.0,87.75,9.042359
2850,235750.0,87.75,9.042359
2851,235740.0,87.75,9.042359
2852,235730.0,86.171875,9.042359
2853,235720.0,86.171875,9.052966
2854,235710.0,86.171875,9.063574
2855,235700.0,86.171875,9.063574
2856,235690.0,86.171875,9.063574
2857,235680.0,86.140625,9.063574
2858,235670.0,86.171875,9.063574
2859,235660.0,86.171875,9.063574
2860,235650.0,86.171875,9.074182
2861,235640.0,86.171875,9.063574
2862,235630.0,86.171875,9.063574
2863,235620.0,86.140625,9.063574
2864,235610.0,84.328125,9.052966
2865,235600.0,84.328125,9.042359
2866,235590.0,84.328125,9.063574
2867,235580.0,84.328125,9.042359
2868,235570.0,84.328125,9.021144
2869,235560.0,84.359375,9.042359
2870,235550.0,84.25,9.010536
2871,235540.0,84.25,9.021144
2872,235530.0,84.25,9.021144
2873,235520.0,84.25,9.010536
2874,235510.0,84.25,8.999929
2875,235500.0,84.25,8.999929
2876,235490.0,87.546875,8.999929
2877,235480.0,87.546875,8.989322
2878,235470.0,87.546875,8.978714
2879,235460.0,87.546875,8.978714
2880,235450.0,87.546875,8.978714
2881,235440.0,87.515625,8.9574995
2882,235430.0,86.796875,8.978714
2883,235420.0,86.796875,8.978714
2884,235410.0,86.796875,8.978714
2885,235400.0,86.796875,8.978714
2886,235390.0,86.796875,8.978714
2887,235380.0,86.765625,8.9574995
2888,235370.0,85.921875,8.978714
2889,235360.0,85.921875,8.989322
2890,235350.0,85.921875,8.978714
2891,235340.0,85.921875,8.9574995
2892,235330.0,85.921875,8.936284
2893,235320.0,85.890625,8.904462
2894,235310.0,85.671875,8.87264
2895,235300.0,85.671875,8.87264
2896,235290.0,85.671875,8.87264
2897,235280.0,85.671875,8.851425
2898,235270.0,85.671875,8.851425
2899,235260.0,85.640625,8.87264
2900,235250.0,86.25,8.87264
2901,235240.0,86.25,8.87264
2902,235230.0,86.25,8.87264
2903,235220.0,86.25,8.87264
2904,235210.0,86.25,8.87264
2905,235200.0,86.25,8.87264
2906,235190.0,85.0,8.87264
2907,235180.0,85.0,8.851425
2908,235170.0,85.0,8.851425
2909,235160.0,85.0,8.83021
2910,235150.0,85.0,8.83021
2911,235140.0,85.0,8.83021
2912,235130.0,85.75,8.819602
2913,235120.0,85.75,8.808994
2914,235110.0,85.75,8.808994
2915,235100.0,85.75,8.808994
2916,235090.0,85.75,8.766564
2917,235080.0,85.75,8.78778
2918,235070.0,86.078125,8.766564
2919,235060.0,86.078125,8.777172
2920,235050.0,86.078125,8.74535
2921,235040.0,86.078125,8.766564
2922,235030.0,86.078125,8.777172
2923,235020.0,86.109375,8.766564
2924,235010.0,84.375,8.74535
2925,235000.0,84.375,8.724135
2926,234990.0,84.375,8.70292
2927,234980.0,84.375,8.681705
2928,234970.0,84.375,8.681705
2929,234960.0,84.375,8.66049
2930,234950.0,84.046875,8.681705
2931,234940.0,84.046875,8.70292
2932,234930.0,84.046875,8.70292
2933,234920.0,84.046875,8.681705
2934,234910.0,84.046875,8.70292
2935,234900.0,84.015625,8.70292
2936,234890.0,83.078125,8.681705
2937,234880.0,83.078125,8.61806
2938,234870.0,83.078125,8.61806
2939,234860.0,83.078125,8.596846
2940,234850.0,83.078125,8.586238
2941,234840.0,83.109375,8.639276
2942,234830.0,84.421875,8.681705
2943,234820.0,84.421875,8.734742
2944,234810.0,84.421875,8.74535
2945,234800.0,84.421875,8.83021
2946,234790.0,84.421875,8.83021
2947,234780.0,84.390625,8.83021
2948,234770.0,85.75,8.78778
2949,234760.0,85.75,8.724135
2950,234750.0,85.75,8.639276
2951,234740.0,85.75,8.575631
2952,234730.0,85.75,8.533201
2953,234720.0,85.75,8.5225935
2954,234710.0,86.59375,8.490771
2955,234700.0,86.59375,8.490771
2956,234690.0,86.59375,8.480164
2957,234680.0,86.59375,8.469557
2958,234670.0,86.59375,8.469557
2959,234660.0,86.53125,8.448341
2960,234650.0,86.375,8.448341
2961,234640.0,86.375,8.448341
2962,234630.0,86.375,8.469557
2963,234620.0,86.375,8.469557
2964,234610.0,86.375,8.490771
2965,234600.0,86.375,8.469557
2966,234590.0,85.03125,8.490771
2967,234580.0,85.03125,8.480164
2968,234570.0,85.03125,8.469557
2969,234560.0,85.03125,8.490771
2970,234550.0,85.03125,8.490771
2971,234540.0,85.09375,8.490771
2972,234530.0,84.75,8.511986
2973,234520.0,84.75,8.533201
2974,234510.0,84.75,8.596846
2975,234500.0,84.75,8.66049
2976,234490.0,84.75,8.66049
2977,234480.0,84.75,8.681705
2978,234470.0,87.40625,8.70292
2979,234460.0,87.40625,8.74535
2980,234450.0,87.40625,8.766564
2981,234440.0,87.40625,8.808994
2982,234430.0,87.40625,8.83021
2983,234420.0,87.46875,8.83021
2984,234410.0,86.65625,8.819602
2985,234400.0,86.65625,8.808994
2986,234390.0,86.65625,8.808994
2987,234380.0,86.65625,8.83021
2988,234370.0,86.65625,8.83021
2989,234360.0,86.71875,8.840817
2990,234350.0,84.25,8.83021
2991,234340.0,84.25,8.851425
2992,234330.0,84.25,8.851425
2993,234320.0,84.25,8.87264
2994,234310.0,84.25,8.87264
2995,234300.0,84.25,8.87264
2996,234290.0,87.84375,8.87264
2997,234280.0,87.84375,8.87264
2998,234270.0,87.84375,8.883247
2999,234260.0,87.84375,8.893855
3000,234250.0,87.84375,8.91507
3001,234240.0,87.78125,8.946892
3002,234230.0,87.28125,8.91507
3003,234220.0,87.28125,8.91507
3004,234210.0,87.28125,8.91507
3005,234200.0,87.28125,8.883247
3006,234190.0,87.28125,8.851425
3007,234180.0,87.34375,8.851425
3008,234170.0,85.125,8.766564
3009,234160.0,85.125,8.724135
3010,234150.0,85.125,8.70292
3011,234140.0,85.125,8.70292
3012,234130.0,85.125,8.66049
3013,234120.0,85.125,8.681705
3014,234110.0,84.90625,8.70292
3015,234100.0,84.90625,8.681705
3016,234090.0,84.90625,8.66049
3017,234080.0,84.90625,8.66049
3018,234070.0,84.90625,8.66049
3019,234060.0,84.96875,8.692312
3020,234050.0,85.75,8.74535
3021,234040.0,85.75,8.87264
3022,234030.0,85.75,8.87264
3023,234020.0,85.75,8.893855
3024,234010.0,85.75,8.91507
3025,234000.0,85.75,8.893855
3026,233990.0,85.84375,8.893855
3027,233980.0,85.84375,8.978714
3028,233970.0,85.84375,9.021144
3029,233960.0,85.84375,9.074182
3030,233950.0,85.84375,9.021144
3031,233940.0,85.78125,8.999929
3032,233930.0,86.0,8.999929
3033,233920.0,86.0,9.010536
3034,233910.0,86.0,9.084788
3035,233900.0,86.0,9.063574
3036,233890.0,86.0,9.052966
3037,233880.0,86.0,9.042359
3038,233870.0,84.65625,9.021144
3039,233860.0,84.65625,9.021144
3040,233850.0,84.65625,8.999929
3041,233840.0,84.65625,8.999929
3042,233830.0,84.65625,8.978714
3043,233820.0,84.71875,8.999929
3044,233810.0,87.25,8.999929
3045,233800.0,87.25,8.999929
3046,233790.0,87.25,9.021144
3047,233780.0,87.25,9.031752
3048,233770.0,87.25,9.042359
3049,233760.0,87.25,9.084788
3050,233750.0,82.25,9.063574
3051,233740.0,82.25,9.063574
3052,233730.0,82.25,9.063574
3053,233720.0,82.25,9.042359
3054,233710.0,82.25,9.042359
3055,233700.0,82.25,9.042359
3056,233690.0,85.84375,9.042359
3057,233680.0,85.84375,9.042359
3058,233670.0,85.84375,9.042359
3059,233660.0,85.84375,9.031752
3060,233650.0,85.84375,9.042359
3061,233640.0,85.78125,9.021144
3062,233630.0,85.875,9.010536
3063,233620.0,85.875,8.978714
3064,233610.0,85.875,8.999929
3065,233600.0,85.875,8.978714
3066,233590.0,85.875,8.946892
3067,233580.0,85.875,8.91507
3068,233570.0,84.03125,8.893855
3069,233560.0,84.03125,8.862033
3070,233550.0,84.03125,8.83021
3071,233540.0,84.03125,8.851425
3072,233530.0,84.03125,8.83021
3073,233520.0,84.09375,8.83021
3074,233510.0,85.5,8.78778
3075,233500.0,85.5,8.808994
3076,233490.0,85.5,8.777172
3077,233480.0,85.5,8.766564
3078,233470.0,85.5,8.74535
3079,233460.0,85.5,8.74535
3080,233450.0,85.65625,8.70292
3081,233440.0,85.65625,8.681705
3082,233430.0,85.65625,8.66049
3083,233420.0,85.65625,8.671098
3084,233410.0,85.65625,8.66049
3085,233400.0,85.71875,8.66049
3086,233390.0,86.34375,8.649883
3087,233380.0,86.34375,8.639276
3088,233370.0,86.34375,8.66049
3089,233360.0,86.34375,8.66049
3090,233350.0,86.34375,8.66049
3091,233340.0,86.28125,8.681705
3092,233330.0,84.96875,8.66049
3093,233320.0,84.96875,8.681705
3094,233310.0,84.96875,8.70292
3095,233300.0,84.96875,8.713528
3096,233290.0,84.96875,8.74535
3097,233280.0,84.90625,8.74535
3098,233270.0,86.0,8.766564
3099,233260.0,86.0,8.74535
3100,233250.0,86.0,8.766564
3101,233240.0,86.0,8.74535
3102,233230.0,86.0,8.766564
3103,233220.0,86.0,8.766564
3104,233210.0,87.46875,8.78778
3105,233200.0,87.46875,8.819602
3106,233190.0,87.46875,8.83021
3107,233180.0,87.46875,8.83021
3108,233170.0,87.46875,8.862033
3109,233160.0,87.40625,8.83021
3110,233150.0,87.96875,8.83021
3111,233140.0,87.96875,8.808994
3112,233130.0,87.96875,8.78778
3113,233120.0,87.96875,8.766564
3114,233110.0,87.96875,8.766564
3115,233100.0,87.90625,8.777172
3116,233090.0,87.71875,8.74535
3117,233080.0,87.71875,8.766564
3118,233070.0,87.71875,8.766564
3119,233060.0,87.71875,8.798387
3120,233050.0,87.71875,8.808994
3121,233040.0,87.65625,8.808994
3122,233030.0,84.84375,8.808994
3123,233020.0,84.84375,8.83021
3124,233010.0,84.84375,8.83021
3125,233000.0,84.84375,8.83021
3126,232990.0,84.84375,8.83021
3127,232980.0,84.78125,8.83021
3128,232970.0,87.25,8.83021
3129,232960.0,87.25,8.851425
3130,232950.0,87.25,8.87264
3131,232940.0,87.25,8.87264
3132,232930.0,87.25,8.87264
3133,232920.0,87.25,8.893855
3134,232910.0,87.96875,8.904462
3135,232900.0,87.96875,8.91507
3136,232890.0,87.96875,8.91507
3137,232880.0,87.96875,8.883247
3138,232870.0,87.96875,8.87264
3139,232860.0,87.90625,8.893855
3140,232850.0,87.78125,8.91507
3141,232840.0,87.78125,8.936284
3142,232830.0,87.78125,8.936284
3143,232820.0,87.78125,8.936284
3144,232810.0,87.78125,8.91507
3145,232800.0,87.84375,8.936284
3146,232790.0,88.84375,8.91507
3147,232780.0,88.84375,8.904462
3148,232770.0,88.84375,8.893855
3149,232760.0,88.84375,8.893855
3150,232750.0,88.84375,8.87264
3151,232740.0,88.78125,8.87264
3152,232730.0,84.40625,8.87264
3153,232720.0,84.40625,8.862033
3154,232710.0,84.40625,8.83021
3155,232700.0,84.40625,8.808994
3156,232690.0,84.40625,8.78778
3157,232680.0,84.46875,8.766564
3158,232670.0,85.15625,8.78778
3159,232660.0,85.15625,8.766564
3160,232650.0,85.15625,8.755958
3161,232640.0,85.15625,8.78778
3162,232630.0,85.15625,8.808994
3163,232620.0,85.21875,8.851425
3164,232610.0,84.40625,8.87264
3165,232600.0,84.40625,8.91507
3166,232590.0,84.40625,8.91507
3167,232580.0,84.40625,8.936284
3168,232570.0,84.40625,8.936284
3169,232560.0,84.46875,8.936284
3170,232550.0,86.59375,8.936284
3171,232540.0,86.59375,8.91507
3172,232530.0,86.59375,8.936284
3173,232520.0,86.59375,8.91507
3174,232510.0,86.59375,8.91507
3175,232500.0,86.53125,8.936284
3176,232490.0,87.5,8.936284
3177,232480.0,87.5,8.925677
3178,232470.0,87.5,8.936284
3179,232460.0,87.5,8.936284
3180,232450.0,87.5,8.936284
3181,232440.0,87.5,8.9574995
3182,232430.0,86.03125,8.936284
3183,232420.0,86.03125,8.936284
3184,232410.0,86.03125,8.9574995
3185,232400.0,86.03125,8.9574995
3186,232390.0,86.03125,8.9574995
3187,232380.0,86.09375,8.968107
3188,232370.0,86.0,8.9574995
3189,232360.0,86.0,8.9574995
3190,232350.0,86.0,8.9574995
3191,232340.0,86.0,8.978714
3192,232330.0,86.0,9.063574
3193,232320.0,86.0,9.021144
3194,232310.0,85.21875,8.999929
3195,232300.0,85.21875,8.999929
3196,232290.0,85.21875,8.978714
3197,232280.0,85.21875,8.978714
3198,232270.0,85.21875,8.989322
3199,232260.0,85.15625,8.999929
3200,232250.0,89.09375,8.999929
3201,232240.0,89.09375,8.978714
3202,232230.0,89.09375,8.978714
3203,232220.0,89.09375,8.936284
3204,232210.0,89.09375,8.936284
3205,232200.0,89.03125,8.91507
3206,232190.0,86.5,8.893855
3207,232180.0,86.5,8.87264
3208,232170.0,86.5,8.83021
3209,232160.0,86.5,8.734742
3210,232150.0,86.5,8.66049
3211,232140.0,86.5,8.596846
3212,232130.0,89.0,8.607453
3213,232120.0,89.0,8.61806
3214,232110.0,89.0,8.61806
3215,232100.0,89.0,8.607453
3216,232090.0,89.0,8.61806
3217,232080.0,89.0,8.639276
3218,232070.0,85.65625,8.61806
3219,232060.0,85.65625,8.692312
3220,232050.0,85.65625,8.74535
3221,232040.0,85.65625,8.74535
3222,232030.0,85.65625,8.755958
3223,232020.0,85.71875,8.74535
3224,232010.0,84.84375,8.766564
3225,232000.0,84.84375,8.724135
3226,231990.0,84.84375,8.734742
3227,231980.0,84.84375,8.74535
3228,231970.0,84.84375,8.724135
3229,231960.0,84.78125,8.74535
3230,231950.0,87.84375,8.78778
3231,231940.0,87.84375,8.808994
3232,231930.0,87.84375,8.862033
3233,231920.0,87.84375,8.87264
3234,231910.0,87.84375,8.87264
3235,231900.0,87.78125,8.893855
3236,231890.0,85.875,8.87264
3237,231880.0,85.875,8.91507
3238,231870.0,85.875,8.91507
3239,231860.0,85.875,8.904462
3240,231850.0,85.875,8.9574995
3241,231840.0,85.875,8.936284
3242,231830.0,87.875,8.936284
3243,231820.0,87.875,8.936284
3244,231810.0,87.875,8.9574995
3245,231800.0,87.875,8.9574995
3246,231790.0,87.875,8.978714
3247,231780.0,87.875,8.978714
3248,231770.0,86.25,8.978714
3249,231760.0,86.25,8.978714
3250,231750.0,86.25,8.978714
3251,231740.0,86.25,8.978714
3252,231730.0,86.25,8.9574995
3253,231720.0,86.25,8.9574995
3254,231710.0,85.75,8.9574995
3255,231700.0,85.75,8.9574995
3256,231690.0,85.75,8.946892
3257,231680.0,85.75,8.91507
3258,231670.0,85.75,8.936284
3259,231660.0,85.75,8.91507
3260,231650.0,85.75,8.91507
3261,231640.0,85.75,8.91507
3262,231630.0,85.75,8.883247
3263,231620.0,85.75,8.883247
3264,231610.0,85.75,8.91507
3265,231600.0,85.75,8.893855
3266,231590.0,87.375,8.893855
3267,231580.0,87.375,8.91507
3268,231570.0,87.375,8.904462
3269,231560.0,87.375,8.893855
3270,231550.0,87.375,8.893855
3271,231540.0,87.375,8.904462
3272,231530.0,85.96875,8.91507
3273,231520.0,85.96875,8.936284
3274,231510.0,85.96875,8.936284
3275,231500.0,85.96875,8.925677
3276,231490.0,85.96875,8.91507
3277,231480.0,85.90625,8.893855
3278,231470.0,85.96875,8.936284
3279,231460.0,85.96875,8.936284
3280,231450.0,85.96875,8.91507
3281,231440.0,85.96875,8.9574995
3282,231430.0,85.96875,8.9574995
3283,231420.0,85.90625,8.936284
3284,231410.0,86.875,8.968107
3285,231400.0,86.875,8.9574995
3286,231390.0,86.875,8.968107
3287,231380.0,86.875,8.999929
3288,231370.0,86.875,8.978714
3289,231360.0,86.875,8.978714
3290,231350.0,83.09375,8.978714
3291,231340.0,83.09375,8.978714
3292,231330.0,83.09375,8.9574995
3293,231320.0,83.09375,8.968107
3294,231310.0,83.09375,8.936284
3295,231300.0,83.03125,8.9574995
3296,231290.0,85.84375,8.9574995
3297,231280.0,85.84375,8.9574995
3298,231270.0,85.84375,8.9574995
3299,231260.0,85.84375,8.9574995
3300,231250.0,85.84375,8.936284
3301,231240.0,85.78125,8.946892
3302,231230.0,86.65625,8.936284
3303,231220.0,86.65625,8.936284
3304,231210.0,86.65625,8.936284
3305,231200.0,86.65625,8.925677
3306,231190.0,86.65625,8.91507
3307,231180.0,86.71875,8.91507
3308,231170.0,85.59375,8.91507
3309,231160.0,85.59375,8.91507
3310,231150.0,85.59375,8.91507
3311,231140.0,85.59375,8.91507
3312,231130.0,85.59375,8.936284
3313,231120.0,85.53125,8.91507
3314,231110.0,85.625,8.91507
3315,231100.0,85.625,8.925677
3316,231090.0,85.625,8.936284
3317,231080.0,85.625,8.936284
3318,231070.0,85.625,8.9574995
3319,231060.0,85.625,8.9574995
3320,231050.0,88.375,8.9574995
3321,231040.0,88.375,8.9574995
3322,231030.0,88.375,8.946892
3323,231020.0,88.375,8.936284
3324,231010.0,88.375,8.936284
3325,231000.0,88.375,8.936284
3326,230990.0,86.03125,8.936284
3327,230980.0,86.03125,8.9574995
3328,230970.0,86.03125,8.936284
3329,230960.0,86.03125,8.9574995
3330,230950.0,86.03125,8.9574995
3331,230940.0,86.09375,8.9574995
3332,230930.0,87.5,8.968107
3333,230920.0,87.5,8.9574995
3334,230910.0,87.5,8.9574995
3335,230900.0,87.5,8.9574995
3336,230890.0,87.5,8.936284
3337,230880.0,87.5,8.946892
3338,230870.0,86.875,8.936284
3339,230860.0,86.875,8.936284
3340,230850.0,86.875,8.91507
3341,230840.0,86.875,8.91507
3342,230830.0,86.875,8.91507
3343,230820.0,86.875,8.893855
