FRAMENO,TDEP,DSOZ,HDRA,PEFZ,RHOZ,RXOZ,TIME,RSOZ
10507,137.4648,0.4876284,0.2239058,9.333988,2.2357018,0.05769297,151.5,0.22660656
10504,137.6172,0.4738576,0.21962833,9.35741,2.2247412,0.05702297,152.25,0.24896392
10501,137.76959,0.4587123,0.2158103,9.385257,2.2120168,0.057473578,154.0,0.24738677
10498,137.922,0.45651695,0.21811485,9.381399,2.212164,0.0575418,145.25,0.25523767
10495,138.0744,0.4581854,0.21912825,9.3527565,2.210323,0.056785293,150.75,0.24630703
10492,138.22679,0.4593886,0.21584094,9.308119,2.2048426,0.05621308,147.75,0.24897236
10489,138.3792,0.45680434,0.20759225,9.264917,2.1930175,0.057006687,149.75,0.23860112
10486,138.5316,0.45348752,0.19750845,9.201886,2.1810257,0.058036212,147.25,0.23750317
10483,138.684,0.46548992,0.20042217,9.155649,2.189674,0.059205778,153.75,0.24141976
10480,138.8364,0.48466492,0.21364713,9.144866,2.2118587,0.059704002,143.0,0.2383045
10477,138.9888,0.49661404,0.2230413,9.182451,2.224319,0.060545947,151.0,0.22052577
10474,139.1412,0.4929638,0.21889555,9.220018,2.2127225,0.060865026,152.75,0.22555798
10471,139.2936,0.48431477,0.21043456,9.214449,2.1921,0.061910745,149.75,0.21795008
10468,139.446,0.48963186,0.21504319,9.200224,2.191955,0.061736062,152.75,0.22163163
10465,139.5984,0.49772358,0.22543216,9.224954,2.2027123,0.060795855,151.25,0.22275405
10462,139.7508,0.49639332,0.22813809,9.304177,2.2058809,0.059111264,150.25,0.24145909
10459,139.9032,0.4868085,0.22200525,9.390814,2.2019415,0.060071304,153.75,0.23657255
10456,140.0556,0.47728544,0.21233416,9.421406,2.1989565,0.060062148,147.75,0.23692423
10453,140.208,0.47388968,0.20868683,9.4161825,2.2037077,0.05948128,153.25,0.23529863
10450,140.3604,0.46888536,0.20672512,9.397462,2.2040129,0.05725543,153.0,0.24105212
10447,140.5128,0.46833834,0.21162248,9.38463,2.2084448,0.05732806,146.25,0.25037086
10444,140.66519,0.46639934,0.21271145,9.376214,2.207456,0.056671336,149.75,0.21751596
10441,140.8176,0.46598163,0.20851529,9.3475685,2.2064166,0.05769051,153.25,0.21212892
10438,140.97,0.4724467,0.21023393,9.3222065,2.2152307,0.057967994,152.0,0.21057269
10435,141.12239,0.47622627,0.213233,9.32241,2.2206488,0.058972526,147.0,0.22171144
10432,141.2748,0.47833735,0.21806693,9.362926,2.2247891,0.059385024,153.0,0.2144399
10429,141.4272,0.4687797,0.21104264,9.405552,2.212355,0.059107583,144.25,0.21852645
10426,141.5796,0.46177742,0.20424402,9.401989,2.2041686,0.05818677,150.25,0.23123555
10423,141.732,0.45887485,0.20306063,9.414973,2.1967368,0.05713018,147.75,0.23871699
10420,141.8844,0.45474583,0.20087945,9.414818,2.1889021,0.057266008,150.25,0.24577259
10417,142.0368,0.45580012,0.20325124,9.427011,2.1894011,0.056730412,151.25,0.2544429
10414,142.1892,0.4578221,0.20398808,9.401398,2.1917586,0.05711354,153.0,0.2476792
10411,142.3416,0.4652061,0.20630968,9.382362,2.195797,0.057397168,151.0,0.24742737
10408,142.494,0.4701918,0.20463955,9.372196,2.1931803,0.057383038,151.25,0.25350162
10405,142.6464,0.4649965,0.19953382,9.353629,2.1872635,0.057280354,143.25,0.24547046
10402,142.7988,0.45929235,0.19924712,9.34985,2.1861448,0.058654692,151.5,0.22504187
10399,142.9512,0.45745972,0.20181727,9.34273,2.1887624,0.059084743,157.25,0.21742181
10396,143.10359,0.46185118,0.20268464,9.320972,2.1885529,0.058973715,150.75,0.2269711
10393,143.256,0.47150484,0.20368159,9.29155,2.18962,0.058373213,148.25,0.23547234
10390,143.4084,0.47144377,0.20021415,9.259426,2.1824615,0.05888014,151.5,0.22744574
10387,143.56079,0.4775121,0.20603538,9.265513,2.1887317,0.05886015,153.5,0.22148646
10384,143.7132,0.47586966,0.20811665,9.294186,2.1875525,0.057308655,147.75,0.22459966
10381,143.8656,0.47554275,0.20564198,9.328578,2.1819646,0.056906696,148.0,0.22237886
10378,144.018,0.479864,0.20175195,9.336506,2.18042,0.057520844,148.25,0.22203776
10375,144.1704,0.48207766,0.19938183,9.326106,2.1763496,0.058623496,151.25,0.22049303
10372,144.3228,0.4864512,0.20629704,9.334169,2.1808996,0.05825287,148.75,0.22821456
10369,144.4752,0.4818066,0.21242714,9.359976,2.1787922,0.05790809,150.75,0.23024729
10366,144.6276,0.47801018,0.21589887,9.383919,2.1813996,0.05791973,151.0,0.2426288
10363,144.78,0.47642505,0.21645486,9.374228,2.1931927,0.05859858,143.5,0.24586506
10360,144.9324,0.47683865,0.21533704,9.340711,2.2155352,0.059082653,146.75,0.233294
10357,145.0848,0.4792742,0.22024274,9.307339,2.2603176,0.059025954,151.75,0.23326504
10354,145.2372,0.48660707,0.23624468,9.274586,2.331441,0.059256747,150.25,0.23220193
10351,145.3896,0.49365628,0.25526047,9.25737,2.392306,0.058369353,152.25,0.22769248
10348,145.54199,0.50467426,0.26800728,9.235789,2.4121907,0.058729086,146.75,0.22870468
10345,145.6944,0.49776617,0.25345397,9.233582,2.346372,0.058041733,153.0,0.21853282
10342,145.8468,0.48182833,0.22795558,9.259691,2.2509866,0.058096334,146.25,0.2243185
10339,145.99919,0.4571157,0.20024192,9.289073,2.1660612,0.05804312,147.75,0.22677696
10336,146.1516,0.44184,0.18585086,9.30438,2.124321,0.057916343,149.75,0.24423358
10333,146.304,0.43856236,0.18067503,9.272515,2.1116927,0.058245163,151.75,0.23954624
10330,146.4564,0.4427072,0.18163848,9.227921,2.1127071,0.059047345,154.75,0.23689783
10327,146.6088,0.45511496,0.19089103,9.194316,2.1327753,0.05980059,149.75,0.22736384
10324,146.7612,0.46569592,0.20261633,9.1847105,2.1551006,0.059206765,149.75,0.21029016
10321,146.9136,0.47237566,0.20952463,9.188928,2.1660511,0.059385266,146.25,0.2086662
10318,147.066,0.47485536,0.20979393,9.181091,2.1660004,0.05947729,150.5,0.21441434
10315,147.2184,0.47292694,0.20152617,9.145762,2.1601117,0.060417093,147.75,0.21174417
10312,147.3708,0.4729798,0.19471073,9.09456,2.1589265,0.060264062,148.5,0.20802882
10309,147.5232,0.47380102,0.18818045,9.039251,2.1554916,0.060644913,152.25,0.20484556
10306,147.6756,0.48234007,0.19047749,9.030606,2.1568696,0.06042041,152.75,0.21697474
10303,147.828,0.48824495,0.19587088,9.071817,2.1608448,0.06065478,146.0,0.18648544
10300,147.9804,0.49180582,0.20671844,9.137134,2.1726058,0.059535254,142.0,0.20500143
10297,148.1328,0.48919916,0.21395147,9.182774,2.1791263,0.060097575,151.0,0.18760838
10294,148.2852,0.48908493,0.22072256,9.195016,2.1844578,0.060537864,151.5,0.21088704
10291,148.43759,0.48554823,0.21953297,9.183653,2.1776187,0.060204633,151.5,0.21723048
10288,148.59,0.48348644,0.21327949,9.144126,2.1684437,0.0588016,149.25,0.21924746
10285,148.7424,0.48876905,0.20818365,9.085458,2.1643176,0.05891416,151.25,0.22509216
10282,148.89479,0.4961952,0.20310009,9.054116,2.1598938,0.060509548,150.25,0.21770439
10279,149.0472,0.49759144,0.19770539,9.041648,2.1539776,0.060608897,150.75,0.21919261
10276,149.1996,0.48755205,0.18974614,9.061116,2.139783,0.060352135,146.25,0.21906541
10273,149.352,0.4821366,0.19044507,9.097352,2.139633,0.059768926,151.0,0.23888947
10270,149.5044,0.4784404,0.19660056,9.145088,2.1473277,0.060174063,153.5,0.23134197
10267,149.6568,0.47582012,0.20373929,9.18344,2.1601882,0.060442816,149.0,0.23594275
10264,149.8092,0.46957526,0.20610988,9.184331,2.1667972,0.061046693,148.5,0.22344388
10261,149.9616,0.46349144,0.20428896,9.172668,2.1650326,0.061045486,154.5,0.22253254
10258,150.114,0.45804897,0.20038831,9.157978,2.1606107,0.060481314,149.0,0.22746027
10255,150.2664,0.45000288,0.19487381,9.153802,2.1545799,0.059052534,151.75,0.23550713
10252,150.4188,0.4481498,0.19728327,9.150487,2.1593633,0.057921797,149.75,0.24262804
10249,150.5712,0.45485654,0.20659804,9.154014,2.1700811,0.05750891,150.75,0.24694891
10246,150.7236,0.46628487,0.21139538,9.12639,2.177168,0.058339216,148.25,0.24772768
10243,150.87599,0.48120487,0.2111777,9.087001,2.1809235,0.059949555,144.25,0.23999761
10240,151.0284,0.48668808,0.20028389,9.03973,2.1690066,0.059340328,151.25,0.22567663
10237,151.1808,0.4864875,0.19164503,9.025735,2.1550362,0.060088277,149.25,0.22427489
10234,151.33319,0.4792221,0.18273246,9.0549135,2.13734,0.060715936,154.25,0.2308293
10231,151.4856,0.47751698,0.17986906,9.095487,2.133281,0.061807383,153.75,0.24009676
10228,151.638,0.4829723,0.18296528,9.132662,2.1391046,0.060568932,151.75,0.23767103
10225,151.7904,0.49272028,0.18798995,9.167637,2.1490123,0.060248993,152.25,0.23092614
10222,151.9428,0.4976583,0.19249475,9.210224,2.1536024,0.06065077,157.25,0.22204445
10219,152.0952,0.49488708,0.19377089,9.27711,2.1490538,0.061220914,148.75,0.21009699
10216,152.2476,0.48763582,0.19327128,9.33004,2.1402183,0.059727676,154.25,0.19583948
10213,152.4,0.48327002,0.1928227,9.381631,2.1349525,0.058983672,155.75,0.20559633
10210,152.5524,0.48089716,0.19030833,9.417104,2.1355789,0.05901199,150.75,0.23065579
10207,152.7048,0.4809343,0.18728912,9.434643,2.1421,0.060279228,151.25,0.22788557
10204,152.8572,0.47798347,0.18106556,9.450448,2.1427546,0.059426982,153.0,0.23481783
10201,153.0096,0.47800043,0.17869508,9.452853,2.1450446,0.06052799,153.25,0.23568618
10198,153.162,0.48153865,0.18559635,9.501774,2.156397,0.061110258,154.0,0.22733198
10195,153.31439,0.48101208,0.1964401,9.57687,2.1707828,0.062452458,153.5,0.22062615
10192,153.4668,0.47569078,0.20747721,9.658567,2.1873481,0.05984218,147.25,0.23004147
10189,153.6192,0.46501997,0.21297824,9.727075,2.195488,0.05775802,154.25,0.23714985
10186,153.77159,0.45401654,0.21226442,9.751546,2.201186,0.058313772,151.0,0.23432498
10183,153.924,0.4375866,0.20289361,9.759655,2.1895618,0.059074312,150.5,0.23821971
10180,154.0764,0.42298615,0.1888392,9.728106,2.1712704,0.05966111,153.0,0.24968249
10177,154.2288,0.41753158,0.17865026,9.664037,2.158369,0.05836754,151.25,0.2556007
10174,154.3812,0.42126864,0.17480946,9.593556,2.156179,0.057777934,151.75,0.24803483
10171,154.5336,0.42306295,0.17234957,9.547842,2.1546056,0.056923527,156.0,0.23688285
10168,154.686,0.43800664,0.1796583,9.55967,2.1711504,0.056729097,154.75,0.24252687
10165,154.8384,0.4519879,0.18722248,9.579342,2.1867023,0.057367086,153.25,0.22950926
10162,154.9908,0.46878704,0.19893217,9.612707,2.2024915,0.057358544,153.25,0.23885222
10159,155.1432,0.46600044,0.20085049,9.632937,2.1954257,0.057171762,155.5,0.234902
10156,155.2956,0.46234813,0.20472598,9.677154,2.1942663,0.055969678,156.5,0.24740426
10153,155.448,0.45261112,0.20308518,9.710224,2.1918821,0.056486044,159.25,0.22784574
10150,155.6004,0.444153,0.20311964,9.727411,2.1923068,0.058252178,152.0,0.22259703
10147,155.75279,0.43621597,0.20417261,9.731709,2.1932957,0.058329914,155.25,0.20775977
10144,155.9052,0.4270703,0.20658886,9.729924,2.1960723,0.057213746,154.0,0.22892076
10141,156.0576,0.42110813,0.21099985,9.726376,2.207505,0.056528464,151.75,0.22743417
10138,156.20999,0.4149527,0.21260405,9.705863,2.2180226,0.056729123,156.5,0.24178892
10135,156.3624,0.41320932,0.21309209,9.673045,2.229975,0.05739088,155.75,0.22542214
10132,156.5148,0.41019532,0.20833373,9.621091,2.2320333,0.05633267,153.75,0.24947058
10129,156.66719,0.40146187,0.19808936,9.586772,2.2163243,0.05631147,154.75,0.24537165
10126,156.8196,0.39317527,0.1884036,9.5563965,2.198239,0.055651188,150.75,0.24493349
10123,156.972,0.3881094,0.18192482,9.530361,2.1837764,0.056139953,151.75,0.23460118
10120,157.1244,0.3891094,0.17927241,9.4897375,2.1774976,0.05625147,152.75,0.22844741
10117,157.2768,0.39306167,0.18028891,9.432077,2.1733832,0.058338184,154.25,0.21944106
10114,157.4292,0.39238882,0.18225694,9.416922,2.1596713,0.059963975,156.25,0.2140289
10111,157.5816,0.39863032,0.19162202,9.431839,2.1580203,0.060069453,157.75,0.20631042
10108,157.734,0.40404326,0.19993794,9.461269,2.156249,0.05898224,156.0,0.20316008
10105,157.8864,0.41261455,0.20696414,9.434913,2.1667113,0.05912101,149.25,0.20296916
10102,158.0388,0.41947642,0.21158624,9.33884,2.193913,0.059235904,154.0,0.23196854
10099,158.1912,0.42855775,0.220572,9.195704,2.2514455,0.060246125,158.25,0.23344803
10096,158.3436,0.44062307,0.23183298,9.048404,2.3137095,0.059705526,151.75,0.23811124
10093,158.496,0.4527227,0.23843431,8.945916,2.3338616,0.060320377,157.75,0.22543903
10090,158.64839,0.45148686,0.2259984,8.922903,2.2781627,0.059236635,156.0,0.2294716
10087,158.8008,0.45224932,0.2136234,8.947946,2.2079027,0.060413536,156.25,0.23181
10084,158.9532,0.45133469,0.20333731,9.001801,2.1517785,0.06014945,155.75,0.24291083
10081,159.10559,0.45716655,0.20647573,9.021445,2.1339397,0.06348634,149.75,0.22189924
10078,159.258,0.4565457,0.20403159,9.042288,2.1148245,0.06355355,153.5,0.22803591
10075,159.4104,0.45564333,0.1980356,9.009836,2.1046257,0.062907524,156.25,0.21414171
10072,159.5628,0.45532343,0.1901002,8.962535,2.097024,0.061408434,153.25,0.22596578
10069,159.7152,0.45634016,0.18374395,8.894416,2.0888588,0.06359742,154.5,0.2015291
10066,159.8676,0.46193483,0.18168616,8.831441,2.0785415,0.065634,156.25,0.21677291
10063,160.02,0.48061562,0.1881702,8.788076,2.083599,0.066625014,156.0,0.19023477
10060,160.1724,0.4991581,0.19728875,8.775678,2.0997849,0.065345354,149.25,0.2066348
10057,160.3248,0.51192975,0.20786941,8.806187,2.123965,0.06584124,151.5,0.17249472
10054,160.4772,0.51357454,0.21459067,8.862331,2.1419709,0.06509019,152.25,0.1911712
10051,160.6296,0.51509976,0.21992505,8.914206,2.1579337,0.06322925,160.75,0.19215296
10048,160.782,0.5144088,0.22089195,8.953681,2.1663027,0.06075433,155.5,0.2269076
10045,160.9344,0.51050186,0.21792817,8.986439,2.167855,0.06105545,155.25,0.21544921
10042,161.08679,0.50488234,0.21551418,9.027492,2.1666548,0.061218217,155.75,0.21474603
10039,161.2392,0.49932364,0.21459746,9.058586,2.1620739,0.060872767,156.75,0.21651249
10036,161.3916,0.49887487,0.21364558,9.049196,2.1636472,0.060661647,153.75,0.23117222
10033,161.54399,0.4989041,0.21330428,9.0315895,2.167483,0.06172133,155.25,0.21790622
10030,161.6964,0.49092484,0.21072805,9.00996,2.174377,0.061943024,154.0,0.22734359
10027,161.8488,0.48311028,0.21605754,9.034003,2.1872227,0.06069,156.75,0.229492
10024,162.0012,0.47245774,0.21993625,9.047857,2.193608,0.059814993,153.25,0.25253037
10021,162.1536,0.47050205,0.22119153,9.068805,2.1897116,0.061523963,154.5,0.22243856
10018,162.306,0.466982,0.20929706,9.038259,2.1700995,0.061512087,156.5,0.21402697
10015,162.4584,0.46757337,0.19597113,8.992245,2.1510277,0.06084381,159.25,0.18080649
10012,162.6108,0.47482666,0.19053173,8.946049,2.1485882,0.059538066,148.75,0.19943687
10009,162.7632,0.48511463,0.19416547,8.943848,2.157682,0.060050726,154.5,0.18257535
10006,162.9156,0.49189642,0.19778562,8.967106,2.1714704,0.060041003,154.75,0.21125296
10003,163.068,0.4882194,0.19745493,9.022485,2.1770365,0.0589329,155.25,0.22872454
10000,163.2204,0.47865438,0.1944859,9.079339,2.1777625,0.05911595,152.5,0.2417752
9997,163.3728,0.4744916,0.19518745,9.129229,2.1838095,0.059924033,154.75,0.22745946
9994,163.52519,0.47162423,0.1939956,9.154878,2.1869996,0.0602848,157.25,0.226235
9991,163.6776,0.4717113,0.19510901,9.1700945,2.1936488,0.05906182,153.75,0.21556933
9988,163.83,0.46733475,0.19817472,9.20326,2.1924715,0.058465477,155.25,0.22755077
9985,163.98239,0.4704536,0.20713222,9.254347,2.197015,0.059097018,155.0,0.22877723
9982,164.1348,0.47781712,0.21600544,9.281701,2.2027123,0.059306692,155.25,0.23577493
9979,164.2872,0.483865,0.21947026,9.2815485,2.2033515,0.057999257,155.75,0.23099054
9976,164.43959,0.48145851,0.2144152,9.265305,2.1928506,0.05822262,155.75,0.23870695
9973,164.592,0.47900587,0.20669043,9.256476,2.1793647,0.05942335,156.75,0.21822558
9970,164.7444,0.48013434,0.19949031,9.23502,2.1709456,0.060756892,154.25,0.23045994
9967,164.8968,0.48674107,0.1978836,9.2034645,2.1733842,0.059330214,157.25,0.23318103
9964,165.0492,0.48495123,0.19444835,9.174867,2.1701324,0.058652367,155.25,0.2513729
9961,165.2016,0.48298666,0.19541717,9.161873,2.1735861,0.05956449,153.75,0.23621953
9958,165.354,0.47842488,0.19634604,9.182078,2.1743839,0.05997874,154.25,0.22917548
9955,165.5064,0.4760179,0.20248055,9.232813,2.1803515,0.058421925,151.75,0.21312253
9952,165.6588,0.47259971,0.20759976,9.296767,2.1869671,0.057386626,156.75,0.2234431
9949,165.8112,0.4664182,0.21153235,9.346562,2.1922853,0.058103237,156.0,0.1990007
9946,165.9636,0.46355015,0.21591473,9.372584,2.1992626,0.058331218,156.0,0.21090132
9943,166.116,0.45984444,0.21798956,9.383396,2.1956918,0.058064338,156.25,0.20450738
9940,166.2684,0.46137545,0.21832395,9.3623495,2.1897326,0.057542663,148.25,0.23617296
9937,166.42079,0.4629321,0.21336365,9.324921,2.1761034,0.05893724,153.5,0.23666286
9934,166.5732,0.46936554,0.20805693,9.275015,2.168644,0.060679268,156.25,0.23227507
9931,166.7256,0.4761967,0.20309508,9.246908,2.166315,0.060176168,157.25,0.22893648
9928,166.87799,0.4815358,0.19869673,9.251734,2.169175,0.058912545,152.75,0.22773282
9925,167.0304,0.48336786,0.19629788,9.278112,2.176906,0.05846558,157.5,0.22510326
9922,167.1828,0.48033577,0.19611919,9.326876,2.1815689,0.058958754,155.75,0.21215048
9919,167.3352,0.4759646,0.19836807,9.37798,2.1887922,0.058675554,154.25,0.22326028
9916,167.4876,0.4722668,0.20082998,9.442206,2.1952245,0.058233134,156.75,0.23220164
9913,167.64,0.47025108,0.20448887,9.497639,2.202202,0.05788004,153.75,0.23399198
9910,167.7924,0.47093427,0.21013021,9.527286,2.2114437,0.057119787,156.0,0.23508643
9907,167.9448,0.46731678,0.21097589,9.531945,2.2099876,0.056709934,154.0,0.23710641
9904,168.0972,0.46321502,0.21139336,9.517275,2.2138162,0.05643731,159.0,0.24359277
9901,168.2496,0.4517323,0.20518887,9.529476,2.204518,0.057388842,151.5,0.24273542
9898,168.402,0.4445296,0.20066917,9.561977,2.1989882,0.058125854,157.0,0.23916785
9895,168.5544,0.44105485,0.19772339,9.585459,2.1936083,0.057587873,154.25,0.23849417
9892,168.7068,0.4422576,0.19880307,9.605968,2.1954174,0.056887217,156.5,0.22843389
9889,168.85919,0.44082925,0.19787836,9.602628,2.19287,0.05686675,152.0,0.22959553
9886,169.0116,0.4395804,0.18960047,9.592193,2.181425,0.05714752,155.5,0.23870625
9883,169.164,0.44658935,0.1835717,9.535058,2.1729617,0.056714542,149.0,0.2540465
9880,169.31639,0.45996624,0.18445301,9.514171,2.17421,0.05705527,155.75,0.2484527
9877,169.4688,0.4714863,0.1898278,9.521725,2.1842933,0.05759954,155.0,0.22214921
9874,169.6212,0.47500563,0.19446826,9.591322,2.1978803,0.058001608,161.25,0.22077739
9871,169.7736,0.47013983,0.2002027,9.650985,2.2106755,0.057406772,150.75,0.23113039
9868,169.926,0.46213326,0.2137661,9.725823,2.2209678,0.057165027,156.25,0.25820422
9865,170.0784,0.45893362,0.23340714,9.804417,2.2319968,0.05755975,155.75,0.25613406
9862,170.2308,0.4657349,0.24891114,9.852865,2.2445662,0.058659494,155.75,0.25059676
9859,170.3832,0.4739141,0.24912548,9.836033,2.2467492,0.058467355,158.25,0.22791168
9856,170.5356,0.4788146,0.24059534,9.734547,2.246785,0.058013864,156.25,0.22595662
9853,170.688,0.47870833,0.23233199,9.6019535,2.254648,0.057836756,158.25,0.21979208
9850,170.8404,0.48655796,0.23915482,9.469809,2.2995691,0.05865448,153.25,0.24480057
9847,170.9928,0.4919473,0.24519205,9.366047,2.3476198,0.059721846,157.5,0.23289435
9844,171.1452,0.49640974,0.25268316,9.323909,2.3788877,0.06170511,156.0,0.22815327
9841,171.29759,0.49216446,0.25108194,9.380795,2.3567889,0.061790697,149.0,0.21077633
9838,171.45,0.47550324,0.23803616,9.496704,2.2876022,0.06084177,158.0,0.20452832
9835,171.6024,0.45752585,0.22385764,9.608273,2.2230587,0.058805253,153.0,0.22762047
9832,171.75479,0.43483287,0.20796025,9.675965,2.1812515,0.05817035,155.25,0.23226984
9829,171.9072,0.4237214,0.20225489,9.720631,2.1781783,0.057108674,155.5,0.24117105
9826,172.0596,0.41415685,0.19424224,9.746771,2.1768365,0.056976233,153.75,0.23755795
9823,172.21199,0.40986696,0.18751693,9.740444,2.1777494,0.055331547,152.25,0.22348718
9820,172.3644,0.40610442,0.18158829,9.709778,2.1771488,0.055410963,151.75,0.23667969
9817,172.5168,0.40281132,0.17685843,9.661152,2.1776035,0.055789843,162.25,0.23509267
9814,172.6692,0.40438294,0.1771779,9.623178,2.1847856,0.056772873,154.75,0.25667298
9811,172.8216,0.40519333,0.17964101,9.595696,2.1908393,0.056358717,150.25,0.24586913
9808,172.974,0.40460217,0.18247962,9.595923,2.189982,0.056231476,156.25,0.25791362
9805,173.1264,0.41058767,0.19038391,9.578556,2.1942868,0.056429844,152.75,0.23058195
9802,173.2788,0.42289105,0.19847512,9.536609,2.200923,0.05668329,156.25,0.2137713
9799,173.4312,0.43866345,0.20603538,9.464069,2.2095249,0.05747136,156.0,0.22340363
9796,173.5836,0.4485304,0.2061491,9.40617,2.2044866,0.057821557,154.75,0.23746045
9793,173.736,0.45700353,0.20621419,9.362638,2.1977596,0.058552176,155.0,0.23532309
9790,173.8884,0.4663789,0.20828259,9.34501,2.1926777,0.05995262,155.25,0.22281472
9787,174.0408,0.47282797,0.21016705,9.333149,2.1893923,0.059378415,156.5,0.23402198
9784,174.19319,0.4797846,0.21421623,9.322228,2.1907423,0.060345758,156.0,0.23140058
9781,174.3456,0.4869016,0.22027457,9.310962,2.1940553,0.060831137,155.75,0.22382893
9778,174.498,0.49242,0.2234168,9.276356,2.190569,0.06304261,155.75,0.2100209
9775,174.65039,0.49666935,0.22466624,9.225722,2.18379,0.061637107,155.25,0.21813613
9772,174.8028,0.49962357,0.22428524,9.182275,2.177802,0.06156771,154.5,0.21762104
9769,174.9552,0.5038271,0.22663903,9.172676,2.181267,0.06198556,152.0,0.20997974
9766,175.1076,0.5048889,0.22572672,9.203152,2.1844783,0.061576176,152.75,0.21808003
9763,175.26,0.49958345,0.21950746,9.248975,2.1824327,0.0592752,152.75,0.22403562
9760,175.4124,0.49831402,0.21919894,9.310911,2.1895301,0.05797092,155.0,0.2480595
9757,175.5648,0.49660736,0.22122145,9.37087,2.1959214,0.059096724,153.75,0.22687076
9754,175.7172,0.50020534,0.22795665,9.40855,2.2086103,0.060175728,157.5,0.2299233
9751,175.8696,0.49392617,0.22612071,9.419416,2.203676,0.060851004,156.75,0.23533694
9748,176.022,0.48960224,0.2207967,9.4258,2.1940768,0.061085388,155.75,0.24762617
9745,176.1744,0.4855165,0.21130872,9.404578,2.1777208,0.06198946,156.0,0.23779961
9742,176.3268,0.48888648,0.20590675,9.363525,2.167873,0.06232689,156.0,0.23378278
9739,176.4792,0.49309433,0.20508325,9.311348,2.1660998,0.060537647,156.5,0.23644581
9736,176.63159,0.49621662,0.20849228,9.298548,2.1701386,0.059514347,154.75,0.22892506
9733,176.784,0.49660587,0.21077096,9.313211,2.1735525,0.060780272,153.0,0.21578397
9730,176.9364,0.496693,0.21149373,9.329213,2.1767857,0.062131755,156.0,0.21519278
9727,177.08879,0.49434412,0.209993,9.316616,2.1792054,0.06314312,155.5,0.2085833
9724,177.2412,0.49684346,0.21176195,9.293712,2.1879654,0.0615507,156.75,0.22928113
9721,177.3936,0.5014956,0.21644425,9.274174,2.196948,0.0616505,155.5,0.20649524
9718,177.546,0.5101869,0.22301829,9.277378,2.2049735,0.061086,155.25,0.20908177
9715,177.6984,0.51219296,0.22260225,9.292842,2.200551,0.060363024,156.0,0.18953449
9712,177.8508,0.5138876,0.22085571,9.324639,2.1967266,0.058913775,154.25,0.21144298
9709,178.0032,0.5129808,0.21748054,9.371825,2.1943743,0.05862868,156.75,0.20826863
9706,178.1556,0.5101885,0.21485448,9.449116,2.1903622,0.059187457,150.75,0.23169245
9703,178.308,0.5022429,0.20973253,9.522618,2.180716,0.060672704,157.0,0.22788672
9700,178.4604,0.49240005,0.20429206,9.56396,2.1690114,0.06136358,149.75,0.23252867
9697,178.6128,0.48918164,0.20298362,9.575675,2.1706293,0.06241084,154.75,0.23638596
9694,178.7652,0.4880728,0.20267689,9.563411,2.17831,0.061102215,156.25,0.2514483
9691,178.9176,0.49379125,0.20890856,9.569146,2.1973984,0.059619136,156.25,0.23505282
9688,179.06999,0.501691,0.21868682,9.578258,2.2236288,0.05811446,156.75,0.23906736
9685,179.2224,0.5101354,0.23093581,9.595615,2.2485561,0.05756358,156.75,0.21932194
9682,179.3748,0.5130946,0.23735237,9.618334,2.2568982,0.058002517,156.25,0.22660337
9679,179.52719,0.5142254,0.24140096,9.633552,2.2532687,0.058579147,155.5,0.21985894
9676,179.6796,0.51206625,0.24078274,9.661987,2.2389104,0.057904173,155.25,0.24404351
9673,179.832,0.5112408,0.2395016,9.684268,2.2290213,0.058838397,156.25,0.22256652
9670,179.98439,0.501075,0.22809601,9.696191,2.2071304,0.058340136,157.0,0.23709923
9667,180.1368,0.49530396,0.21764135,9.684862,2.1935232,0.058739122,150.25,0.22937793
9664,180.2892,0.4925945,0.21022248,9.662818,2.1834908,0.057305127,159.75,0.24163568
9661,180.4416,0.49629053,0.21169019,9.659564,2.1811876,0.059112795,156.0,0.2195468
9658,180.594,0.50078654,0.21372044,9.670909,2.1791022,0.060504694,153.5,0.2158705
9655,180.7464,0.5066827,0.21560001,9.697599,2.176553,0.063030265,148.0,0.19393924
9652,180.8988,0.5156568,0.2173096,9.716309,2.1797647,0.062052194,155.5,0.216147
9649,181.0512,0.52471125,0.2230537,9.729607,2.1906219,0.061221678,152.75,0.2205158
9646,181.2036,0.5241344,0.22388768,9.738621,2.1992722,0.059142463,152.75,0.23902722
9643,181.356,0.5156938,0.22337627,9.775378,2.2077658,0.059225205,154.75,0.23137866
9640,181.50839,0.49618572,0.22055554,9.822871,2.2098792,0.05931536,152.75,0.23551142
9637,181.6608,0.4774458,0.22278857,9.895153,2.2141125,0.058824163,154.75,0.23979984
9634,181.8132,0.46087164,0.22274506,9.944719,2.2168365,0.05879444,153.75,0.25429693
9631,181.96559,0.45650497,0.22451782,9.967243,2.2255027,0.057386477,155.5,0.22723357
9628,182.118,0.45962322,0.22590923,9.94583,2.238253,0.056756567,155.25,0.22325625
9625,182.2704,0.46352366,0.22889471,9.885455,2.251827,0.05666975,156.25,0.21054398
9622,182.42279,0.4581982,0.22312546,9.829239,2.2493105,0.05695164,156.0,0.2452781
9619,182.5752,0.4446568,0.20929313,9.752555,2.230909,0.05634277,155.75,0.2549367
9616,182.7276,0.44076765,0.19948769,9.699126,2.2175164,0.055434838,148.75,0.25447044
9613,182.88,0.4409195,0.19808888,9.630953,2.2142003,0.05594316,156.25,0.24406585
