FRAMENO,TDEP,AHTCO90,AHF30,TIME,AHF90
2037,20316.0,33.891582,32.01856,249.25,28.937931
2038,20313.0,35.12861,32.787724,250.125,28.783373
2039,20310.0,36.760296,32.800175,250.125,28.422335
2040,20307.0,37.097855,33.253784,254.0,28.31563
2041,20304.0,36.020256,34.016598,254.0,28.482176
2042,20301.0,33.920547,34.338345,256.0,28.502455
2043,20298.0,32.927628,34.2482,256.0,28.426706
2044,20295.0,34.12953,33.73898,254.75,28.238201
2045,20292.0,35.943165,32.887657,254.75,27.886541
2046,20289.0,37.39537,31.771584,257.75,27.086475
2047,20286.0,38.227715,30.509777,257.75,26.07537
2048,20283.0,41.34133,29.218569,252.75,25.056755
2049,20280.0,42.99052,27.788935,252.75,23.972044
2050,20277.0,46.79197,26.083113,252.25,22.823982
2051,20274.0,50.234417,24.317469,252.25,21.684124
2052,20271.0,52.78667,22.596912,259.0,20.194187
2053,20268.0,53.589203,20.967148,259.0,18.767464
2054,20265.0,55.10466,19.46728,258.5,17.466892
2055,20262.0,58.822937,18.14608,258.5,16.704947
2056,20259.0,62.782215,17.072828,250.0,15.85644
2057,20256.0,70.541046,16.02213,250.0,15.055098
2058,20253.0,80.05874,15.183598,254.0,14.3723
2059,20250.0,86.87865,14.505521,254.0,13.849535
2060,20247.0,86.433136,13.98255,257.75,13.466507
2061,20244.0,82.17541,13.615315,257.75,13.181463
2062,20241.0,77.03285,13.318908,255.25,12.972962
2063,20238.0,72.47568,13.059339,255.25,12.805781
2064,20235.0,71.695335,12.8291855,262.0,12.657677
2065,20232.0,73.063614,12.63029,262.0,12.527562
2066,20229.0,79.06094,12.462962,250.125,12.444044
2067,20226.0,84.21977,12.331014,250.125,12.424521
2068,20223.0,85.20019,12.239976,253.875,12.421853
2069,20220.0,80.411865,12.20078,253.875,12.431707
2070,20217.0,77.294014,12.318661,253.625,12.455957
2071,20214.0,77.93668,12.470596,253.625,12.470344
2072,20211.0,77.17368,12.47085,258.125,12.444909
2073,20208.0,76.565445,12.46051,258.125,12.428425
2074,20205.0,76.22998,12.49744,250.625,12.48315
2075,20202.0,76.35677,12.515399,250.625,12.520113
2076,20199.0,78.49594,12.501195,252.375,12.494531
2077,20196.0,80.071884,12.447226,252.375,12.420874
2078,20193.0,82.089676,12.345066,255.5,12.287349
2079,20190.0,84.50297,12.158034,255.5,12.085726
2080,20187.0,82.30581,11.901917,250.625,11.847559
2081,20184.0,85.2781,11.726448,250.625,11.642407
2082,20181.0,89.67047,11.535005,247.875,11.499315
2083,20178.0,94.19909,11.36441,247.875,11.275477
2084,20175.0,100.587036,11.22753,258.75,11.078671
2085,20172.0,101.57377,11.1319475,258.75,10.913928
2086,20169.0,101.33819,11.088444,254.75,10.783316
2087,20166.0,100.52628,11.107842,254.75,10.694903
2088,20163.0,98.513,11.259485,257.125,10.755226
2089,20160.0,94.23723,11.4753895,257.125,10.843952
2090,20157.0,91.04265,11.566925,244.5,10.930223
2091,20154.0,87.88981,11.690503,244.5,10.930957
2092,20151.0,85.61235,11.838765,265.125,11.055077
2093,20148.0,83.88158,11.966591,265.125,11.16215
2094,20145.0,81.986275,12.036132,261.75,11.210496
2095,20142.0,83.66674,12.012452,261.75,11.187949
2096,20139.0,92.88807,11.822986,247.0,11.097416
2097,20136.0,91.24929,11.5956135,247.0,10.953856
2098,20133.0,95.48521,11.366617,260.25,10.782262
2099,20130.0,98.90988,11.257048,260.25,10.616385
2100,20127.0,100.32351,11.114682,254.125,10.440821
2101,20124.0,101.320366,10.928733,254.125,10.3397455
2102,20121.0,99.70738,10.828525,257.75,10.248216
2103,20118.0,101.14974,10.788641,257.75,10.180364
2104,20115.0,102.48301,10.760429,256.875,10.126111
2105,20112.0,101.57515,10.6665945,256.875,10.063776
2106,20109.0,102.05251,10.558204,257.25,9.951118
2107,20106.0,101.32768,10.507925,257.25,9.892623
2108,20103.0,103.120544,10.474406,253.75,9.838013
2109,20100.0,104.26619,10.338439,253.75,9.7332735
2110,20097.0,105.73075,10.190782,259.0,9.620471
2111,20094.0,106.6632,10.044173,259.0,9.542313
2112,20091.0,108.93456,9.937473,246.0,9.499174
2113,20088.0,110.45975,9.885665,246.0,9.435306
2114,20085.0,110.54925,9.763641,252.25,9.35751
2115,20082.0,114.741005,9.640988,252.25,9.266439
2116,20079.0,110.40003,9.576301,261.0,9.268798
2117,20076.0,109.429985,9.523302,261.0,9.216613
2118,20073.0,110.78573,9.465323,254.25,9.153163
2119,20070.0,108.60842,9.366458,254.25,9.09943
2120,20067.0,107.43585,9.307197,242.0,9.054337
2121,20064.0,107.19657,9.255037,242.0,9.023315
2122,20061.0,109.60864,9.172188,254.625,8.952376
2123,20058.0,112.58042,9.07946,254.625,8.832391
2124,20055.0,114.328354,8.987275,257.625,8.784416
2125,20052.0,117.48688,8.966062,257.625,8.747841
2126,20049.0,116.77805,8.925263,263.875,8.69792
2127,20046.0,118.38494,8.818153,263.875,8.613003
2128,20043.0,113.817314,8.8075695,260.625,8.57027
2129,20040.0,112.897385,8.8443775,260.625,8.670883
2130,20037.0,115.748604,8.902323,260.5,8.750024
2131,20034.0,117.44772,8.97636,260.5,8.764866
2132,20031.0,118.44194,8.996699,259.0,8.763606
2133,20028.0,118.71088,9.00699,259.0,8.711734
2134,20025.0,118.57934,9.016615,258.0,8.671629
2135,20022.0,117.3479,9.086383,258.0,8.705778
2136,20019.0,120.330475,9.225438,261.625,8.797115
2137,20016.0,121.288795,9.241608,261.625,8.66297
2138,20013.0,120.98206,9.1607485,259.0,8.512393
2139,20010.0,122.27392,9.035624,259.0,8.378914
2140,20007.0,123.99372,8.875941,257.5,8.291961
2141,20004.0,123.72959,8.695499,257.5,8.207438
2142,20001.0,122.27138,8.509579,260.125,8.1762295
2143,19998.0,121.85113,8.401303,260.125,8.182913
2144,19995.0,126.57074,8.318484,258.0,8.10161
2145,19992.0,131.30704,8.108501,258.0,7.9447727
2146,19989.0,133.65543,7.9698396,262.0,7.9808006
2147,19986.0,133.83551,7.9050655,262.0,8.052801
2148,19983.0,131.78625,7.8848524,251.75,8.073584
2149,19980.0,124.821594,7.892631,251.75,8.058049
2150,19977.0,124.37772,7.9185867,266.25,8.017195
2151,19974.0,117.56855,7.9270973,266.25,7.976029
2152,19971.0,116.5429,7.9551682,245.75,8.017388
2153,19968.0,115.23905,7.9787345,245.75,8.048792
2154,19965.0,114.494804,7.9555817,261.0,7.976335
2155,19962.0,114.026665,7.902441,261.0,7.8892426
2156,19959.0,121.54962,7.822966,257.0,7.8109794
2157,19956.0,127.59061,7.725782,257.0,7.7538357
2158,19953.0,128.96852,7.6286464,255.5,7.7185
2159,19950.0,133.63069,7.5280676,255.5,7.62406
2160,19947.0,139.8333,7.444428,257.75,7.5396533
2161,19944.0,143.82135,7.388714,257.75,7.543896
2162,19941.0,145.83742,7.362446,263.0,7.570825
2163,19938.0,145.76894,7.3661504,263.0,7.57424
2164,19935.0,142.81918,7.3962355,256.0,7.5621676
2165,19932.0,137.55716,7.445298,256.0,7.54426
2166,19929.0,137.96342,7.5030174,261.0,7.4566503
2167,19926.0,136.76215,7.49096,261.0,7.4241447
2168,19923.0,133.30966,7.5975814,260.75,7.465338
2169,19920.0,130.0176,7.617195,260.75,7.408481
2170,19917.0,133.734,7.6105733,258.375,7.30959
2171,19914.0,138.53769,7.5801477,258.375,7.2457857
2172,19911.0,141.01787,7.5317774,261.625,7.190772
2173,19908.0,138.67628,7.473971,261.625,7.1872196
2174,19905.0,144.91554,7.435838,260.5,7.1870084
2175,19902.0,148.68764,7.434994,260.5,7.1555476
2176,19899.0,148.76901,7.342239,262.625,7.096755
2177,19896.0,145.48521,7.313033,262.625,7.0504007
2178,19893.0,143.14166,7.314404,259.375,7.116851
2179,19890.0,141.0982,7.333092,259.375,7.207835
2180,19887.0,137.802,7.3654404,257.0,7.23808
2181,19884.0,138.2668,7.397582,257.0,7.229916
2182,19881.0,140.10608,7.4142895,264.625,7.245497
2183,19878.0,137.26219,7.4661083,264.625,7.2937202
2184,19875.0,137.50613,7.515558,259.875,7.3775325
2185,19872.0,132.76558,7.5263534,259.875,7.3535576
2186,19869.0,128.79416,7.5158024,257.5,7.300225
2187,19866.0,129.9894,7.4811964,257.5,7.246287
2188,19863.0,131.10936,7.4218554,264.25,7.19537
2189,19860.0,132.22438,7.339107,264.25,7.1459594
2190,19857.0,134.57233,7.236038,247.125,7.0958033
2191,19854.0,138.86285,7.1171937,247.125,7.042706
2192,19851.0,142.19675,6.988356,264.25,6.9856634
2193,19848.0,143.17555,6.870067,264.25,6.9217067
2194,19845.0,144.81061,6.7288427,252.875,6.8660455
2195,19842.0,146.9321,6.6137695,252.875,6.808075
2196,19839.0,149.44801,6.518722,264.75,6.7521224
2197,19836.0,153.80826,6.449988,264.75,6.697445
2198,19833.0,157.87175,6.4116836,252.0,6.64692
2199,19830.0,158.3213,6.405091,252.0,6.607442
2200,19827.0,153.71912,6.4283857,263.5,6.5857306
2201,19824.0,146.21613,6.4768806,263.5,6.583928
2202,19821.0,147.23444,6.5495825,262.75,6.617283
2203,19818.0,142.68517,6.63427,262.75,6.670498
2204,19815.0,139.49654,6.7031884,256.75,6.7081146
2205,19812.0,144.95953,6.7700996,256.75,6.724689
2206,19809.0,144.83385,6.8355193,259.0,6.7602625
2207,19806.0,144.75177,6.873233,259.0,6.813195
2208,19803.0,144.8519,6.9013114,258.25,6.8475823
2209,19800.0,143.95909,6.9298515,258.25,6.861136
2210,19797.0,146.08826,6.947938,260.5,6.8687634
2211,19794.0,144.7296,6.9572477,260.5,6.867856
2212,19791.0,147.10403,6.960581,262.25,6.859539
2213,19788.0,147.15877,6.9614506,262.25,6.848011
2214,19785.0,143.41287,6.9617324,262.0,6.8384585
2215,19782.0,141.76689,6.9085093,262.0,6.7957616
2216,19779.0,139.34973,6.7217646,257.75,6.59788
2217,19776.0,140.25592,6.482832,257.75,6.3487153
2218,19773.0,146.14932,6.207754,262.5,6.0691032
2219,19770.0,157.5566,5.939395,262.5,5.842975
2220,19767.0,173.81468,5.733332,258.5,5.653937
2221,19764.0,190.38159,5.537898,258.5,5.4684777
2222,19761.0,212.11652,5.3041883,257.25,5.25474
2223,19758.0,231.58743,5.1165237,257.25,5.080032
2224,19755.0,239.07544,5.0009813,257.25,4.965259
2225,19752.0,237.65192,4.9897623,257.25,4.9578195
2226,19749.0,230.95572,5.041874,264.75,5.0311837
2227,19746.0,210.29587,5.14083,264.75,5.1504183
2228,19743.0,191.59668,5.2461853,259.75,5.2388616
2229,19740.0,176.85521,5.3035336,259.75,5.3185816
2230,19737.0,159.83443,5.4117017,255.25,5.4331474
2231,19734.0,141.879,5.471874,255.25,5.5009246
2232,19731.0,129.93211,5.4643836,258.5,5.5053287
2233,19728.0,142.4475,5.3482122,258.5,5.4152546
2234,19725.0,168.54465,5.177542,258.25,5.2466273
2235,19722.0,197.37036,4.987345,258.25,5.0516357
2236,19719.0,223.94315,4.848909,254.375,4.894725
2237,19716.0,243.46016,4.685695,254.375,4.726167
2238,19713.0,251.68082,4.5492353,254.5,4.5897336
2239,19710.0,248.16422,4.4785066,254.5,4.5155764
2240,19707.0,242.85593,4.451828,261.75,4.48256
2241,19704.0,232.68695,4.4567313,261.75,4.484578
2242,19701.0,225.41243,4.4816084,265.875,4.508775
2243,19698.0,217.98785,4.515983,265.875,4.5507464
2244,19695.0,205.72583,4.5493836,250.5,4.5738406
2245,19692.0,194.41908,4.5702705,250.5,4.6000404
2246,19689.0,194.34192,4.57552,258.5,4.61678
2247,19686.0,205.61583,4.6144104,258.5,4.6712747
2248,19683.0,211.86368,4.633198,268.75,4.693271
2249,19680.0,220.52284,4.6541147,268.75,4.7162776
2250,19677.0,228.23557,4.702825,258.0,4.7707
2251,19674.0,236.34746,4.800433,258.0,4.877558
2252,19671.0,238.79922,4.9675956,256.625,5.054636
2253,19668.0,228.43144,5.2312655,256.625,5.357743
2254,19665.0,203.52928,5.6846833,260.875,5.8377304
2255,19662.0,164.40163,6.326171,260.875,6.505634
2256,19659.0,129.01965,7.210095,258.0,7.424202
2257,19656.0,111.92771,8.359322,258.0,8.633574
2258,19653.0,80.26912,9.521784,261.0,9.8932295
2259,19650.0,53.58921,11.437967,261.0,11.918356
2260,19647.0,39.991207,13.934458,258.25,14.5000515
2261,19644.0,32.18561,17.11449,258.25,17.725254
2262,19641.0,29.416002,21.103361,257.5,21.72599
2263,19638.0,27.673977,25.897745,257.5,26.48669
2264,19635.0,23.599428,31.855204,254.25,31.80237
2265,19632.0,19.887125,39.47065,254.25,38.563538
2266,19629.0,17.37139,49.561123,259.5,47.54925
2267,19626.0,15.105766,62.13087,259.5,58.750854
2268,19623.0,13.436119,78.32449,261.0,69.8395
2269,19620.0,11.568384,99.325745,261.0,81.584496
2270,19617.0,6.611825,126.0346,254.0,92.356064
2271,19614.0,9.085525,159.65106,254.0,94.98943
2272,19611.0,12.223521,201.2369,258.875,94.95324
2273,19608.0,14.69213,250.29517,258.875,94.97662
2274,19605.0,14.502013,303.28146,259.625,96.19368
2275,19602.0,13.222612,352.4955,259.625,100.07181
2276,19599.0,11.107257,390.53088,253.0,107.84405
2277,19596.0,11.582191,417.23254,253.0,117.17506
2278,19593.0,13.547363,438.4395,254.0,130.22643
2279,19590.0,14.31875,455.01633,254.0,140.31966
2280,19587.0,13.618619,487.8849,257.25,147.77629
2281,19584.0,14.274195,521.34705,257.25,155.70491
2282,19581.0,11.258726,552.4604,261.0,163.55132
2283,19578.0,10.019049,573.2168,261.0,168.15411
2284,19575.0,9.89161,588.9399,260.5,166.58429
2285,19572.0,9.154715,581.21075,260.5,169.55493
2286,19569.0,6.1669383,588.43524,260.75,185.62825
2287,19566.0,6.6303782,553.95337,260.75,187.55354
2288,19563.0,7.3392544,506.83044,263.0,167.34726
2289,19560.0,8.026135,452.3404,263.0,148.86671
2290,19557.0,8.563719,391.77094,257.5,134.10603
2291,19554.0,8.882518,330.64676,257.5,123.69268
2292,19551.0,8.850114,275.74942,253.75,117.33058
2293,19548.0,8.792298,227.9296,253.75,114.15797
2294,19545.0,9.280298,185.07912,262.625,111.84862
2295,19542.0,9.774528,159.48021,262.625,103.94977
2296,19539.0,10.580949,140.4568,263.625,96.46745
2297,19536.0,11.068248,123.25959,263.625,89.40768
2298,19533.0,11.901108,108.908775,258.5,83.013084
2299,19530.0,12.163643,98.51198,258.5,77.59937
2300,19527.0,11.933658,89.57117,254.75,73.42772
2301,19524.0,13.415802,81.641014,254.75,69.54862
2302,19521.0,14.964196,74.70147,257.25,62.715992
2303,19518.0,17.215353,71.74535,257.25,60.30962
2304,19515.0,20.894663,68.78373,260.25,57.803974
2305,19512.0,21.79395,65.296745,260.25,55.084846
2306,19509.0,22.918236,61.663044,260.5,52.222775
2307,19506.0,23.619114,59.96858,260.5,49.834087
2308,19503.0,20.289114,62.1682,258.75,51.860867
2309,19500.0,18.343987,65.6973,258.75,55.647537
2310,19497.0,17.913158,70.53839,257.75,60.051674
2311,19494.0,18.923191,76.659584,257.75,64.781075
2312,19491.0,18.572592,83.994514,256.5,67.47307
2313,19488.0,17.83148,88.690834,256.5,67.15346
2314,19485.0,16.185366,94.34366,256.5,70.97212
2315,19482.0,16.358541,107.18558,256.5,80.461975
2316,19479.0,15.847871,121.763954,258.25,82.29703
2317,19476.0,15.854582,131.23456,258.25,81.83368
2318,19473.0,14.761579,137.59587,253.0,81.183105
2319,19470.0,14.227643,139.24603,253.0,80.85803
2320,19467.0,13.952756,134.21059,257.0,81.034775
2321,19464.0,13.525687,122.66325,257.0,81.515915
2322,19461.0,11.966897,107.663925,261.0,81.77028
2323,19458.0,9.81452,92.705894,261.0,81.08782
2324,19455.0,11.645787,79.543564,256.375,78.13053
2325,19452.0,13.97663,68.570854,256.375,68.73501
2326,19449.0,15.603757,61.37892,265.625,62.008442
2327,19446.0,16.900976,54.292595,265.625,58.809025
2328,19443.0,18.987066,49.03003,257.0,55.63234
2329,19440.0,22.811232,45.744,257.0,51.05664
2330,19437.0,24.750608,43.736782,259.625,47.150196
2331,19434.0,25.526768,42.487053,259.625,44.933594
2332,19431.0,23.488949,41.810867,253.875,44.06583
2333,19428.0,20.401258,41.48238,253.875,43.31096
2334,19425.0,18.837257,41.448475,269.5,42.711845
2335,19422.0,17.291683,41.637806,269.5,42.271507
2336,19419.0,18.366116,40.789223,261.0,41.773994
2337,19416.0,21.644955,39.942467,261.0,41.143597
2338,19413.0,25.213947,39.37361,261.25,40.91739
2339,19410.0,28.825285,38.48717,261.25,39.67747
2340,19407.0,30.234455,37.263996,257.75,38.434624
2341,19404.0,29.661573,36.41025,257.75,37.250195
2342,19401.0,26.354765,36.111565,259.125,36.19218
2343,19398.0,21.342743,35.395645,259.125,35.266373
2344,19395.0,18.612677,33.561085,258.625,34.424347
2345,19392.0,23.30253,31.432392,258.625,31.478674
2346,19389.0,34.326653,29.846539,258.5,28.761312
2347,19386.0,39.92188,27.951183,258.5,26.368036
2348,19383.0,44.15367,26.98563,253.75,25.405514
2349,19380.0,53.14136,25.54759,253.75,23.903433
2350,19377.0,58.11091,24.148684,256.625,22.527767
2351,19374.0,57.367805,23.066198,256.625,21.433771
2352,19371.0,53.870827,23.088234,262.375,20.757513
2353,19368.0,51.97689,23.774069,262.375,20.993263
2354,19365.0,52.465084,24.953089,258.0,22.178816
2355,19362.0,53.2719,26.661663,258.0,23.85679
2356,19359.0,51.239674,28.970772,250.125,26.058413
2357,19356.0,44.946564,31.992132,250.125,28.850521
2358,19353.0,36.0549,35.88036,264.875,32.223618
2359,19350.0,28.232286,40.59899,264.875,34.569756
2360,19347.0,21.670794,47.05339,254.0,40.303238
2361,19344.0,16.350737,54.734524,254.0,46.638687
2362,19341.0,12.698435,63.987385,259.25,52.67711
2363,19338.0,11.01561,74.83321,259.25,58.10346
2364,19335.0,11.027547,87.25793,253.375,63.266533
2365,19332.0,11.925322,101.28472,253.375,68.23785
2366,19329.0,12.362468,116.878914,264.625,73.22457
2367,19326.0,13.602526,128.03215,264.625,78.40308
2368,19323.0,13.267769,141.38081,263.5,83.87543
2369,19320.0,12.544401,157.74272,263.5,87.34689
2370,19317.0,11.514632,176.58008,258.0,92.1686
2371,19314.0,11.273179,197.43747,258.0,97.37029
2372,19311.0,10.420877,221.65565,254.5,103.04346
2373,19308.0,9.684011,250.2525,254.5,110.4606
2374,19305.0,10.307286,259.8874,260.0,113.01645
2375,19302.0,9.293627,262.87012,260.0,114.54423
2376,19299.0,9.884453,273.8147,255.625,116.30674
2377,19296.0,10.797188,299.18878,255.625,120.523636
2378,19293.0,9.666869,346.07236,268.875,130.3799
2379,19290.0,9.749053,372.76837,268.875,135.771
2380,19287.0,10.950373,384.1717,261.75,136.11752
2381,19284.0,7.4501834,472.73148,261.75,148.21652
2382,19281.0,6.8282747,568.0497,257.125,159.3806
2383,19278.0,6.657264,648.3662,257.125,175.48413
2384,19275.0,5.9979014,752.85077,261.25,182.62201
2385,19272.0,5.3629737,893.80334,261.25,192.43132
2386,19269.0,3.8096879,1173.988,250.125,213.16452
2387,19266.0,3.6068072,1415.2637,250.125,248.32652
2388,19263.0,5.343004,1686.9169,251.5,240.12463
2389,19260.0,4.9984555,1914.4299,251.5,227.4937
2390,19257.0,4.6744914,1950.0,254.25,215.47307
2391,19254.0,4.960669,1925.8684,254.25,207.36365
2392,19251.0,6.0112453,1930.9376,266.0,208.25061
2393,19248.0,5.996406,1950.0,266.0,220.57243
2394,19245.0,6.2682843,1950.0,257.75,219.5513
2395,19242.0,5.629828,1950.0,257.75,222.5333
2396,19239.0,5.64318,1950.0,259.875,228.28224
2397,19236.0,5.476264,1950.0,259.875,232.27925
2398,19233.0,6.207215,1950.0,256.125,233.59908
2399,19230.0,7.119787,1950.0,256.125,232.04198
2400,19227.0,6.9528446,1950.0,252.0,228.11215
2401,19224.0,5.732084,1950.0,252.0,222.83238
2402,19221.0,6.0085034,1950.0,265.25,217.40158
2403,19218.0,4.6239605,1950.0,265.25,212.9726
2404,19215.0,4.2193923,1950.0,262.125,210.5029
2405,19212.0,4.1622143,1950.0,262.125,210.56813
2406,19209.0,4.117607,1950.0,258.625,213.35706
2407,19206.0,4.4088755,1950.0,258.625,218.73639
2408,19203.0,5.552064,1950.0,252.5,225.71396
2409,19200.0,5.411009,1950.0,252.5,230.27628
2410,19197.0,6.016306,1950.0,262.0,243.68938
2411,19194.0,5.588884,1950.0,262.0,251.687
2412,19191.0,5.1042027,1950.0,255.75,258.06537
2413,19188.0,4.8286686,1950.0,255.75,262.81308
2414,19185.0,4.6211305,1950.0,266.75,265.81036
2415,19182.0,4.7692986,1921.634,266.75,276.8849
2416,19179.0,5.0738716,1877.1218,255.5,256.81766
2417,19176.0,3.7552578,1906.3097,255.5,302.42734
2418,19173.0,2.7860117,1942.3442,256.75,272.5748
2419,19170.0,2.7171364,1950.0,256.75,244.70998
2420,19167.0,3.8129926,1950.0,257.5,234.77795
2421,19164.0,4.650135,1950.0,257.5,225.8354
2422,19161.0,4.1897097,1950.0,260.875,219.12784
2423,19158.0,5.218503,1768.5117,260.875,213.99051
2424,19155.0,7.806125,1424.976,255.125,200.11223
2425,19152.0,10.927496,1250.326,255.125,220.05458
2426,19149.0,9.400694,1183.6771,255.5,198.82259
2427,19146.0,6.29494,1276.4526,255.5,235.82767
2428,19143.0,4.921203,1393.5957,253.5,265.9475
2429,19140.0,4.5889335,1477.0796,253.5,285.2117
2430,19137.0,4.5135875,1538.9701,257.0,303.26517
2431,19134.0,4.3349915,1590.6622,257.0,319.4325
2432,19131.0,4.1291876,1640.1882,258.0,306.74982
2433,19128.0,3.5836797,1746.783,258.0,432.46448
2434,19125.0,1.7779366,1847.6433,257.5,414.92252
2435,19122.0,2.9645286,1950.0,257.5,329.0468
2436,19119.0,5.093385,1950.0,259.25,304.94662
2437,19116.0,5.25743,1950.0,259.25,283.27695
2438,19113.0,5.271377,1950.0,259.5,265.55637
2439,19110.0,5.05081,1636.1309,259.5,251.55235
2440,19107.0,5.3070307,1015.6651,258.25,245.64725
2441,19104.0,7.6869087,667.55634,258.25,303.08514
2442,19101.0,7.315658,438.9232,261.5,294.0316
2443,19098.0,6.481059,311.30078,261.5,235.58382
2444,19095.0,5.8655024,218.22029,263.75,182.4418
2445,19092.0,6.3079867,152.43706,263.75,139.20233
2446,19089.0,7.212554,110.71084,258.25,105.34624
2447,19086.0,8.423806,85.11174,258.25,81.94219
2448,19083.0,10.381744,71.35041,258.125,70.423096
2449,19080.0,12.759826,62.316868,258.125,66.44251
2450,19077.0,10.675784,53.128178,259.25,60.640347
2451,19074.0,6.646744,42.84232,259.25,48.583984
2452,19071.0,11.6644745,34.11335,258.75,35.380234
2453,19068.0,16.422668,25.768686,258.75,25.256285
2454,19065.0,25.017637,18.272991,255.625,18.801172
2455,19062.0,40.991795,13.489536,255.625,14.503721
2456,19059.0,75.33406,10.416874,263.0,11.557307
2457,19056.0,110.45137,8.386211,263.0,9.498362
2458,19053.0,147.4784,7.277393,255.75,8.39975
2459,19050.0,165.30104,6.356925,255.75,7.3270297
2460,19047.0,166.64418,5.681699,258.0,6.5424275
2461,19044.0,172.83295,5.1727057,258.0,5.955184
2462,19041.0,178.02759,4.7915425,258.0,5.52834
2463,19038.0,175.39171,4.5179706,258.0,5.2382135
2464,19035.0,195.62381,4.3201246,263.75,5.0335293
2465,19032.0,223.5188,4.175592,263.75,4.884305
2466,19029.0,229.9909,4.081805,254.75,4.8009515
2467,19026.0,253.24304,4.064365,254.75,4.835478
2468,19023.0,247.38214,4.2595673,253.25,5.1564794
2469,19020.0,232.00484,4.601702,253.25,5.720487
2470,19017.0,198.03738,5.1361604,249.875,6.6321087
2471,19014.0,139.35295,5.942223,249.875,8.073808
2472,19011.0,111.327934,7.149108,249.5,10.163741
2473,19008.0,88.28442,8.4397335,249.5,11.050438
2474,19005.0,54.712345,9.796199,256.5,13.907573
2475,19002.0,32.60869,12.851383,256.5,19.129774
2476,18999.0,20.737146,17.83372,259.875,27.36889
2477,18996.0,16.643047,26.10324,259.875,34.159416
2478,18993.0,14.329952,33.753345,255.5,47.387268
2479,18990.0,12.363951,42.1024,255.5,61.649494
2480,18987.0,10.483671,49.283253,251.625,79.64005
2481,18984.0,7.994405,62.36039,251.625,108.22683
2482,18981.0,5.590383,80.57511,256.375,163.75331
2483,18978.0,3.1759846,117.01545,256.375,259.76505
2484,18975.0,5.3414464,195.15366,256.125,452.9964
2485,18972.0,8.841153,442.83984,256.125,979.3513
2486,18969.0,9.161871,851.7238,255.625,1401.934
2487,18966.0,9.618293,719.12445,255.625,1296.049
2488,18963.0,11.618285,843.5461,258.0,1350.1505
2489,18960.0,13.616648,1054.6693,258.0,1325.6346
2490,18957.0,15.045674,1254.8306,258.25,1180.8679
2491,18954.0,16.563738,1374.2203,258.25,956.2706
2492,18951.0,17.325026,1386.5923,254.5,739.9988
2493,18948.0,16.795786,1344.8229,254.5,577.9027
2494,18945.0,17.895298,1240.9507,254.0,452.71017
2495,18942.0,19.106491,1108.6471,254.0,356.70544
2496,18939.0,20.852856,980.8567,256.0,284.63284
2497,18936.0,18.436008,858.74426,256.0,228.76785
2498,18933.0,16.905096,737.15576,252.125,185.63124
2499,18930.0,17.449146,622.3516,252.125,154.30609
2500,18927.0,16.342815,512.4283,256.125,132.17578
2501,18924.0,12.450896,434.95605,256.125,111.371056
2502,18921.0,11.928693,379.87607,254.625,95.49983
2503,18918.0,15.412812,332.04333,254.625,84.34005
2504,18915.0,18.036789,296.5974,252.5,74.76641
2505,18912.0,17.274857,260.0156,252.5,66.87274
2506,18909.0,17.098173,213.46873,245.75,62.28179
2507,18906.0,19.284628,162.353,245.75,59.76998
2508,18903.0,19.769154,126.69848,258.375,58.071274
2509,18900.0,16.70846,101.08043,258.375,56.182823
2510,18897.0,16.948215,82.15232,249.0,53.294884
2511,18894.0,15.627064,67.55882,249.0,49.15784
2512,18891.0,15.060989,56.0,255.5,44.159897
2513,18888.0,17.489407,46.814854,255.5,38.99666
2514,18885.0,24.115343,39.569637,254.75,34.18479
2515,18882.0,32.15143,33.915188,254.75,29.97449
2516,18879.0,40.489944,30.19208,250.5,26.68585
2517,18876.0,47.03915,27.14241,250.5,24.623905
2518,18873.0,61.66305,24.052963,257.25,22.380678
2519,18870.0,57.899986,22.277252,257.25,20.580153
2520,18867.0,49.281017,20.932137,253.5,19.774883
2521,18864.0,49.515076,19.899076,253.5,19.196348
2522,18861.0,50.153603,19.09361,257.0,18.680841
2523,18858.0,51.774483,18.459743,257.0,18.151302
2524,18855.0,56.112892,17.970976,253.0,17.60695
2525,18852.0,66.22251,17.623152,253.0,17.097424
2526,18849.0,72.98198,17.419365,257.375,16.688221
2527,18846.0,73.1895,17.354536,257.375,16.40881
2528,18843.0,62.352993,17.47222,247.125,16.380384
2529,18840.0,52.15348,17.503613,247.125,16.351227
2530,18837.0,40.58925,17.581837,258.75,16.21665
2531,18834.0,34.8925,17.554535,258.75,15.991774
2532,18831.0,35.52836,17.368042,258.5,15.717984
2533,18828.0,44.15998,17.022903,258.5,15.416934
2534,18825.0,56.801117,16.572338,258.5,15.16318
2535,18822.0,68.151566,16.088037,258.5,15.112814
2536,18819.0,76.76429,15.62394,250.75,15.130123
2537,18816.0,78.55001,15.132796,250.75,15.177989
2538,18813.0,66.15584,14.569772,250.25,14.978331
2539,18810.0,62.76133,14.046877,250.25,14.652636
2540,18807.0,55.544693,13.499837,258.5,14.276749
2541,18804.0,54.00361,12.837911,258.5,13.72089
2542,18801.0,59.777214,12.037322,250.0,12.953247
2543,18798.0,68.5246,11.223221,250.0,12.100919
2544,18795.0,80.61951,10.40594,251.375,11.215915
2545,18792.0,85.42223,9.584833,251.375,10.286987
