TDEP,GR,RESD,BS,CAL,DCAL,NPHI,PE,DRHO,RHOB,DTC
9900.0,60.82278,,8.5,,,0.48407942,,,,
9960.0,60.82278,,8.5,,,0.48407942,,,,
10020.0,59.372772,,8.5,,,0.46084931,,,,
10080.0,59.507236,,8.5,,,0.45951796,,,,
10140.0,59.6884,,8.5,,,0.46336558,,,,
10200.0,59.822315,,8.5,,,0.48383242,,,,
10260.0,63.199627,,8.5,,,0.5424395,,,,
10320.0,63.332813,,8.5,,,0.5747539,,,,
10380.0,64.22317,,8.5,,,0.5584239,,,,
10440.0,62.60065,,8.5,,,0.5468772,,,,
10500.0,62.60065,,8.5,,,0.52955794,,,,
10560.0,61.869034,,8.5,,,0.54387134,,,,
10620.0,61.57657,,8.5,,,0.55431277,,,,
10680.0,64.22353,,8.5,,,0.5632988,,,,
10740.0,65.81959,,8.5,,,0.57163113,,,,
10800.0,66.85663,,8.5,,,0.5559614,,,,
10860.0,59.23776,,8.5,,,0.5621621,,,,
10920.0,63.78142,,8.5,,,0.58282864,,,,
10980.0,63.183086,,8.5,,,0.5861526,,,,
11040.0,66.85122,,8.5,,,0.57847524,,,,
11100.0,62.015087,,8.5,,,0.5481652,,,,
11160.0,62.613422,,8.5,,,0.5275481,,,,
11220.0,65.08706,,8.5,,,0.53998774,,,,
11280.0,63.05185,,8.5,,,0.53664756,,,,
11340.0,60.26002,,8.5,,,0.5329184,,,,
11400.0,64.37095,,8.5,,,0.5483057,,,,
11460.0,63.48151,,8.5,,,0.5488271,,,,
11520.0,64.389946,,8.5,,,0.56042653,,,,
11580.0,53.85084,,8.5,,,0.5293084,,,,
11640.0,53.9348,,8.5,,,0.49810964,,,,
11700.0,53.213596,,8.5,,,0.50700295,,,,
11760.0,59.274494,,8.5,,,0.49435788,,,,
11820.0,59.787323,,8.5,,,0.5333213,,,,
11880.0,62.20569,,8.5,,,0.5434891,,,,
11940.0,65.22066,,8.5,,,0.55806094,,,,
12000.0,65.026955,,8.5,,,0.5885579,,,,
12060.0,67.99334,,8.5,,,0.5457806,,,,
12120.0,66.80797,,8.5,,,0.53742766,,,,
12180.0,68.75756,,8.5,,,0.49736595,,,,
12240.0,65.0866,,8.5,,,0.5354923,,,,
12300.0,64.51608,,8.5,,,0.53220326,,,,
12360.0,65.52676,,8.5,,,0.5435453,,,,
12420.0,68.31977,,8.5,,,0.5143236,,,,
12480.0,66.404335,,8.5,,,0.5601003,,,,
12540.0,66.56425,,8.5,,,0.57148534,,,,
12600.0,68.450676,,8.5,,,0.58308315,,,,
12660.0,73.43891,,8.5,,,0.54349303,,,,
12720.0,76.59253,,8.5,,,0.5262399,,,,
12780.0,72.95022,,8.5,,,0.5404989,,,,
12840.0,69.86301,,8.5,,,0.5822023,,,,
12900.0,69.78219,,8.5,,,0.6292815,,,,
12960.0,69.768684,,8.5,,,0.6153948,,,,
13020.0,69.34994,,8.5,,,0.5734802,,,,
13080.0,65.39919,,8.5,,,0.5539885,,,,
13140.0,65.39919,,8.5,,,0.58193785,,,,
13200.0,64.07647,,8.5,,,0.57438743,,,,
13260.0,66.98798,,8.5,,,0.58289605,,,,
13320.0,72.70812,,8.5,,,0.57694113,,,,
13380.0,75.51624,,8.5,,,0.5865731,,,,
13440.0,74.351555,,8.5,,,0.5606367,,,,
13500.0,72.240685,,8.5,,,0.52960396,,,,
13560.0,74.397125,,8.5,,,0.5213266,,,,
13620.0,78.77893,,8.5,,,0.53893554,,,,
13680.0,75.76846,,8.5,,,0.5586628,,,,
13740.0,71.72153,,8.5,,,0.5825786,,,,
13800.0,61.33902,,8.5,,,0.5197375,,,,
13860.0,56.36401,,8.5,,,0.48739403,,,,
13920.0,52.800884,,8.5,,,0.4626516,,,,
13980.0,53.13367,,8.5,,,0.46275675,,,,
14040.0,56.486256,,8.5,,,0.49816436,,,,
14100.0,59.863384,,8.5,,,0.5085904,,,,
14160.0,64.79496,,8.5,,,0.5414017,,,,
14220.0,66.862175,,8.5,,,0.5406185,,,,
14280.0,67.74012,,8.5,,,0.5847212,,,,
14340.0,73.29696,,8.5,,,0.5836637,,,,
14400.0,79.43674,,8.5,,,0.570514,,,,
14460.0,82.78577,,8.5,,,0.5375158,,,,
14520.0,76.511086,,8.5,,,0.54242086,,,,
14580.0,70.79005,,8.5,,,0.54234016,,,,
14640.0,65.66879,,8.5,,,0.4983803,,,,
14700.0,63.93172,,8.5,,,0.4955662,,,,
14760.0,61.75128,,8.5,,,0.46430728,,,,
14820.0,64.38658,,8.5,,,0.48764664,,,,
14880.0,67.85149,,8.5,,,0.50223154,,,,
14940.0,73.265465,,8.5,,,0.5257425,,,,
15000.0,71.21821,,8.5,,,0.5142175,,,,
15060.0,72.85583,,8.5,,,0.52608585,,,,
15120.0,70.353455,,8.5,,,0.53942853,,,,
15180.0,75.0318,,8.5,,,0.555202,,,,
15240.0,76.47871,,8.5,,,0.5251229,,,,
15300.0,76.93255,,8.5,,,0.5048453,,,,
15360.0,78.68843,,8.5,,,0.51876134,,,,
15420.0,78.11947,,8.5,,,0.49883962,,,,
15480.0,76.2033,,8.5,,,0.5065495,,,,
15540.0,67.965706,,8.5,,,0.48667222,,,,
15600.0,64.60026,,8.5,,,0.49376938,,,,
15660.0,64.89272,,8.5,,,0.49199903,,,,
15720.0,72.12366,,8.5,,,0.4751548,,,,
15780.0,76.78924,,8.5,,,0.47875473,,,,
15840.0,76.9497,,8.5,,,0.49645558,,,,
15900.0,73.86185,,8.5,,,0.51079607,,,,
15960.0,68.75729,,8.5,,,0.5448253,,,,
16020.0,69.03552,,8.5,,,0.5208375,,,,
16080.0,65.83145,,8.5,,,0.5129439,,,,
16140.0,66.175064,,8.5,,,0.5038914,,,,
16200.0,67.49116,,8.5,,,0.5178643,,,,
16260.0,71.295586,,8.5,,,0.527106,,,,
16320.0,75.764046,,8.5,,,0.50921744,,,,
16380.0,75.19399,,8.5,,,0.52899575,,,,
16440.0,73.13132,,8.5,,,0.544479,,,,
16500.0,67.587616,,8.5,,,0.5317331,,,,
16560.0,65.0602,,8.5,,,0.51471776,,,,
16620.0,62.44051,,8.5,,,0.52640194,,,,
16680.0,63.451004,,8.5,,,0.5997815,,,,
16740.0,66.85636,,8.5,,,0.6158417,,,,
16800.0,72.4007,,8.5,,,0.60742325,,,,
16860.0,71.097565,,8.5,,,0.5305545,,,,
16920.0,73.42187,,8.5,,,0.5187847,,,,
16980.0,71.057304,,8.5,,,0.5257024,,,,
17040.0,73.09678,,8.5,,,0.54999566,,,,
17100.0,69.89454,,8.5,,,0.5824812,,,,
17160.0,72.55156,,8.5,,,0.55598664,,,,
17220.0,71.829,,8.5,,,0.54104733,,,,
17280.0,74.44632,,8.5,,,0.5022565,,,,
17340.0,73.40973,,8.5,,,0.503016,,,,
17400.0,73.8487,,8.5,,,0.50577277,,,,
17460.0,70.04665,,8.5,,,0.4798223,,,,
17520.0,64.807465,,8.5,,,0.44760093,,,,
17580.0,61.430065,,8.5,,,0.42908168,,,,
17640.0,58.078754,,8.5,,,0.42401057,,,,
17700.0,63.915836,,8.5,,,0.42564517,,,,
17760.0,71.90155,,8.5,,,0.46020278,,,,
17820.0,75.99862,,8.5,,,0.49088144,,,,
17880.0,72.05033,,8.5,,,0.5768558,,,,
17940.0,69.05158,,8.5,,,0.5417102,,,,
18000.0,70.20684,,8.5,,,0.52249604,,,,
18060.0,74.463646,,8.5,,,0.46862325,,,,
18120.0,76.34962,,8.5,,,0.5147418,,,,
18180.0,77.43933,,8.5,,,0.5314086,,,,
18240.0,74.34423,,8.5,,,0.5379123,,,,
18300.0,75.97003,,8.5,,,0.5221539,,,,
18360.0,75.61148,,8.5,,,0.566901,,,,
18420.0,77.52066,,8.5,,,0.5627628,,,,
18480.0,79.13022,,8.5,,,0.5736982,,,,
18540.0,83.40481,,8.5,,,0.56355107,,,,
18600.0,83.091255,,8.5,,,0.5616349,,,,
18660.0,79.75336,,8.5,,,0.5842035,,,,
18720.0,74.16268,,8.5,,,0.5428779,,,,
18780.0,74.491554,,8.5,,,0.560448,,,,
18840.0,73.27801,,8.5,,,0.5175677,,,,
18900.0,73.73193,,8.5,,,0.52050346,,,,
