TDEP,BS,CAL,DCAL,GR,RESD,DT,RHOB,DRHO,NPHI,PE
28.000036620990443,,,,39.99909210205078,,,,,,9.071828842163086
28.100036620990444,,,,38.52307891845703,,,,,,9.077489852905273
28.200036620990446,,,,37.89712905883789,,,,,,9.085261344909668
28.300036620990447,,,,38.874698638916016,,,,,,9.10871696472168
28.40003662099045,,,,40.24637985229492,,,,,,9.131932258605957
28.50003662099045,,,,41.92331314086914,,,,,,9.136818885803223
28.60003662099045,,,,42.86996841430664,,,,,,9.125536918640137
28.700036620990453,,,,42.641998291015625,,,,,,9.107361793518066
28.800036620990454,,,,42.58017349243164,,,,,,9.08930492401123
28.900036620990456,,,,42.510623931884766,,,,,,9.077301979064941
29.000036620990457,,,,42.804283142089844,,,,,,9.05858325958252
29.10003662099046,,,,42.78882598876953,,,,,,9.025368690490723
29.20003662099046,,,,42.84678268432617,,,,,,8.97888469696045
29.30003662099046,,,,43.49591827392578,,,,,,8.951043128967285
29.400036620990463,,,,43.87844467163086,,,,,,8.941571235656738
29.500036620990464,,,,44.458030700683594,,,,,,8.952068328857422
29.600036620990466,,,,44.41166305541992,,,,,,8.97154426574707
29.700036620990467,,,,43.22158432006836,,,,,,8.96472454071045
29.80003662099047,,,,42.12809753417969,,,,,,8.92619800567627
29.90003662099047,,,,41.27417755126953,,,,,,8.83608627319336
30.00003662099047,,,,41.15053176879883,,,,,,8.718226432800293
30.100036620990473,,,,41.28190231323242,,,,,,8.596928596496582
30.200036620990474,,,,41.39781951904297,,,,,,8.490949630737305
30.300036620990475,,,,41.308956146240234,,,,,,8.450181007385254
30.400036620990477,,,,41.03461456298828,,,,,,8.466833114624023
30.50003662099048,,,,41.587154388427734,,,,,,8.520666122436523
30.60003662099048,,,,42.36766052246094,,,,,,8.59911060333252
30.70003662099048,,,,43.368408203125,,,,,,8.66026782989502
30.800036620990483,,,,44.175968170166016,,,,,,8.681172370910645
30.900036620990484,,,,44.14505386352539,,,,,,8.66689682006836
31.000036620990485,,,,43.77025604248047,,,,,,8.626110076904297
31.100036620990487,,,,43.426368713378906,,,,,,8.592825889587402
31.20003662099049,,,,42.81587600708008,,,,,,8.613847732543945
31.30003662099049,,,,42.92020034790039,,,,,,8.699260711669922
31.40003662099049,,,,42.92792510986328,,,,,,8.82712173461914
31.500036620990493,,,,42.6226806640625,,,,,,8.979848861694336
31.600036620990494,,,,42.6226806640625,,,,,,9.109403610229492
31.700036620990495,,,,42.35993194580078,,,,,,9.218744277954102
31.800036620990497,,,,42.81973648071289,,,,,,9.344122886657715
31.900036620990498,,,,43.99822998046875,,,,,,9.490912437438965
32.0000366209905,,,,45.265586853027344,,,,,,9.642534255981445
32.1000366209905,,,,46.56385803222656,,,,,,9.764232635498047
32.2000366209905,,,,46.64422607421875,,,,,,9.824832916259766
32.300036620990504,,,,45.43946075439453,,,,,,9.823458671569824
32.400036620990505,,,,43.95649719238281,,,,,,9.824341773986816
32.50003662099051,,,,41.631202697753906,,,,,,9.865596771240234
32.60003662099051,,,,40.010684967041016,,,,,,9.956892013549805
32.70003662099051,,,,39.73170852661133,,,,,,10.045655250549316
32.80003662099051,,,,39.75798416137695,,,,,,10.11713695526123
32.90003662099051,,,,40.665225982666016,,,,,,10.153057098388672
33.000036620990514,,,,41.374637603759766,,,,,,10.160764694213867
33.100036620990515,,,,41.54465103149414,,,,,,10.184919357299805
33.20003662099052,,,,42.53767395019531,,,,,,10.226187705993652
33.30003662099052,,,,44.233924865722656,,,,,,10.289918899536133
33.40003662099052,,,,46.88456344604492,,,,,,10.359524726867676
33.50003662099052,,,,49.098575592041016,,,,,,10.42980670928955
33.60003662099052,,,,49.48496627807617,,,,,,10.442767143249512
33.700036620990524,,,,48.30647277832031,,,,,,10.417215347290039
33.800036620990525,,,,46.644996643066406,,,,,,10.362959861755371
33.90003662099053,,,,45.31581497192383,,,,,,10.29861831665039
34.00003662099053,,,,45.261722564697266,,,,,,10.293932914733887
34.10003662099053,,,,46.162010192871094,,,,,,10.345503807067871
34.20003662099053,,,,46.30497741699219,,,,,,10.42276668548584
34.30003662099053,,,,46.208377838134766,,,,,,10.480695724487305
34.400036620990534,,,,45.35445785522461,,,,,,10.490236282348633
34.500036620990535,,,,43.7586669921875,,,,,,10.401948928833008
34.60003662099054,,,,42.49130630493164,,,,,,10.290719985961914
34.70003662099054,,,,41.65670394897461,,,,,,10.221360206604004
34.80003662099054,,,,41.25872039794922,,,,,,10.191191673278809
34.90003662099054,,,,41.007568359375,,,,,,10.267919540405273
35.00003662099054,,,,40.2734260559082,,,,,,10.398446083068848
35.100036620990544,,,,38.81287384033203,,,,,,10.520770072937012
35.200036620990545,,,,36.85773849487305,,,,,,10.62219524383545
35.30003662099055,,,,34.99147415161133,,,,,,10.641986846923828
35.40003662099055,,,,34.802146911621094,,,,,,10.592897415161133
35.50003662099055,,,,35.91108322143555,,,,,,10.506258964538574
35.60003662099055,,,,37.746437072753906,,,,,,10.38891887664795
35.70003662099055,,,,40.400936126708984,,,,,,10.273919105529785
35.800036620990554,,,,41.94649887084961,,,,,,10.169071197509766
35.900036620990555,,,,42.6883659362793,,,,,,10.066706657409668
36.00003662099056,,,,43.44182586669922,,,,,,9.974421501159668
36.10003662099056,,,,43.96345520019531,,,,,,9.892803192138672
36.20003662099056,,,,44.048458099365234,,,,,,9.779378890991211
36.30003662099056,,,,44.094825744628906,,,,,,9.681340217590332
36.40003662099056,,,,44.20301055908203,,,,,,9.604462623596191
36.500036620990564,,,,43.95186233520508,,,,,,9.545450210571289
