TDEP,BS,CAL,DCAL,GR,RESD,DT,RHOB,DRHO,NPHI,PE
518.7999999999561,8.5,8.496187210083008,-0.0038127899169921875,79.61518859863281,3.3152835369110107,94.5943832397461,2.456530809402466,0.010080283507704735,0.23946121335029602,4.327972888946533
518.8999999999561,8.5,8.53594970703125,0.03594970703125,79.30652618408203,3.42741322517395,92.74132537841797,2.4694936275482178,0.014966093935072422,0.23225650191307068,4.234360694885254
518.9999999999561,8.5,8.53594970703125,0.03594970703125,81.63336181640625,3.494229555130005,91.66429138183594,2.469698905944824,0.01487080380320549,0.22889494895935059,4.132144451141357
519.0999999999561,8.5,8.520044326782227,0.020044326782226562,85.98233795166016,3.4916257858276367,91.5198974609375,2.4702353477478027,0.015640638768672943,0.23018130660057068,4.048180103302002
519.1999999999562,8.5,8.53594970703125,0.03594970703125,93.89676666259766,3.4269466400146484,92.35255432128906,2.4680464267730713,0.015415017493069172,0.2350756824016571,3.9792661666870117
519.2999999999562,8.5,8.480283737182617,-0.019716262817382812,102.0565414428711,3.321871757507324,93.95663452148438,2.468345880508423,0.01947404071688652,0.24205754697322845,3.92350435256958
519.3999999999562,8.5,8.472331047058105,-0.02766895294189453,109.36551666259766,3.2012951374053955,95.9454116821289,2.4670329093933105,0.02653777413070202,0.2521401643753052,3.895169496536255
519.4999999999562,8.5,8.488235473632812,-0.0117645263671875,114.49801635742188,3.090773820877075,97.80612182617188,2.459477663040161,0.03214064985513687,0.26210466027259827,3.885138988494873
519.5999999999563,8.5,8.480283737182617,-0.019716262817382812,113.85694885253906,3.0184853076934814,98.92652893066406,2.457035541534424,0.03600076586008072,0.26808738708496094,3.90916109085083
519.6999999999563,8.5,8.504140853881836,0.0041408538818359375,108.52658081054688,3.012718915939331,98.91786193847656,2.4598076343536377,0.032622408121824265,0.2664331793785095,3.957092046737671
519.7999999999563,8.5,8.488235473632812,-0.0117645263671875,100.244140625,3.0934324264526367,97.69693756103516,2.4746432304382324,0.026454199105501175,0.2575736343860626,4.026772499084473
519.8999999999563,8.5,8.46437931060791,-0.035620689392089844,91.48682403564453,3.258009433746338,95.5545883178711,2.4896228313446045,0.016149820759892464,0.24504941701889038,4.091057300567627
519.9999999999563,8.5,8.448473930358887,-0.05152606964111328,84.35196685791016,3.4701807498931885,92.90153503417969,2.501666307449341,0.00846022367477417,0.23149092495441437,4.130051612854004
520.0999999999564,8.5,8.46437931060791,-0.035620689392089844,79.53999328613281,3.668323516845703,90.26173400878906,2.503746747970581,0.002616387326270342,0.22079090774059296,4.148045063018799
520.1999999999564,8.5,8.456427574157715,-0.043572425842285156,76.20802307128906,3.8040103912353516,88.08826446533203,2.500936985015869,0.001569758402183652,0.21390148997306824,4.142641544342041
520.2999999999564,8.5,8.504140853881836,0.0041408538818359375,74.2373275756836,3.870375394821167,86.57601928710938,2.4929416179656982,0.0022505035158246756,0.21238136291503906,4.132772445678711
520.3999999999564,8.5,8.496187210083008,-0.0038127899169921875,73.31925201416016,3.8948333263397217,85.72703552246094,2.4830687046051025,0.0036356798373162746,0.213302344083786,4.135129451751709
520.4999999999565,8.5,8.496187210083008,-0.0038127899169921875,73.76641845703125,3.909221649169922,85.28163146972656,2.473151445388794,0.003906332887709141,0.21563179790973663,4.143205642700195
520.5999999999565,8.5,8.496187210083008,-0.0038127899169921875,73.89701080322266,3.92996883392334,85.00611877441406,2.469919204711914,0.005339332856237888,0.21669994294643402,4.1474385261535645
520.6999999999565,8.5,8.527997970581055,0.027997970581054688,74.25315856933594,3.957160711288452,84.69744873046875,2.4754230976104736,0.009106576442718506,0.218885138630867,4.148067474365234
520.7999999999565,8.5,8.520044326782227,0.020044326782226562,74.66470336914062,3.992774724960327,84.22908020019531,2.4819726943969727,0.011452573351562023,0.22022645175457,4.127683162689209
520.8999999999565,8.5,8.520044326782227,0.020044326782226562,73.30342864990234,4.0518975257873535,83.57806396484375,2.4843099117279053,0.009425739757716656,0.22005562484264374,4.092132091522217
520.9999999999566,8.5,8.480283737182617,-0.019716262817382812,73.16887664794922,4.159809112548828,82.72550964355469,2.4887545108795166,0.003966356161981821,0.2155408412218094,4.0492682456970215
521.0999999999566,8.5,8.456427574157715,-0.043572425842285156,72.03316497802734,4.335390567779541,81.75714111328125,2.5009801387786865,0.000542669091373682,0.20970572531223297,4.007594585418701
521.1999999999566,8.5,8.456427574157715,-0.043572425842285156,71.33273315429688,4.57604455947876,80.77193450927734,2.521543025970459,0.0011118720285594463,0.20380662381649017,3.988431930541992
521.2999999999566,8.5,8.416665077209473,-0.08333492279052734,72.3853530883789,4.85306453704834,79.880615234375,2.5357327461242676,0.004824289120733738,0.20027825236320496,3.9948818683624268
521.3999999999567,8.5,8.448473930358887,-0.05152606964111328,73.67144775390625,5.126965522766113,79.25714111328125,2.5426793098449707,0.009958844631910324,0.19664596021175385,4.028801441192627
521.4999999999567,8.5,8.46437931060791,-0.035620689392089844,76.48898315429688,5.360789775848389,78.96581268310547,2.5371758937835693,0.013688004575669765,0.19532516598701477,4.078188419342041
521.5999999999567,8.5,8.448473930358887,-0.05152606964111328,78.84748077392578,5.534670829772949,79.06734466552734,2.527369737625122,0.01356306578963995,0.19525033235549927,4.125620365142822
521.6999999999567,8.5,8.472331047058105,-0.02766895294189453,79.55977630615234,5.648465156555176,79.47091674804688,2.514434337615967,0.00869949534535408,0.1966431736946106,4.151559829711914
521.7999999999568,8.5,8.496187210083008,-0.0038127899169921875,79.52021026611328,5.711485385894775,80.06377410888672,2.5090925693511963,0.0034836784470826387,0.1975577026605606,4.158761978149414
521.8999999999568,8.5,8.472331047058105,-0.02766895294189453,78.00855255126953,5.730875492095947,80.70816040039062,2.5130419731140137,0.0027309816796332598,0.19982938468456268,4.15047550201416
521.9999999999568,8.5,8.496187210083008,-0.0038127899169921875,75.7806396484375,5.714589595794678,81.31734466552734,2.5175139904022217,0.005274120252579451,0.2046932429075241,4.131313323974609
522.0999999999568,8.5,8.496187210083008,-0.0038127899169921875,74.73989868164062,5.6745123863220215,81.83673858642578,2.519808053970337,0.009207370691001415,0.2091839611530304,4.117397785186768
522.1999999999568,8.5,8.472331047058105,-0.02766895294189453,73.05016326904297,5.623915672302246,82.27703857421875,2.5108375549316406,0.00852139014750719,0.21189388632774353,4.10030460357666
