TDEP
720.852
720.8495
720.8469
720.84436
720.8418
720.8393
720.83673
720.8342
720.83167
720.8291
720.8266
720.82404
720.82153
720.819
720.8164
720.8139
720.81134
720.80884
720.8063
720.8037
720.8012
720.79865
720.79614
720.7936
720.791
720.7885
720.78595
720.78345
720.7808
720.7783
720.7758
720.77325
720.77075
720.7681
720.7656
720.76306
720.76056
720.75806
720.75543
720.7529
720.75037
720.74786
720.74536
720.74274
720.74023
720.7377
720.73517
720.7326
720.73004
720.72754
720.725
720.7225
720.7199
720.71735
720.71484
720.7123
720.7098
720.7072
720.70465
720.70215
720.6996
720.6971
720.6945
720.69196
720.6894
720.6869
720.6844
720.6818
720.67926
720.6767
720.6742
720.67163
720.6691
720.66656
720.664
720.6615
720.65894
720.65643
720.6539
720.6513
720.6488
720.64624
720.64374
720.6412
720.6386
720.6361
720.63354
720.63104
720.6285
720.6259
720.6234
720.62085
720.61835
720.6157
720.6132
720.6107
720.60815
720.60565
720.603
720.6005
720.59796
720.59546
720.59296
720.59033
720.5878
720.58527
720.58276
720.58026
720.57764
720.57513
720.5726
720.57007
720.5675
720.56494
720.56244
720.5599
720.5574
720.5548
720.55225
720.54974
720.5472
720.5447
720.5421
720.53955
720.53705
720.5345
720.532
720.5294
720.52686
720.5243
720.5218
720.5193
720.5167
720.51416
720.5116
720.5091
720.50653
720.504
720.50146
720.4989
720.4964
720.49384
720.49133
720.4888
720.4862
720.4837
720.48114
720.47864
720.4761
720.4735
720.471
720.46844
720.46594
720.4634
720.4608
720.4583
720.45575
720.45325
720.4506
720.4481
720.4456
720.44305
720.44055
720.4379
720.4354
720.43286
720.43036
720.42786
720.42523
720.4227
720.42017
720.41766
720.41516
720.41254
720.41003
720.4075
720.40497
720.4024
720.39984
720.39734
720.3948
720.3923
720.3897
720.38715
720.38464
720.3821
720.3796
720.377
720.37445
720.37195
720.3694
720.3669
720.3643
720.36176
720.3592
720.3567
720.3542
720.3516
720.34906
720.3465
720.344
720.3415
720.3389
720.33636
720.3338
720.3313
720.32874
720.32623
720.32367
720.3211
720.3186
720.31604
720.31354
720.311
