TDEP,HDRA,PEFZ,RHOZ
709.0664,0.14960897,4.9489384,2.061687
709.01556,0.12509203,4.8608556,2.0507777
708.9648,0.10051155,4.7513194,2.0522096
708.914,0.07655513,4.6174455,2.0661955
708.8632,0.05493903,4.4687705,2.0933168
708.8124,0.03553915,4.313428,2.127801
708.7616,0.018594265,4.17251,2.166019
708.7108,0.0060551167,4.045017,2.2091131
708.66,-0.0024850368,3.936283,2.2544255
708.6092,-0.005166769,3.878256,2.3003218
708.5584,-0.0061511993,3.8356137,2.3396204
708.50757,-0.00716424,3.818595,2.3665526
708.4568,-0.008565664,3.8291745,2.3815534
708.406,-0.010286093,3.8519626,2.3866947
708.35516,-0.011038303,3.8756878,2.3890994
708.3044,-0.010221243,3.8852968,2.3930566
708.2536,-0.009039164,3.8814871,2.3978758
708.2028,-0.007923603,3.8744092,2.4026606
708.152,-0.0069618225,3.8649712,2.4077227
708.1012,-0.006842613,3.8558905,2.4117098
708.0504,-0.006750107,3.8465304,2.4156094
707.9996,-0.0063557625,3.834773,2.4197757
707.9488,-0.005969763,3.8228636,2.4236434
707.898,-0.00569129,3.8116367,2.4271295
707.84717,-0.005604744,3.8020558,2.4297814
707.7964,-0.0055959225,3.7977147,2.4309754
707.7456,-0.0056073666,3.7979288,2.430353
707.69476,-0.005539179,3.8002446,2.4281566
707.644,-0.004896164,3.802472,2.4256783
707.5932,-0.0039765835,3.8018243,2.422615
707.5424,-0.0027928352,3.7959929,2.4195135
707.4916,-0.0011737347,3.8007884,2.416978
707.4408,0.0008838177,3.8107495,2.4156022
707.39,0.0025026798,3.8213568,2.4141617
707.3392,0.0036325455,3.8306775,2.413104
707.2884,0.004134655,3.8256445,2.4131641
707.2376,0.004566431,3.8161235,2.416225
707.18677,0.004948139,3.8029811,2.4220483
707.136,0.00508523,3.7920485,2.42899
707.0852,0.0050075054,3.7853355,2.4361155
707.03436,0.0041925907,3.7759023,2.4402778
706.9836,0.00244236,3.7742898,2.4396045
706.9328,0.00017380714,3.7793448,2.4349563
706.882,-0.0018160343,3.7903094,2.428168
706.8312,-0.0030522346,3.808809,2.4212837
706.7804,-0.0039446354,3.8195882,2.413762
706.7296,-0.0044617653,3.830786,2.4054205
706.6788,-0.0047254562,3.8332388,2.3975394
706.628,-0.0049595833,3.8331282,2.389418
706.5772,-0.0050280094,3.8253984,2.3828847
706.52637,-0.005021572,3.8100832,2.3783917
706.4756,-0.004348755,3.784855,2.377968
706.4248,-0.00340271,3.7502735,2.3808374
706.37396,-0.0025761127,3.7180302,2.384725
706.3232,-0.0018999577,3.6904764,2.3892593
706.2724,-0.0015761852,3.663087,2.3940637
706.2216,-0.0011861324,3.6367564,2.3999388
706.1708,-0.00089240074,3.6151967,2.4061565
706.12,-0.0007376671,3.6014795,2.4120111
706.0692,-0.00068068504,3.5962095,2.417211
706.0184,-0.0011997223,3.601921,2.4200242
705.9676,-0.001954317,3.618169,2.4211786
705.9168,-0.002793789,3.6377711,2.4213552
705.86597,-0.0036187172,3.658248,2.4210808
705.8152,-0.0044453144,3.678651,2.4205122
705.7644,-0.0055537224,3.7059593,2.4180038
705.71356,-0.006653309,3.7322667,2.4149919
705.6628,-0.0077061653,3.7557323,2.4118545
705.612,-0.008306742,3.767045,2.4105585
705.5612,-0.007861853,3.7690616,2.4122834
705.5104,-0.0071980953,3.764578,2.4148247
705.4596,-0.0064618587,3.7593167,2.4173949
705.4088,-0.006243229,3.7579362,2.4178412
705.358,-0.006217003,3.760024,2.4169073
705.3072,-0.0062417984,3.7630916,2.415575
705.2564,-0.0063097477,3.7653491,2.4141715
705.20557,-0.006370783,3.7661455,2.4129345
705.1548,-0.0066227913,3.7690403,2.41117
705.104,-0.007300377,3.7711208,2.4089231
705.05316,-0.008038044,3.7740774,2.4066954
705.0024,-0.008765936,3.7752047,2.4048312
704.9516,-0.009083033,3.7743993,2.4041018
704.9008,-0.009341955,3.7710085,2.4038246
704.85,-0.009674072,3.763921,2.4039986
704.7992,-0.0094976425,3.7475255,2.4065075
704.7484,-0.008464336,3.7205946,2.4121954
704.6976,-0.0071675777,3.6904674,2.4187696
704.6468,-0.00572443,3.6753845,2.4247084
704.596,-0.004717827,3.6583836,2.4287298
704.54517,-0.0037443638,3.646838,2.4322
704.4944,-0.0027782917,3.6390848,2.4357576
704.4436,-0.0018885136,3.6412642,2.4386592
704.39276,-0.0011746883,3.6557431,2.4400165
704.342,-0.0009460449,3.6861937,2.438539
704.2912,-0.0017011166,3.7330844,2.4328399
704.2404,-0.0026073456,3.7817366,2.4264235
704.1896,-0.0036787987,3.8162282,2.4198122
704.1388,-0.0039851665,3.8523407,2.4154685
704.088,-0.003971815,3.8738964,2.4130692
704.0372,-0.0038824081,3.889548,2.4110968
703.9864,-0.0035312176,3.8936186,2.4105742
703.9356,-0.0027508736,3.88583,2.4120414
703.88477,-0.0020239353,3.875442,2.4136982
703.834,-0.0011973381,3.861745,2.416204
703.7832,-0.00062155724,3.854611,2.417916
703.7324,-0.0005264282,3.8521037,2.4185963
703.6816,-0.0007722378,3.8498912,2.419158
703.6308,-0.0013313293,3.8555794,2.4187336
703.58,-0.0020382404,3.8615446,2.4183154
703.5292,-0.002825737,3.8683577,2.417865
703.4784,-0.0036439896,3.874528,2.417329
703.4276,-0.004410267,3.8777356,2.4170108
703.3768,-0.0050342083,3.877277,2.4170613
703.326,-0.0052378178,3.871334,2.4180164
703.2752,-0.0049870014,3.8570948,2.4202814
703.22437,-0.0046961308,3.8385494,2.4222624
703.1736,-0.004560232,3.8264835,2.4223657
703.1228,-0.0048213005,3.8169813,2.4203851
703.072,-0.004976034,3.8058734,2.4179835
703.0212,-0.0046036243,3.788545,2.4170907
702.9704,-0.0039076805,3.7628827,2.4177365
702.9196,-0.0032598972,3.7421591,2.4179697
702.8688,-0.0031011105,3.732362,2.4164035
702.818,-0.0036041737,3.7377255,2.4121923
702.7672,-0.0041737556,3.7508295,2.4077806
702.7164,-0.0046823025,3.7624562,2.4046578
702.6656,-0.0047006607,3.775878,2.4037583
702.6148,-0.0047929287,3.7945628,2.4032645
702.56396,-0.005534172,3.8229952,2.4006994
702.5132,-0.006467581,3.8545961,2.3975816
702.4624,-0.007238865,3.8769472,2.395717
702.4116,-0.0077967644,3.887576,2.395043
702.3608,-0.007675171,3.8867497,2.3966653
702.31,-0.0072205067,3.8842943,2.3985465
702.2592,-0.0064218044,3.871449,2.4015057
702.2084,-0.005564213,3.8538814,2.40414
702.1576,-0.004883766,3.8372166,2.4053538
702.1068,-0.004488468,3.8193927,2.4054234
702.05597,-0.004362583,3.8067436,2.4038496
702.0052,-0.0043399334,3.7950647,2.4017653
701.9544,-0.0042569637,3.7794614,2.4004526
701.90356,-0.0042877197,3.76251,2.3993587
701.8528,-0.0047712326,3.7436278,2.3977284
701.802,-0.0055458546,3.729126,2.3952377
701.7512,-0.006547451,3.7150998,2.3924837
701.7004,-0.0075068474,3.6935909,2.3910449
701.6496,-0.008163691,3.6699595,2.391293
701.5988,-0.00859046,3.6438975,2.3932042
701.548,-0.009050369,3.6209068,2.3953438
701.4972,-0.00920248,3.5982547,2.3988197
701.4464,-0.009349346,3.5804129,2.4023807
701.39557,-0.009454727,3.5651834,2.4061482
701.3448,-0.009385824,3.553273,2.4103642
701.294,-0.009421825,3.5507262,2.4135573
701.24316,-0.009373903,3.557675,2.4160173
701.1924,-0.009324312,3.5732684,2.4170442
701.1416,-0.009310007,3.5935183,2.4167013
701.0908,-0.00929451,3.6122425,2.416226
701.04,-0.009515762,3.6329389,2.4145265
700.9892,-0.009616852,3.6492178,2.4130046
700.9384,-0.009836912,3.6675158,2.4106596
700.8876,-0.010291576,3.6886053,2.4070864
700.8368,-0.0104756355,3.701664,2.404655
700.786,-0.0106163025,3.7067392,2.4033859
700.73517,-0.010614157,3.7020874,2.4039989
700.6844,-0.010602713,3.6930661,2.405447
700.6336,-0.010435581,3.6844494,2.4071867
700.58276,-0.010302544,3.677457,2.4085553
700.532,-0.009750128,3.6727414,2.4106936
700.4812,-0.008989811,3.6640952,2.4136722
700.4304,-0.008107662,3.6550212,2.4170668
700.3796,-0.007186413,3.6480603,2.420681
700.3288,-0.0065824986,3.64537,2.4228985
700.278,-0.005856991,3.652141,2.4245284
700.2272,-0.005023718,3.660572,2.426597
700.1764,-0.0041413307,3.6708539,2.4288414
700.1256,-0.0031604767,3.6826541,2.4314592
700.07477,-0.0026447773,3.697433,2.4326782
700.024,-0.0022432804,3.7173212,2.4329352
699.9732,-0.0017311573,3.7325609,2.4336147
699.92236,-0.0011162758,3.7420743,2.43466
699.8716,-0.00020432472,3.7492065,2.436413
699.8208,0.00030303,3.7569368,2.4366143
699.77,0.00041413307,3.7721798,2.4347644
699.7192,0.00015711784,3.7920163,2.4315546
699.6684,-0.0002090931,3.8089056,2.4285867
699.6176,-0.0005273819,3.8206584,2.4269125
699.5668,-0.00091433525,3.8328176,2.4260733
699.516,-0.0019161701,3.8501248,2.4245515
699.4652,-0.003168106,3.875308,2.4230487
699.41437,-0.004502058,3.9048777,2.4220853
699.3636,-0.005662203,3.92772,2.4231977
699.3128,-0.0063934326,3.9381533,2.426877
699.26196,-0.0067546368,3.9390788,2.4319587
699.2112,-0.006699562,3.9363883,2.4373667
699.1604,-0.0065259933,3.93114,2.4415236
699.1096,-0.006042242,3.9171438,2.4448707
699.0588,-0.0049619675,3.897625,2.4471872
699.008,-0.003963709,3.87969,2.4458072
698.9572,-0.0029904842,3.861092,2.4410844
698.9064,-0.0020477772,3.8435488,2.4334872
698.8556,-0.0011165142,3.824882,2.424263
698.8048,-0.00015592575,3.8022363,2.414872
698.75397,0.00025463104,3.7860456,2.4041061
698.7032,0.00022125244,3.781548,2.3927124
698.6524,-0.00021123886,3.7875242,2.3815324
698.60156,-0.0010364056,3.7938166,2.372062
698.5508,-0.0013895035,3.7917492,2.3676457
698.5,-0.0016074181,3.779372,2.367605
698.4492,-0.0017704964,3.7617655,2.3706884
698.3984,-0.002573967,3.7538443,2.3729186
698.3476,-0.0040709972,3.7638953,2.3725736
698.2968,-0.0054831505,3.7780561,2.3721738
698.246,-0.0066239834,3.7914827,2.3723137
698.1952,-0.007309437,3.800883,2.3739085
698.1444,-0.0074994564,3.8182166,2.3759422
698.09357,-0.008034468,3.8507457,2.375354
698.0428,-0.008678436,3.9006848,2.3723667
697.992,-0.00947547,3.963151,2.367302
697.94116,-0.00977397,4.024602,2.3633592
697.8904,-0.009419203,4.075475,2.3621397
697.8396,-0.008888483,4.11908,2.3623288
697.7888,-0.008405209,4.156012,2.3634465
697.738,-0.008375883,4.1932597,2.3634617
697.6872,-0.008639574,4.2271743,2.3623533
697.6364,-0.008759737,4.2450213,2.3626885
697.5856,-0.008967638,4.2501235,2.3643568
697.5348,-0.008885145,4.2409906,2.3685863
697.484,-0.008641481,4.227084,2.3733602
697.43317,-0.008684874,4.213371,2.3762703
697.3824,-0.008962154,4.1993623,2.3770025
697.3316,-0.009181738,4.180281,2.376324
697.28076,-0.008988857,4.1496973,2.3757741
697.23,-0.008170366,4.111441,2.3765705
697.1792,-0.007301092,4.069928,2.3771565
697.1284,-0.0066769123,4.031984,2.3756785
697.0776,-0.0065197945,4.0043354,2.371151
697.0268,-0.0066637993,3.98212,2.3651993
696.976,-0.0066668987,3.9564505,2.3609242
696.9252,-0.0062322617,3.9254727,2.3595705
696.8744,-0.005456686,3.8977306,2.3601298
696.8236,-0.0049152374,3.880483,2.3604589
696.77277,-0.0048980713,3.8700497,2.3598256
696.722,-0.0049512386,3.864752,2.359197
696.6712,-0.004500389,3.8548186,2.3608682
696.62036,-0.0038001537,3.8396988,2.3640924
696.5696,-0.0031251907,3.8230536,2.3679042
696.5188,-0.0030419827,3.8137507,2.3695602
696.468,-0.003494978,3.8142018,2.3690364
696.4172,-0.0042972565,3.8160183,2.3677108
696.3664,-0.0049967766,3.8158832,2.367101
696.3156,-0.005752325,3.8156815,2.366757
696.2648,-0.0067722797,3.8222194,2.3654585
696.214,-0.0077922344,3.8320322,2.3643098
696.1632,-0.00856781,3.8407888,2.3644884
696.11237,-0.0089383125,3.8456318,2.3667498
696.0616,-0.008362532,3.8481712,2.3722706
696.0108,-0.0076720715,3.853528,2.3783746
695.96,-0.006885767,3.8576431,2.3852916
695.9092,-0.0061576366,3.8623438,2.392142
695.8584,-0.005413294,3.8671312,2.3989239
695.8076,-0.004308462,3.8611696,2.407326
695.7568,-0.0031900406,3.8527603,2.4155152
695.706,-0.0020153522,3.838957,2.4237196
695.6552,-0.00084733963,3.840119,2.4306152
695.6044,-0.00050115585,3.8331854,2.4343555
695.5536,-0.00038576126,3.8295736,2.436427
695.5028,-0.00037837029,3.8281245,2.437356
695.45197,-0.00038170815,3.825932,2.437822
695.4012,-0.00018787384,3.8178034,2.4389887
695.3504,-0.00035715103,3.8216357,2.4378092
695.2996,-0.0012712479,3.836132,2.4333982
695.2488,-0.0026266575,3.860198,2.426444
695.198,-0.0042374134,3.8667026,2.4191236
695.1472,-0.005264759,3.8723729,2.4140606
695.0964,-0.0058038235,3.8608754,2.4113817
695.0456,-0.0061125755,3.848648,2.4088748
694.9948,-0.006779909,3.8299894,2.40568
694.944,-0.0076453686,3.8111317,2.401494
694.8932,-0.0082240105,3.780078,2.398792
694.8424,-0.008206844,3.7373679,2.3985536
694.79156,-0.00789547,3.6865942,2.399953
694.7408,-0.007222891,3.6388102,2.402177
694.69,-0.006602049,3.5941718,2.4043696
694.6392,-0.006137371,3.5581136,2.4058774
694.5884,-0.0057623386,3.5212574,2.407826
694.5376,-0.005069256,3.4958458,2.4101567
694.4868,-0.004454851,3.4808397,2.411975
694.436,-0.0043461323,3.4721563,2.4126608
694.3852,-0.00434494,3.4703262,2.413134
694.3344,-0.0045318604,3.4769433,2.4129133
694.28357,-0.0051124096,3.4882355,2.4117074
694.2328,-0.0058739185,3.5084634,2.4092805
694.182,-0.0068542957,3.5338979,2.4058418
694.13116,-0.007827759,3.560063,2.402448
694.0804,-0.008538723,3.5792491,2.4002333
694.0296,-0.008570194,3.5898268,2.4005413
693.9788,-0.008081675,3.5953968,2.4024308
693.928,-0.0075423717,3.599569,2.4041553
693.8772,-0.0069220066,3.5996747,2.4061105
693.8264,-0.006403923,3.6001232,2.4075518
693.7756,-0.0057239532,3.5953925,2.4099035
693.7248,-0.004853964,3.5849254,2.4132507
693.674,-0.0041179657,3.5744734,2.4161065
693.62317,-0.0034604073,3.563068,2.418899
693.5724,-0.0032606125,3.5513637,2.4203942
693.5216,-0.0031261444,3.545722,2.4212358
693.47076,-0.0030546188,3.5448706,2.4215343
693.42,-0.0030059814,3.5482466,2.4213474
693.3692,-0.0028514862,3.5481577,2.421535
693.3184,-0.0027580261,3.5486372,2.4212441
693.2676,-0.0027520657,3.5538158,2.4199948
693.2168,-0.0025541782,3.5576181,2.4190214
693.166,-0.0022656918,3.5617468,2.4176261
693.1152,-0.0018174648,3.564265,2.415883
693.0644,-0.0009937286,3.5790923,2.413544
693.0136,4.696846e-05,3.5919995,2.4106658
692.96277,0.0011281967,3.609521,2.406886
692.912,0.002781868,3.6366453,2.402338
692.8612,0.005637884,3.6727834,2.3977468
692.81036,0.009219646,3.7115254,2.393237
692.7596,0.012250423,3.7528415,2.387104
692.7088,0.013082504,3.7918582,2.3778257
692.658,0.013354063,3.8313603,2.3683236
692.6072,0.012867451,3.8437462,2.359815
692.5564,0.012243271,3.852223,2.353871
692.5056,0.011555195,3.8538988,2.3500745
692.4548,0.010265827,3.8478312,2.3475304
692.404,0.007835388,3.8323975,2.3450994
692.3532,0.0050928593,3.8205578,2.3433607
692.30237,0.002966404,3.811401,2.3426104
692.2516,0.0030488968,3.8103082,2.3441572
692.2008,0.0034451485,3.8149168,2.3444982
692.14996,0.004435301,3.8358922,2.3443012
692.0992,0.005460739,3.8605664,2.3427188
692.0484,0.0063841343,3.888832,2.3401864
691.9976,0.0072336197,3.921549,2.3376994
691.9468,0.0078008175,3.9635506,2.3352528
691.896,0.007890463,4.0033345,2.3331728
691.8452,0.007832289,4.0484824,2.3326597
691.7944,0.0070881844,4.0789227,2.332099
691.7436,0.0063915253,4.110235,2.3333511
691.6928,0.0054643154,4.13822,2.3348055
691.64197,0.0045068264,4.1578617,2.336317
691.5912,0.0035207272,4.1709704,2.3372605
691.5404,0.0022425652,4.181499,2.335957
691.48956,0.00066781044,4.177596,2.3335664
691.4388,-0.00092482567,4.1631145,2.3305168
691.388,-0.0019843578,4.1308804,2.3286316
691.3372,-0.0023756027,4.0990887,2.3294196
691.2864,-0.0025455952,4.0509067,2.3320336
691.2356,-0.0025479794,3.9945827,2.3361468
691.1848,-0.0026741028,3.9456809,2.3398669
691.134,-0.0028514862,3.9057283,2.3429825
691.0832,-0.0028266907,3.870675,2.3464935
691.0324,-0.0022659302,3.84215,2.3505685
690.98157,-0.0013389587,3.8117323,2.3551238
690.9308,-0.0008261204,3.7859447,2.3569467
690.88,-5.0783157e-05,3.783183,2.3563514
690.82916,0.0009224415,3.796486,2.3532763
690.7784,0.0029082298,3.8225932,2.3499277
690.7276,0.0061638355,3.847235,2.3484643
690.6768,0.010457277,3.8670926,2.3488824
690.626,0.014893293,3.8779438,2.3497684
690.5752,0.018107414,3.8852005,2.348749
690.5244,0.019484997,3.891753,2.3456507
690.4736,0.020083904,3.8965578,2.3425806
690.4228,0.019872189,3.884837,2.340554
690.372,0.018743038,3.8634462,2.339385
690.32117,0.016041994,3.8467555,2.3369117
690.2704,0.0117948055,3.8299038,2.3335428
690.2196,0.006573677,3.8150384,2.3297038
690.16876,0.0015182495,3.7985747,2.3279822
