TDEP,AHT90,AHF90
69.7611,1.5996035,1.5927083
69.75348,1.6395838,1.6070112
69.74586,1.6948369,1.6196595
69.73824,1.7835193,1.6294639
69.73062,1.7686694,1.6348569
69.723,1.71232,1.6351136
69.71538,1.64009,1.6296358
69.707756,1.5978862,1.6215076
69.70014,1.6000121,1.6124265
69.69252,1.5908668,1.6064514
69.6849,1.5813079,1.5994469
69.67728,1.5843891,1.593039
69.669655,1.5865101,1.5881908
69.66204,1.5842144,1.5854225
69.65442,1.5772606,1.5850329
69.6468,1.5672798,1.5874898
69.639175,1.5596161,1.5935587
69.63155,1.5501724,1.6046807
69.62394,1.5463005,1.6250257
69.61632,1.5618356,1.6514579
69.608696,1.6118534,1.6830885
69.601074,1.6942909,1.7158736
69.59346,1.7684577,1.7455975
69.58584,1.8529766,1.7811508
69.578224,1.9132972,1.8152108
69.5706,1.9575318,1.844414
69.56298,1.9483557,1.866578
69.55536,1.9270753,1.8778342
69.547745,1.9117476,1.879639
69.54012,1.9020926,1.8730665
69.5325,1.8767223,1.8599371
69.52488,1.855241,1.8414102
69.51726,1.8282472,1.8188729
69.50964,1.8042883,1.7940245
69.50202,1.7721857,1.7684697
69.4944,1.7473098,1.7444429
69.48678,1.7200667,1.7264783
69.47916,1.6943903,1.7045858
69.47154,1.6700841,1.6833364
69.46392,1.6405219,1.6640235
69.4563,1.6312858,1.6497371
69.44868,1.6230863,1.6384729
69.441055,1.6181738,1.6303164
69.43344,1.6170732,1.6248666
69.42582,1.6114414,1.6217912
69.4182,1.607426,1.620915
69.410576,1.608751,1.622359
69.402954,1.6152004,1.6262537
69.39534,1.6242082,1.6325186
69.38772,1.6274273,1.6408424
69.3801,1.6350238,1.6506667
69.372475,1.6628791,1.6597483
69.36485,1.6817379,1.6719431
69.35724,1.7109933,1.6816247
69.34962,1.7293541,1.6891955
69.342,1.7299917,1.6937226
69.33438,1.7477919,1.6946826
69.32676,1.755305,1.6919701
69.319145,1.729385,1.6860274
69.31152,1.6958482,1.6776469
69.3039,1.6738538,1.667437
69.29628,1.6551845,1.6553739
69.28866,1.6442456,1.6388232
69.281044,1.6292543,1.6215423
69.27342,1.6176203,1.6077852
69.2658,1.603494,1.5939816
69.25818,1.5864031,1.5827234
69.25056,1.5703597,1.5688273
69.24294,1.5547875,1.5543551
69.23532,1.5382651,1.5397556
69.2277,1.5111012,1.5260025
69.22008,1.4892825,1.5158035
69.212456,1.4858134,1.5083219
69.20484,1.5009229,1.5027447
69.19722,1.4950042,1.4988217
69.1896,1.4944077,1.4983394
69.18198,1.4786545,1.5018485
69.174355,1.489177,1.5067638
69.16674,1.4871542,1.5136051
69.15912,1.5136684,1.522948
69.1515,1.534206,1.5283788
69.143875,1.5524644,1.5393836
69.13625,1.5805986,1.5492109
69.12864,1.6203548,1.5564535
69.12102,1.6369827,1.5601354
69.113396,1.6282574,1.5599079
69.10578,1.6028149,1.5560788
69.09816,1.5649173,1.5492686
69.09054,1.5460422,1.5401611
69.082924,1.528778,1.5337381
69.0753,1.5180184,1.5248098
69.06768,1.5062798,1.5170951
69.06006,1.4902428,1.5117404
69.052444,1.47163,1.5091995
69.04482,1.5012633,1.5113838
69.0372,1.5419326,1.5177858
69.02958,1.5550706,1.5261508
69.02196,1.5613136,1.5353245
69.01434,1.5623958,1.5443254
69.00672,1.5761164,1.5505393
68.9991,1.5775319,1.552953
68.99148,1.5853335,1.5597041
68.98386,1.591435,1.5672183
68.97624,1.5964955,1.5733515
68.96862,1.6005926,1.5770442
68.961,1.6040797,1.5808301
68.95338,1.6062499,1.584338
68.945755,1.6063299,1.5853779
68.93814,1.59731,1.5865878
68.93052,1.5823797,1.5885609
68.9229,1.5663371,1.5918698
68.915276,1.5444996,1.5972737
68.90765,1.5496598,1.6052448
68.90004,1.5765121,1.6172342
68.89242,1.6175295,1.6320513
68.884796,1.6493778,1.6442701
68.877174,1.6828685,1.6560899
68.86956,1.732551,1.6704365
68.86194,1.7391095,1.683373
68.85432,1.7324759,1.6941841
68.8467,1.721034,1.7025826
68.83908,1.7070158,1.7089776
68.83146,1.6948348,1.7138014
68.823845,1.7102609,1.7170693
68.81622,1.7145638,1.7187974
68.8086,1.7295558,1.7188988
68.80098,1.7490147,1.7166405
68.79336,1.7274854,1.714713
68.78574,1.7212476,1.7145137
68.77812,1.7225971,1.7162275
68.7705,1.7136269,1.7180653
68.76288,1.705199,1.7194109
68.75526,1.6992618,1.7197076
68.74764,1.6793847,1.7191072
68.74002,1.7010839,1.7183104
68.7324,1.7345033,1.717937
68.72478,1.7283857,1.7197543
68.717155,1.7315658,1.7233123
68.70954,1.7450306,1.723322
68.70192,1.7145355,1.7221442
68.6943,1.6876848,1.7202514
68.686676,1.7187208,1.7181412
68.679054,1.7163886,1.7157868
68.67144,1.736645,1.7123579
68.66382,1.7324116,1.7067488
68.6562,1.7498252,1.6979822
68.648575,1.7045366,1.684813
68.64095,1.6604227,1.6765046
68.63334,1.6358649,1.6646498
68.62572,1.5994714,1.6538084
68.618095,1.5674188,1.6453989
68.61048,1.5634544,1.6409446
68.60286,1.5880977,1.6416403
68.595245,1.6132576,1.6469828
68.58762,1.6341379,1.6572657
68.58,1.6592408,1.6660345
68.57238,1.7131745,1.6752605
68.56476,1.7475497,1.6761508
68.557144,1.7905078,1.6693033
68.54952,1.8387892,1.654587
68.5419,1.8590045,1.6315603
68.53428,1.712668,1.5988139
68.52666,1.5807447,1.5559796
68.51904,1.4975412,1.5058532
68.51142,1.4479662,1.4609681
68.5038,1.373699,1.4242839
68.49618,1.3419693,1.3770319
68.488556,1.324937,1.3503147
68.48094,1.324016,1.3322109
68.47332,1.3465449,1.3210498
68.4657,1.3382833,1.3143731
68.45808,1.3187389,1.3113922
68.450455,1.3116584,1.3120052
68.44284,1.2925495,1.3161023
68.43522,1.3010424,1.322921
68.4276,1.3324337,1.3310093
68.419975,1.363723,1.349287
68.41235,1.3946077,1.3604007
68.40474,1.3986794,1.3724601
68.39712,1.440968,1.38187
68.389496,1.4956595,1.396051
68.38188,1.504692,1.4168599
68.37426,1.4831736,1.4372923
68.36664,1.4912192,1.4528704
68.359024,1.4911579,1.4576858
68.3514,1.4721562,1.46262
68.34378,1.455278,1.4668367
68.33616,1.4591156,1.4716501
68.328545,1.4495735,1.470086
68.32092,1.444806,1.4740462
68.3133,1.4421799,1.4761977
68.30568,1.4333802,1.4778391
68.29806,1.4343369,1.4821959
68.29044,1.4697028,1.4905598
68.28282,1.4880103,1.4973058
68.2752,1.4796736,1.4989206
68.26758,1.4903888,1.5034386
68.25996,1.50836,1.508968
68.25234,1.5230975,1.5148317
68.24472,1.5328571,1.516882
68.2371,1.5301065,1.5170859
68.22948,1.5388788,1.51801
68.221855,1.5329912,1.5203342
68.21424,1.5228535,1.5217803
68.20662,1.5342646,1.5225987
68.199,1.5314351,1.5224127
68.191376,1.5184437,1.5246109
68.183754,1.5077674,1.5335959
68.17614,1.5040587,1.547519
68.16852,1.5107703,1.5638524
68.1609,1.5333035,1.5849184
68.153275,1.556842,1.6144416
68.14566,1.6083968,1.6527685
68.13804,1.6957698,1.6964493
68.13042,1.7823318,1.7456228
68.1228,1.8572516,1.798147
68.11518,1.9132826,1.85159
68.10756,1.974657,1.9000213
68.099945,2.0902808,1.9353338
68.09232,2.1577096,1.949898
68.0847,2.4469926,1.9397597
68.07708,2.4182868,1.9045161
68.06946,2.1517124,1.8462905
68.061844,1.8529058,1.77054
68.05422,1.6582768,1.68698
68.0466,1.5327572,1.6047344
68.03898,1.4804643,1.5281036
68.03136,1.4447093,1.4631375
68.02374,1.3959966,1.4028885
68.01612,1.3371218,1.3499905
68.0085,1.273442,1.3055356
68.00088,1.2122695,1.2694199
67.993256,1.1767209,1.2410629
67.98564,1.1719824,1.2200361
67.97802,1.1671977,1.2049329
67.9704,1.1648949,1.2009566
67.962776,1.1894368,1.2080697
67.955154,1.2093481,1.2198323
67.94754,1.2301713,1.2348918
67.93992,1.2542789,1.2522346
67.9323,1.2779784,1.2710385
67.924675,1.3184148,1.2893244
67.91705,1.3489572,1.3094666
67.90944,1.3687938,1.3291209
67.90182,1.3783053,1.3456619
67.894196,1.3894864,1.3597437
67.88658,1.3982333,1.3719425
67.87896,1.3964566,1.3829366
67.87134,1.3918562,1.3934665
67.86372,1.4015847,1.4041592
67.8561,1.4276658,1.4148679
67.84848,1.4390329,1.4236562
67.84086,1.4563895,1.4317862
67.833244,1.4646657,1.439172
67.82562,1.4542578,1.4465398
67.818,1.4532676,1.4533919
67.81038,1.4576157,1.4576454
67.80276,1.4578924,1.4607275
67.79514,1.4607346,1.4635667
67.78752,1.4639031,1.466464
67.7799,1.4623623,1.4691937
67.77228,1.4672936,1.4703538
67.764656,1.4755124,1.4711109
67.75704,1.4859353,1.4711223
67.74942,1.4990429,1.4702775
67.7418,1.5077466,1.4678091
67.73418,1.4901484,1.4635707
67.726555,1.4713045,1.4579406
67.71894,1.458363,1.4512805
67.71132,1.4335837,1.4422765
67.7037,1.4198037,1.4345622
67.696075,1.4185685,1.4257296
67.68845,1.4109455,1.4185785
67.68084,1.4046432,1.4126107
67.67322,1.394916,1.4078608
67.665596,1.3952018,1.4047512
67.657974,1.3902718,1.4036133
67.65036,1.3986666,1.4040387
67.64274,1.4137913,1.4053259
67.635124,1.4243478,1.4052194
67.6275,1.4467577,1.404165
67.61988,1.4421045,1.4025447
67.61226,1.4377202,1.3974371
67.604645,1.4270936,1.3911356
67.59702,1.4006591,1.3848623
67.5894,1.3774209,1.3809032
67.58178,1.358558,1.3754404
67.57416,1.3204857,1.3694327
67.56654,1.311251,1.3634744
67.55892,1.3404245,1.3595296
67.5513,1.361459,1.3563364
67.54368,1.3220266,1.3543581
67.53606,1.3635714,1.3606349
67.52844,1.3481256,1.3661656
67.52082,1.3309467,1.3611387
67.5132,1.3203685,1.3589983
67.50558,1.3122883,1.358041
67.497955,1.3195337,1.3577099
67.49034,1.3326337,1.3572732
67.48272,1.3153092,1.3574983
67.4751,1.326133,1.3558421
67.467476,1.3489686,1.3558286
67.459854,1.374964,1.3562225
67.45224,1.3951691,1.3570701
67.44462,1.4067411,1.3581264
67.437,1.4173037,1.3576026
67.429375,1.4244077,1.3548315
67.42175,1.4166629,1.3573517
67.41414,1.4143536,1.3647977
67.40652,1.4108076,1.3712485
67.3989,1.408543,1.3727052
67.39128,1.4095417,1.3702946
67.38366,1.4016814,1.3664219
67.376045,1.3914808,1.3613107
67.36842,1.3856529,1.355037
67.3608,1.3818477,1.3474221
67.35318,1.351943,1.3442259
67.34556,1.3301083,1.3326634
67.337944,1.3025122,1.3201323
67.33032,1.2741323,1.3108133
67.3227,1.2484812,1.30589
67.31508,1.221654,1.3055239
67.30746,1.2261992,1.3093634
67.29984,1.2610857,1.3168616
67.29222,1.2950687,1.3273281
67.2846,1.344607,1.3393193
67.27698,1.3978832,1.3515708
67.269356,1.4654231,1.3608981
67.26174,1.4984703,1.3650166
67.25412,1.4558698,1.3624946
67.2465,1.4161901,1.3536026
67.23888,1.3733685,1.3398684
67.231255,1.3401507,1.3232225
67.22364,1.3030599,1.3056626
67.21602,1.2732369,1.294056
67.2084,1.2485821,1.2748532
67.200775,1.2158355,1.2600243
67.19315,1.1848282,1.2494996
67.18554,1.1602437,1.2430627
67.17792,1.1831899,1.2417449
67.170296,1.2108188,1.2456357
67.16268,1.2290267,1.253859
67.15506,1.2737803,1.2650821
67.14744,1.312778,1.2787153
67.139824,1.3302033,1.3032442
67.1322,1.3568289,1.3279744
67.12458,1.3716587,1.3423002
67.11696,1.3766714,1.3548647
67.109344,1.4062786,1.3862305
67.10172,1.3823678,1.4200624
67.0941,1.4372376,1.4525279
67.08648,1.52771,1.4631624
67.07886,1.6189544,1.4659019
67.07124,1.6440417,1.4633273
67.06362,1.541958,1.4562924
67.056,1.4915503,1.4462458
67.04838,1.4781023,1.4336455
67.04076,1.3946197,1.4194665
67.03314,1.3980539,1.4031818
67.02552,1.3795557,1.3852638
67.0179,1.3675698,1.370889
67.01028,1.352844,1.3554579
67.002655,1.3356682,1.3398939
66.99504,1.3405485,1.3253913
66.98742,1.3374356,1.311628
66.9798,1.3040838,1.2992857
66.972176,1.2636067,1.2889038
66.964554,1.2279315,1.2750392
66.95694,1.2283332,1.2622144
66.94932,1.2482519,1.2522919
66.941696,1.2586778,1.2459159
66.934074,1.254235,1.2424656
66.92646,1.2451632,1.241965
66.91884,1.2421652,1.2449921
66.91122,1.2288324,1.2524692
66.9036,1.2350094,1.259753
66.89598,1.2532182,1.2684995
66.88836,1.2770282,1.2788762
66.880745,1.3131603,1.2889708
66.87312,1.3296746,1.3008115
66.8655,1.3337907,1.3143843
66.85788,1.3465053,1.325238
66.85026,1.3605672,1.3331767
66.84264,1.365299,1.3387709
66.83502,1.3721087,1.3401572
66.8274,1.3914895,1.3375894
66.81978,1.3639721,1.3341762
66.81216,1.333015,1.3343532
66.80454,1.3389263,1.3294319
66.79692,1.3242198,1.3285649
66.7893,1.3201982,1.3257668
66.78168,1.3043404,1.3241475
66.774055,1.295334,1.3244121
66.76644,1.3093685,1.3279111
66.75882,1.3433508,1.328195
66.7512,1.3793364,1.3250316
66.743576,1.38412,1.326338
66.735954,1.3491516,1.3287725
66.72834,1.3187872,1.332169
66.72072,1.3343055,1.3355663
66.7131,1.30844,1.3372629
66.705475,1.3188329,1.3352171
66.69785,1.357367,1.3234128
66.69024,1.3881278,1.3027264
66.68262,1.3969558,1.2795979
66.674995,1.3213887,1.2513341
66.66738,1.2653645,1.2194128
66.65976,1.2180318,1.1954926
66.652145,1.1931776,1.1651295
66.64452,1.1244878,1.127851
66.6369,1.0606304,1.1012036
66.62928,1.0040703,1.0787797
66.62166,0.9401075,1.0654668
66.614044,0.91046923,1.0699636
66.60642,0.94019574,1.0846186
66.5988,1.0101075,1.1065899
66.59118,1.1149564,1.1332226
66.58356,1.201063,1.1587062
66.57594,1.2793475,1.1915423
66.56832,1.340923,1.2173177
66.5607,1.3243777,1.236374
66.55308,1.1370589,1.247449
66.545456,1.2202648,1.2520672
66.53784,1.2604892,1.2531921
66.53022,1.2106419,1.2540659
66.5226,1.1506915,1.2575126
66.51498,1.214224,1.2672548
66.507355,1.2374527,1.2730083
66.49974,1.271758,1.2702737
66.49212,1.2888885,1.2683831
66.4845,1.2820184,1.2670928
66.476875,1.3002374,1.2652792
66.46925,1.2904412,1.2624154
66.46164,1.2730552,1.2592559
66.45402,1.2426814,1.2562126
66.446396,1.2598248,1.2491213
66.43878,1.2404226,1.2449933
66.43116,1.2386328,1.2404647
66.42354,1.2742963,1.2412143
66.415924,1.243203,1.2410594
66.4083,1.2504219,1.2336134
66.40068,1.2669249,1.2375994
66.39306,1.2637197,1.2343225
66.385445,1.212648,1.2261401
66.37782,1.1833622,1.2095575
66.3702,1.1860522,1.1823801
66.36258,1.213242,1.1534935
66.35496,1.1981453,1.1371962
66.34734,1.1110234,1.1309177
66.33972,1.1073163,1.1108731
66.3321,1.0207757,1.0928383
66.32448,1.1322575,1.0886964
66.31686,1.2348831,1.0855517
66.30924,1.100847,1.0837563
66.30162,1.0796446,1.0846807
66.294,1.0497565,1.0890238
66.28638,1.0027477,1.0946473
66.278755,1.034721,1.097185
66.27114,1.0615158,1.0957718
66.26352,1.0797863,1.0984792
66.2559,1.1317033,1.1295686
66.248276,1.1958771,1.1601782
66.240654,1.2500416,1.1599697
66.23304,1.2890698,1.1833842
66.22542,1.3499937,1.2291646
66.2178,1.3774083,1.2686508
66.210175,1.5640719,1.2924776
66.20256,1.8288139,1.2945733
66.19494,1.8033648,1.2779484
66.18732,1.5363865,1.2558291
66.1797,1.2226193,1.281132
66.17208,1.03293,1.2551405
66.16446,0.94660234,1.249319
66.156845,0.9725169,1.2779642
66.14922,1.2442499,1.3021457
66.1416,1.2468761,1.3230672
66.13398,1.3127309,1.3289022
66.12636,1.4927766,1.3370687
66.118744,1.7744924,1.3647765
66.11112,1.6107349,1.3887498
66.1035,1.3852543,1.4019966
66.09588,1.2808849,1.3363138
66.08826,1.341919,1.2856861
66.08064,1.2592131,1.2833945
66.07302,1.138919,1.2599862
66.0654,1.0328903,1.2330364
66.05778,0.9649473,1.2094661
66.050156,1.0511812,1.2075824
66.04254,1.3053743,1.2406259
66.03492,1.2969491,1.2827629
66.0273,1.4079591,1.3304312
66.01968,1.4110261,1.3742423
66.012054,1.3800881,1.4219081
66.00444,1.5152248,1.4592882
65.99682,1.6696675,1.4833516
65.9892,1.629326,1.4882817
65.981575,1.4943496,1.4706174
65.97395,1.3187088,1.4529608
65.96634,1.4019798,1.4354889
65.95872,1.601294,1.4179348
65.951096,1.6712499,1.40132
65.94348,1.7018782,1.3863697
65.93586,1.4889758,1.3664513
65.92824,1.3029336,1.344249
65.92062,1.1616938,1.3223116
65.913,1.2151473,1.3146582
65.90538,1.2170826,1.3154008
65.89776,1.214176,1.3229935
65.890144,1.288653,1.3336467
65.88252,1.3520513,1.344498
65.8749,1.3111926,1.3541396
65.86728,1.3186649,1.3607339
65.85966,1.3138963,1.3631428
65.85204,1.3317306,1.3631833
65.84442,1.3653827,1.3630904
65.8368,1.3850523,1.3724643
65.82918,1.3984578,1.3725623
65.821556,1.4706314,1.3818055
65.81394,1.5801637,1.3927844
65.80632,1.673676,1.4034523
65.7987,1.6473504,1.4122001
65.79108,1.6004784,1.4175323
65.783455,1.4908673,1.4194463
65.77584,1.4424002,1.4300373
65.76822,1.3591945,1.4117584
65.7606,1.2712605,1.4246169
65.752975,1.2278365,1.4363369
65.74535,1.2447062,1.4536954
