TDEP,BS,RT,GR,NPHI,DCAL,DT
711.4032,8.5,1.7482594,129.73312,0.69164497,-5.6995125,101.702934
711.2508,8.5,1.69002,129.73312,0.69164497,-5.6995125,102.48564
711.0984,8.5,1.6484914,129.73312,0.69164497,-5.6995125,104.169205
710.946,8.5,1.6570077,129.73312,0.69164497,-5.6995125,103.09753
710.7936,8.5,1.7392474,129.73312,0.69164497,-5.6995125,100.95002
710.6412,8.5,1.8744909,129.73312,0.69164497,-5.6995125,99.05385
710.4888,8.5,1.9457088,129.73312,0.69164497,-5.6995125,97.96369
710.33636,8.5,2.020784,129.73312,0.69164497,-5.6995125,98.724525
710.184,8.5,2.079551,129.73312,0.69164497,-5.6995125,98.86835
710.0316,8.5,2.081225,129.73312,0.69164497,-5.6995125,98.89385
709.8792,8.5,2.1298435,129.73312,0.69164497,-5.6995125,99.4478
709.7268,8.5,2.151748,129.73312,0.69164497,-5.6995125,100.10742
709.5744,8.5,2.1212292,129.73312,0.69143516,-5.6766844,100.25128
709.422,8.5,2.0674293,129.73312,0.69164497,-5.6995125,100.13755
709.2696,8.5,2.0632262,129.73312,0.69164497,-5.6995125,99.980095
709.1172,8.5,1.9774995,129.73312,0.69164497,-5.6995125,99.47688
708.9648,8.5,1.8611779,129.73312,0.66962004,-3.302617,98.956
708.8124,8.5,1.6232733,129.73312,0.6387622,-0.15241146,99.29654
708.66,8.5,1.8446006,129.73312,0.6379042,-0.08392906,99.1597
708.50757,8.5,1.8931096,129.73312,0.63776124,-0.07251549,98.98883
708.35516,8.5,1.6960413,129.73312,0.63771355,-0.06871128,99.14382
708.2028,8.5,1.5350052,129.73312,0.6379042,-0.08392906,98.66599
708.0504,8.5,1.4433694,129.73312,0.63761824,-0.06110096,97.50957
707.898,8.5,1.3903694,129.73312,0.63776124,-0.07251549,97.16225
707.7456,8.5,1.408657,129.73312,0.63747525,-0.049687386,97.87772
707.5932,8.5,1.452982,129.73312,0.63761824,-0.06110096,98.23359
707.4408,8.5,1.5083828,129.73312,0.63761824,-0.06110096,99.27455
707.2884,8.5,1.6975251,129.73312,0.63761824,-0.06110096,93.84061
707.136,8.5,2.1327982,129.73312,0.6384762,-0.12958431,91.51104
706.9836,8.5,2.30721,129.73312,0.63761824,-0.06110096,91.927315
706.8312,8.5,1.8984741,129.73312,0.63747525,-0.049687386,93.79364
706.6788,8.5,1.6625345,129.73312,0.63761824,-0.06110096,99.882324
706.52637,8.5,1.5628853,129.73312,0.63747525,-0.049687386,102.632286
706.37396,8.5,1.5997404,129.73312,0.6379042,-0.08392906,103.17712
706.2216,8.5,1.6703392,129.73312,0.63791317,-0.06110096,102.72238
706.0692,8.5,1.729564,129.73312,0.638414,-0.08392906,102.216
705.9168,8.5,1.8096093,129.73312,0.6386889,-0.08392906,101.691055
705.7644,8.5,1.8706325,129.73312,0.5432136,-0.06110096,100.94612
705.612,8.5,1.8795598,129.73312,0.43840194,-0.08392906,100.64281
705.4596,8.5,1.8815376,129.73312,0.34200317,-0.07251549,100.247375
705.3072,8.5,1.8758764,129.73312,0.3348744,-0.03827381,100.08703
705.1548,8.5,1.8945215,129.73312,0.34904334,-0.015446663,99.91371
705.0024,8.5,1.9189734,129.73312,0.33905488,0.007381439,99.643425
704.85,8.5,1.8940176,129.73312,0.34137222,-0.015446663,99.63447
704.6976,8.5,1.8908553,129.73312,0.33811525,-0.026860237,99.12099
704.54517,8.5,1.8965393,129.73312,0.33870363,-0.03827381,98.64722
704.39276,8.5,1.904726,129.73312,0.34054095,-0.049687386,98.3703
704.2404,8.5,1.8959708,129.73312,0.3424626,-0.03827381,98.24013
704.088,8.5,1.8870572,122.03369,0.36035082,-0.049687386,98.44024
703.9356,8.5,1.8948632,114.4725,0.35173202,-0.049687386,98.158356
703.7832,8.5,1.9211546,103.21902,0.33906913,-0.026860237,97.2673
703.6308,8.5,1.94642,103.303734,0.332865,-0.015446663,96.61525
703.4784,8.5,1.9587761,104.04043,0.35131577,0.007381439,96.152985
703.326,8.5,1.9202197,106.616,0.37754488,-0.03827381,97.26407
703.1736,8.5,1.8095605,106.742226,0.37076834,-0.06110096,100.04735
703.0212,8.5,1.6669977,105.24427,0.36795917,-0.03827381,103.81261
702.8688,8.5,1.5655077,105.821754,0.353878,-0.06110096,106.08737
702.7164,8.5,1.5897262,104.49176,0.3531227,-0.06110096,106.31585
702.56396,8.5,1.6822809,102.802185,0.3428091,-0.06110096,105.01526
702.4116,8.5,1.7547342,103.20017,0.34220433,-0.07251549,102.904366
702.2592,8.5,1.758213,97.51578,0.35288292,-0.049687386,102.54083
702.1068,8.5,1.6999328,100.549225,0.36037967,-0.06110096,102.96591
701.9544,8.5,1.660025,100.1643,0.37635228,-0.06110096,104.10405
701.802,8.5,1.64083,106.877014,0.37262198,-0.07251549,105.31113
701.6496,8.5,1.6174005,104.23698,0.37272856,-0.06110096,104.93478
701.4972,8.5,1.6234607,106.48068,0.34211016,-0.06110096,104.72818
701.3448,8.5,1.6433907,103.00478,0.3395611,-0.06110096,103.87374
701.1924,8.5,1.6666088,103.699524,0.32096693,-0.07251549,103.098526
701.04,8.5,1.6925619,97.72098,0.3398051,-0.06110096,102.822105
700.8876,8.5,1.7201886,103.39797,0.34167895,-0.06110096,102.59577
700.73517,8.5,1.7503,98.18765,0.37204382,-0.06110096,102.10788
700.58276,8.5,1.7853265,97.90958,0.35265785,-0.06110096,101.504906
700.4304,8.5,1.8186413,92.093544,0.34928915,-0.08392906,101.15897
700.278,8.5,1.8393171,94.52488,0.3353673,-0.06110096,100.6853
700.1256,8.5,1.8636225,95.49813,0.3315443,-0.06110096,99.64127
699.9732,8.5,1.9080321,100.61941,0.32189646,-0.03827381,100.21046
699.8208,8.5,1.8694639,104.106575,0.34299368,-0.06110096,101.24471
699.6684,8.5,1.8176322,104.52368,0.35711104,-0.06110096,99.71753
699.516,8.5,1.9274194,100.00887,0.34760982,-0.08392906,99.26096
699.3636,8.5,2.1181564,94.993256,0.31102538,-0.08392906,96.1085
699.2112,8.5,2.3399634,91.71354,0.27740687,-0.08392906,91.4226
699.0588,8.5,2.5590882,94.86105,0.27749765,-0.08392906,94.32486
698.9064,8.5,2.1457117,100.002174,0.32216167,-0.06110096,97.05277
698.75397,8.5,1.7073013,105.50647,0.3810376,-0.03827381,100.91723
698.60156,8.5,1.5589164,102.03057,0.4278962,0.23565769,106.205925
698.4492,8.5,1.5651925,101.05792,0.3920597,-0.026860237,106.20927
698.2968,8.5,1.5519283,99.667564,0.37606654,-0.015446663,105.86071
698.1444,8.5,1.5461196,104.92761,0.36188442,-0.015446663,105.39126
697.992,8.5,1.5256358,107.2854,0.38710132,-0.03827381,104.662506
697.8396,8.5,1.5300767,111.59552,0.39407736,-0.03827381,104.50249
697.6872,8.5,1.5496721,109.67233,0.379048,-0.03827381,101.626884
697.5348,8.5,1.6395838,104.118706,0.3662392,-0.06110096,99.04483
697.3824,8.5,1.7835193,96.19364,0.3514942,-0.049687386,99.576164
697.23,8.5,1.71232,91.586205,0.37623483,-0.03827381,99.93803
697.0776,8.5,1.5978862,98.4183,0.4050725,-0.049687386,101.9216
696.9252,8.5,1.5908668,102.84613,0.42168772,-0.03827381,103.727005
696.77277,8.5,1.5843891,104.394775,0.4239516,-0.03827381,103.84049
696.62036,8.5,1.5842144,103.954346,0.4059551,-0.03827381,103.66099
696.468,8.5,1.5672798,111.90073,0.41728994,0.018795013,103.929596
696.3156,8.5,1.5501724,117.601204,0.40464473,0.018795013,104.98807
696.1632,8.5,1.5618356,115.51697,0.40213713,-0.03827381,103.204094
696.0108,8.5,1.6942909,107.73095,0.3611548,-0.049687386,100.25289
695.8584,8.5,1.8529766,105.7619,0.34499946,-0.06110096,98.18202
695.706,8.5,1.9575318,105.50585,0.33594334,-0.049687386,95.588356
695.5536,8.5,1.9270753,107.56869,0.3493708,-0.06110096,95.4568
695.4012,8.5,1.9020926,106.3399,0.3364949,-0.04588318,96.85833
695.2488,8.5,1.855241,110.76443,0.34217775,-0.049687386,98.03279
695.0964,8.5,1.8042883,117.87798,0.34889546,-0.03827381,99.81713
694.944,8.5,1.7473098,116.76569,0.3468742,-0.049687386,101.35988
694.79156,8.5,1.6943903,108.98453,0.3276442,-0.03827381,103.232925
694.6392,8.5,1.6405219,99.11295,0.34406623,-0.03827381,105.06489
694.4868,8.5,1.6230863,100.75928,0.3654747,-0.03827381,106.59278
694.3344,8.5,1.6170732,99.66675,0.37205967,-0.03827381,107.14005
694.182,8.5,1.607426,95.75519,0.36002833,-0.03827381,106.725395
694.0296,8.5,1.6152004,94.108864,0.35912186,-0.03827381,106.425545
693.8772,8.5,1.6274273,96.31299,0.35555243,-0.06110096,105.37321
693.7248,8.5,1.6628791,98.97323,0.34290007,-0.049687386,104.67366
693.5724,8.5,1.7109933,98.556114,0.32700345,-0.049687386,103.52338
693.42,8.5,1.7299917,98.00031,0.33427966,-0.049687386,102.544334
693.2676,8.5,1.755305,99.39068,0.34767953,-0.026860237,102.05702
693.1152,8.5,1.6958482,97.84143,0.34339333,-0.015446663,102.24511
692.96277,8.5,1.6551845,97.58347,0.36924517,-0.015446663,102.957886
692.81036,8.5,1.6292543,95.89502,0.34900895,-0.015446663,103.59574
692.658,8.5,1.603494,99.668846,0.3691778,-0.004032135,104.12405
692.5056,8.5,1.5703597,104.651085,0.35584626,-0.015446663,104.38499
692.3532,8.5,1.5382651,104.81014,0.37143767,-0.015446663,104.79635
692.2008,8.5,1.4892825,104.54333,0.38015452,-0.026860237,105.06691
692.0484,8.5,1.5009229,98.031685,0.40505493,-0.015446663,105.4331
691.896,8.5,1.4944077,96.62208,0.40764755,-0.026860237,105.82978
691.7436,8.5,1.489177,93.69107,0.39928365,-0.015446663,105.91959
691.5912,8.5,1.5136684,100.48061,0.37575227,-0.026860237,105.89637
691.4388,8.5,1.5524644,100.91696,0.39307094,-0.004032135,105.494545
691.2864,8.5,1.6203548,102.42521,0.40360197,-0.015446663,105.72177
691.134,8.5,1.6282574,99.667725,0.41353342,-0.03827381,106.40701
690.98157,8.5,1.5649173,97.72122,0.41775048,-0.03827381,107.46394
690.82916,8.5,1.528778,97.44332,0.43198478,-0.049687386,107.92687
690.6768,8.5,1.5062798,94.10645,0.44693166,-0.049687386,108.28102
690.5244,8.5,1.47163,102.147224,0.43688312,-0.03827381,108.04361
690.372,8.5,1.5419326,102.02917,0.3759272,0.018795013,107.94024
690.2196,8.5,1.5613136,107.011925,0.35856003,-0.026860237,108.289314
690.0672,8.5,1.5761164,102.308014,0.3459382,-0.03827381,108.39266
689.9148,8.5,1.5853335,102.565025,0.38227564,-0.03827381,108.13123
689.7624,8.5,1.5964955,101.753334,0.38341042,-0.03827381,107.567955
689.61,8.5,1.6040797,103.97791,0.37026456,-0.026860237,107.28377
689.4576,8.5,1.6063299,101.900856,0.36612242,-0.026860237,107.73132
689.3052,8.5,1.5823797,103.68518,0.37945276,-0.026860237,108.921455
689.1528,8.5,1.5444996,104.24133,0.3896644,-0.03827381,109.00887
689.00037,8.5,1.5765121,107.42999,0.39502436,-0.026860237,109.14094
688.84796,8.5,1.6493778,104.11627,0.37833014,-0.026860237,108.17112
688.6956,8.5,1.732551,107.59217,0.36689654,-0.03827381,106.28209
688.5432,8.5,1.7324759,105.64688,0.367842,-0.03827381,106.16783
688.3908,8.5,1.7070158,102.86616,0.3468862,-0.015446663,105.46483
688.2384,8.5,1.7102609,100.17217,0.33790198,0.47534657,104.72257
688.086,8.5,1.7295558,103.923805,0.3692352,0.12151909,105.16841
687.9336,8.5,1.7274854,104.897064,0.38547987,0.13293266,104.5149
687.7812,8.5,1.7225971,97.42347,0.38491318,0.07586384,105.16614
687.6288,8.5,1.705199,90.77262,0.36147717,-0.06110096,105.86805
687.4764,8.5,1.6793847,88.13094,0.34001285,-0.03827381,105.61623
687.324,8.5,1.7345033,90.21518,0.3377754,-0.049687386,105.18699
687.1716,8.5,1.7315658,91.4665,0.33346832,-0.049687386,104.691826
687.01917,8.5,1.7145355,96.58933,0.34392282,-0.049687386,104.22903
686.8668,8.5,1.7187208,97.16473,0.33240294,-0.06110096,104.0374
686.7144,8.5,1.736645,93.393585,0.32282117,-0.03827381,103.73149
686.562,8.5,1.7498252,86.1852,0.3045553,-0.049687386,104.085594
686.4096,8.5,1.6604227,83.38662,0.33646306,-0.049687386,105.03197
686.2572,8.5,1.5994714,85.07221,0.34193224,-0.049687386,105.689705
686.1048,8.5,1.5634544,88.75071,0.3651543,-0.049687386,104.89194
685.9524,8.5,1.6132576,92.10544,0.3494558,-0.06110096,104.92016
685.8,8.5,1.6592408,97.50626,0.354302,-0.03827381,102.64526
685.6476,8.5,1.7475497,99.52824,0.37373632,-0.06110096,101.78019
685.4952,8.5,1.8387892,100.14728,0.36620218,-0.049687386,103.06038
685.3428,8.5,1.712668,99.05657,0.36157522,-0.026860237,104.590164
685.19037,8.5,1.4975412,100.84237,0.36009791,-0.06110096,108.82202
685.03796,8.5,1.373699,100.362366,0.39543632,0.463933,115.83722
684.8856,8.5,1.324937,98.67408,0.41403982,0.6845999,118.24252
684.7332,8.5,1.3465449,93.551414,0.42336363,0.29272652,118.46714
684.5808,8.5,1.3187389,95.75458,0.39665976,0.33838177,118.85871
684.4284,8.5,1.2925495,96.191536,0.38624367,0.21282959,115.454254
684.276,8.5,1.3324337,95.47833,0.35543478,0.6008978,113.472664
684.1236,8.5,1.3946077,94.52649,0.3654941,0.463933,111.1993
683.9712,8.5,1.440968,94.52649,0.35738763,0.3726225,109.805984
683.8188,8.5,1.504692,96.88863,0.3781394,0.36120892,109.489845
683.6664,8.5,1.4912192,96.88863,0.38757473,0.3954506,109.42007
683.514,8.5,1.4721562,96.03483,0.40289196,0.5210018,109.04491
683.3616,8.5,1.4591156,98.13987,0.40582576,0.5210018,110.27639
683.20917,8.5,1.444806,97.70223,0.39443767,0.5324154,112.10701
683.05676,8.5,1.4333802,97.705444,0.38311836,0.3041401,111.608315
682.9044,8.5,1.4697028,96.57305,0.36639303,0.09869099,110.89001
682.752,8.5,1.4796736,96.59359,0.34298024,0.22424412,109.57943
682.5996,8.5,1.50836,96.17352,0.3581611,0.09869099,108.75615
682.4472,8.5,1.5328571,93.55194,0.3718323,0.13293266,108.88001
682.2948,8.5,1.5388788,94.0872,0.3958641,0.19000244,108.516685
682.1424,8.5,1.5228535,97.69336,0.38404268,-0.004032135,108.11323
681.99,8.5,1.5314351,102.95498,0.36061683,0.007381439,108.50777
681.8376,8.5,1.5077674,102.28069,0.35664034,0.007381439,108.23347
681.6852,8.5,1.5107703,102.28721,0.36997357,-0.004032135,108.24627
681.5328,8.5,1.556842,95.63523,0.3765158,-0.015446663,108.01152
681.3804,8.5,1.6957698,95.75372,0.3500523,-0.03827381,103.646484
681.22797,8.5,1.8572516,92.43844,0.32688567,-0.03827381,103.01385
681.07556,8.5,1.974657,96.311424,0.2838029,-0.06110096,98.159004
680.9232,8.5,2.1577096,96.471,0.27449483,-0.07251549,92.607956
680.7708,8.5,2.4182868,102.86666,0.28402072,-0.049687386,94.37347
680.6184,8.5,1.8529058,106.47934,0.34790197,-0.049687386,94.41711
680.466,8.5,1.5327572,107.17452,0.4334885,-0.03827381,98.90535
680.3136,8.5,1.4447093,103.6773,0.43710637,-0.03827381,108.730736
680.1612,8.5,1.3371218,99.200096,0.4266613,-0.026860237,110.72942
680.0088,8.5,1.2122695,101.1466,0.37966108,-0.015446663,113.135185
679.8564,8.5,1.1719824,101.285545,0.3675902,0.030208588,115.59872
679.704,8.5,1.1648949,104.950806,0.3590957,0.25848484,116.17215
679.5516,8.5,1.2093481,102.58719,0.3445973,0.07586384,115.3928
679.3992,8.5,1.2542789,103.42089,0.35582516,0.041622162,114.09682
679.24677,8.5,1.3184148,100.08402,0.36836347,-0.03827381,112.937965
679.0944,8.5,1.3687938,100.677246,0.41093162,-0.026860237,111.364746
678.942,8.5,1.3894864,95.67507,0.4038968,-0.03827381,111.55391
678.7896,8.5,1.3964566,94.14567,0.39068598,-0.03827381,111.55901
678.6372,8.5,1.4015847,93.13534,0.35468587,-0.06110096,111.13993
678.4848,8.5,1.4390329,96.748024,0.3645535,-0.03827381,111.143234
678.3324,8.5,1.4646657,103.00466,0.359647,-0.049687386,110.50228
678.18,8.5,1.4532676,105.207306,0.37552643,-0.03827381,110.10075
678.0276,8.5,1.4578924,106.062584,0.38348246,-0.049687386,110.28185
677.8752,8.5,1.4639031,104.65046,0.41730887,-0.10675621,110.12496
677.7228,8.5,1.4672936,101.89167,0.41158998,-0.08392906,109.940186
677.5704,8.5,1.4859353,97.56265,0.4274747,-0.07251549,109.02342
677.41797,8.5,1.5077466,97.306335,0.39601892,-0.08392906,108.518845
677.26556,8.5,1.4713045,97.58441,0.39510483,-0.06110096,109.11067
677.1132,8.5,1.4335837,96.194916,0.3994059,-0.07251549,109.78989
676.9608,8.5,1.4185685,91.59481,0.42144403,-0.06110096,111.155365
676.8084,8.5,1.4046432,92.289986,0.4095897,-0.06110096,110.877716
676.656,8.5,1.3952018,91.595245,0.41284838,-0.03827381,110.910194
676.5036,8.5,1.3986666,98.837036,0.4229466,0.25848484,111.28246
676.3512,8.5,1.4243478,100.900475,0.43070653,0.19000244,111.82563
676.1988,8.5,1.4421045,110.789635,0.4384278,0.48676014,112.32016
676.0464,8.5,1.4270936,108.55115,0.44076595,1.5824842,113.64432
675.894,8.5,1.3774209,106.62675,0.46709508,1.7080355,114.828156
675.7416,8.5,1.3204857,101.18398,0.435413,2.061863,115.770256
675.5892,8.5,1.3404245,99.52945,0.4068026,2.9977942,118.673
675.43677,8.5,1.3220266,94.923225,0.3931396,2.3814487,116.9293
675.28436,8.5,1.3481256,95.63877,0.3833476,1.5140018,114.0523
675.132,8.5,1.3203685,96.75106,0.368883,0.97755337,113.106964
674.9796,8.5,1.3195337,102.86484,0.3421002,0.32696724,108.707436
674.8272,8.5,1.3153092,103.003876,0.35788217,0.09869099,110.194084
674.6748,8.5,1.3489686,103.39923,0.4010848,-0.004032135,110.47476
674.5224,8.5,1.3951691,105.08951,0.4378718,-0.06110096,110.92812
674.37,8.5,1.4173037,105.76337,0.43689376,-0.049687386,110.76029
674.2176,8.5,1.4166629,106.758385,0.4226975,0.030208588,110.59135
674.0652,8.5,1.4108076,103.26176,0.39666545,0.030208588,109.473595
673.9128,8.5,1.4095417,103.83923,0.39475703,0.007381439,108.58219
673.7604,8.5,1.3914808,104.81049,0.36801305,-0.049687386,108.68278
673.608,8.5,1.3818477,103.579895,0.40687114,0.007381439,109.066025
673.45557,8.5,1.3301083,102.86349,0.4085893,-0.004032135,109.92239
673.30316,8.5,1.2741323,96.33077,0.41574875,0.007381439,112.16338
673.1508,8.5,1.221654,102.4246,0.39113662,0.21282959,113.34659
672.9984,8.5,1.2610857,102.67043,0.41523892,-0.03827381,111.59652
672.846,8.5,1.344607,102.929436,0.38370332,-0.049687386,109.49888
672.6936,8.5,1.4654231,97.808846,0.4012274,-0.03827381,108.51363
672.5412,8.5,1.4558698,101.03674,0.3978183,-0.015446663,108.31974
672.3888,8.5,1.3733685,105.08786,0.46948847,-0.03827381,110.68465
672.2364,8.5,1.3030599,104.37257,0.4620655,0.007381439,113.56187
672.084,8.5,1.2485821,97.1661,0.47078645,0.007381439,115.27576
671.9316,8.5,1.1848282,96.31082,0.4657922,0.05303669,115.59651
671.7792,8.5,1.1831899,99.11166,0.48079795,0.84058857,116.00773
671.6268,8.5,1.2290267,104.39502,0.47183388,0.40686417,116.20123
671.47437,8.5,1.312778,104.39502,0.46729884,0.007381439,115.9737
671.322,8.5,1.3568289,102.30947,0.45209044,-0.015446663,111.78293
671.1696,8.5,1.3766714,98.95249,0.40444878,-0.015446663,109.479324
671.0172,8.5,1.3823678,96.420586,0.35541463,-0.026860237,105.71346
670.8648,8.5,1.52771,91.137215,0.33167902,-0.03827381,105.31239
670.7124,8.5,1.6440417,92.964806,0.40218344,-0.03827381,107.96765
670.56,8.5,1.4915503,99.38729,0.41152114,-0.03827381,110.49515
670.4076,8.5,1.3946197,106.33909,0.41352773,-0.03827381,113.49533
670.2552,8.5,1.3795557,109.42106,0.38960832,-0.015446663,112.2995
670.1028,8.5,1.352844,106.364174,0.43729213,-0.049687386,111.716484
669.9504,8.5,1.3405485,108.58875,0.45763,-0.049687386,113.4966
669.798,8.5,1.3040838,108.26455,0.47584993,-0.06110096,114.3513
669.64557,8.5,1.2279315,110.0936,0.4504986,-0.06110096,115.320335
669.49316,8.5,1.2482519,109.81552,0.4650623,-0.03827381,117.07423
669.3408,8.5,1.254235,110.92712,0.44581082,-0.049687386,116.49749
669.1884,8.5,1.2421652,106.47797,0.4417366,-0.03827381,115.83675
669.036,8.5,1.2350094,102.70353,0.43729657,-0.03827381,114.35993
668.8836,8.5,1.2770282,102.17105,0.41071814,-0.053491592,114.04227
668.7312,8.5,1.3296746,103.26272,0.41916037,0.068255424,114.031525
668.5788,8.5,1.3465053,107.87136,0.36936015,-0.06110096,117.078766
668.4264,8.5,1.365299,104.584145,0.38189012,0.22424412,118.337265
668.274,8.5,1.3914895,109.47104,0.3795592,-0.06110096,118.662994
668.1216,8.5,1.333015,106.94663,0.42377445,-0.049687386,119.57747
667.9692,8.5,1.3242198,111.62421,0.45150647,-0.03827381,119.17365
667.8168,8.5,1.3043404,110.90579,0.4424271,-0.03827381,118.15842
667.66437,8.5,1.3093685,113.63015,0.41278735,-0.03827381,119.93067
667.51196,8.5,1.3793364,113.35207,0.41268674,-0.03827381,119.24072
667.3596,8.5,1.3491516,109.48229,0.3983288,0.12912846,118.28748
667.2072,8.5,1.3343055,110.509575,0.4250064,-0.015446663,118.88089
667.0548,8.5,1.3188329,108.98017,0.44036594,-0.004032135,119.1203
666.9024,8.5,1.3881278,115.031555,0.4636301,-0.015446663,121.19208
666.75,8.5,1.3213887,114.47576,0.47956297,-0.03827381,121.46533
666.5976,8.5,1.2180318,113.085396,0.4327791,0.16717434,116.84573
666.4452,8.5,1.1244878,112.59546,0.4353742,0.09869099,119.00084
666.2928,8.5,1.0040703,113.707054,0.4399249,1.3085537,121.88481
666.1404,8.5,0.91046923,113.84609,0.44354382,0.9547262,123.67409
665.988,8.5,1.0101075,111.73758,0.43058756,0.29272652,124.904724
665.8356,8.5,1.201063,105.505394,0.38443872,-0.026860237,120.37929
665.68317,8.5,1.340923,102.84308,0.40381837,-0.06110096,115.11133
665.53076,8.5,1.1370589,98.277855,0.40227106,-0.06110096,110.208275
665.3784,8.5,1.2604892,97.56256,0.40319356,-0.06110096,113.819016
665.226,8.5,1.1506915,100.363914,0.4063606,-0.06110096,113.75341
665.0736,8.5,1.2374527,102.82751,0.40976804,-0.06110096,113.44035
664.9212,8.5,1.2888885,106.87966,0.42789352,-0.049687386,113.347
664.7688,8.5,1.3002374,107.69099,0.42799652,-0.026860237,114.12476
664.6164,8.5,1.2730552,110.093666,0.43162748,-0.03827381,115.32669
664.464,8.5,1.2598248,107.43101,0.4289195,0.73786354,116.29313
664.3116,8.5,1.2386328,108.67805,0.42811188,0.82917404,118.21379
