TDEP,HCAL
699.9732,8.461726
699.9478,8.450313
699.92236,8.461726
699.897,8.450313
699.8716,8.438899
699.8462,8.450313
699.8208,8.438899
699.7954,8.450313
699.77,8.438899
699.74457,8.438899
699.7192,8.438899
699.6938,8.4274845
699.6684,8.438899
699.643,8.438899
699.6176,8.4274845
699.59216,8.4274845
699.5668,8.416071
699.5414,8.416071
699.516,8.416071
699.4906,8.416071
699.4652,8.416071
699.4398,8.438899
699.41437,8.438899
699.389,8.416071
699.3636,8.416071
699.3382,8.416071
699.3128,8.416071
699.2874,8.416071
699.26196,8.404657
699.2366,8.416071
699.2112,8.416071
699.1858,8.416071
699.1604,8.404657
699.135,8.416071
699.1096,8.416071
699.08417,8.416071
699.0588,8.416071
699.0334,8.416071
699.008,8.416071
698.9826,8.416071
698.9572,8.4274845
698.93176,8.416071
698.9064,8.438899
698.881,8.438899
698.8556,8.438899
698.8302,8.4274845
698.8048,8.4274845
698.7794,8.450313
698.75397,8.461726
698.7286,8.450313
698.7032,8.541622
698.6778,8.56445
698.6524,8.598691
698.627,8.80414
698.60156,8.735658
698.5762,8.632933
698.5508,8.518795
698.5254,8.495968
698.5,8.484553
698.4746,8.484553
698.4492,8.47314
698.42377,8.484553
698.3984,8.484553
698.373,8.484553
698.3476,8.47314
698.3222,8.484553
698.2968,8.484553
698.27136,8.47314
698.246,8.461726
698.2206,8.484553
698.1952,8.507381
698.1698,8.484553
698.1444,8.484553
698.119,8.484553
698.09357,8.484553
698.0682,8.484553
698.0428,8.484553
698.0174,8.47314
697.992,8.461726
697.9666,8.461726
697.94116,8.461726
697.9158,8.461726
697.8904,8.461726
697.865,8.450313
697.8396,8.461726
697.8142,8.461726
697.7888,8.461726
697.76337,8.461726
697.738,8.461726
697.7126,8.450313
697.6872,8.461726
697.6618,8.450313
697.6364,8.461726
697.61096,8.461726
697.5856,8.461726
697.5602,8.461726
697.5348,8.438899
697.5094,8.461726
697.484,8.438899
697.4586,8.438899
697.43317,8.461726
697.4078,8.461726
697.3824,8.450313
697.357,8.450313
697.3316,8.438899
697.3062,8.450313
697.28076,8.450313
697.2554,8.461726
697.23,8.461726
697.2046,8.461726
697.1792,8.450313
697.1538,8.450313
697.1284,8.450313
697.10297,8.450313
697.0776,8.450313
697.0522,8.461726
697.0268,8.461726
697.0014,8.461726
696.976,8.450313
696.95056,8.461726
696.9252,8.461726
696.8998,8.47314
696.8744,8.47314
696.849,8.47314
696.8236,8.47314
696.7982,8.461726
696.77277,8.461726
696.7474,8.461726
696.722,8.461726
696.6966,8.461726
696.6712,8.461726
696.6458,8.461726
696.62036,8.461726
696.595,8.47314
696.5696,8.47314
696.5442,8.461726
696.5188,8.47314
696.4934,8.518795
696.468,8.518795
696.44257,8.575864
696.4172,8.667174
696.3918,8.71283
696.3664,8.724244
696.341,8.632933
696.3156,8.518795
696.29016,8.495968
696.2648,8.47314
696.2394,8.461726
696.214,8.47314
696.1886,8.461726
696.1632,8.461726
696.1378,8.461726
696.11237,8.461726
696.087,8.461726
696.0616,8.461726
696.0362,8.461726
696.0108,8.450313
695.9854,8.461726
695.96,8.461726
695.9346,8.461726
695.9092,8.450313
695.8838,8.461726
695.8584,8.438899
695.833,8.461726
695.8076,8.450313
695.78217,8.438899
695.7568,8.461726
695.7314,8.450313
695.706,8.450313
695.6806,8.450313
695.6552,8.438899
695.6298,8.450313
695.6044,8.450313
695.579,8.438899
695.5536,8.438899
695.5282,8.438899
695.5028,8.438899
695.4774,8.438899
695.45197,8.438899
695.4266,8.438899
695.4012,8.454117
695.3758,8.438899
695.3504,8.438899
695.325,8.438899
695.2996,8.438899
695.2742,8.438899
695.2488,8.450313
695.2234,8.438899
695.198,8.446508
695.1726,8.438899
695.1472,8.461726
695.12177,8.450313
695.0964,8.461726
695.071,8.450313
695.0456,8.461726
695.0202,8.461726
694.9948,8.438899
694.9694,8.461726
694.944,8.450313
694.9186,8.461726
694.8932,8.461726
694.8678,8.461726
694.8424,8.461726
694.817,8.461726
694.79156,8.461726
694.7662,8.461726
694.7408,8.461726
694.7154,8.454117
694.69,8.461726
694.6646,8.450313
694.6392,8.461726
694.6138,8.461726
694.5884,8.461726
694.563,8.438899
694.5376,8.461726
694.5122,8.450313
694.4868,8.461726
694.46136,8.438899
694.436,8.450313
694.4106,8.450313
694.3852,8.461726
694.3598,8.461726
694.3344,8.461726
694.309,8.450313
694.28357,8.461726
694.2582,8.461726
694.2328,8.461726
694.2074,8.450313
694.182,8.461726
694.1566,8.450313
694.13116,8.461726
694.1058,8.461726
694.0804,8.450313
694.055,8.461726
694.0296,8.461726
694.0042,8.461726
693.9788,8.450313
693.95337,8.461726
693.928,8.438899
693.9026,8.438899
693.8772,8.438899
693.8518,8.454117
693.8264,8.461726
693.80096,8.461726
693.7756,8.461726
693.7502,8.461726
693.7248,8.450313
693.6994,8.450313
693.674,8.461726
693.6486,8.461726
693.62317,8.461726
693.5978,8.461726
693.5724,8.450313
693.547,8.461726
693.5216,8.438899
693.4962,8.461726
693.47076,8.450313
693.4454,8.461726
693.42,8.450313
693.3946,8.450313
693.3692,8.450313
693.3438,8.461726
693.3184,8.461726
693.29297,8.461726
693.2676,8.47314
693.2422,8.461726
693.2168,8.65576
693.1914,8.632933
693.166,8.587277
693.14056,8.518795
693.1152,8.484553
693.0898,8.484553
693.0644,8.495968
693.039,8.484553
693.0136,8.484553
692.9882,8.495968
692.96277,8.484553
692.9374,8.484553
692.912,8.507381
692.8866,8.495968
692.8612,8.495968
692.8358,8.507381
692.81036,8.484553
692.785,8.495968
692.7596,8.495968
692.7342,8.507381
692.7088,8.507381
692.6834,8.495968
692.658,8.495968
692.63257,8.484553
692.6072,8.484553
692.5818,8.495968
692.5564,8.484553
692.531,8.484553
692.5056,8.484553
692.48016,8.484553
692.4548,8.484553
692.4294,8.484553
692.404,8.461726
692.3786,8.484553
692.3532,8.484553
692.3278,8.461726
692.30237,8.461726
692.277,8.461726
692.2516,8.461726
692.2262,8.507381
692.2008,8.47314
692.1754,8.450313
692.14996,8.461726
692.1246,8.461726
692.0992,8.47314
692.0738,8.47314
692.0484,8.484553
692.023,8.484553
691.9976,8.47314
691.97217,8.484553
691.9468,8.47314
691.9214,8.484553
691.896,8.47314
691.8706,8.47314
691.8452,8.47314
691.81976,8.47314
691.7944,8.461726
691.769,8.461726
691.7436,8.484553
691.7182,8.461726
691.6928,8.461726
691.6674,8.47314
691.64197,8.461726
691.6166,8.47314
691.5912,8.47314
691.5658,8.461726
691.5404,8.461726
691.515,8.461726
691.48956,8.47314
691.4642,8.47314
691.4388,8.495968
691.4134,8.47314
691.388,8.484553
691.3626,8.47314
691.3372,8.484553
691.31177,8.484553
691.2864,8.484553
691.261,8.47314
691.2356,8.484553
691.2102,8.484553
691.1848,8.47314
691.15936,8.461726
691.134,8.461726
691.1086,8.461726
691.0832,8.461726
691.0578,8.461726
691.0324,8.461726
691.007,8.461726
690.98157,8.461726
690.9562,8.461726
690.9308,8.461726
690.9054,8.446508
690.88,8.461726
690.8546,8.461726
690.82916,8.450313
690.8038,8.461726
690.7784,8.461726
690.753,8.454117
690.7276,8.450313
690.7022,8.450313
690.6768,8.450313
690.65137,8.461726
690.626,8.450313
690.6006,8.461726
690.5752,8.461726
690.5498,8.461726
690.5244,8.461726
690.49896,8.461726
690.4736,8.461726
690.4482,8.461726
690.4228,8.461726
690.3974,8.484553
690.372,8.518795
690.3466,8.507381
690.32117,8.484553
690.2958,8.484553
690.2704,8.47314
690.245,8.461726
690.2196,8.47314
690.1942,8.461726
690.16876,8.461726
690.1434,8.461726
690.118,8.461726
690.0926,8.461726
690.0672,8.461726
690.0418,8.461726
690.0164,8.461726
689.99097,8.461726
689.9656,8.461726
689.9402,8.461726
689.9148,8.461726
689.8894,8.461726
689.864,8.461726
689.83856,8.461726
689.8132,8.461726
689.7878,8.461726
689.7624,8.461726
689.737,8.461726
689.7116,8.47314
689.6862,8.47314
689.66077,8.484553
689.6354,8.47314
689.61,8.47314
689.5846,8.47314
689.5592,8.461726
689.5338,8.461726
689.50836,8.461726
689.483,8.47314
689.4576,8.47314
689.4322,8.47314
689.4068,8.484553
689.3814,8.47314
689.356,8.461726
689.33057,8.47314
689.3052,8.47314
689.2798,8.47314
689.2544,8.461726
689.229,8.47314
689.2036,8.461726
689.17816,8.461726
689.1528,8.461726
689.1274,8.47314
689.102,8.461726
689.0766,8.461726
689.0512,8.461726
689.0258,8.47314
689.00037,8.47314
688.975,8.461726
688.9496,8.484553
688.9242,8.530209
688.8988,8.461726
688.8734,8.484553
688.84796,8.47314
688.8226,8.461726
688.7972,8.47314
688.7718,8.461726
688.7464,8.461726
688.721,8.461726
688.6956,8.461726
688.67017,8.461726
688.6448,8.450313
688.6194,8.461726
688.594,8.47314
688.5686,8.47314
688.5432,8.461726
688.51776,8.461726
688.4924,8.461726
688.467,8.461726
688.4416,8.47314
688.4162,8.461726
688.3908,8.484553
688.3654,8.598691
688.33997,8.781313
688.3146,8.861209
688.2892,8.918278
688.2638,8.941106
688.2384,8.975347
688.213,8.998175
688.1876,8.98676
688.1622,8.941106
688.1368,8.849795
688.1114,8.735658
688.086,8.621519
688.0606,8.495968
688.0352,8.404657
688.00977,8.416071
687.9844,8.450313
687.959,8.56445
687.9336,8.632933
687.9082,8.507381
687.8828,8.47314
687.8574,8.47314
687.832,8.495968
687.8066,8.56445
687.7812,8.575864
687.7558,8.530209
687.7304,8.461726
687.705,8.461726
687.67957,8.438899
687.6542,8.431289
687.6288,8.438899
687.6034,8.438899
687.578,8.461726
687.5526,8.461726
687.5272,8.461726
687.5018,8.450313
687.4764,8.461726
687.451,8.450313
687.4256,8.461726
687.4002,8.461726
687.3748,8.461726
687.34937,8.438899
687.324,8.450313
687.2986,8.450313
687.2732,8.438899
687.2478,8.450313
687.2224,8.450313
687.197,8.438899
687.1716,8.450313
687.1462,8.450313
687.1208,8.438899
687.0954,8.450313
687.07,8.438899
687.0446,8.438899
687.01917,8.450313
686.9938,8.438899
686.9684,8.438899
686.943,8.450313
686.9176,8.438899
686.8922,8.438899
686.8668,8.438899
686.8414,8.438899
686.816,8.450313
686.7906,8.438899
686.7652,8.438899
686.7398,8.450313
686.7144,8.461726
686.68896,8.461726
686.6636,8.438899
686.6382,8.461726
686.6128,8.438899
686.5874,8.461726
686.562,8.450313
686.5366,8.450313
686.51117,8.450313
686.4858,8.450313
686.4604,8.450313
686.435,8.461726
686.4096,8.450313
686.3842,8.450313
686.35876,8.438899
686.3334,8.450313
686.308,8.438899
686.2826,8.438899
686.2572,8.450313
686.2318,8.450313
686.2064,8.450313
686.18097,8.450313
686.1556,8.438899
