Curva,Poco
TDEP,P_907
ITTT,P_907
BHVT,P_907
AHVT,P_907
ITT,P_907
BHV,P_907
AHV,P_907
MMK,P_907
GR,P_907
SP,P_907
BSZ,P_907
TENS,P_907
CALI,P_907
DRHO,P_907
WF11,P_907
PE,P_907
HMRS,P_907
HDRS,P_907
DTC,P_907
RHOB,P_907
NPHI,P_907
