Curva,Poco
TDEP,3-BRSA-889-SE
GR,3-BRSA-889-SE
NPHI,3-BRSA-889-SE
RHOB,3-BRSA-889-SE
DRHO,3-BRSA-889-SE
PE,3-BRSA-889-SE
CALI,3-BRSA-889-SE
BHVT,3-BRSA-889-SE
AHVT,3-BRSA-889-SE
DTC,3-BRSA-889-SE
SP,3-BRSA-889-SE
HDRS,3-BRSA-889-SE
HMRS,3-BRSA-889-SE
HDCN,3-BRSA-889-SE
HMCN,3-BRSA-889-SE
ITTT,3-BRSA-889-SE
WF11,3-BRSA-889-SE
TENS,3-BRSA-889-SE
BSZ,3-BRSA-889-SE
