Curva,Poco
TDEP,P_605
BS,P_605
TENS,P_605
SP,P_605
GR,P_605
NPHI,P_605
TIME,P_605
IHV,P_605
ICV,P_605
DT,P_605
TDEP,P_605
TIME,P_605
HCAL,P_605
TDEP,P_605
AHTCO90,P_605
AHF30,P_605
TIME,P_605
AHF90,P_605
TDEP,P_605
DSOZ,P_605
HDRA,P_605
PEFZ,P_605
RHOZ,P_605
RXOZ,P_605
TIME,P_605
RSOZ,P_605
