Curva,Poco
TDEP,P_897
DTC,P_897
SP,P_897
HDRS,P_897
HMRS,P_897
HDCN,P_897
HMCN,P_897
ITTT,P_897
WF11,P_897
GR,P_897
CALI,P_897
BHVT,P_897
AHVT,P_897
NPHI,P_897
RHOB,P_897
DRHO,P_897
PE,P_897
TENS,P_897
CS,P_897
BSZ,P_897
MMK,P_897
