Curva,Poco
TDEP,P_912
BSZ,P_912
DRHO,P_912
PE,P_912
RHOB,P_912
BHVT,P_912
AHVT,P_912
BHV,P_912
AHV,P_912
CALI,P_912
NPHI,P_912
MMK,P_912
TENS,P_912
GR,P_912
SP,P_912
LLS,P_912
LLD,P_912
ITTT,P_912
ITT,P_912
DTC,P_912
