Curva,Poco
TDEP,P_3-BRSA-907-SE
ITTT,P_3-BRSA-907-SE
BHVT,P_3-BRSA-907-SE
AHVT,P_3-BRSA-907-SE
ITT,P_3-BRSA-907-SE
BHV,P_3-BRSA-907-SE
AHV,P_3-BRSA-907-SE
MMK,P_3-BRSA-907-SE
GR,P_3-BRSA-907-SE
SP,P_3-BRSA-907-SE
BSZ,P_3-BRSA-907-SE
TENS,P_3-BRSA-907-SE
CALI,P_3-BRSA-907-SE
DRHO,P_3-BRSA-907-SE
WF11,P_3-BRSA-907-SE
PE,P_3-BRSA-907-SE
HMRS,P_3-BRSA-907-SE
HDRS,P_3-BRSA-907-SE
DTC,P_3-BRSA-907-SE
RHOB,P_3-BRSA-907-SE
NPHI,P_3-BRSA-907-SE
