Curva,Poco
TDEP,P_889
GR,P_889
NPHI,P_889
RHOB,P_889
DRHO,P_889
PE,P_889
CALI,P_889
BHVT,P_889
AHVT,P_889
DTC,P_889
SP,P_889
HDRS,P_889
HMRS,P_889
HDCN,P_889
HMCN,P_889
ITTT,P_889
WF11,P_889
TENS,P_889
BSZ,P_889
