Curva,Poco
TDEP,P_3-BRSA-897-SE
DTC,P_3-BRSA-897-SE
SP,P_3-BRSA-897-SE
HDRS,P_3-BRSA-897-SE
HMRS,P_3-BRSA-897-SE
HDCN,P_3-BRSA-897-SE
HMCN,P_3-BRSA-897-SE
ITTT,P_3-BRSA-897-SE
WF11,P_3-BRSA-897-SE
GR,P_3-BRSA-897-SE
CALI,P_3-BRSA-897-SE
BHVT,P_3-BRSA-897-SE
AHVT,P_3-BRSA-897-SE
NPHI,P_3-BRSA-897-SE
RHOB,P_3-BRSA-897-SE
DRHO,P_3-BRSA-897-SE
PE,P_3-BRSA-897-SE
TENS,P_3-BRSA-897-SE
CS,P_3-BRSA-897-SE
BSZ,P_3-BRSA-897-SE
MMK,P_3-BRSA-897-SE
