Curva,Poco
TDEP,P_900
GR,P_900
TENS,P_900
LSPD,P_900
BS,P_900
MMK,P_900
NPHI,P_900
NCPS,P_900
FCPS,P_900
CALI,P_900
BHVT,P_900
AHVT,P_900
RHOB,P_900
DRHO,P_900
PE,P_900
HDRS,P_900
HMRS,P_900
HDCN,P_900
HMCN,P_900
DTC,P_900
ITTT,P_900
