Profundidade,Topo,Base,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,Log10_RESD,DT,RHOB,DRHO,NPHI,PE,Litologia
299.2,False,False,CREME,ACASTANHADO,,,8.5,9.604718208312988,1.1047182083129885,101.47740936279295,0.0019890498369932,-2.701354335196335,110.9795913696289,2.3858954906463623,-0.0750955790281295,0.4772884547710418,7.303059101104736,DOLOMITO
299.3,False,False,CREME,ACASTANHADO,,,8.5,9.903785705566406,1.4037857055664062,103.87493896484376,0.0027507795020937,-2.560544220537942,119.6887664794922,2.41245698928833,0.0830283015966415,0.47175332903862,4.194794178009033,DOLOMITO
304.7,False,False,CREME,ACASTANHADO,,,8.5,9.574811935424805,1.074811935424805,102.83550262451172,8.572330474853516,0.933098905328114,106.5637664794922,2.422202110290528,0.1060896590352058,0.3379753828048706,3.666994333267212,DOLOMITO
304.8,False,False,CREME,ACASTANHADO,,,8.5,9.507521629333496,1.007521629333496,105.67308044433594,10.779273986816406,1.0325895109307333,105.5198974609375,2.444663524627685,0.0629483237862587,0.3169432878494262,3.676213502883911,DOLOMITO
304.9,False,False,CREME,ACASTANHADO,,,8.5,9.48509120941162,0.9850912094116212,108.52582550048828,11.729530334472656,1.0692806227523166,105.01631927490234,2.446774244308472,0.0434367097914218,0.3025632202625274,3.652786493301392,DOLOMITO
305.0,False,False,CREME,ACASTANHADO,,,8.5,9.477615356445312,0.9776153564453124,110.43777465820312,11.02439785003662,1.0423548777273535,105.0887680053711,2.451510190963745,0.0424238890409469,0.2952942550182342,4.0014753341674805,DOLOMITO
305.1,False,False,CREME,ACASTANHADO,,,8.5,9.455184936523438,0.9551849365234376,110.52881622314452,9.268467903137209,0.9670079503036486,105.4607162475586,2.4549906253814697,0.0427987985312938,0.2886515855789184,4.235572338104248,DOLOMITO
305.2,False,False,CREME,ACASTANHADO,,,8.5,9.440231323242188,0.9402313232421876,108.70791625976562,8.160674095153809,0.9117260342090092,105.6505126953125,2.4631710052490234,0.0414175726473331,0.2817743718624115,3.9359359741210938,DOLOMITO
305.3,False,False,CREME,ACASTANHADO,,,8.5,9.43275547027588,0.9327554702758788,104.68675231933594,7.749821186065674,0.8892916820158754,105.37347412109376,2.474601984024048,0.0371555089950561,0.2763647735118866,4.066318988800049,DOLOMITO
305.4,False,False,CREME,ACASTANHADO,,,8.5,9.43275547027588,0.9327554702758788,100.04344940185548,7.657609939575195,0.8840932406478046,104.6602020263672,2.487008810043335,0.0332220830023288,0.2720216512680053,4.02890682220459,DOLOMITO
305.5,False,False,CREME,ACASTANHADO,,,8.5,9.40284824371338,0.9028482437133788,98.05563354492188,7.827152729034424,0.8936038081688981,103.86785888671876,2.4917538166046143,0.0285071581602096,0.2714039981365204,4.118866920471191,DOLOMITO
305.6,False,False,CREME,ACASTANHADO,,,8.5,9.40284824371338,0.9028482437133788,97.90388488769533,8.134135246276855,0.9103113891434921,103.38724517822266,2.4839203357696533,0.0232897996902465,0.2693437337875366,3.951406478881836,DOLOMITO
305.7,False,False,CREME,ACASTANHADO,,,8.5,9.40284824371338,0.9028482437133788,100.51384735107422,8.278794288635254,0.9179670913837628,103.45357513427734,2.47021222114563,0.0195220075547695,0.2689550220966339,3.8233723640441895,DOLOMITO
305.8,False,False,CREME,ACASTANHADO,,,8.5,9.387895584106444,0.8878955841064453,104.39844512939452,8.404202461242676,0.9244965062209894,104.08724212646484,2.4571549892425537,0.0188570953905582,0.2730186283588409,3.700065851211548,DOLOMITO
305.9,False,False,CREME,ACASTANHADO,,,8.5,9.38041877746582,0.8804187774658203,105.99173736572266,8.554368019104004,0.9321879301887424,105.21224212646484,2.453315258026123,0.0229984130710363,0.2805628776550293,3.898539066314697,DOLOMITO
306.0,False,False,CREME,ACASTANHADO,,,8.5,9.36546516418457,0.8654651641845703,107.03116607666016,8.242916107177734,0.9160808798054659,106.57704162597656,2.4542036056518555,0.0281831547617912,0.2906093299388885,4.006081581115723,DOLOMITO
306.1,False,False,CREME,ACASTANHADO,,,8.5,9.36546516418457,0.8654651641845703,107.0463409423828,7.929056644439697,0.8992215204216489,107.93009948730467,2.4575583934783936,0.0326716415584087,0.2937268912792206,3.9436793327331534,DOLOMITO
306.2,False,False,CREME,ACASTANHADO,,,8.5,9.38041877746582,0.8804187774658203,106.77320098876952,8.215163230895996,0.9146161970556973,109.00816345214844,2.45237135887146,0.0329180508852005,0.2954130470752716,3.850086927413941,DOLOMITO
306.3,False,False,CREME,ACASTANHADO,,,8.5,9.387895584106444,0.8878955841064453,108.6548080444336,8.00088882446289,0.9031382357566523,109.68775939941406,2.445671319961548,0.0297896340489387,0.2971578538417816,3.876405715942383,DOLOMITO
306.4,False,False,CREME,ACASTANHADO,,,8.5,9.40284824371338,0.9028482437133788,111.2344207763672,8.027135848999023,0.9045606129171501,109.9688720703125,2.436263084411621,0.0231460090726614,0.3027709424495697,3.453002452850342,DOLOMITO
306.5,False,False,CREME,ACASTANHADO,,,8.5,9.40284824371338,0.9028482437133788,113.41950225830078,8.08984661102295,0.9079402871724879,109.99031066894533,2.434520483016968,0.0166740901768207,0.3089250028133392,3.653759479522705,DOLOMITO
306.6,False,False,CREME,ACASTANHADO,,,8.5,9.387895584106444,0.8878955841064453,113.87472534179688,8.313915252685547,0.9198055932422902,109.8494873046875,2.431741237640381,0.0121830832213163,0.3091492056846618,3.7107551097869873,DOLOMITO
306.7,False,False,CREME,ACASTANHADO,,,8.5,9.410325050354004,0.910325050354004,112.25109100341795,8.437273979187012,0.9262021519538509,109.62857818603516,2.430215120315552,0.0114131160080432,0.3084469437599182,3.933302164077759,DOLOMITO
306.8,False,False,CREME,ACASTANHADO,,,8.5,9.425278663635254,0.925278663635254,109.34523010253906,8.400101661682129,0.9242845421143103,109.41172790527344,2.426338195800781,0.0110888481140136,0.3060660064220428,4.054414749145508,DOLOMITO
306.9,False,False,CREME,ACASTANHADO,,,8.5,9.440231323242188,0.9402313232421876,106.59870147705078,8.28571605682373,0.9183300463811086,109.25662994384766,2.426840543746948,0.0117929838597774,0.3067523241043091,3.966404438018799,DOLOMITO
307.0,False,False,CREME,ACASTANHADO,,,8.5,9.462661743164062,0.9626617431640624,104.94471740722656,7.865077495574951,0.8957030061372795,109.29337310791016,2.426567554473877,0.0101644834503531,0.3082657754421234,3.855061054229736,DOLOMITO
307.1,False,False,CREME,ACASTANHADO,,,8.5,9.477615356445312,0.9776153564453124,103.92424774169922,7.145633697509766,0.8540407494500147,109.52296447753906,2.427591323852539,0.0120514510199427,0.3124295175075531,3.5362861156463623,DOLOMITO
307.2,False,False,CREME,ACASTANHADO,,,8.5,9.48509120941162,0.9850912094116212,104.85746002197266,6.936205863952637,0.8411219743545262,109.94183349609376,2.426308870315552,0.0152191370725631,0.3211268186569214,4.002624034881592,DOLOMITO
