Poço,Profundidade,UnidadeF,UnidadeM,UnidadeC,TopoUnidade,BaseUnidade,Topo,Base,Litologia,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,Log10_RESD,DT,RHOB,DRHO,NPHI,PE,interpolada,PE.1
1-BRSA-459-SE,122.6,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,8.5,9.675869464874268,1.1758694648742676,116.8162841796875,11.958967208862305,1.077693675065474,130.25909423828125,2.363613247871399,-0.0067269802093505,0.3649742007255554,3.294000744819641,True,
1-BRSA-459-SE,122.7,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,8.5,9.70090103149414,1.2009010314941406,119.7496109008789,11.807772636413574,1.07216798203811,130.5775146484375,2.3658342361450195,-0.0057651996612548,0.3513270318508148,3.3363356590271,False,
1-BRSA-459-SE,122.8,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,8.5,9.690888404846191,1.1908884048461914,114.28617095947266,11.140680313110352,1.0469117121311116,127.93275451660156,2.366248369216919,-0.0029270648956298,0.3500963449478149,3.411564826965332,False,
1-BRSA-459-SE,122.9,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,8.5,9.660850524902344,1.1608505249023438,113.9178237915039,10.986901760101318,1.040875241268618,128.48157501220703,2.3652414083480835,-0.0017043352127074,0.3474164754152297,3.424540877342224,True,
1-BRSA-459-SE,123.0,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,8.5,9.630812644958496,1.130812644958496,113.54947662353516,10.833123207092283,1.034753682485179,129.0303955078125,2.364234447479248,-0.0004816055297851,0.3447366058826446,3.437516927719116,False,
1-BRSA-459-SE,123.1,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,8.5,9.580748558044434,1.0807485580444336,110.88495635986328,11.464505195617676,1.0593553154593194,131.64585876464844,2.357424736022949,-0.0017228126525878,0.3531698882579803,3.389466047286988,False,
1-BRSA-459-SE,123.2,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,8.5,9.580748558044434,1.0807485580444336,113.081298828125,11.810439109802246,1.072266044897077,131.22164916992188,2.350645661354065,-0.0038626194000243,0.3662816286087036,3.3588727712631226,True,
1-BRSA-459-SE,123.3,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,8.5,9.580748558044434,1.0807485580444336,115.27764129638672,12.156373023986816,1.0848040181414944,130.7974395751953,2.3438665866851807,-0.0060024261474609,0.3793933689594269,3.328279495239258,False,
1-BRSA-459-SE,125.6,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CREME,ESBRANQUICADO,,,8.5,9.400520324707031,0.9005203247070312,50.79899597167969,24.17996025085449,1.3834555825938704,106.28844451904295,2.3495190143585205,-0.0021231174468994,0.2272267192602157,3.0146491527557373,False,
1-BRSA-459-SE,125.7,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CREME,ESBRANQUICADO,,,8.5,9.400520324707031,0.9005203247070312,47.1395263671875,23.550222396850582,1.3719950127502205,106.26939392089844,2.2999749183654785,-0.0045528411865234,0.2399900257587433,2.885394096374512,False,
1-BRSA-459-SE,125.8,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CREME,ESBRANQUICADO,,,8.5,9.460596561431885,0.9605965614318848,50.88207817077637,24.613322257995605,1.391170237877318,106.46067810058594,2.288719415664673,-0.0033997297286987,0.2534356564283371,2.888806700706482,True,
1-BRSA-459-SE,125.9,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CREME,ESBRANQUICADO,,,8.5,9.520672798156738,1.0206727981567385,54.624629974365234,25.676422119140625,1.4095345068512557,106.65196228027344,2.277463912963867,-0.002246618270874,0.2668812870979309,2.892219305038452,False,
1-BRSA-459-SE,126.0,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CREME,ESBRANQUICADO,,,8.5,9.320419311523438,0.8204193115234375,59.928958892822266,30.64149475097656,1.4863099471964345,103.21675872802734,2.269735336303711,-0.0015385150909423,0.2920871675014496,2.943490505218506,False,
1-BRSA-459-SE,126.1,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CREME,ESBRANQUICADO,,,8.5,9.25533676147461,0.7553367614746094,62.25629234313965,28.3556489944458,1.452639591720098,103.70746231079102,2.2647433280944824,0.0016590356826782,0.299480527639389,2.928430199623108,True,
1-BRSA-459-SE,126.2,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CREME,ESBRANQUICADO,,,8.5,9.19025421142578,0.6902542114257812,64.58362579345703,26.06980323791504,1.4161377533390147,104.19816589355467,2.259751319885254,0.0048565864562988,0.3068738877773285,2.91336989402771,False,
1-BRSA-459-SE,126.3,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CREME,ESBRANQUICADO,,,8.5,9.21027946472168,0.7102794647216797,66.3995590209961,26.433408737182617,1.422153171466628,107.0112762451172,2.242156505584717,0.0016884803771972,0.285317450761795,2.8282570838928223,False,
