Poço,Profundidade,UnidadeF,UnidadeM,UnidadeC,TopoUnidade,BaseUnidade,Topo,Base,Litologia,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,DRHO,DT,GR,RESD,Log10_RESD,NPHI,PE,PE.1,RHOB,interpolada
1-BRSA-645-SE,718.0,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.651098251342772,1.4010982513427734,0.1104237213730812,113.16632080078124,113.58350372314452,2.028989315032959,0.3072797599784205,0.3745948374271393,3.3326995372772217,3.251725912094116,2.3103301525115967,False
1-BRSA-645-SE,718.1,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.467418670654297,1.2174186706542969,0.1136282905936241,113.34745025634766,111.19725036621094,2.0481581687927246,0.3113634919431787,0.3642629981040954,3.326976537704468,3.167361259460449,2.331849813461304,False
1-BRSA-645-SE,718.2,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.32548713684082,1.0754871368408203,0.1224890649318695,113.20306396484376,109.4292449951172,2.0692269802093506,0.31580813244710254,0.362385630607605,3.355436325073242,3.393620729446411,2.360408306121826,False
1-BRSA-645-SE,718.3,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.17520523071289,0.9252052307128906,0.1261963099241256,113.125,108.88072967529295,2.088995933532715,0.3199375945777132,0.3671503663063049,3.392329216003418,3.468003034591675,2.388563632965088,False
1-BRSA-645-SE,718.4,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.317136764526367,1.0671367645263672,0.1202498376369476,113.3306121826172,109.69371795654295,2.106865644454956,0.323636841383002,0.3656704425811767,3.4200899600982666,3.3574378490448,2.400246381759644,False
1-BRSA-645-SE,718.5,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.317136764526367,1.0671367645263672,0.1106142997741699,113.84183502197266,110.51436614990234,2.1234889030456543,0.3270499957911999,0.3644413352012634,3.4424984455108643,3.364887952804565,2.394111633300781,False
1-BRSA-645-SE,718.6,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.225298881530762,0.9752988815307616,0.1035279259085655,114.6545867919922,111.88438415527344,2.139523983001709,0.3303171590727789,0.3621343672275543,3.441501379013061,3.481130123138428,2.36358380317688,False
1-BRSA-645-SE,718.7,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.091713905334473,0.8417139053344727,0.0906433537602424,114.87652587890624,112.3895263671875,2.15624737739563,0.33369858419321075,0.3637054562568664,3.434532403945923,3.613205909729004,2.321756601333618,False
1-BRSA-645-SE,718.8,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,12.816197395324709,0.566197395324707,0.0681748315691948,114.6255111694336,112.2415542602539,2.17722749710083,0.33790381056316465,0.3594188690185547,3.4182488918304443,3.214693784713745,2.2955267429351807,False
1-BRSA-645-SE,718.9,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,12.791150093078612,0.5411500930786133,0.0413240529596805,113.77754974365234,112.72118377685548,2.205782175064087,0.34356262286459693,0.3542297780513763,3.3928964138031006,3.354184627532959,2.300313949584961,False
1-BRSA-645-SE,719.0,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,12.782801628112791,0.532801628112793,0.0292549710720777,112.39693450927734,112.97120666503906,2.242509603500366,0.35073431157712653,0.3502845764160156,3.365562438964844,3.333091259002685,2.338707447052002,False
1-BRSA-645-SE,719.1,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,12.741056442260742,0.4910564422607422,0.0282985661178827,110.72755432128906,112.62168884277344,2.2887673377990723,0.3596016471762503,0.3508462905883789,3.3320226669311523,3.451375722885132,2.367698431015014,False
1-BRSA-645-SE,719.2,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,12.76610279083252,0.5161027908325195,0.0394515581429004,108.7561264038086,112.29853057861328,2.340304374694824,0.3692723444417531,0.3508490324020386,3.313020706176758,3.3320889472961426,2.380913257598877,False
1-BRSA-645-SE,719.3,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,12.732707977294922,0.4827079772949219,0.0625415444374084,107.14286041259766,110.72186279296876,2.3903419971466064,0.3784600418886561,0.3489527404308319,3.30652928352356,3.3074138164520264,2.376054048538208,False
1-BRSA-645-SE,719.4,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,12.741056442260742,0.4910564422607422,0.1038954928517341,106.29948425292967,109.1035385131836,2.432833909988404,0.38611246057993037,0.345512330532074,3.3271186351776123,3.5407214164733887,2.373152732849121,False
1-BRSA-645-SE,719.9,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.53421115875244,1.2842111587524414,0.1404746770858764,116.4454116821289,111.51105499267578,2.16080379486084,0.3346153338995329,0.384388655424118,3.311684846878052,3.19748330116272,2.301391124725342,False
1-BRSA-645-SE,720.2,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.73458766937256,1.4845876693725586,0.1221578791737556,123.02754974365234,114.13286590576172,1.877641201019287,0.2736126064046642,0.423437625169754,3.24141001701355,3.311097383499145,2.282299280166626,False
1-BRSA-645-SE,720.3,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.567606925964355,1.3176069259643557,0.1081340163946151,123.7545928955078,115.26051330566406,1.8147777318954468,0.2588234416462918,0.4352952837944031,3.199763774871826,3.296272039413452,2.257544040679932,False
1-BRSA-645-SE,720.4,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.59265422821045,1.3426542282104492,0.0992071256041526,123.6198959350586,116.52677917480467,1.76217520236969,0.24604908548334634,0.4361452460289001,3.150023460388184,3.032163381576538,2.2257955074310303,False
1-BRSA-645-SE,720.5,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.52586269378662,1.275862693786621,0.09823639690876,122.77142333984376,116.37710571289062,1.7163598537445068,0.23460834768006036,0.4314311444759369,3.106983423233032,3.1950337886810303,2.19641637802124,False
1-BRSA-645-SE,720.6,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.550909996032717,1.3009099960327148,0.109044998884201,119.60765075683594,117.05828094482422,1.6759074926376345,0.2242500426082197,0.4236332178115845,3.0917651653289795,2.9790914058685303,2.18300461769104,False
1-BRSA-645-SE,720.7,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.59265422821045,1.3426542282104492,0.1167265400290489,114.18672943115234,117.68843841552734,1.6400891542434692,0.21486745667183324,0.4224139153957367,3.087554931640625,3.107062816619873,2.1874024868011475,False
1-BRSA-645-SE,720.8,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.567606925964355,1.3176069259643557,0.1198862716555595,108.5,116.865234375,1.6085829734802246,0.20644346747312578,0.4204932749271393,3.0829310417175293,3.324751138687134,2.207080364227295,False
1-BRSA-645-SE,721.3,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.659446716308594,1.4094467163085938,0.1059129536151886,124.89642333984376,125.7622528076172,1.554765701293945,0.19166495136810607,0.460806280374527,3.0690741539001465,2.987510681152344,2.2302937507629395,False
1-BRSA-645-SE,721.4,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.250346183776855,1.0003461837768557,0.0988145023584365,126.81785583496094,129.20216369628906,1.5597938299179075,0.19306719806841832,0.4687316119670868,3.1163275241851807,2.9853522777557373,2.232058525085449,False
1-BRSA-645-SE,721.5,RIACHU,TAQUAR,,False,False,False,False,FOLHELHO,CINZA,ESCURO,,,12.25,13.02492332458496,0.7749233245849609,0.0874418169260025,128.48316955566406,130.46246337890625,1.5565965175628662,0.1921760545048102,0.4619005024433136,3.168093204498291,3.23521375656128,2.2308266162872314,False
