Poço,Profundidade,UnidadeF,UnidadeM,UnidadeC,TopoUnidade,BaseUnidade,Topo,Base,Litologia,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,Log10_RESD,DT,RHOB,DRHO,NPHI,PE,interpolada
1-BRSA-605-SE,261.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,ESBRANQUICADO,MEDIO,SUBANGULAR,8.5,9.137826,0.63782597,82.20281,6.9478445,0.8418500899207638,114.079666,1.9120076894760127,0.0878064632415771,0.45721817,6.3093695640563965,False
1-BRSA-605-SE,261.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,ESBRANQUICADO,MEDIO,SUBANGULAR,8.5,9.6204655,1.120465285,85.204325,6.92926775,0.8406873429903436,122.250498,1.987711727619171,0.1133776903152465,0.421175525,5.339285612106323,True
1-BRSA-605-SE,271.9,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.975815,1.4758148,97.42133,7.148093,0.8541901942426824,97.73169,2.383622169494629,-0.0031988620758056,0.24430649,3.1752140522003174,False
1-BRSA-605-SE,272.0,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.9546,1.4546003,94.56891,6.091175,0.7847010769997889,102.6322,2.3197343349456787,-0.0028223991394042,0.24074495,3.035032272338867,False
1-BRSA-605-SE,272.1,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.933385,1.43338535,93.47182,5.783562,0.7621953955959855,104.314128,2.300703406333924,-0.0010170936584472,0.24355183,3.0018150806427,True
1-BRSA-605-SE,272.2,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.91217,1.4121704,92.37473,5.475949,0.7384593946990381,105.996056,2.281672477722168,0.0007882118225097,0.24635871,2.968597888946533,False
1-BRSA-605-SE,272.3,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.91217,1.4121704,92.37473,5.296706,0.7240058675700699,104.112656,2.266157388687134,-0.0014057159423828,0.25640312,2.926245927810669,False
1-BRSA-605-SE,272.4,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.901563,1.40156315,94.34949,5.3411185,0.7276322134915494,103.536268,2.265269637107849,-0.0028618574142455,0.27257531,2.9159189462661743,True
1-BRSA-605-SE,272.5,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.890956,1.3909559,96.32425,5.385531,0.7312285301039562,102.95988,2.2643818855285645,-0.0043179988861083,0.2887475,2.90559196472168,False
1-BRSA-605-SE,272.6,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.933385,1.4333849,95.885414,5.6097302,0.7489419743633126,102.95119,2.26673436164856,-0.0088393688201904,0.28462404,2.91936469078064,False
1-BRSA-605-SE,272.7,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.9546,1.45459985,94.78833,5.747596100000001,0.7594862414203594,102.392625,2.268677830696106,-0.0087980031967162,0.28389187,2.943788170814514,True
1-BRSA-605-SE,272.8,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,,,,,8.5,9.975815,1.4758148,93.691246,5.885462,0.7697805599874915,101.83406,2.2706212997436523,-0.0087566375732421,0.2831597,2.9682116508483887,False
1-BRSA-605-SE,278.4,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESBRANQUICADO,FINO,,8.5,9.99703,1.4970303,96.104836,11.108227,1.0456447461088356,81.93108,2.5330593585968018,-0.0055856704711914,0.16793099,3.3731184005737305,False
1-BRSA-605-SE,278.5,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESBRANQUICADO,FINO,,8.5,9.981119,1.48111915,94.678623,9.927556,0.9968423455392338,84.148875,2.508793950080872,-0.0049309730529785,0.18877001,3.3314613103866577,True
1-BRSA-605-SE,278.6,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESBRANQUICADO,FINO,,8.5,9.965208,1.465208,93.25241,8.746885,0.9418534166598498,86.36667,2.4845285415649414,-0.0042762756347656,0.20960903,3.289804220199585,False
1-BRSA-605-SE,278.7,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESBRANQUICADO,FINO,,8.5,9.806095,1.3060951,90.31762,7.4870067,0.8743082217712508,94.198235,2.3970043659210205,-0.007328987121582,0.24863571,3.1942567825317383,False
1-BRSA-605-SE,278.8,RIACHU,ANGICO,,False,False,False,False,FOLHELHO,CINZA,ESBRANQUICADO,FINO,,8.5,9.78488,1.28488015,89.31336999999999,6.92643405,0.84050970344407,97.4704625,2.3658097982406616,-0.0086493492126464,0.254577665,3.1267900466918945,True
1-BRSA-605-SE,278.9,RIACHU,ANGICO,,False,False,False,True,FOLHELHO,CINZA,ESBRANQUICADO,FINO,,8.5,9.763665,1.2636652,88.30912,6.3658614,0.8038571787602494,100.74269,2.3346152305603027,-0.0099697113037109,0.26051962,3.059323310852051,False
1-BRSA-605-SE,279.0,RIACHU,ANGICO,,False,False,True,False,CALCILUTITO,CINZA,CLARO,,,8.5,9.763665,1.2636652,92.24056,5.7567306,0.7601759060799378,101.476875,2.3117101192474365,-0.0096347332000732,0.27364364,2.947939872741699,False
1-BRSA-605-SE,279.1,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CINZA,CLARO,,,8.5,9.747754,1.2477541,93.598245,5.6588338,0.7527269388897649,101.4278175,2.306416749954224,-0.0091736316680907,0.26553227,2.933528184890747,True
1-BRSA-605-SE,279.2,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CINZA,CLARO,,,8.5,9.731843,1.231843,94.95593,5.560937,0.745147974971282,101.37876,2.3011233806610107,-0.0087125301361083,0.2574209,2.919116497039795,False
1-BRSA-605-SE,279.3,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CINZA,CLARO,,,8.5,9.700021,1.2000208,93.014915,5.7149425,0.7570118651672875,102.544136,2.2964115142822266,-0.0070307254791259,0.26076967,2.941313505172729,False
1-BRSA-605-SE,279.4,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CINZA,CLARO,,,8.5,9.721236,1.22123575,93.6822025,5.99817875,0.7780194039013196,101.814991,2.2982455492019653,-0.0078589916229247,0.245096155,2.9817827939987183,True
1-BRSA-605-SE,279.5,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CINZA,CLARO,,,8.5,9.742451,1.2424507,94.34949,6.281415,0.7980574872834036,101.085846,2.300079584121704,-0.0086872577667236,0.22942264,3.022252082824707,False
1-BRSA-605-SE,279.6,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CINZA,CLARO,,,8.5,9.774273,1.2742729000000002,91.60677,6.54403925,0.8158458954932322,99.134473,2.311272382736206,-0.0090506076812743,0.23255936,3.0689034461975098,True
1-BRSA-605-SE,279.7,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CINZA,CLARO,,,8.5,9.806095,1.3060951,88.86405,6.8066635,0.8329342809842879,97.1831,2.322465181350708,-0.0094139575958251,0.23569608,3.1155548095703125,False
1-BRSA-605-SE,279.8,RIACHU,ANGICO,,False,False,False,False,CALCILUTITO,CINZA,CLARO,,,8.5,9.943993,1.4439926,90.838806,7.3910728,0.8687074799787903,97.28062,2.345644474029541,-0.0097603797912597,0.23324348,3.179703950881958,False
