Profundidade,Topo,Base,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,Log10_RESD,DT,RHOB,DRHO,NPHI,PE,Litologia
598.6,False,False,CINZA,CLARO,FINO,SUBANGULAR,8.5,8.731369018554688,0.2313690185546875,95.02530670166016,5.614022254943848,0.7492741299193948,92.5627670288086,2.4685637950897217,0.0018463134765625,0.3163139522075653,3.3025143146514893,ARENITO
598.7,False,False,CINZA,CLARO,FINO,SUBANGULAR,8.5,8.72039794921875,0.22039794921875,94.9460792541504,5.392726421356201,0.7318083886343354,91.66296005249023,2.473504066467285,0.0006980895996093,0.3180674612522125,3.3065645694732666,ARENITO
598.8,False,False,CINZA,CLARO,FINO,SUBANGULAR,8.5,8.709426879882812,0.2094268798828125,94.86685180664062,5.171430587768555,0.7136106998502929,90.76315307617188,2.4784443378448486,-0.0004501342773437,0.3198209702968597,3.310614824295044,ARENITO
598.9,False,True,CINZA,CLARO,FINO,SUBANGULAR,8.5,8.797191619873047,0.2971916198730469,94.2955551147461,6.287928104400635,0.7985075673760427,90.06385040283203,2.49483609199524,-0.0038731098175048,0.3287883400917053,3.338809013366699,ARENITO
599.0,True,False,CASTANHO,ESCURO,,,8.5,8.786221504211426,0.2862215042114258,92.9625358581543,6.887753009796143,0.8380775652159456,89.45877838134766,2.502591371536255,-0.0043529272079467,0.3066546618938446,3.354152083396912,FOLHELHO
599.1,False,False,CASTANHO,ESCURO,,,8.5,8.775251388549805,0.2752513885498047,91.6295166015625,7.48757791519165,0.8743413546576991,88.85370635986328,2.5103466510772705,-0.0048327445983886,0.2845209836959839,3.369495153427124,FOLHELHO
599.2,False,False,CASTANHO,ESCURO,,,8.5,8.819132804870605,0.3191328048706054,88.9314956665039,6.946254253387451,0.8417506757242809,89.59679412841797,2.514765977859497,-0.003741979598999,0.273655354976654,3.388073444366455,FOLHELHO
599.3,False,False,CASTANHO,ESCURO,,,8.5,8.819132804870605,0.3191328048706054,88.8362808227539,6.504560470581055,0.8132179555247485,88.20377731323242,2.51567816734314,-0.0024181604385375,0.2783489525318146,3.3804930448532104,FOLHELHO
599.4,False,False,CASTANHO,ESCURO,,,8.5,8.819132804870605,0.3191328048706054,88.7410659790039,6.062866687774658,0.7826780189358805,86.81076049804688,2.5165903568267822,-0.0010943412780761,0.2830425500869751,3.372912645339966,FOLHELHO
599.5,False,False,CASTANHO,ESCURO,,,8.5,8.687485694885254,0.1874856948852539,91.71832275390624,6.241037368774414,0.7952567829660675,85.35982513427734,2.5320379734039307,0.0017604827880859,0.3130016624927521,3.3535852432250977,FOLHELHO
599.6,False,False,CASTANHO,ESCURO,,,8.5,8.665544986724854,0.1655449867248535,90.4805145263672,6.528449773788452,0.8148100672448173,83.36172866821289,2.5449090003967285,0.0060111284255981,0.307879626750946,3.3737425804138184,FOLHELHO
599.7,False,False,CASTANHO,ESCURO,,,8.5,8.643604278564453,0.1436042785644531,89.24270629882812,6.81586217880249,0.8335208001285502,81.36363220214844,2.5577800273895264,0.0102617740631103,0.30275759100914,3.393899917602539,FOLHELHO
599.8,False,False,CASTANHO,ESCURO,,,8.5,8.665545463562012,0.1655454635620117,87.9096908569336,7.057987689971924,0.8486808965598065,81.428466796875,2.567188739776612,0.0135738849639892,0.2813409268856048,3.403257131576538,FOLHELHO
599.9,False,True,CASTANHO,ESCURO,,,8.5,8.73136854171753,0.2313685417175293,90.5944938659668,7.208385229110718,0.8578379880717959,83.34477996826172,2.562463760375977,0.0140917301177978,0.2618563771247864,3.379971981048584,FOLHELHO
600.0,True,False,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.797191619873047,0.2971916198730469,93.279296875,7.358782768249512,0.866805982713653,85.26109313964844,2.557738780975342,0.0146095752716064,0.2423718273639679,3.35668683052063,ARENITO
600.1,False,False,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.841073989868164,0.341073989868164,95.18361282348631,7.738814353942871,0.888674428514558,85.6477165222168,2.544095873832702,0.0123049020767211,0.2324174642562866,3.319278717041016,ARENITO
600.2,False,False,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.884956359863281,0.3849563598632812,97.08792877197266,8.11884593963623,0.9094943004643306,86.03433990478516,2.5304529666900635,0.0100002288818359,0.2224631011486053,3.2818706035614014,ARENITO
600.3,False,False,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.841073989868164,0.341073989868164,95.5644760131836,7.095008850097656,0.8509529415195223,93.9967803955078,2.4934747219085693,0.0073914527893066,0.2608909904956817,3.221564292907715,ARENITO
600.4,False,False,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.797192096710205,0.2971920967102051,97.19921112060548,6.27449631690979,0.7975788687082337,94.85516738891602,2.4710363149642944,0.005935788154602,0.2957271635532378,3.232879757881165,ARENITO
600.5,False,False,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.753310203552246,0.2533102035522461,98.83394622802734,5.453983783721924,0.736713842323881,95.71355438232422,2.4485979080200195,0.0044801235198974,0.330563336610794,3.2441952228546143,ARENITO
600.6,False,False,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.808162689208984,0.3081626892089844,98.64350128173828,4.877481937408447,0.6881956697634567,94.74137878417967,2.429731607437134,0.00026535987854,0.368964284658432,3.267985820770264,ARENITO
600.7,False,False,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.868500232696533,0.3685002326965332,99.97652435302734,5.042033910751343,0.7026057622453578,96.0122413635254,2.442507743835449,-1.597404479979997e-05,0.348049595952034,3.283463716506958,ARENITO
600.8,False,False,CINZA,CLARO,FINO,SUBARREDONDADO,8.5,8.928837776184082,0.428837776184082,101.3095474243164,5.206585884094238,0.7165530365954463,97.2831039428711,2.4552838802337646,-0.0002973079681396,0.327134907245636,3.2989416122436523,ARENITO
