Poço,Profundidade,UnidadeF,UnidadeM,UnidadeC,TopoUnidade,BaseUnidade,Topo,Base,Litologia,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,Log10_RESD,DT,RHOB,DRHO,NPHI,PE,interpolada
1-BRSA-551-SE,248.2,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.838381290435791,0.338381290435791,31.04702377319336,15.353437900543211,1.1862056367553317,95.36216735839844,2.6221102476119995,0.1313923597335815,0.3572504073381424,7.356149673461914,True
1-BRSA-551-SE,248.3,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.8497953414917,0.3497953414916992,32.206886291503906,15.327157974243164,1.1854616336196153,99.1532211303711,2.450522184371948,0.0431513786315918,0.3706015646457672,6.448310852050781,False
1-BRSA-551-SE,248.4,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.8497953414917,0.3497953414916992,32.51809310913086,15.25090503692627,1.1832956168552817,99.09719848632812,2.298302412033081,0.0100977420806884,0.3387088775634765,4.895019054412842,False
1-BRSA-551-SE,248.5,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.838381290435791,0.338381290435791,33.72414016723633,15.192739009857178,1.1816360773277694,94.70327377319336,2.275293469429016,0.0141154527664184,0.32028029859066,4.671648979187012,True
1-BRSA-551-SE,248.6,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.826967239379883,0.3269672393798828,34.9301872253418,15.134572982788086,1.179970171983374,90.3093490600586,2.252284526824951,0.0181331634521484,0.3018517196178436,4.448278903961182,False
1-BRSA-551-SE,248.7,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.804140090942383,0.3041400909423828,33.73146057128906,14.9420166015625,1.1744092146031035,86.33389282226562,2.267350673675537,0.0199508666992187,0.3117431104183197,4.425482273101807,False
1-BRSA-551-SE,248.8,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.798433303833008,0.2984333038330078,34.472524642944336,14.81574773788452,1.1707235748334432,86.99166870117188,2.270715951919556,0.0175025463104247,0.3244063556194305,4.4563539028167725,True
1-BRSA-551-SE,248.9,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.792726516723633,0.2927265167236328,35.21358871459961,14.689478874206545,1.1670063889780753,87.64944458007812,2.274081230163574,0.0150542259216308,0.3370696008205414,4.487225532531738,False
1-BRSA-551-SE,249.0,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.804140090942383,0.3041400909423828,36.46452331542969,14.407211303710938,1.1585799258094256,86.40803527832031,2.2781593799591064,0.0142366886138916,0.3455666601657867,4.591635704040527,False
1-BRSA-551-SE,249.1,RIACHU,MARUIM,,False,False,False,False,CALCARENITO,CREME,ACASTANHADO,MEDIO,,8.5,8.838381290435791,0.338381290435791,37.94788360595703,14.145880222320557,1.1506299764521073,86.43816375732422,2.2826852798461914,0.0176237821578979,0.3377040475606918,4.672008991241455,True
