Poço,Profundidade,UnidadeF,UnidadeM,UnidadeC,TopoUnidade,BaseUnidade,Topo,Base,Litologia,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,Log10_RESD,DT,RHOB,DRHO,NPHI,PE,interpolada
1-BRSA-696-SE,436.4,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.247390747070312,0.7473907470703125,45.664907455444336,8.234814167022705,0.9156538030021634,89.83123779296875,2.7822890281677246,0.1199269294738769,0.1992084458470344,7.330354452133179,True
1-BRSA-696-SE,436.5,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.690059661865234,1.1900596618652344,48.87054443359375,8.236919403076172,0.915764816503227,90.14926147460938,2.675692081451416,0.058924913406372,0.1850766092538833,6.510884761810303,False
1-BRSA-696-SE,441.7,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.99237060546875,1.49237060546875,47.65224075317383,42.57536315917969,1.629158361093949,75.78421783447266,2.529284715652466,0.0499122142791748,0.1815820038318634,4.714957237243652,False
1-BRSA-696-SE,441.8,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.62527847290039,1.1252784729003906,49.36191940307617,35.87757873535156,1.5548231261959713,73.40603637695312,2.548719644546509,0.0340454578399658,0.1387906819581985,4.731668949127197,False
1-BRSA-696-SE,441.9,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.592888355255129,1.092888355255127,51.07227897644043,26.718189239501957,1.4268070215452733,71.54174423217773,2.5497342348098755,0.029462456703186,0.136994108557701,4.7370688915252686,True
1-BRSA-696-SE,442.0,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.560498237609863,1.0604982376098633,52.78263854980469,17.558799743652344,1.2444948257771373,69.67745208740234,2.550748825073242,0.0248794555664062,0.1351975351572036,4.74246883392334,False
1-BRSA-696-SE,442.1,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.49571704864502,0.9957170486450196,50.35101318359375,11.846367835998535,1.0735852135880781,70.1646728515625,2.530884265899658,0.0112087726593017,0.1455285847187042,4.73130989074707,False
1-BRSA-696-SE,442.2,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.49571704864502,0.9957170486450196,47.64471435546875,10.441455841064451,1.018761056105021,69.74248504638672,2.5228192806243896,0.006509780883789,0.1472651511430739,4.737628221511841,True
1-BRSA-696-SE,442.3,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.49571704864502,0.9957170486450196,44.93841552734375,9.036543846130373,0.9560023601706353,69.32029724121094,2.514754295349121,0.0018107891082763,0.1490017175674438,4.743946552276611,False
1-BRSA-696-SE,442.4,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.47412395477295,0.9741239547729492,38.3413200378418,7.995983123779297,0.902871868830614,67.55723571777344,2.520790100097656,-0.0012915134429931,0.140088140964508,4.840851783752441,False
1-BRSA-696-SE,442.5,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.463326930999756,0.963326930999756,38.9824447631836,8.154819965362549,0.9114143775267947,67.84523391723633,2.5256022214889526,-0.0030546188354491,0.13116692379117,4.8747618198394775,True
1-BRSA-696-SE,442.6,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.452529907226562,0.9525299072265624,39.62356948852539,8.3136568069458,0.9197920925870833,68.13323211669922,2.530414342880249,-0.0048177242279052,0.1222457066178321,4.908671855926514,False
1-BRSA-696-SE,442.7,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.430936813354492,0.9309368133544922,42.47165298461914,9.21205711364746,0.9643566218741563,68.34867095947266,2.5372073650360107,-0.0019164085388183,0.1118825897574424,4.992527484893799,False
1-BRSA-696-SE,442.8,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.409343242645264,0.9093432426452636,45.63850593566895,9.808897495269775,0.9916201961028389,69.33358764648438,2.539802312850952,-0.0020192861557006,0.1168640479445457,5.0109148025512695,True
1-BRSA-696-SE,442.9,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.387749671936035,0.8877496719360352,48.80535888671875,10.40573787689209,1.017272881712512,70.3185043334961,2.5423972606658936,-0.002122163772583,0.121845506131649,5.02930212020874,False
1-BRSA-696-SE,443.0,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.344562530517578,0.8445625305175781,53.88135147094727,11.63306713104248,1.0656942342874762,70.72223663330078,2.550028085708618,-0.00044846534729,0.126385360956192,5.005356788635254,False
1-BRSA-696-SE,443.1,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.333765506744385,0.8337655067443848,54.94989776611328,12.386903762817385,1.0929627634569847,72.96271133422852,2.556372046470642,-0.0010921955108642,0.1296110153198242,4.946999311447144,True
1-BRSA-696-SE,443.2,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.322968482971191,0.8229684829711914,56.0184440612793,13.140740394592283,1.1186198355606791,75.20318603515625,2.562716007232666,-0.0017359256744384,0.1328366696834564,4.888641834259033,False
1-BRSA-696-SE,443.3,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.312171936035156,0.8121719360351562,62.608489990234375,10.648693084716797,1.027296310035382,75.82878875732422,2.573129177093506,0.0032427310943603,0.1476386040449142,4.699646949768066,False
1-BRSA-696-SE,443.4,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.30677366256714,0.8067736625671387,64.02411270141602,10.02686643600464,1.0011652299117306,77.48674774169922,2.5619410276412964,0.0022670030593871,0.1575246825814246,4.667228221893311,True
1-BRSA-696-SE,443.5,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.30137538909912,0.8013753890991211,65.43973541259766,9.40503978729248,0.9733606371394572,79.14470672607422,2.550752878189087,0.001291275024414,0.1674107611179351,4.634809494018555,False
1-BRSA-696-SE,443.6,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.279781341552734,0.7797813415527344,68.04310607910156,9.394067764282228,0.9728536886498377,79.84007263183594,2.531865119934082,0.0002572536468505,0.1695184856653213,4.544033527374268,False
1-BRSA-696-SE,443.7,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.258187770843506,0.7581877708435059,67.27274703979492,9.057490825653076,0.9570079028092229,80.81604766845703,2.527852416038513,0.0020784139633178,0.1787535920739173,4.511880159378052,True
1-BRSA-696-SE,443.8,RIACHU,TAQUAR,,False,False,False,False,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.236594200134276,0.7365942001342773,66.50238800048828,8.720913887023926,0.940561998154467,81.79202270507812,2.5238397121429443,0.0038995742797851,0.1879886984825134,4.479726791381836,False
1-BRSA-696-SE,443.9,RIACHU,TAQUAR,,False,False,False,True,CALCILUTITO,CREME,ACINZENTADO,,,8.5,9.236594200134276,0.7365942001342773,73.168701171875,7.9211883544921875,0.8987903403121753,84.36639404296875,2.535927057266236,0.0121920108795166,0.2036350518465042,4.348418235778809,False
1-BRSA-696-SE,444.0,RIACHU,TAQUAR,,False,False,True,False,FOLHELHO,CINZA,CLARO,,,8.5,9.236594200134276,0.7365942001342773,76.14120101928711,7.871423244476318,0.8960532649306814,84.07231140136719,2.535966396331787,0.0126650333404541,0.2041506841778755,4.323051929473877,True
