Poço,Profundidade,UnidadeF,UnidadeM,UnidadeC,TopoUnidade,BaseUnidade,Topo,Base,Litologia,Cor,Tonalidade,Granulometria,Arredondamento,BS,CAL,DCAL,GR,RESD,Log10_RESD,DT,RHOB,DRHO,NPHI,PE,interpolada,PE.1
1-BRSA-698-SE,370.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,9.192130088806152,0.6921300888061523,82.28621673583984,27.8658447265625,1.4450722128156623,88.06525421142578,2.397109270095825,0.0925295352935791,0.3395887315273285,3.85319185256958,False,
1-BRSA-698-SE,370.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,9.532217025756836,1.032217025756836,86.57388305664062,17.30545425415039,1.2381830036579795,83.4244613647461,2.4270098209381104,0.0976185798645019,0.2841269075870514,3.87915301322937,False,
1-BRSA-698-SE,370.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,9.65837812423706,1.1583781242370603,86.13059616088867,15.49399185180664,1.1901633232380149,83.37764739990234,2.441882848739624,0.0979858636856078,0.2699601948261261,3.8497406244277954,True,
1-BRSA-698-SE,370.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,9.784539222717283,1.2845392227172852,85.68730926513672,13.68252944946289,1.1361663915651703,83.3308334350586,2.4567558765411377,0.0983531475067138,0.2557934820652008,3.8203282356262207,False,
1-BRSA-698-SE,370.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.753310203552246,0.2533102035522461,86.99224853515625,14.284320831298828,1.1548595960501429,87.22591400146484,2.4538111686706543,0.0879139900207519,0.2473496347665786,3.714122295379639,False,
1-BRSA-698-SE,371.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.665545463562012,0.1655454635620117,87.46832656860352,14.408720970153809,1.1586254311777768,86.34741592407227,2.444156765937805,0.0827184915542602,0.2493610903620719,3.673457026481629,True,
1-BRSA-698-SE,371.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.577780723571777,0.0777807235717773,87.94440460205078,14.533121109008787,1.1623588926778663,85.46891784667969,2.434502363204956,0.0775229930877685,0.2513725459575653,3.632791757583618,False,
1-BRSA-698-SE,371.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.4241943359375,-0.0758056640625,89.90392303466797,14.776309967041016,1.169565992852023,84.12020874023438,2.4321038722991943,0.0779173374176025,0.2593495845794678,3.62605881690979,False,
1-BRSA-698-SE,371.3,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.39676809310913,-0.1032319068908691,89.38288116455078,14.362689971923828,1.157235786045348,82.9073600769043,2.43418836593628,0.0763686895370483,0.2448160350322723,3.638171315193176,True,
1-BRSA-698-SE,371.4,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.369341850280762,-0.1306581497192382,88.8618392944336,13.94906997680664,1.1445452529569056,81.69451141357422,2.4362728595733643,0.0748200416564941,0.2302824854850769,3.6502838134765625,False,
1-BRSA-698-SE,371.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.374826908111572,-0.1251730918884276,85.37103271484375,14.116620540618896,1.149730740892465,84.05801391601562,2.430044293403625,0.0706759691238403,0.2278161495923996,3.651195526123047,True,
1-BRSA-698-SE,371.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.380311965942383,-0.1196880340576171,81.8802261352539,14.284171104431152,1.154855043793582,86.42151641845703,2.4238157272338867,0.0665318965911865,0.2253498136997223,3.6521072387695312,False,
1-BRSA-698-SE,371.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.358370780944824,-0.1416292190551757,86.3298110961914,12.756689071655272,1.1057379702710537,88.08595275878906,2.3895108699798584,0.0535473823547363,0.2148286253213882,3.620345115661621,False,
1-BRSA-698-SE,371.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.347400188446045,-0.152599811553955,88.80827331542969,10.516041278839111,1.0218522821829803,89.13462448120117,2.365188717842102,0.0446968078613281,0.2268594875931739,3.60174298286438,True,
1-BRSA-698-SE,371.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.336429595947266,-0.1635704040527343,91.28673553466795,8.27539348602295,0.9177886531723024,90.18329620361328,2.3408665657043457,0.0358462333679199,0.2388903498649597,3.5831408500671387,False,
1-BRSA-698-SE,372.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.402253150939941,-0.0977468490600586,104.1717300415039,7.859416961669922,0.8953903297898835,90.72539520263672,2.334472894668579,0.0285723209381103,0.2653808891773224,3.632169008255005,False,
1-BRSA-698-SE,372.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.391282558441162,-0.1087174415588378,104.2669448852539,9.724905967712402,0.9878854107277136,89.11236190795898,2.347382068634033,0.0317004919052123,0.2674109190702438,3.68614399433136,True,
1-BRSA-698-SE,372.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.380311965942383,-0.1196880340576171,104.3621597290039,11.590394973754885,1.064098235963549,87.49932861328125,2.360291242599488,0.0348286628723144,0.2694409489631653,3.740118980407715,False,
1-BRSA-698-SE,372.3,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.358370780944824,-0.1416292190551757,105.11819458007812,19.394119262695312,1.2876700619439925,84.55851745605469,2.38674259185791,0.0404438972473144,0.2532292306423187,3.860563039779663,False,
1-BRSA-698-SE,372.4,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.369341373443604,-0.1306586265563964,100.9617919921875,22.90955352783203,1.360016625536483,82.68061065673828,2.3978530168533325,0.0397301912307739,0.2446672245860099,3.896294713020324,True,
1-BRSA-698-SE,372.5,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.380311965942383,-0.1196880340576171,96.80538940429688,26.42498779296875,1.4220147953570406,80.80270385742188,2.408963441848755,0.0390164852142334,0.2361052185297012,3.9320263862609854,False,
1-BRSA-698-SE,372.6,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.292547225952148,-0.2074527740478515,88.21176147460938,37.223289489746094,1.5708147498833789,80.74056243896484,2.4263296127319336,0.032999038696289,0.2128045558929443,3.99104642868042,False,
1-BRSA-698-SE,372.7,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.287062168121338,-0.212937831878662,86.87873840332031,28.966980934143063,1.461903233485867,80.69729232788086,2.4370521306991577,0.0352740287780761,0.2076492533087729,4.026909828186035,True,
1-BRSA-698-SE,372.8,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.281577110290527,-0.2184228897094726,85.54571533203125,20.71067237854004,1.3161941986302723,80.65402221679688,2.447774648666382,0.0375490188598632,0.2024939507246017,4.06277322769165,False,
1-BRSA-698-SE,372.9,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.248665809631348,-0.2513341903686523,83.00391387939453,16.851072311401367,1.2266275422463424,79.40505981445312,2.444156646728516,0.0340828895568847,0.1784702986478805,4.09256649017334,False,
1-BRSA-698-SE,373.0,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.22123908996582,-0.2787609100341796,83.30166625976562,16.62674617767334,1.2208072669378178,81.04383087158203,2.4445160627365112,0.0321543216705321,0.1774592697620391,4.098153591156006,True,
1-BRSA-698-SE,373.1,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.193812370300293,-0.306187629699707,83.59941864013672,16.402420043945312,1.2149079294009586,82.68260192871094,2.444875478744507,0.0302257537841796,0.1764482408761978,4.103740692138672,False,
1-BRSA-698-SE,373.2,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.20478343963623,-0.2952165603637695,82.4957275390625,15.100093841552734,1.1789796462826985,77.53661346435547,2.443540334701538,0.0233974456787109,0.1673436313867569,4.074265480041504,False,
1-BRSA-698-SE,373.3,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.226724624633789,-0.2732753753662109,83.06702423095703,14.61347246170044,1.1647534255007983,77.58929824829102,2.4493008852005005,0.0265301465988158,0.1733777672052383,4.073323011398315,True,
1-BRSA-698-SE,373.4,RIACHU,ANGICO,,False,False,False,False,ARENITO,CINZA,CLARO,FINO,,8.5,8.248665809631348,-0.2513341903686523,83.63832092285156,14.126851081848145,1.1500453670727349,77.64198303222656,2.455061435699463,0.0296628475189209,0.1794119030237198,4.072380542755127,False,
